row	rank	word	english	cefrLevel	source	flags
878	890	schonend	gentle	UNSET	UNSET	
879	891	uneingeschränkt	unlimited	UNSET	UNSET	
880	892	aufrecht	upright/honest	C1	UNSET	
881	893	chirurgisch	surgical	UNSET	UNSET	
882	894	fränkisch	Franconian/Frankish	UNSET	UNSET	
883	895	moralisch	moral	B2	UNSET	
884	896	geschickt	skilful/deft	B1	UNSET	
885	897	hochkarätig	top-class/high-caliber	C1	UNSET	
886	898	versteckt	hidden	B1	UNSET	
887	899	zivil	civil/civilian	UNSET	UNSET	
888	900	muslimisch	Muslim	UNSET	UNSET	
889	901	passgenau	precisely fitting/tailored	C1	UNSET	
890	902	präsent	present	UNSET	UNSET	
891	903	regelrecht	downright/proper	C1	UNSET	
892	904	sparsam	economical/thrifty	B1	UNSET	
893	905	symbolisch	symbolic	B2	UNSET	
894	906	analytisch	analytic/analytical	B2	UNSET	
895	907	antik	ancient/antique	C1	UNSET	
896	908	kognitiv	cognitive	C1	UNSET	
897	909	leiblich	biological/physical	UNSET	UNSET	
898	910	ambitioniert	ambitious	UNSET	UNSET	
899	911	anfänglich	initial	UNSET	UNSET	
900	912	botanisch	botanical	UNSET	UNSET	
901	913	dänisch	Danish	UNSET	UNSET	
902	914	sämtlich	all/entire	B2	UNSET	
903	915	unbegrenzt	limitless	UNSET	UNSET	
904	916	akustisch	acoustic/acoustical	B2	UNSET	
905	917	einstig	former	C1	UNSET	
906	918	nass	wet	A2	UNSET	
907	919	unklar	unclear	UNSET	UNSET	
908	920	clever	clever/smart	UNSET	UNSET	
909	921	defekt	damaged/defective	B1	UNSET	
910	922	fachkundig	expert/professional	UNSET	UNSET	
911	923	markant	striking/distinctive	UNSET	UNSET	
912	924	mittelfristig	medium-term/middle-term	UNSET	UNSET	
913	925	theologisch	theologic/theological	C1	UNSET	
914	926	witzig	funny/witty	A2	UNSET	
915	927	zart	tender	C1	UNSET	
916	928	ausgesprochen	downright/pronounced	B2	UNSET	
917	929	journalistisch	journalistic	UNSET	UNSET	
918	930	leidenschaftlich	passionate	C1	UNSET	
919	931	saisonal	seasonal	C1	UNSET	
920	932	syrisch	Syrian	UNSET	UNSET	
921	933	unbefristet	permanent/unlimited	UNSET	UNSET	
922	934	winzig	tiny	C1	UNSET	
923	935	final	final	B2	UNSET	
924	936	seriös	reputable / respectable / trustworthy	B2	UNSET	
925	937	zwangsläufig	inevitable	C1	UNSET	
926	938	freiberuflich	freelance	A2	UNSET	
927	939	schlank	slender/slim	B1	UNSET	
928	940	verrückt	crazy/mad	A2	UNSET	
929	941	selbstbewusst	self-confident	B2	UNSET	
930	942	bewegt	eventful	UNSET	UNSET	
931	943	pflegebedürftig	in need of care	UNSET	UNSET	
932	944	populär	popular	A1	UNSET	
933	945	praxisorientiert	practice-oriented / hands-on	UNSET	UNSET	
934	946	archäologisch	archaeological/archeological	UNSET	UNSET	
935	947	benachteiligt	disadvantaged	B2	UNSET	
936	948	braun	brown	A1	UNSET	
937	949	geistlich	religious / clerical / sacred (geistliche Musik)	UNSET	UNSET	
938	950	gemischt	mixed	B1	UNSET	
939	951	kooperativ	cooperative	B2	UNSET	
940	952	orientiert	oriented	B2	UNSET	
941	953	stilvoll	stylish	UNSET	UNSET	
942	954	strahlend	radiant/bright	C1	UNSET	
943	955	variabel	variable	UNSET	UNSET	
944	956	weitestgehend	largely/mostly	UNSET	UNSET	
945	957	exemplarisch	exemplary	UNSET	UNSET	
946	958	sympathisch	likeable/nice	A2	UNSET	
947	959	bezahlbar	affordable	UNSET	UNSET	
948	960	erholsam	relaxing/restful	B2	UNSET	
949	961	gänzlich	entirely/wholly	UNSET	UNSET	
950	962	kompatibel	compatible	UNSET	UNSET	
951	963	originell	inventive / novel / quirky	A1	UNSET	
952	964	abstrakt	abstract/conceptional	A2	UNSET	
953	965	ausgedehnt	extensive	UNSET	UNSET	
954	966	dankbar	grateful/thankful	B1	UNSET	
955	967	einwandfrei	perfect	B2	UNSET	
956	968	überschaubar	manageable	C1	UNSET	
957	969	diesbezüglich	relating to this/with respect to this	UNSET	UNSET	
958	970	glatt	smooth	B1	UNSET	
959	971	harmonisch	harmonious	B2	UNSET	
960	972	legal	legal	B2	UNSET	
961	973	mild	mild/gentle	B1	UNSET	
962	974	rechtsextrem	extreme right-wing	UNSET	UNSET	
963	975	rheinisch	Rhenish	UNSET	UNSET	
964	976	verstorben	deceased	C1	UNSET	
965	977	anderweitig	other/alternative	C1	UNSET	
966	978	beachtlich	considerable/remarkable	UNSET	UNSET	
967	979	mehrjährig	multi-year / lasting several years; (botany) perennial	UNSET	UNSET	
968	980	tatkräftig	energetic/active	UNSET	UNSET	
969	981	unzulässig	inadmissible/impermissible	C1	UNSET	
970	982	weitreichend	extensive	C1	UNSET	
971	983	angeschlossen	connected/affiliated	B2	UNSET	
972	984	geregelt	regulated	C1	UNSET	
973	985	präventiv	preventive	UNSET	UNSET	
974	986	seitlich	lateral/sideways	UNSET	UNSET	
975	987	zusammenhängend	coherent/connected	UNSET	UNSET	
976	988	adäquat	adequate/appropriate	UNSET	UNSET	
977	990	festlich	festive	UNSET	UNSET	
978	991	konzeptionell	conceptual	C1	UNSET	
979	992	moderat	moderate	UNSET	UNSET	
980	993	produktiv	productive/prolific	UNSET	UNSET	
981	994	schnellstmöglich	as soon as possible	UNSET	UNSET	
982	995	vorder	fore/forward/front	UNSET	UNSET	
983	996	behördlich	governmental	UNSET	UNSET	
984	997	tropisch	tropical	UNSET	UNSET	
985	998	vereinzelt	sporadic	UNSET	UNSET	
986	999	absehbar	foreseeable	C1	UNSET	
987	1000	bedarfsgerecht	needs-based / tailored to demand	UNSET	UNSET	
988	1001	heimlich	clandestine/covert/secret	B1	UNSET	
989	1002	kaputt	broken/broken-down/bust	A1	UNSET	
990	1003	nächtlich	nightly/nocturnal	UNSET	UNSET	
991	1004	unmöglich	impossible/inconceivable/ridiculous	UNSET	UNSET	
992	1005	zivilgesellschaftlich	civil society	UNSET	UNSET	
993	1006	lästig	annoying/irksome/tiresome	B2	UNSET	
994	1007	aggressiv	abrasive/aggressive/thugish	B2	UNSET	
995	1008	gigantisch	gargantuan/gigantic/huge	UNSET	UNSET	
996	1009	hauptamtlich	full-time/professional	UNSET	UNSET	
997	1010	strikt	strict/strictly	B2	UNSET	
998	1011	betrieben	operated/run	UNSET	UNSET	
999	1012	diakonisch	diaconal/charitable	UNSET	UNSET	
1000	1013	englischsprachig	English-speaking	UNSET	UNSET	
1001	1014	fällig	due	B1	UNSET	
1002	1015	mehrheitlich	most/mostly	B2	UNSET	
1003	1016	minderjährig	underage	UNSET	UNSET	
1004	1017	regenerativ	renewable	UNSET	UNSET	
1005	1018	standardmäßig	by default/standard	UNSET	UNSET	
1006	1019	übergreifend	comprehensive/overarching/spanning	UNSET	UNSET	
1007	1020	besucht	attended	A2	UNSET	
1008	1021	gehoben	elevated / refined / upmarket (register, class); (mood) buoyant	B2	UNSET	
1009	1022	geschaffen	created/made	UNSET	UNSET	
1010	1023	geschäftlich	business/commercial	UNSET	UNSET	
1011	1024	verschlüsselt	encrypted	UNSET	UNSET	
1012	1025	bösartig	malevolent/malign	UNSET	UNSET	
1013	1026	energieeffizient	energy efficient	C1	UNSET	
1014	1027	familienfreundlich	family-friendly	C1	UNSET	
1015	1028	köstlich	delicious/exquisite	UNSET	UNSET	
1016	1029	multimedial	multimedia (adj.)	UNSET	UNSET	
1017	1030	architektonisch	architectonic/architectural	UNSET	UNSET	
1018	1031	jahrzehntelang	decades-long	UNSET	UNSET	
1019	1032	rassistisch	racist	UNSET	UNSET	
1020	1033	schmerzhaft	painful	UNSET	UNSET	
1021	1034	traditionsreich	rich in tradtion/tradition-rich	UNSET	UNSET	
1022	1035	brutal	bestial/brutal/brute	B2	UNSET	
1023	1036	dauernd	continuous	B1	UNSET	
1024	1037	diagnostisch	diagnostic/diagnostically	UNSET	UNSET	
1025	1038	fruchtbar	fecund/fertile/fruitful	UNSET	UNSET	
1026	1039	hergestellt	constructed/made	UNSET	UNSET	
1027	1040	übergeordnet	superordinate / higher-level / overarching	UNSET	UNSET	
1028	1041	üppig	opulent/sumptuous	B2	UNSET	
1029	1042	prächtig	splendid	UNSET	UNSET	
1030	1043	verwandt	related	B1	UNSET	
1031	1044	wirkungsvoll	effective	B2	UNSET	
1032	1045	alleinig	exclusive	UNSET	UNSET	
1033	1046	drohend	imminent/impending/minatory	C1	UNSET	
1034	1047	geologisch	geologic/geological	UNSET	UNSET	
1035	1048	kabellos	wireless	UNSET	UNSET	
1036	1049	subjektiv	subjective	B2	UNSET	
1037	1050	vielversprechend	auspicious/promising	C1	UNSET	
1038	1051	westfälisch	Westphalian	UNSET	UNSET	
1039	1052	charmant	charming	C1	UNSET	
1040	1053	einjährig	one-year-old	UNSET	UNSET	
1041	1054	elementar	elemental/fundamental	UNSET	UNSET	
1042	1055	mutmaßlich	alleged/conjectural/presumed	UNSET	UNSET	
1043	1056	psychosozial	psychosocial	UNSET	UNSET	
1044	1057	ausschlaggebend	decisive	B2	UNSET	
1045	1058	beschlossen	agreed/decided	B1	UNSET	
1046	1059	gleichberechtigt	equal/with equal rights	B1	UNSET	
1047	1060	hell	bright/light/sharp	A1	UNSET	
1048	1061	lateinisch	Latin/Roman	UNSET	UNSET	
1049	1062	thermisch	thermal	UNSET	UNSET	
1050	1063	komisch	comic/funny/strange	A2	UNSET	
1051	1064	kommunikativ	communicative	B2	UNSET	
1052	1065	nahtlos	imperceptible/seamless/smooth	UNSET	UNSET	
1053	1066	rechtswidrig	unlawful	C1	UNSET	
1054	1067	rückwirkend	retroactive/retrospective	UNSET	UNSET	
1055	1068	weihnachtlich	Christmassy	UNSET	UNSET	
1056	1069	zukunftsweisend	forward-looking	B2	UNSET	
1057	1070	barock	Baroque	UNSET	UNSET	
1058	1071	belastbar	resilient/reliable/load-bearing	B2	UNSET	
1059	1072	bitter	bitter	A1	UNSET	
1060	1073	fiktiv	fictitious/notional	C1	UNSET	
1061	1074	geheimnisvoll	arcane/mysterious	UNSET	UNSET	
1062	1075	original	original	B1	UNSET	
1063	1076	preußisch	Prussian	UNSET	UNSET	
1064	1077	radioaktiv	radioactive	B2	UNSET	
1065	1078	universitär	university	UNSET	UNSET	
1066	1079	aktualisiert	refreshed/updated	UNSET	UNSET	
1067	1080	einsam	lonely / lonesome; (of a place) remote, deserted	A2	UNSET	
1068	1081	gestalterisch	creative/design	UNSET	UNSET	
1069	1082	pharmazeutisch	pharmaceutic/pharmaceutical	B2	UNSET	
1070	1083	systemisch	systemic	UNSET	UNSET	
1071	1084	überflüssig	superfluous/unnecessary	C1	UNSET	
1072	1085	ungünstig	inconvenient/unfavourable	UNSET	UNSET	
1073	1086	administrativ	administrative	UNSET	UNSET	
1074	1087	dienstlich	official/work-related	UNSET	UNSET	
1075	1088	ganztägig	all-day/full-time	UNSET	UNSET	
1076	1089	israelisch	Israeli	UNSET	UNSET	
1077	1090	molekular	molecular/molecularly	UNSET	UNSET	
1078	1091	strafrechtlich	penal	UNSET	UNSET	
1079	1092	genial	brilliant/ingenious	A2	UNSET	
1080	1093	immens	immense	C1	UNSET	
1081	1094	kindlich	childlike	C1	UNSET	
1082	1095	müde	tired/weary	A1	UNSET	
1083	1096	norddeutsch	North German	UNSET	UNSET	
1084	1097	übermäßig	exaggerated/excessive/inordinate	C1	UNSET	
1085	1098	ungleich	unequal/unlike	UNSET	UNSET	
1086	1099	vegetarisch	vegetarian	B1	UNSET	
1087	1100	belastend	stressful / burdensome; (law) incriminating	UNSET	UNSET	
1088	1101	biblisch	biblical	UNSET	UNSET	
1089	1102	gebaut	built	UNSET	UNSET	
1090	1103	vertrauensvoll	optimistic/trustful/trusting	C1	UNSET	
1091	1104	allergisch	allergic	UNSET	UNSET	
1092	1105	amtierend	acting/incumbent/officiating	UNSET	UNSET	
1093	1106	nachweislich	demonstrable / proven / demonstrably	UNSET	UNSET	
1094	1107	zukunftsorientiert	future-oriented	C1	UNSET	
1095	1108	gewaltsam	forcible/violent	C1	UNSET	
1096	1109	konzentriert	concentrated/focused	B1	UNSET	
1097	1110	nackt	naked/nude/bare	UNSET	UNSET	
1098	1111	pflegerisch	nursing / care-related	UNSET	UNSET	
1099	1112	philosophisch	philosophical	B2	UNSET	
1100	1113	respektvoll	respectful	B2	UNSET	
1101	1114	statisch	static/statical	UNSET	UNSET	
1102	1115	unregelmäßig	irregular	UNSET	UNSET	
1103	1116	allmählich	gradual/gradually/step by step	B1	UNSET	
1104	1117	beweglich	movable/flexible	UNSET	UNSET	
1105	1118	kanadisch	Canadian	UNSET	UNSET	
1106	1119	preislich	in terms of price/price-related	UNSET	UNSET	
1107	1120	unsichtbar	invisible	C1	UNSET	
1108	1121	entschieden	decided / resolute / emphatic(ally)	B1	UNSET	
1109	1122	königlich	royal / regal; (fig.) lavish	C1	UNSET	
1110	1123	mediterran	Mediterranean	UNSET	UNSET	
1111	1124	preisgünstig	reasonably priced	UNSET	UNSET	
1112	1125	saarländisch	Saarland (adj.) / from the Saarland	UNSET	UNSET	
1113	1126	hygienisch	hygienic	UNSET	UNSET	
1114	1127	lebhaft	lively/vivacious	UNSET	UNSET	
1115	1128	mühsam	arduous	C1	UNSET	
1116	1129	unbedingt	absolute/at all events/by all means	A2	UNSET	
1117	1130	veraltet	dated/obsolete	UNSET	UNSET	
1118	1131	darauffolgend	following/subsequent	UNSET	UNSET	
1119	1132	fächerübergreifend	interdisciplinary	UNSET	UNSET	
1120	1133	geliebt	beloved/dear	UNSET	UNSET	
1121	1134	geschätzt	esteemed	UNSET	UNSET	
1122	1135	größtmöglich	maximal	UNSET	UNSET	
1123	1136	kontrolliert	certified/checked/controlled	A2	UNSET	
1124	1137	kraftvoll	powerful/vigorous	UNSET	UNSET	
1125	1138	schmackhaft	tasty	UNSET	UNSET	
1126	1139	tendenziell	tending to / on the whole / broadly	C1	UNSET	
1127	1140	angezeigt	appropriate	UNSET	UNSET	
1128	1141	dreidimensional	three-dimensional	C1	UNSET	
1129	1142	geöffnet	open/opened	A1	UNSET	
1130	1143	humorvoll	funny/humorous/humorously	C1	UNSET	
1131	1144	integrativ	inclusive/integrative	UNSET	UNSET	
1132	1145	kindgerecht	child-friendly	C1	UNSET	
1133	1146	stundenlang	lasting for hours	B2	UNSET	
1134	1147	temporär	temporary	UNSET	UNSET	
1135	1148	gefächert	diverse/varied	UNSET	UNSET	
1136	1149	kriminell	criminal	B2	UNSET	
1137	1150	sowjetisch	Soviet	UNSET	UNSET	
1138	1151	verkauft	sold	A2	UNSET	
1139	1152	zweitägig	two-day	UNSET	UNSET	
1140	1153	allgemeinbildend	general education	UNSET	UNSET	
1141	1154	andauernd	constant	C1	UNSET	
1142	1155	demographisch	demographic	UNSET	UNSET	
1143	1156	gelernt	learned/learnt/skilled	B1	UNSET	
1144	1157	gymnasial	grammar school (secondary)	UNSET	UNSET	
1145	1158	harmlos	harmless/innocuous	UNSET	UNSET	
1146	1159	polizeilich	police	UNSET	UNSET	
1147	1160	psychiatrisch	psychiatric/psychiatrical	UNSET	UNSET	
1148	1161	zehnjährig	ten-year	UNSET	UNSET	
1149	1162	beschränkt	bounded/limited/narrow	B1	UNSET	
1150	1163	beträchtlich	considerable/significant/substantial	C1	UNSET	
1151	1164	flott	quick / brisk / snappy; (of a car etc.) running	UNSET	UNSET	
1152	1165	förmlich	formal/official/really	UNSET	UNSET	
1153	1166	mangelhaft	defective/faulty/inadequate	UNSET	UNSET	
1154	1167	stimmungsvoll	atmospheric/evocative	UNSET	UNSET	
1155	1168	vertrauenswürdig	reliable/trustworthy/trusty	UNSET	UNSET	
1156	1169	weitläufig	spacious / sprawling / extensive; (of relatives) distant	UNSET	UNSET	
1157	1170	anfällig	susceptible/vulnerable	UNSET	UNSET	
1158	1171	beabsichtigt	intended	UNSET	UNSET	
1159	1172	belgisch	Belgian	UNSET	UNSET	
1160	1173	bewaffnet	armed	C1	UNSET	
1161	1174	drahtlos	cordless/wireless	UNSET	UNSET	
1162	1175	einig	agreed/at one/in agreement	A2	UNSET	
1163	1176	erlebnisreich	eventful	UNSET	UNSET	
1164	1177	medikamentös	medicinal/pharmaceutical	UNSET	UNSET	
1165	1178	nationalsozialistisch	national socialist	B2	UNSET	
1166	1179	plastisch	vivid / graphic; three-dimensional	UNSET	UNSET	
1167	1180	brennend	burning/fervent/passionate	UNSET	UNSET	
1168	1181	erlebbar	experienceable/tangible	UNSET	UNSET	
1169	1182	filmisch	cinematic	UNSET	UNSET	
1170	1183	grandios	magnificent/grandiose	C1	UNSET	
1171	1184	heterogen	heterogeneous	UNSET	UNSET	
1172	1185	norwegisch	Norwegian	UNSET	UNSET	
1173	1186	prozentual	percentage (adj.) / in percentage terms	C1	UNSET	
1174	1187	sonderpädagogisch	special education	UNSET	UNSET	
1175	1188	tragfähig	viable/sustainable/load-bearing	UNSET	UNSET	
1176	1189	versehentlich	by mistake/indeliberate/unintentional	C1	UNSET	
1177	1190	zeitlos	classic/timeless	C1	UNSET	
1178	1191	einverstanden	agreed/agreement	A2	UNSET	
1179	1192	essentiell	essential	UNSET	UNSET	
1180	1193	facettenreich	multifaceted	UNSET	UNSET	
1181	1194	fachgerecht	correct/expert/professional	C1	UNSET	
1182	1195	gestrig	yesterday's	C1	UNSET	
1183	1196	glänzend	brilliant/glossy/shiny	UNSET	UNSET	
1184	1197	kontrovers	controversial	B2	UNSET	
1185	1198	kurzzeitig	short-term/brief	UNSET	UNSET	
1186	1199	partnerschaftlich	based on partnership	UNSET	UNSET	
1187	1200	tagtäglich	daily	C1	UNSET	
1188	1201	wettbewerbsfähig	capable of competition	C1	UNSET	
1189	1202	brasilianisch	Brazilian	UNSET	UNSET	
1190	1203	geographisch	geographical	UNSET	UNSET	
1191	1204	hochmodern	ultramodern	UNSET	UNSET	
1192	1205	lässig	casual/cool/easygoing	C1	UNSET	
1193	1206	linear	linear	UNSET	UNSET	
1194	1207	spitz	acute/pointed/sharp	B1	UNSET	
1195	1208	anregend	inspiring	C1	UNSET	
1196	1209	beständig	constant	B2	UNSET	
1197	1210	brandenburgisch	Brandenburgian	UNSET	UNSET	
1198	1211	geladen	loaded (gun, lorry); charged (battery); invited; (colloq.) fuming	UNSET	UNSET	
1199	1212	mäßig	mediocre/moderate	C1	UNSET	
1200	1213	schrecklich	horrible/terrible	A1	UNSET	
1201	1214	solidarisch	solidary/in solidarity	C1	UNSET	
1202	1215	zutreffend	applicable/appropriate	UNSET	UNSET	
1203	1216	faktisch	actual / de facto / in practice	UNSET	UNSET	
1204	1217	gehörig	belonging/due/proper	UNSET	UNSET	
1205	1218	lesbar	legible/readable	UNSET	UNSET	
