row	rank	word	english	cefrLevel	source	flags
8467	8527	schrumpelig	wrinkly/shrivelled	UNSET	UNSET	
8468	8528	schrundig	cracked/chapped/fissured	UNSET	UNSET	
8469	8529	schuldbeladen	burdened with guilt	UNSET	UNSET	
8470	8530	schuppenförmig	scale-shaped/squamous	UNSET	UNSET	
8471	8531	schussähnlich	shot-like	UNSET	UNSET	
8472	8532	schwächlich	feeble/weak	UNSET	UNSET	
8473	8533	schwanzlos	tailless	UNSET	UNSET	
8474	8534	schwärmerisch	enraptured/gushing	UNSET	UNSET	
8475	8535	schwarzhaarig	black-haired	UNSET	UNSET	
8476	8536	schwarzmagisch	black-magic	UNSET	UNSET	
8477	8537	schwefelgelb	sulfur yellow	UNSET	UNSET	
8478	8538	schweizweit	Switzerland-wide/across (the whole of) Switzerland	UNSET	UNSET	
8479	8539	schwermütig	melancholic/melancholy/pensive	UNSET	UNSET	
8480	8540	schwesterlich	sisterly/sororal	UNSET	UNSET	
8481	8541	schwulenfeindlich	homophobic	UNSET	UNSET	
8482	8542	sechsachsig	six-axled	UNSET	UNSET	
8483	8543	sechsbeinig	six-legged	UNSET	UNSET	
8484	8544	sechsmotorig	six-engine	UNSET	UNSET	
8485	8545	sechsstrahlig	six-pointed/six-rayed	UNSET	UNSET	
8486	8546	sechstägig	six-day	UNSET	UNSET	
8487	8547	sechzigjährig	sixty-year-old	UNSET	UNSET	
8488	8548	seelenvoll	soulful	UNSET	UNSET	
8489	8549	seewärtig	seaward	UNSET	UNSET	
8490	8550	seifig	soapy	UNSET	UNSET	
8491	8551	seitenverkehrt	mirror-reversed	UNSET	UNSET	
8492	8552	seitherig	previous, since then, up to now (attributive: der seitherige Zustand)	UNSET	UNSET	
8493	8553	selbstgeschneidert	self-tailored	UNSET	UNSET	
8494	8554	selbstreferenziell	self-referential	UNSET	UNSET	
8495	8555	selbstsüchtig	self-centred/selfish	UNSET	UNSET	
8496	8556	selbstverursacht	self-inflicted	UNSET	UNSET	
8497	8557	senatorisch	senatorial	UNSET	UNSET	
8498	8558	sensationsgeil	sensation-seeking	UNSET	UNSET	
8499	8559	sensationslüstern	sensationalist	UNSET	UNSET	
8500	8560	sensuell	sensual	UNSET	UNSET	
8501	8561	sephardisch	Sephardi/Sephardic	UNSET	UNSET	
8502	8562	serbokroatisch	Serbo-Croatian	UNSET	UNSET	
8503	8564	sexbesessen	oversexed	UNSET	UNSET	
8504	8565	sexhungrig	sex-hungry	UNSET	UNSET	
8505	8566	sexpositiv	sex-positive	UNSET	UNSET	
8506	8567	seychellisch	Seychellois	UNSET	UNSET	
8507	8568	siebenbürgisch	Transylvanian	UNSET	UNSET	
8508	8569	siebeneckig	heptagonal/seven-angled	UNSET	UNSET	
8509	8570	siebengeschossig	seven-storey	UNSET	UNSET	
8510	8571	siebenjährlich	every seven years	UNSET	UNSET	
8511	8572	siebenminütig	seven-minute	UNSET	UNSET	
8512	8573	siebenprozentig	seven per cent	UNSET	UNSET	
8513	8574	siebensemestrig	seven-semester	UNSET	UNSET	
8514	8575	siebentägig	seven-day	UNSET	UNSET	
8515	8576	siech	ailing/infirm/sick	UNSET	UNSET	
8516	8577	singhalesisch	Sinhalese	UNSET	UNSET	
8517	8578	sinister	sinister	UNSET	UNSET	
8518	8579	sinnenfreudig	sensual/joyful	UNSET	UNSET	
8519	8580	sinnentstellend	distorting the meaning	UNSET	UNSET	
8520	8581	sinngleich	synonymous	UNSET	UNSET	
8521	8582	sinnreich	clever/ingenious	UNSET	UNSET	
8522	8583	situationsbedingt	conditioned by situation	UNSET	UNSET	
8523	8584	skalar	scalar	UNSET	UNSET	
8524	8585	soldatisch	military/soldierly	UNSET	UNSET	
8525	8586	somnambul	somnambulant	UNSET	UNSET	
8526	8587	sonnenähnlich	sun-like	UNSET	UNSET	
8527	8588	sonnenarm	with little sunshine, sun-starved	UNSET	UNSET	
8528	8589	sonnenbeschienen	sun-lit	UNSET	UNSET	
8529	8590	sorgenlos	carefree	UNSET	UNSET	
8530	8591	sowjetzonal	Soviet-zone (East German)	UNSET	UNSET	
8531	8592	spätnachmittäglich	late-afternoon	UNSET	UNSET	
8532	8593	spätrömisch	Late Roman	UNSET	UNSET	
8533	8594	spendenfinanziert	donation-funded	UNSET	UNSET	
8534	8595	spiegelverkehrt	mirror-inverted	UNSET	UNSET	
8535	8596	spielpädagogisch	play-education-related	UNSET	UNSET	
8536	8597	spielsüchtig	addicted to gambling/gambling-addicted	C1	UNSET	
8537	8598	spindelförmig	fusiform/spindle-shaped	UNSET	UNSET	
8538	8599	spinnert	crazy/mad/nutty	UNSET	UNSET	
8539	8600	spiralartig	spiral-like	UNSET	UNSET	
8540	8601	spitzig	pointed/spiky	UNSET	UNSET	
8541	8602	sportverrückt	sports-mad	UNSET	UNSET	
8542	8603	spottbillig	cheap as chips/dirt cheap	UNSET	UNSET	
8543	8604	sprachbegabt	linguistically gifted	UNSET	UNSET	
8544	8605	sprachgewaltig	eloquent/with command of language	UNSET	UNSET	
8545	8606	staatsmännisch	statesmanlike	UNSET	UNSET	
8546	8607	stadiongroß	stadium-sized	UNSET	UNSET	
8547	8608	stahlverstärkt	steel-reinforced	UNSET	UNSET	
8548	8609	standrechtlich	according to martial law	UNSET	UNSET	
8549	8610	starrsinnig	obstinate/stubborn	UNSET	UNSET	
8550	8611	startbereit	ready to start	UNSET	UNSET	
8551	8612	stauanfällig	prone to traffic jams	UNSET	UNSET	
8552	8613	steinalt	ancient/hoary/old as the hills	UNSET	UNSET	
8553	8614	steinhart	stone-hard	UNSET	UNSET	
8554	8615	steinsichtig	with exposed stonework	UNSET	UNSET	
8555	8616	stellar	stellar	UNSET	UNSET	
8556	8617	sterbenslangweilig	deadly boring	UNSET	UNSET	
8557	8618	stereotypisch	stereotypical	UNSET	UNSET	
8558	8619	sternenübersät	star-strewn	UNSET	UNSET	
8559	8620	steuerpolitisch	tax-policy-related	UNSET	UNSET	
8560	8621	stichfest	firm, set (of yoghurt/quark); in hieb- und stichfest = watertight, incontrovertible	UNSET	UNSET	
8561	8622	stickstoffhaltig	containing nitrogen, nitrogenous	UNSET	UNSET	
8562	8623	stillos	without style	UNSET	UNSET	
8563	8624	stinknormal	perfectly ordinary	UNSET	UNSET	
8564	8625	stöchiometrisch	stoichiometric	UNSET	UNSET	
8565	8626	stockdunkel	pitch-black/pitch-dark	UNSET	UNSET	
8566	8627	stockfinster	pitch-black/pitch-dark	UNSET	UNSET	
8567	8628	stocksauer	absolutely livid	UNSET	UNSET	
8568	8629	strafbefreiend	exempting from prosecution	UNSET	UNSET	
8569	8630	strafmildernd	mitigating	UNSET	UNSET	
8570	8631	strafmindernd	mitigating	UNSET	UNSET	
8571	8633	strebsam	assiduous/industrious/striving	UNSET	UNSET	
8572	8634	streichbar	spreadable	UNSET	UNSET	
8573	8635	streifenfrei	streak-free (window/glass cleaning)	UNSET	UNSET	
8574	8636	streitsüchtig	quarrelsome	UNSET	UNSET	
8575	8637	strohdumm	dumb as a post/empty-headed	UNSET	UNSET	
8576	8638	stromlos	without/free of current	UNSET	UNSET	
8577	8639	strunzdumm	thick as a brick	UNSET	UNSET	
8578	8640	stümperhaft	amateurish/botched/bumbling	UNSET	UNSET	
8579	8641	stumpfsinnig	apathetic/stupid	UNSET	UNSET	
8580	8642	stupend	stupendous	UNSET	UNSET	
8581	8643	stupsnasig	snub-nosed	UNSET	UNSET	
8582	8644	sturmumtost	storm-tossed	UNSET	UNSET	
8583	8645	subantarktisch	subantarctic	UNSET	UNSET	
8584	8646	subdural	subdural	UNSET	UNSET	
8585	8647	subgingival	subgingival	UNSET	UNSET	
8586	8648	subkulturell	subcultural	UNSET	UNSET	
8587	8649	submarin	submarine	UNSET	UNSET	
8588	8650	submissiv	submissive	UNSET	UNSET	
8589	8651	substantivisch	substantival	UNSET	UNSET	
8590	8652	subterran	subterranean/subterraneous	UNSET	UNSET	
8591	8653	südasiatisch	South Asian	UNSET	UNSET	
8592	8654	südschwedisch	South Swedish	UNSET	UNSET	
8593	8655	südslawisch	South Slavonic	UNSET	UNSET	
8594	8656	summativ	summative	UNSET	UNSET	
8595	8657	superb	superb	UNSET	UNSET	
8596	8658	superior	superior	UNSET	UNSET	
8597	8659	superlativ	superlative	UNSET	UNSET	
8598	8660	superstark	super strong	UNSET	UNSET	
8599	8661	supplementär	supplementary	UNSET	UNSET	
8600	8662	suprapubisch	suprapubic	UNSET	UNSET	
8601	8663	surrealistisch	surrealist	UNSET	UNSET	
8602	8664	sympathetisch	sympathetic (in occult sense)	UNSET	UNSET	
8603	8665	syphilitisch	syphilitic	UNSET	UNSET	
8604	8666	systemweit	system-wide	UNSET	UNSET	
8605	8667	tangibel	tangible	UNSET	UNSET	
8606	8668	tariffähig	eligible to be covered by a collective wage agreement	UNSET	UNSET	
8607	8669	taubenblau	pigeon blue	UNSET	UNSET	
8608	8670	taufrisch	fresh as the morning dew	C1	UNSET	
8609	8671	tausendst	thousandth	UNSET	UNSET	
8610	8672	tautologisch	tautological	UNSET	UNSET	
8611	8673	taxonomisch	taxonomic	UNSET	UNSET	
8612	8674	teerartig	tar-like	UNSET	UNSET	
8613	8675	teleologisch	teleological	UNSET	UNSET	
8614	8676	telepathisch	telepathic	UNSET	UNSET	
8615	8677	tendenziös	biased/partisan/prejudiced	UNSET	UNSET	
8616	8678	teratogen	teratogenic	UNSET	UNSET	
8617	8679	terranisch	Terran	UNSET	UNSET	
8618	8680	terrassenartig	terraced	UNSET	UNSET	
8619	8681	tetravalent	tetravalent	UNSET	UNSET	
8620	8682	thermal	thermal	UNSET	UNSET	
8621	8683	thermophil	thermophile/thermophilic	UNSET	UNSET	
8622	8684	thrakisch	Thracian	UNSET	UNSET	
8623	8685	tiefschürfend	profound/deep-probing	UNSET	UNSET	
8624	8686	tierökologisch	animal-ecological	UNSET	UNSET	
8625	8687	tirolerisch	Tyrolean	UNSET	UNSET	
8626	8688	todernst	deadly serious	UNSET	UNSET	
8627	8689	todesmutig	fearless/death-defying	UNSET	UNSET	
8628	8690	todlangweilig	deadly boring	UNSET	UNSET	
8629	8691	todtraurig	deeply sad	UNSET	UNSET	
8630	8692	todunglücklich	heartbroken/unhappy	UNSET	UNSET	
8631	8693	togoisch	Togolese	UNSET	UNSET	
8632	8694	tollwütig	rabid	UNSET	UNSET	
8633	8695	tongaisch	Tongan	UNSET	UNSET	
8634	8696	torarm	low-scoring/with few goals	UNSET	UNSET	
8635	8697	totipotent	totipotent	UNSET	UNSET	
8636	8698	transfeindlich	transphobic	UNSET	UNSET	
8637	8699	transgenerational	transgenerational	UNSET	UNSET	
8638	8700	transphob	transphobic	UNSET	UNSET	
8639	8701	traumartig	dreamlike	UNSET	UNSET	
8640	8702	traumwandlerisch	sleepwalking/somnambulistic	UNSET	UNSET	
8641	8703	treuherzig	guileless/ingenuous/trusting	UNSET	UNSET	
8642	8704	tributpflichtig	tributary, liable to pay tribute	UNSET	UNSET	
8643	8705	trilingual	trilingual	UNSET	UNSET	
8644	8706	trinitarisch	Trinitarian	UNSET	UNSET	
8645	8707	trinkfertig	ready to drink	UNSET	UNSET	
8646	8708	tropfenförmig	-shaped drop	UNSET	UNSET	
8647	8709	tropfnass	sopping	UNSET	UNSET	
8648	8710	trostspendend	consoling	UNSET	UNSET	
8649	8711	trumpsch	Trumpian	UNSET	UNSET	
8650	8712	trunken	drunken	UNSET	UNSET	
8651	8713	trunksüchtig	alcoholic	UNSET	UNSET	
8652	8714	tugendhaft	virtuous	UNSET	UNSET	
8653	8715	tulpenförmig	tulip-shaped	UNSET	UNSET	
8654	8716	übelriechend	foul-smelling	UNSET	UNSET	
8655	8717	überbevölkert	overpopulated	UNSET	UNSET	
8656	8718	überkandidelt	over-the-top/affected	UNSET	UNSET	
8657	8719	übermannshoch	taller than a man	UNSET	UNSET	
8658	8720	überseeisch	overseas	UNSET	UNSET	
8659	8721	überwuchert	overgrown	UNSET	UNSET	
8660	8722	ufernah	near the shore, close to the riverbank	UNSET	UNSET	
8661	8723	ultrarecht	far-right	UNSET	UNSET	
8662	8724	umkehrbar	reversible	UNSET	UNSET	
8663	8725	ummauert	walled in	UNSET	UNSET	
8664	8726	umsatzschwach	low-revenue	UNSET	UNSET	
8665	8727	umsetzungsfähig	implementable/realisable	UNSET	UNSET	
8666	8728	umweltbelastend	environmentally harmful/polluting	UNSET	UNSET	
8667	8729	umweltwissenschaftlich	environmental-sciences-related	UNSET	UNSET	
8668	8730	unabkömmlich	indispensable	UNSET	UNSET	
8669	8731	unangreifbar	unassailable	UNSET	UNSET	
8670	8732	unannehmbar	unacceptable	UNSET	UNSET	
8671	8733	unanstößig	inoffensive	UNSET	UNSET	
8672	8734	unauffindbar	nowhere to be found	UNSET	UNSET	
8673	8735	unaufgeräumt	untidy	UNSET	UNSET	
8674	8736	unausgeglichen	unbalanced	UNSET	UNSET	
8675	8737	unaussprechbar	unpronounceable/unutterable	UNSET	UNSET	
8676	8738	unauthentisch	inauthentic	UNSET	UNSET	
8677	8739	unbeeinflussbar	uninfluenceable	UNSET	UNSET	
8678	8740	unbefahren	unfrequented (road)	UNSET	UNSET	
8679	8741	unbefleckt	immaculate	UNSET	UNSET	
8680	8742	unbefriedigt	unsatisfied	UNSET	UNSET	
8681	8743	unbehaart	bald/hairless	UNSET	UNSET	
8682	8744	unbeherrschbar	uncontrollable/unmanageable	UNSET	UNSET	
8683	8745	unbelaubt	leafless	UNSET	UNSET	
8684	8746	unberufen	uncalled-for/touch wood	UNSET	UNSET	
8685	8747	unberührbar	untouchable	UNSET	UNSET	
8686	8748	unbeschildert	unsigned/unmarked	UNSET	UNSET	
8687	8749	unbeschnitten	uncircumcised	UNSET	UNSET	
8688	8750	unbeschrankt	without barriers	UNSET	UNSET	
8689	8751	unbesiegt	undefeated	UNSET	UNSET	
8690	8752	unbestimmbar	indeterminable	UNSET	UNSET	
8691	8753	unbeweisbar	unprovable	UNSET	UNSET	
8692	8754	unbezähmbar	untamable/indomitable	UNSET	UNSET	
8693	8755	unbotmäßig	insubordinate	UNSET	UNSET	
8694	8756	unbunt	achromatic	UNSET	UNSET	
8695	8757	uncharakteristisch	uncharacteristic	UNSET	UNSET	
8696	8758	undefiniert	undefined	UNSET	UNSET	
8697	8759	undiplomatisch	undiplomatic	UNSET	UNSET	
8698	8760	uneidlich	non-sworn	UNSET	UNSET	
8699	8761	uneingeladen	uninvited	UNSET	UNSET	
8700	8762	uneinnehmbar	impregnable	UNSET	UNSET	
8701	8763	unentschuldbar	inexcusable	UNSET	UNSET	
8702	8764	unergründlich	deep/fathomless/impenetrable	UNSET	UNSET	
8703	8765	unerklärbar	inexplicable	UNSET	UNSET	
8704	8766	unerklärt	unexplained	UNSET	UNSET	
8705	8767	unersättlich	insatiable	UNSET	UNSET	
8706	8768	unfehlbar	infallible/unerring/unfailing	UNSET	UNSET	
8707	8769	unfestlich	unfestive	UNSET	UNSET	
8708	8770	ungangbar	impassable/impracticable	UNSET	UNSET	
8709	8771	ungebleicht	unbleached	UNSET	UNSET	
8710	8772	ungebräuchlich	uncommon/unusual	B2	UNSET	
8711	8773	ungehalten	annoyed	UNSET	UNSET	
8712	8774	ungehobelt	coarse/roughcast/unplaned	UNSET	UNSET	
8713	8775	ungehorsam	disobedient/non-compliant/noncompliant	UNSET	UNSET	
8714	8776	ungekennzeichnet	unmarked	UNSET	UNSET	
8715	8777	ungeladen	uninvited/unloaded	UNSET	UNSET	
8716	8778	ungemacht	undone/unmade	UNSET	UNSET	
8717	8779	ungesalzen	unsalted	UNSET	UNSET	
8718	8780	ungeschlechtlich	asexual (reproduction), sexless	UNSET	UNSET	
8719	8781	ungeschliffen	unpolished/unrefined	UNSET	UNSET	
8720	8782	ungestraft	unpunished	UNSET	UNSET	
8721	8783	ungestrichen	unpainted	UNSET	UNSET	
8722	8784	ungestüm	impetuous	UNSET	UNSET	
8723	8785	ungreifbar	unseizable	UNSET	UNSET	
8724	8786	unheilvoll	sinister	UNSET	UNSET	
8725	8787	unhistorisch	unhistoric/unhistorical	UNSET	UNSET	
8726	8788	unidentifiziert	unidentified	UNSET	UNSET	
8727	8789	unikal	unique	UNSET	UNSET	
8728	8790	unitarisch	Unitarian	UNSET	UNSET	
8729	8791	universitätseigen	university-owned	UNSET	UNSET	
8730	8792	unkaputtbar	indestructible/unbreakable	UNSET	UNSET	
8731	8793	unklug	unwise	UNSET	UNSET	
8732	8794	unkorrigierbar	uncorrectable	UNSET	UNSET	
8733	8795	unkultiviert	uncultivated/uncultured	UNSET	UNSET	
8734	8796	unlustig	unamused/reluctant	UNSET	UNSET	
8735	8797	unmaßgeblich	inconsequential	UNSET	UNSET	
8736	8798	unmäßig	immoderate	UNSET	UNSET	
8737	8799	unmöbliert	unfurnished	UNSET	UNSET	
8738	8800	unmodern	obsolete/old-fashioned/unfashionable	UNSET	UNSET	
8739	8801	unnahbar	aloof/unapproachable	UNSET	UNSET	
8740	8802	unökonomisch	uneconomic/uneconomical	UNSET	UNSET	
8741	8803	unorganisiert	unorganised	UNSET	UNSET	
8742	8804	unpaarig	unpaired/odd	UNSET	UNSET	
8743	8805	unplatziert	unplaced	UNSET	UNSET	
8744	8806	unpünktlich	unpunctual	UNSET	UNSET	
8745	8807	unreligiös	irreligious	UNSET	UNSET	
8746	8808	unstet	erratic/uncertain/unsteady	UNSET	UNSET	
8747	8809	untechnisch	nontechnical/untechnical	UNSET	UNSET	
8748	8810	unterbeschäftigt	underemployed	UNSET	UNSET	
8749	8811	unterdimensioniert	undersized	UNSET	UNSET	
8750	8812	untermeerisch	submarine	UNSET	UNSET	
8751	8813	unterprivilegiert	underprivileged	UNSET	UNSET	
8752	8814	untertariflich	below scale (wages)	UNSET	UNSET	
8753	8815	unterteilbar	subdivisible	UNSET	UNSET	
8754	8816	unverbesserlich	incorrigible	UNSET	UNSET	
8755	8817	unverfroren	cheeky	UNSET	UNSET	
8756	8818	unverkleidet	unclad/uncladded	UNSET	UNSET	
8757	8819	unverletzlich	inviolable	UNSET	UNSET	
8758	8820	unverputzt	unplastered	UNSET	UNSET	
8759	8821	unverschiebbar	immovable/not postponable	UNSET	UNSET	
8760	8822	unversucht	untried	UNSET	UNSET	
8761	8823	unvertraut	unfamiliar	UNSET	UNSET	
8762	8824	unverwertbar	unusable	UNSET	UNSET	
8763	8825	unverzagt	undaunted	UNSET	UNSET	
8764	8826	unwillkommen	unwelcome	UNSET	UNSET	
8765	8827	unzähmbar	untameable	UNSET	UNSET	
8766	8828	unzensiert	uncensored	UNSET	UNSET	
8767	8829	unzerbrechlich	unbreakable	UNSET	UNSET	
8768	8830	unzivilisiert	uncivilised	UNSET	UNSET	
8769	8831	uranhaltig	containing uranium	UNSET	UNSET	
8770	8832	urdeutsch	thoroughly German	UNSET	UNSET	
8771	8833	urgermanisch	Common Germanic/Proto-Germanic	UNSET	UNSET	
8772	8834	urschriftlich	in original handwriting	UNSET	UNSET	
8773	8835	vakuumverpackt	vacuum-packed	UNSET	UNSET	
8774	8836	variant	variant	UNSET	UNSET	
8775	8837	veilchenblau	violet blue	UNSET	UNSET	
8776	8838	venerisch	venereal	UNSET	UNSET	
8777	8839	verabscheuungswürdig	abhorrent/abominable/despicable	UNSET	UNSET	
8778	8840	verachtenswert	contemptible	UNSET	UNSET	
8779	8841	verallgemeinerbar	generalizable	UNSET	UNSET	
8780	8842	verbesserungsbedürftig	in need of improvement	UNSET	UNSET	
8781	8843	verdattert	befuddled/dazed/flabbergasted	UNSET	UNSET	
8782	8844	vereitert	septic, suppurating, full of pus	UNSET	UNSET	
8783	8845	verfänglich	tricky/compromising	UNSET	UNSET	
8784	8846	verfassunggebend	constituent	UNSET	UNSET	
8785	8847	verfassungskräftig	of constitutional force	UNSET	UNSET	
8786	8848	verfemt	ostracised/proscribed	UNSET	UNSET	
8787	8849	verfristet	out of time/expired	UNSET	UNSET	
8788	8850	verführbar	seducible	UNSET	UNSET	
8789	8851	vergammelt	flea-bitten/rotten/scruffy	UNSET	UNSET	
8790	8852	verhaltenspsychologisch	behavioural-psychological	UNSET	UNSET	
8791	8853	verkackt	messed up (vulgar)	UNSET	UNSET	
8792	8854	verkaufsstark	selling well	UNSET	UNSET	
8793	8855	verkehrsgerecht	roadworthy/suitable for traffic	UNSET	UNSET	
8794	8856	verkehrspädagogisch	traffic-education-related/road-safety-educational	UNSET	UNSET	
8795	8857	verklausuliert	coded/couched in obscure terms	UNSET	UNSET	
8796	8858	verkniffen	tight-lipped/strained	UNSET	UNSET	
8797	8859	verknöchert	ossified	UNSET	UNSET	
8798	8860	verletzbar	vulnerable	UNSET	UNSET	
8799	8861	verlustbehaftet	lossy	UNSET	UNSET	
8800	8862	vernehmbar	audible/perceptible	UNSET	UNSET	
8801	8863	vernehmlich	audible/perceptible	UNSET	UNSET	
8802	8864	veronesisch	of Verona	UNSET	UNSET	
8803	8865	verpeilt	spaced-out/scatter-brained	UNSET	UNSET	
8804	8866	verschiedengeschlechtlich	of different sexes	UNSET	UNSET	
8805	8867	verschlagen	artful/crooked/devious	UNSET	UNSET	
8806	8868	verschleißfest	wear-resistant, hard-wearing	UNSET	UNSET	
8807	8869	verschmiert	smeared	UNSET	UNSET	
8808	8870	verschmitzt	mischievous	UNSET	UNSET	
8809	8871	verschrammt	scratched	UNSET	UNSET	
8810	8872	verschwörungstheoretisch	conspiracy-theory-related	UNSET	UNSET	
8811	8873	verschwurbelt	convoluted, waffly, needlessly obscure (of language)	UNSET	UNSET	
8812	8874	versenkbar	retractable/sinkable	UNSET	UNSET	
8813	8875	versetzbar	transferable	UNSET	UNSET	
8814	8876	versklavt	enslaved	UNSET	UNSET	
8815	8877	verständnislos	blank/uncomprehending	B2	UNSET	
8816	8878	verstört	disconcerted/distraught/haggard	UNSET	UNSET	
8817	8879	vertebral	vertebral	UNSET	UNSET	
8818	8880	vertrauensselig	credulous	UNSET	UNSET	
8819	8881	verzehrbar	consumable	UNSET	UNSET	
8820	8882	verzeihlich	forgivable	UNSET	UNSET	
8821	8883	vielzellig	multicellular	UNSET	UNSET	
8822	8884	vierbändig	four-volume	UNSET	UNSET	
8823	8885	vierfach	fourfold/quadruple	UNSET	UNSET	
8824	8886	vierminütig	four-minute	UNSET	UNSET	
8825	8887	viersilbig	four-syllable	UNSET	UNSET	
8826	8888	viertelstündig	lasting a quarter of an hour	UNSET	UNSET	
8827	8889	viertelstündlich	every quarter of an hour	UNSET	UNSET	
8828	8890	vinophil	wine-loving	UNSET	UNSET	
8829	8891	virenfrei	virus-free	UNSET	UNSET	
8830	8892	virenverseucht	virus-infected	UNSET	UNSET	
8831	8893	viruzid	virucidal	UNSET	UNSET	
8832	8894	visionslos	visionless	UNSET	UNSET	
8833	8895	visumsfrei	free of visa	UNSET	UNSET	
8834	8896	volksfestartig	carnival-like/festive	UNSET	UNSET	
8835	8897	vollbärtig	full-bearded	UNSET	UNSET	
8836	8898	vollbefriedigend	fully satisfactory	UNSET	UNSET	
8837	8899	vollbusig	full-bosomed	UNSET	UNSET	
8838	8900	voreingenommen	prejudiced/prejudicial	UNSET	UNSET	
8839	8901	vorfachlich	pre-vocational	UNSET	UNSET	
8840	8902	vorgabenwirksam	target-relevant	UNSET	UNSET	
8841	8903	vorislamisch	pre-Islamic	UNSET	UNSET	
8842	8904	vorkolonial	pre-colonial	UNSET	UNSET	
8843	8905	vorrevolutionär	pre-revolutionary	UNSET	UNSET	
8844	8906	vorschüssig	in advance	UNSET	UNSET	
