row	rank	word	english	cefrLevel	source	flags
7179	7222	unwägbar	imponderable/incalculable/unpredictable	UNSET	UNSET	
7180	7223	unwiderlegbar	irrefutable	UNSET	UNSET	
7181	7224	unwissenschaftlich	unscientific/unscientifically	UNSET	UNSET	
7182	7225	unzerstörbar	indestructible	UNSET	UNSET	
7183	7226	urbar	arable/cultivable	UNSET	UNSET	
7184	7227	urwaldartig	jungle-like	UNSET	UNSET	
7185	7228	vaterlos	fatherless	UNSET	UNSET	
7186	7229	vektoriell	vectorial	UNSET	UNSET	
7187	7230	verbohrt	narrow-minded	UNSET	UNSET	
7188	7231	vererbbar	heritable	UNSET	UNSET	
7189	7232	verflixt	damned/darned	UNSET	UNSET	
7190	7233	verhaltensgestört	behaviourally disturbed	UNSET	UNSET	
7191	7234	verkehrsüblich	customary in commercial dealings	UNSET	UNSET	
7192	7235	verkopft	overly cerebral	UNSET	UNSET	
7193	7236	verleumderisch	libellous/libelous/slanderous	UNSET	UNSET	
7194	7237	verlogen	mendacious/deceitful/hypocritical	UNSET	UNSET	
7195	7238	verlustig	verlustig gehen	UNSET	UNSET	
7196	7239	verlustpunktfrei	without dropping a point (sports)	UNSET	UNSET	
7197	7240	verlustreich	costly/with heavy losses	UNSET	UNSET	
7198	7241	vermaledeit	accursed/cursed/damned	UNSET	UNSET	
7199	7242	verqualmt	smoke-filled	UNSET	UNSET	
7200	7243	versaut	raunchy/swinish	UNSET	UNSET	
7201	7244	verschriftlicht	written down	UNSET	UNSET	
7202	7245	versicherbar	insurable	UNSET	UNSET	
7203	7246	versöhnlich	conciliatory/placatory	UNSET	UNSET	
7204	7247	verstohlen	furtive/stealthy/surreptitious	UNSET	UNSET	
7205	7248	vertragswidrig	in breach of contract	UNSET	UNSET	
7206	7249	verweichlicht	softened/coddled	UNSET	UNSET	
7207	7250	verworfen	rejected/depraved	UNSET	UNSET	
7208	7251	verzagt	disheartened	UNSET	UNSET	
7209	7252	vestibulär	vestibular	UNSET	UNSET	
7210	7253	vielsprachig	multilingual	B2	UNSET	
7211	7254	vierdimensional	four-dimensional	UNSET	UNSET	
7212	7255	vierhändig	four-handed	UNSET	UNSET	
7213	7256	vierprozentig	four per cent	UNSET	UNSET	
7214	7257	vierseitig	four-page/four-sided	UNSET	UNSET	
7215	7258	viersitzig	four-seater	UNSET	UNSET	
7216	7259	viersprachig	four-language	UNSET	UNSET	
7217	7260	vierzehnjährig	fourteen-year-old	UNSET	UNSET	
7218	7261	virologisch	virological	UNSET	UNSET	
7219	7262	visafrei	visa-free	UNSET	UNSET	
7220	7263	viskos	viscous	UNSET	UNSET	
7221	7264	vorderasiatisch	Near Eastern/Western Asiatic	UNSET	UNSET	
7222	7265	vorehelich	premarital	UNSET	UNSET	
7223	7266	vorgängig	prior/previous	UNSET	UNSET	
7224	7267	vorurteilsbehaftet	prejudiced	UNSET	UNSET	
7225	7268	wachsweich	soft-boiled (egg)	UNSET	UNSET	
7226	7269	wahlentscheidend	election-deciding	UNSET	UNSET	
7227	7270	wallonisch	Walloon	UNSET	UNSET	
7228	7271	wärmebedürftig	in need of warm temperatures	UNSET	UNSET	
7229	7272	wärmeisolierend	heat-insulating	UNSET	UNSET	
7230	7273	warzig	warty	UNSET	UNSET	
7231	7274	wasserarm	short of water / with little water	UNSET	UNSET	
7232	7275	wasserscheu	afraid of water / aquaphobic	UNSET	UNSET	
7233	7276	wasserundurchlässig	impermeable to water/impervious to water/waterproof	UNSET	UNSET	
7234	7277	wasserunlöslich	insoluble in water/water-insoluble	UNSET	UNSET	
7235	7278	wehmütig	wistful/melancholy	UNSET	UNSET	
7236	7279	weinerlich	lachrymose/tearful/weepy	UNSET	UNSET	
7237	7280	weinig	vinous	UNSET	UNSET	
7238	7281	weißhaarig	white-haired	UNSET	UNSET	
7239	7282	weisungsbefugt	authorised to issue directives	UNSET	UNSET	
7240	7283	weisungsgebunden	bound by instruction	UNSET	UNSET	
7241	7284	weiterverarbeitet	further processed	UNSET	UNSET	
7242	7285	welk	wilted/limp	UNSET	UNSET	
7243	7286	weltgeschichtlich	world-historical	UNSET	UNSET	
7244	7287	weltläufig	cosmopolitan	UNSET	UNSET	
7245	7288	weltmeisterlich	world-class	UNSET	UNSET	
7246	7289	wertneutral	value-neutral / value-free	UNSET	UNSET	
7247	7290	wesensverwandt	congenial/kindred/similar in nature	UNSET	UNSET	
7248	7291	westfriesisch	West Frisian	UNSET	UNSET	
7249	7292	westpreußisch	West Prussian	UNSET	UNSET	
7250	7293	wettbewerbsbeschränkend	anticompetitive	UNSET	UNSET	
7251	7294	widersinnig	absurd	UNSET	UNSET	
7252	7295	widerständig	opposing/resistant	UNSET	UNSET	
7253	7296	wiederverschließbar	resealable	UNSET	UNSET	
7254	7297	wildreich	rich in game	UNSET	UNSET	
7255	7298	willfährig	compliant/submissive	UNSET	UNSET	
7256	7299	windzerzaust	wind-tousled	UNSET	UNSET	
7257	7300	wirklichkeitsgetreu	true-to-life	UNSET	UNSET	
7258	7301	wohldosiert	well-measured	C1	UNSET	
7259	7302	wohlgeformt	shapely/well-formed/well-shaped	UNSET	UNSET	
7260	7303	wohlüberlegt	carefully considered/well thought out/well thought through	UNSET	UNSET	
7261	7304	wolkenlos	cloudless	C1	UNSET	
7262	7305	wortgewaltig	eloquent	UNSET	UNSET	
7263	7306	wortkarg	silent/taciturn/untalkative	UNSET	UNSET	
7264	7307	wortlos	wordless/silent	UNSET	UNSET	
7265	7308	wutentbrannt	furious	UNSET	UNSET	
7266	7309	zahlungskräftig	wealthy/with means	UNSET	UNSET	
7267	7310	zänkisch	argumentative/quarrelsome	UNSET	UNSET	
7268	7311	zehnfach	tenfold	UNSET	UNSET	
7269	7312	zentimeterdick	a centimetre thick	UNSET	UNSET	
7270	7313	zentrisch	centric	UNSET	UNSET	
7271	7314	zerstreut	absent-minded/distracted	UNSET	UNSET	
7272	7315	zertrümmert	smashed/wrecked	UNSET	UNSET	
7273	7316	zerzaust	ruffled/tousled	UNSET	UNSET	
7274	7317	zittrig	faltering/shaky/tremulous	UNSET	UNSET	
7275	7318	zuckrig	sugary	UNSET	UNSET	
7276	7319	zugegen	in attendance/present	UNSET	UNSET	
7277	7320	zugewachsen	overgrown	UNSET	UNSET	
7278	7321	zukunftweisend	forward-looking	UNSET	UNSET	
7279	7322	zusammengerollt	rolled up	UNSET	UNSET	
7280	7323	zuzahlungspflichtig	subject to co-payment	UNSET	UNSET	
7281	7324	zweckbestimmt	purpose-specific	UNSET	UNSET	
7282	7325	zweckfrei	pure/purposeless	UNSET	UNSET	
7283	7326	zwecklos	futile/pointless/useless	UNSET	UNSET	
7284	7327	zweibändig	two-volume	UNSET	UNSET	
7285	7328	zweideutig	ambiguous/suggestive	UNSET	UNSET	
7286	7329	zweilagig	two-ply	UNSET	UNSET	
7287	7330	zweiprozentig	two per cent	UNSET	UNSET	
7288	7331	zweirädrig	two-wheeled	UNSET	UNSET	
7289	7332	zweistündlich	every two hours	UNSET	UNSET	
7290	7333	zweitürig	two-door	UNSET	UNSET	
7291	7334	zweiwöchentlich	fortnightly	UNSET	UNSET	
7292	7335	zwergenhaft	dwarfish	UNSET	UNSET	
7293	7336	zwölfköpfig	twelve-member	UNSET	UNSET	
7294	7337	zwölfstündig	twelve-hour	UNSET	UNSET	
7295	7338	zylinderförmig	cylindrical	UNSET	UNSET	
7296	7339	zypriotisch	Cypriot	UNSET	UNSET	
7297	7340	aasfressend	carrion eating	UNSET	UNSET	
7298	7341	abänderbar	amendable	UNSET	UNSET	
7299	7342	abblätternd	flaking/peeling	UNSET	UNSET	
7300	7343	abdingbar	waivable	UNSET	UNSET	
7301	7344	abdominell	abdominal	UNSET	UNSET	
7302	7345	abfliegend	departing	UNSET	UNSET	
7303	7346	abflusslos	without drainage/endorheic	UNSET	UNSET	
7304	7347	abfragbar	queryable	UNSET	UNSET	
7305	7348	abgabefrei	exempt from duties/levies	UNSET	UNSET	
7306	7349	abgabenfrei	duty-free/tax-exempt/tax-free	UNSET	UNSET	
7307	7350	abgängig	missing/absconded	UNSET	UNSET	
7308	7351	abgasarm	low-emission/low in exhaust emissions	UNSET	UNSET	
7309	7352	abgasfrei	free of emission	UNSET	UNSET	
7310	7353	abgefuckt	fucked up	UNSET	UNSET	
7311	7354	abgelenkt	distracted	C1	UNSET	
7312	7355	abgemagert	emaciated	UNSET	UNSET	
7313	7356	abgeschabt	threadbare/worn/shabby	UNSET	UNSET	
7314	7357	abgeschmackt	tasteless / in bad taste / corny	UNSET	UNSET	
7315	7359	abseitig	esoteric/remote	UNSET	UNSET	
7316	7360	abseitsverdächtig	potentially offside	UNSET	UNSET	
7317	7361	absichtslos	unintentional/without intent	UNSET	UNSET	
7318	7362	absichtsvoll	deliberate	UNSET	UNSET	
7319	7363	abundant	abundant	UNSET	UNSET	
7320	7364	abwählbar	removable from office	UNSET	UNSET	
7321	7365	abwendbar	avoidable/evitable	UNSET	UNSET	
7322	7366	abwischbar	wipeable	UNSET	UNSET	
7323	7367	abyssal	abyssal	UNSET	UNSET	
7324	7368	achsensymmetrisch	axisymmetric/axisymmetrical	UNSET	UNSET	
7325	7369	achtbeinig	eight-legged	UNSET	UNSET	
7326	7370	achterlich	from astern (nautical, of wind)	UNSET	UNSET	
7327	7371	achtgeschossig	eight-storey/eight-story	UNSET	UNSET	
7328	7372	achtmonatig	eight-month	UNSET	UNSET	
7329	7373	achtsemestrig	eight-semester	UNSET	UNSET	
7330	7374	achtzehnjährig	eighteen-year-old	UNSET	UNSET	
7331	7375	adhäsiv	adhesive	UNSET	UNSET	
7332	7376	affenähnlich	ape-like	UNSET	UNSET	
7333	7377	affig	affected/silly/pretentious	UNSET	UNSET	
7334	7378	agogisch	agogic	UNSET	UNSET	
7335	7379	agrarwissenschaftlich	agronomic	UNSET	UNSET	
7336	7380	akkadisch	Akkadian	UNSET	UNSET	
7337	7381	akkordisch	chordal (music)	UNSET	UNSET	
7338	7382	akkubetrieben	battery-powered	UNSET	UNSET	
7339	7383	akneiform	acneiform	UNSET	UNSET	
7340	7384	aktionsfähig	capable of action	UNSET	UNSET	
7341	7385	akzeptierbar	acceptable	UNSET	UNSET	
7342	7386	akzessorisch	accessory	UNSET	UNSET	
7343	7387	akzidentell	accidental	UNSET	UNSET	
7344	7388	alchemistisch	alchemical	UNSET	UNSET	
7345	7389	alimentär	alimentary	UNSET	UNSET	
7346	7390	aliquot	aliquot	UNSET	UNSET	
7347	7391	alkoholselig	tipsy/jolly with drink	UNSET	UNSET	
7348	7392	alkoholsüchtig	alcohol-addicted	UNSET	UNSET	
7349	7393	allbekannt	universally known	UNSET	UNSET	
7350	7394	allerliebst	adorable / utterly charming	UNSET	UNSET	
7351	7395	alptraumhaft	nightmarish	UNSET	UNSET	
7352	7396	altersschwach	decrepit/old and weak	UNSET	UNSET	
7353	7397	altindisch	Old Indian/ancient Indian	UNSET	UNSET	
7354	7398	altkatholisch	Old Catholic	UNSET	UNSET	
7355	7399	altklug	precocious/old beyond one's years	UNSET	UNSET	
7356	7400	altniederländisch	Old Dutch	UNSET	UNSET	
7357	7401	altnordisch	Old Norse	UNSET	UNSET	
7358	7402	altorientalisch	ancient Near Eastern/oriental	UNSET	UNSET	
7359	7403	altpreußisch	Old Prussian/Prussian	UNSET	UNSET	
7360	7404	altrömisch	ancient Roman	UNSET	UNSET	
7361	7405	altruistisch	altruistic	UNSET	UNSET	
7362	7406	altsächsisch	Old Low German/Old Saxon	UNSET	UNSET	
7363	7407	altschwäbisch	Old Swabian	UNSET	UNSET	
7364	7408	altslawisch	Old Church Slavonic / Old Slavonic	UNSET	UNSET	
7365	7409	altsteinzeitlich	paleolithic	UNSET	UNSET	
7366	7410	ambient	ambient	UNSET	UNSET	
7367	7411	amharisch	Amharic	UNSET	UNSET	
7368	7412	amphibisch	amphibian/amphibious	UNSET	UNSET	
7369	7413	amtssässig	officially resident	UNSET	UNSET	
7370	7414	anal	anal	UNSET	UNSET	
7371	7415	analgetisch	analgesic	UNSET	UNSET	
7372	7416	anarchosyndikalistisch	anarcho-syndicalist	UNSET	UNSET	
7373	7417	andersartig	different/of a different kind	UNSET	UNSET	
7374	7419	anerzogen	instilled by upbringing	UNSET	UNSET	
7375	7420	angegraut	greying	UNSET	UNSET	
7376	7421	angeschwollen	swollen	UNSET	UNSET	
7377	7422	anglophon	Anglophone	UNSET	UNSET	
7378	7423	angstauslösend	anxiety-inducing	UNSET	UNSET	
7379	7424	anhänglich	clingy/devoted	UNSET	UNSET	
7380	7425	animalisch	animal/brute	UNSET	UNSET	
7381	7426	anisotrop	anisotropic	UNSET	UNSET	
7382	7427	anlagebedingt	due to predisposition	UNSET	UNSET	
7383	7428	anodisch	anodal/anodic	UNSET	UNSET	
7384	7429	anormal	abnormal	B2	UNSET	
7385	7430	anteilmäßig	proportional	UNSET	UNSET	
7386	7431	anterior	anterior	UNSET	UNSET	
7387	7432	anthrazit	charcoal grey (colour)	UNSET	UNSET	
7388	7433	antibritisch	anti-British	UNSET	UNSET	
7389	7434	antimodernistisch	anti-modernist	UNSET	UNSET	
7390	7435	antiseptisch	antiseptic	UNSET	UNSET	
7391	7436	antizionistisch	anti-Zionist/anti-Zionistic/antizionist	UNSET	UNSET	
7392	7437	antizipiert	anticipated	UNSET	UNSET	
7393	7438	antriebsarm	lacking drive/low in motivation	UNSET	UNSET	
7394	7439	aphoristisch	aphoristic	UNSET	UNSET	
7395	7440	apokryph	apocryphal	UNSET	UNSET	
7396	7441	apolitisch	apolitical	UNSET	UNSET	
7397	7442	aporetisch	aporetic	UNSET	UNSET	
7398	7443	approximativ	approximate	UNSET	UNSET	
7399	7444	apulisch	Apulian	UNSET	UNSET	
7400	7445	äquidistant	equidistant	UNSET	UNSET	
7401	7446	arbeitsam	industrious	UNSET	UNSET	
7402	7447	archimedisch	Archimedean	UNSET	UNSET	
7403	7448	areligiös	areligious	UNSET	UNSET	
7404	7449	arianisch	Arian	UNSET	UNSET	
7405	7450	arisch	Aryan (Nazi racial ideology; also Indo-Iranian, linguistics)	UNSET	UNSET	
7406	7451	armlang	arm-length	UNSET	UNSET	
7407	7452	aromatisiert	flavoured	UNSET	UNSET	
7408	7453	arriviert	established	UNSET	UNSET	
7409	7454	arterhaltend	species-preserving	UNSET	UNSET	
7410	7455	arthrotisch	osteoarthritic (relating to Arthrose)	UNSET	UNSET	
7411	7456	artikulatorisch	articulatory	UNSET	UNSET	
7412	7457	asbestfrei	free of asbestos	UNSET	UNSET	
7413	7458	aschfahl	ashen	UNSET	UNSET	
7414	7459	aschkenasisch	Ashkenazi/Ashkenazic	UNSET	UNSET	
7415	7460	asexuell	asexual	UNSET	UNSET	
7416	7461	askanisch	Ascanian	UNSET	UNSET	
7417	7462	asketisch	ascetic	UNSET	UNSET	
7418	7463	assimiliert	assimilated	UNSET	UNSET	
7419	7464	atemraubend	breathtaking	UNSET	UNSET	
7420	7465	atrophisch	atrophic	UNSET	UNSET	
7421	7466	aufnahmefähig	capable of absorption	UNSET	UNSET	
7422	7467	aufrührerisch	rebellious/seditious/riotous	UNSET	UNSET	
7423	7468	ausbruchssicher	escape-proof	UNSET	UNSET	
7424	7469	ausgefranst	frayed	UNSET	UNSET	
7425	7470	ausgemergelt	emaciated	UNSET	UNSET	
7426	7471	aussätzig	leprous	UNSET	UNSET	
7427	7472	außerbiblisch	extra-biblical	UNSET	UNSET	
7428	7473	außerfamiliär	outside the family	UNSET	UNSET	
7429	7474	autoritativ	authoritative	UNSET	UNSET	
7430	7475	axiomatisch	axiomatic/undeniable/unquestionable	UNSET	UNSET	
7431	7476	azimutal	azimuthal	UNSET	UNSET	
7432	7477	backsteingefasst	brick-trimmed	UNSET	UNSET	
7433	7478	baff	baffled/gobsmacked	UNSET	UNSET	
7434	7479	bahrainisch	Bahraini	UNSET	UNSET	
7435	7480	bakteriostatisch	bacteriostatic	UNSET	UNSET	
7436	7481	baldmöglichst	soonest possible	UNSET	UNSET	
7437	7482	ballonartig	balloon-like	UNSET	UNSET	
7438	7483	barbusig	bare-bosomed/bare-breasted/topless	UNSET	UNSET	
7439	7484	bartlos	beardless	UNSET	UNSET	
7440	7485	basilikal	basilical	UNSET	UNSET	
7441	7486	baubar	buildable	UNSET	UNSET	
7442	7487	baumarm	with few trees/low in trees	UNSET	UNSET	
7443	7488	baumartig	tree-like/arborescent	UNSET	UNSET	
7444	7489	bauschig	puffy	UNSET	UNSET	
7445	7490	bauseitig	provided by the building owner/on-site	UNSET	UNSET	
7446	7491	bebrillt	bespectacled/speccy/spectacled	UNSET	UNSET	
7447	7492	bedeutungsschwer	portentous / weighty / full of meaning	UNSET	UNSET	
