row	rank	article	word	plural	english	cefrLevel	flags
14759	14265	das	Gießen	—	pouring/casting	UNSET	
14760	14266	die	Gilde	Gilden	guild	UNSET	
14761	14267	das	Gleichnis	Gleichnisse	parable/simile	UNSET	
14762	14268	die	Gräfin	Gräfinnen	countess	UNSET	
14763	14269	der	Grand	Grands	grand (card game)	UNSET	
14764	14270	der	Gratulant	Gratulanten	well-wisher / person offering congratulations	UNSET	
14765	14271	der	Grenzbahnhof	Grenzbahnhöfe	border station/border railway station	UNSET	
14766	8641	die	Grillparty	Grillpartys	barbecue	A1	
14767	14273	der	Großherzog	Großherzöge	grand duke	UNSET	
14768	14274	das	Großherzogtum	Großherzogtümer	grand duchy	UNSET	
14769	14275	das	Grundkapital	—	capital stock/share capital	UNSET	
14770	14276	die	Grundmauer	Grundmauern	foundation wall	UNSET	
14771	14277	die	Grundschullehrerin	Grundschullehrerinnen	elementary school teacher/primary school teacher	UNSET	
14772	14278	der	Grundstückspreis	Grundstückspreise	property price/land price	UNSET	
14773	14279	die	Halskette	Halsketten	necklace/necklet	UNSET	
14774	14280	der	Halsschmerz	Halsschmerzen	sore throat	UNSET	
14775	14281	die	Häme	—	malice/glee	UNSET	
14776	14282	die	Handelsgesellschaft	Handelsgesellschaften	commercial company	UNSET	
14777	14283	der	Handschlag	Handschläge	handshake	UNSET	
14778	14284	das	Härchen	Härchen	hair/little hair	UNSET	
14779	14285	die	Harfe	Harfen	harp	UNSET	
14780	14286	die	Harnblase	Harnblasen	urinary bladder	UNSET	
14781	14287	die	Haselnuss	Haselnüsse	hazelnut	UNSET	
14782	14288	das	Hauptanliegen	Hauptanliegen	main concern	UNSET	
14783	7628	die	Hauptattraktion	Hauptattraktionen	main attraction	B2	
14784	14290	der	Hauptgang	Hauptgänge	main course	UNSET	
14785	14291	die	Hauptmahlzeit	Hauptmahlzeiten	main meal	UNSET	
14786	14292	der	Hauptmarkt	Hauptmärkte	main market	UNSET	
14787	14293	die	Hauptseite	Hauptseiten	main page	UNSET	
14788	14294	die	Hauptspeise	Hauptspeisen	main course/main dish	UNSET	
14789	14295	die	Hauptverkehrsstraße	Hauptverkehrsstraßen	main road / arterial road	UNSET	
14790	14296	der	Hauptweg	Hauptwege	main route	UNSET	
14791	14297	der	Hausangestellte	Hausangestellten	domestic employee/domestic helper/domestic worker	UNSET	adjectivalNoun
14792	14298	der	Hauseingang	Hauseingänge	entrance/front door	UNSET	
14793	14299	die	Haushaltsberatung	Haushaltsberatungen	budget consultation	UNSET	
14794	14300	das	Haushaltsgesetz	Haushaltsgesetze	budget act	UNSET	
14795	14301	der	Hausverkauf	Hausverkäufe	house sale	UNSET	
14796	14302	die	Hautkrankheit	Hautkrankheiten	skin disease	UNSET	
14797	14303	das	Hebräisch	—	Hebrew	UNSET	
14798	14304	die	Heckscheibe	Heckscheiben	rear window	UNSET	
14799	14305	der	Hedgefonds	Hedgefonds	hedge fund	UNSET	
14800	14306	der	Hefeteig	Hefeteige	leavened dough/yeast dough	UNSET	
14801	14307	der	Hehl	—	secret (in 'kein Hehl daraus machen')	UNSET	
14802	14308	der	Heimatvertriebene	Heimatvertriebenen	expellee	UNSET	adjectivalNoun
14803	14309	das	Heimkind	Heimkinder	child in care/institutionalized child	UNSET	
14804	14310	das	Heimkino	Heimkinos	home cinema/home theatre	UNSET	
14805	14311	die	Herabsetzung	Herabsetzungen	reduction/lowering	UNSET	
14806	14312	der	Herrschende	Herrschenden	ruler/ruling figure	UNSET	adjectivalNoun
14807	14313	das	Hertz	—	hertz	UNSET	
14808	14314	die	Hilfsbedürftige	Hilfsbedürftige	person in need of help	UNSET	
14809	14315	der	Hinderungsgrund	Hinderungsgründe	obstacle/impediment	UNSET	
14810	14316	das	Hinterbein	Hinterbeine	hind leg	UNSET	
14811	14317	die	Hinweistafel	Hinweistafeln	information board	UNSET	
14812	14318	die	Hirnblutung	Hirnblutungen	brain hemorrhage	UNSET	
14813	14319	der	Hirnforscher	Hirnforscher	brain researcher	UNSET	
14814	14320	die	Hirnhautentzündung	Hirnhautentzündungen	meningitis	UNSET	
14815	14321	der	Hobbyfotograf	Hobbyfotografen	hobby photographer	UNSET	
14816	14322	der	Hobbykoch	Hobbyköche	hobby cook	UNSET	
14817	4622	die	Hochachtung	—	respect/high esteem	C1	
14818	14324	die	Hocke	Hocken	crouch/squat	UNSET	
14819	14325	die	Hoffnungslosigkeit	—	hopelessness	UNSET	
14820	14326	das	Hole	Holes	hole	UNSET	
14821	14327	der	Holzsteg	Holzstege	wooden footbridge/walkway	UNSET	
14822	14328	die	Holzwirtschaft	Holzwirtschaften	timber industry	UNSET	
14823	14329	die	Horde	Horden	horde/crowd	UNSET	
14824	14330	der	Hundekot	—	dog feces/dog mess	UNSET	
14825	14331	das	Ibuprofen	—	ibuprofen	UNSET	
14826	14332	der	Industriebereich	Industriebereiche	industrial sector	UNSET	
14827	14333	das	Industriedenkmal	Industriedenkmale	industrial monument, industrial heritage site	UNSET	
14828	14334	der	Infarkt	Infarkte	infarction	UNSET	
14829	7630	die	Informationsbeschaffung	Informationsbeschaffungen	information procurement/provision of information	B2	
14830	14336	die	Informationsseite	Informationsseiten	information page	UNSET	
14831	14337	der	Inlandsflug	Inlandsflüge	domestic flight	UNSET	
14832	14338	die	Instandsetzungsarbeit	Instandsetzungsarbeiten	repair work/maintenance work	UNSET	
14833	14339	die	Interaktivität	Interaktivitäten	interactivity	UNSET	
14834	14340	der	Interessenskonflikt	Interessenskonflikte	conflict of interest	UNSET	
14835	4211	das	Intro	Intros	intro/introduction/launch	B2	
14836	14342	der	Irrweg	Irrwege	wrong path/dead end	UNSET	
14837	14343	der	IRS	—	IRS	UNSET	
14838	14344	der	Jahresvergleich	Jahresvergleiche	annual comparison	UNSET	
14839	14345	die	Jahrmillion	Jahrmillionen	millions of years	UNSET	
14840	14346	das	Jobticket	Jobtickets	job ticket	UNSET	
14841	14347	der	Jongleur	Jongleure	juggler	UNSET	
14842	14348	der	Jugendchor	Jugendchöre	youth choir	UNSET	
14843	14349	die	Jugendmannschaft	Jugendmannschaften	youth team	UNSET	
14844	14350	der	Kahlschlag	Kahlschläge	clearcutting/cutover/deforestation	UNSET	
14845	14351	der	Kaiserschmarrn	Kaiserschmarrn	sugared pancake with raisins	UNSET	
14846	14352	der	Kalorienverbrauch	Kalorienverbräuche	calorie expenditure	UNSET	
14847	14353	die	Kameradin	Kameradinnen	comrade	UNSET	
14848	14354	die	Kanzel	Kanzeln	pulpit / cockpit	UNSET	
14849	14355	der	Kaplan	Kapläne	chaplain	UNSET	
14850	8796	die	Karnevalszeit	Karnevalszeiten	carnival season	C1	
14851	14357	das	Karriereende	Karriereenden	career end	UNSET	
14852	14358	das	Kartell	Kartelle	cartel	UNSET	
14853	14359	die	Käserei	Käsereien	cheese dairy	UNSET	
14854	14360	die	Kaskade	Kaskaden	cascade / waterfall	UNSET	
14855	14361	der	Kastenwagen	Kastenwagen	delivery van/panel van	UNSET	
14856	14362	der	Kennwert	Kennwerte	characteristic value/key figure	UNSET	
14857	14363	der	Keuchhusten	—	whooping cough	UNSET	
14858	14364	der	Kieferorthopäde	Kieferorthopäden	orthodontist	UNSET	
14859	14365	der	Kinderchor	Kinderchöre	children's choir	UNSET	
14860	14366	der	Kindergartenplatz	Kindergartenplätze	kindergarten spot/place	UNSET	
14861	14367	das	Kinderhospiz	Kinderhospize	child hospice	UNSET	
14862	7631	die	Kinokasse	Kinokassen	box office	B2	
14863	14369	die	Klangwelt	Klangwelten	world of sound	UNSET	
14864	14370	das	Klauen	—	stealing	UNSET	
14865	14371	der	Kleidungsstil	Kleidungsstile	clothing style	UNSET	
14866	14372	das	Kleingewerbe	Kleingewerbe	small business	UNSET	
14867	14373	der	Klempner	Klempner	plumber/tinsmith	UNSET	
14868	14374	der	Kleriker	Kleriker	clergyman	UNSET	
14869	14375	das	Klimasystem	Klimasysteme	climate system	UNSET	
14870	14376	das	Klingeln	—	ringing/buzzing	UNSET	
14871	14377	der	Klostergarten	Klostergärten	cloister garden	UNSET	
14872	14378	die	Klosterkirche	Klosterkirchen	monastery church	UNSET	
14873	14379	die	Koalitionsvereinbarung	Koalitionsvereinbarungen	coalition agreement	UNSET	
14874	14380	das	Kobalt	—	cobalt	UNSET	
14875	14381	die	Kokosnuss	Kokosnüsse	coconut	UNSET	
14876	14382	die	Kolonialzeit	Kolonialzeiten	colonial period	UNSET	
14877	14383	die	Koloskopie	Koloskopien	colonoscopy	UNSET	
14878	14384	die	Kommandozeile	Kommandozeilen	command line	UNSET	
14879	14385	die	Kommissionierung	Kommissionierungen	order picking	UNSET	
14880	14386	die	Kompanie	Kompanien	company	UNSET	
14881	1734	der	Konsonant	Konsonanten	consonant	A1	
14882	14388	der	Kontrolleur	Kontrolleure	inspector	UNSET	
14883	14389	die	Konzeptionierung	Konzeptionierungen	conceptualisation	UNSET	
14884	14390	das	Koordinatensystem	Koordinatensysteme	coordinate system	UNSET	
14885	14391	die	Kopflaus	Kopfläuse	head louse	UNSET	
14886	14392	die	Kordel	Kordeln	cord	UNSET	
14887	4623	der	Koriander	Koriander	coriander	C1	
14888	14394	der	Kork	Korke	cork/plug/stopper	UNSET	
14889	14395	das	Kortison	—	cortisone	UNSET	
14890	14396	die	Kosmetikerin	Kosmetikerinnen	beautician/beauty specialist	UNSET	
14891	14397	die	Kostensenkung	Kostensenkungen	cost reduction/cost cutting	UNSET	
14892	14398	das	Kräftemessen	—	test of strength/trial of strength	UNSET	
14893	14399	die	Krähe	Krähen	crow/rook	UNSET	
14894	14400	der	Krater	Krater	crater	UNSET	
14895	14401	der	Kreditrahmen	Kreditrahmen	credit limit/credit line	UNSET	
14896	14402	der	Kreiswahlleiter	Kreiswahlleiter	district returning officer/district election officer	UNSET	
14897	14403	das	Kriegsjahr	Kriegsjahre	war year	UNSET	
14898	14404	der	Kriegstote	Kriegstoten	war casualty/war dead	UNSET	adjectivalNoun
14899	14405	das	Küchentuch	Küchentücher	kitchen towel	UNSET	
14900	7632	das	Kühlsystem	Kühlsysteme	cooling system	B2	
14901	14407	die	Kundenberatung	Kundenberatungen	client advice	UNSET	
14902	14408	der	Kunstpreis	Kunstpreise	art prize	UNSET	
14903	14409	die	Kunststofftechnik	Kunststofftechniken	plastics technology	UNSET	
14904	14410	der	Küstenort	Küstenorte	coastal town	UNSET	
14905	14411	der	Küstenstreifen	Küstenstreifen	coastal strip	UNSET	
14906	1738	der	Laborant	Laboranten	lab technician	A1	
14907	14413	die	Lagunenstadt	Lagunenstädte	lagoon city	UNSET	
14908	14414	die	Länderspielpause	Länderspielpausen	international break	UNSET	
14909	14415	die	Lebensader	Lebensadern	lifeline	UNSET	
14910	14416	der	Lebensort	Lebensorte	place of residence	UNSET	
14911	14417	die	Lebenswissenschaft	Lebenswissenschaften	life science	UNSET	
14912	14418	das	Lebenszeichen	Lebenszeichen	sign of life	UNSET	
14913	14419	die	Leberzirrhose	Leberzirrhosen	cirrhosis of the liver/hepatic cirrhosis	UNSET	
14914	14420	der	Lehrstuhlinhaber	Lehrstuhlinhaber	chair holder/professor holding a chair	UNSET	
14915	14421	die	Leichenschau	Leichenschauen	post-mortem examination	UNSET	
14916	14422	das	Leichtgewicht	Leichtgewichte	lightweight	UNSET	
14917	14423	das	Leistungsdatum	Leistungsdaten	service date	UNSET	
14918	14424	die	Letter	Lettern	character/letter	UNSET	
14919	14425	die	Lichtgeschwindigkeit	Lichtgeschwindigkeiten	speed of light	UNSET	
14920	14426	der	Lidschatten	Lidschatten	eye shadow	UNSET	
14921	14427	das	Liebespaar	Liebespaare	couple	UNSET	
14922	14428	die	Lieblingsmusik	Lieblingsmusiken	favourite music	UNSET	
14923	14429	der	Liederabend	Liederabende	song recital	UNSET	
14924	14430	das	Liedgut	—	song repertoire/body of songs	UNSET	
14925	14431	die	Loge	Logen	box (theatre) / lodge (masonic) / porter's lodge	UNSET	
14926	14432	die	Lohnabrechnung	Lohnabrechnungen	pay slip/payslip	UNSET	
14927	14433	der	Lokalmatador	Lokalmatadore	local hero / local favourite	UNSET	
14928	14434	das	Löschfahrzeug	Löschfahrzeuge	fire engine/firefighting vehicle	UNSET	
14929	14435	die	Lügenpresse	—	lying press	UNSET	
14930	14436	die	Lupine	Lupinen	lupin	UNSET	
14931	14437	der	Mahnbescheid	Mahnbescheide	dunning notice/payment order	UNSET	
14932	14438	der	Maibaum	Maibäume	maypole	UNSET	
14933	14439	das	Mainufer	Mainufer	bank of the Main	UNSET	
14934	14440	das	Mammut	Mammute	mammoth	UNSET	
14935	14441	die	Mandarine	Mandarinen	mandarin orange/tangerine	UNSET	
14936	14442	die	Männerdomäne	Männerdomänen	male preserve	UNSET	
14937	14443	das	Marihuana	—	marijuana	UNSET	
14938	14444	der	Markenartikel	Markenartikel	branded product	UNSET	
14939	14445	die	Martinskirche	Martinskirchen	St. Martin's Church	UNSET	
14940	14446	das	Martyrium	Martyrien	martyrdom	UNSET	
14941	14447	das	Mausoleum	Mausoleen	mausoleum	UNSET	
14942	14448	der	Medikationsplan	Medikationspläne	medication plan	UNSET	
14943	14449	das	Meereis	—	sea ice	UNSET	
14944	14450	das	Meinungsforschungsinstitut	Meinungsforschungsinstitute	opinion research institute/polling institute	UNSET	
14945	14451	die	Membrane	Membranen	membrane	UNSET	
14946	14452	die	Menschenhand	Menschenhände	human hand	UNSET	
14947	14453	der	Messias	Messiasse	Messiah	UNSET	
14948	14454	das	Messinstrument	Messinstrumente	measuring instrument	UNSET	
14949	14455	das	Metronom	Metronome	metronome	UNSET	
14950	7633	das	Migrantenkind	Migrantenkinder	migrant child	B2	
14951	14457	der	Milchbauer	Milchbauern	dairy farmer	UNSET	
14952	14458	die	Millionenmetropole	Millionenmetropolen	metropolis of millions/large metropolis	UNSET	
14953	14459	die	Minderheitsregierung	Minderheitsregierungen	minority government	UNSET	
14954	8797	die	Mischform	Mischformen	mixed form/hybrid form	C1	
14955	14461	die	Mobilfunknummer	Mobilfunknummern	mobile phone number	UNSET	
14956	14462	das	Modellprogramm	Modellprogramme	model program/pilot program	UNSET	
14957	14463	die	Mondfinsternis	Mondfinsternisse	lunar eclipse	UNSET	
14958	14464	die	Morddrohung	Morddrohungen	death threat	UNSET	
14959	14465	der	Moslem	Moslems	Muslim	UNSET	
14960	14466	die	Möwe	Möwen	seagull/gull	UNSET	
14961	14467	der	Müllberg	Müllberge	garbage heap	UNSET	
14962	14468	die	Mundschleimhaut	Mundschleimhäute	oral mucosa	UNSET	
14963	14469	das	Muttertier	Muttertiere	mother animal / dam	UNSET	
14964	14470	die	Mutti	Muttis	mommy/mummy	UNSET	
14965	14471	der	Nachbarort	Nachbarorte	neighbouring town/village	UNSET	
14966	14472	das	Nachwort	Nachworte	afterword	UNSET	
14967	14473	die	Naivität	—	naivety	UNSET	
14968	14474	die	Namensnennung	Namensnennungen	mention by name/attribution	UNSET	
14969	14475	das	Nassfutter	Nassfutter	wet pet food	UNSET	
14970	14476	der	Nationaltrainer	Nationaltrainer	national coach	UNSET	
14971	14477	das	Naturereignis	Naturereignisse	natural event/natural phenomenon	UNSET	
14972	14478	die	Nebensache	Nebensachen	minor matter/minor point	UNSET	
14973	14479	die	Netzabdeckung	Netzabdeckungen	network coverage	UNSET	
14974	14480	die	Neurowissenschaft	Neurowissenschaften	neuroscience	UNSET	
14975	14481	die	Nichtigkeit	Nichtigkeiten	invalidity/nothingness/triviality	UNSET	
14976	14482	die	Notrufnummer	Notrufnummern	emergency call number	UNSET	
14977	14483	die	Novemberrevolution	—	German Revolution/November Revolution	UNSET	
14978	14484	das	Nummernschild	Nummernschilder	number plate	UNSET	
14979	14485	der	Nürnberger	Nürnberger	person from Nuremberg	UNSET	
14980	14486	der	Nussbaum	Nussbäume	walnut tree	UNSET	
14981	14487	der	Nussknacker	Nussknacker	nutcracker	UNSET	
14982	14488	der	Nutznießer	Nutznießer	beneficiary/profiteer	UNSET	
14983	8798	das	Oberhaupt	Oberhäupter	head	C1	
14984	14490	der	Oberkiefer	Oberkiefer	upper jaw	UNSET	
14985	14491	der	Ochse	Ochsen	ox	UNSET	
14986	14492	das	Ölgemälde	Ölgemälde	oil painting	UNSET	
14987	14493	die	Olympiasiegerin	Olympiasiegerinnen	Olympic champion	UNSET	
14988	7634	das	Onlinebanking	—	Online banking	B2	
14989	14495	der	Optimist	Optimisten	optimist	UNSET	
14990	14496	die	Ordensfrau	Ordensfrauen	nun/religious sister	UNSET	
14991	14497	das	Originaldokument	Originaldokumente	original document	UNSET	
14992	14498	das	Ortsrecht	Ortsrechte	local law/municipal law	UNSET	
14993	14499	das	Outback	Outbacks	Outback	UNSET	
14994	14500	der	Pachtvertrag	Pachtverträge	lease agreement	UNSET	
14995	14501	die	Packungsbeilage	Packungsbeilagen	patient information leaflet	UNSET	
14996	14502	die	Pädiatrie	—	paediatrics	UNSET	
14997	14503	der	Panther	Panther	panther	UNSET	
14998	14504	die	Paradoxie	Paradoxien	paradox	UNSET	
14999	14505	die	Parkplatzsuche	—	car park search	UNSET	
15000	14506	das	Parteimitglied	Parteimitglieder	party member	UNSET	
15001	14507	die	Partitur	Partituren	score	UNSET	
15002	14508	das	Passfoto	Passfotos	passport photo	UNSET	
15003	14509	die	Pauke	Pauken	kettledrum/timbal	UNSET	
15004	14510	der	Pegelstand	Pegelstände	water level	UNSET	
15005	14511	das	Pergament	Pergamente	parchment/vellum	UNSET	
15006	14512	die	Personalangelegenheit	Personalangelegenheiten	personnel matter	UNSET	
15007	8642	das	Personalpronomen	Personalpronomen	personal pronoun	A1	
15008	14514	der	Pfandbrief	Pfandbriefe	covered bond	UNSET	
15009	7635	die	Pfeife	Pfeifen	whistle/pipe; wimp (colloquial)	B2	
15010	14516	das	Pfeifen	—	whistling	UNSET	
15011	14517	der	Pfingstmontag	Pfingstmontage	Whit Monday	UNSET	
15012	3219	die	Pflegerin	Pflegerinnen	caregiver/nurse/paediatric nurse	B1	
15013	14519	der	Pflichtteil	Pflichtteile	statutory share/compulsory portion	UNSET	
15014	14520	die	Pharmakologie	—	pharmacology	UNSET	
15015	14521	das	Pi	Pis	pi	UNSET	
15016	14522	das	Plastikteil	Plastikteile	plastic part	UNSET	
15017	14523	der	Plattenteller	Plattenteller	turntable/platter	UNSET	
15018	4624	der	Pol	Pole	pole	C1	
15019	14525	die	Polemik	Polemiken	polemic	UNSET	
15020	14526	die	Porzellanmanufaktur	Porzellanmanufakturen	porcelain manufactory	UNSET	
15021	14527	die	Positionsbestimmung	Positionsbestimmungen	positioning	UNSET	
15022	14528	die	Präimplantationsdiagnostik	—	preimplantation diagnostics	UNSET	
15023	14529	der	Praxisraum	Praxisräume	practice room/consulting room	UNSET	
15024	14530	die	Preisgabe	Preisgaben	disclosure/surrender	UNSET	
15025	14531	das	Prisma	Prismen	prism	UNSET	
15026	14532	der	Privatdetektiv	Privatdetektive	private eye/private investigator	UNSET	
15027	14533	das	Privatgrundstück	Privatgrundstücke	private property	UNSET	
15028	14534	die	Privatklinik	Privatkliniken	private clinic / private hospital	UNSET	
15029	14535	die	Produktionskapazität	Produktionskapazitäten	production capacity	UNSET	
15030	14536	der	Profiler	Profiler	profiler	UNSET	
15031	14537	der	Profiteur	Profiteure	profiteer	UNSET	
15032	14538	der	Protektionismus	—	protectionism	UNSET	
15033	14539	der	Prozessorkern	Prozessorkerne	processor core	UNSET	
15034	3666	die	Prüferin	Prüferinnen	examiner (female)	A2	
15035	14541	die	Puste	—	breath/wind	UNSET	
15036	14542	die	Quantifizierung	Quantifizierungen	quantification	UNSET	
15037	14543	die	Quartalszahl	Quartalszahlen	quarterly figure	UNSET	
15038	14544	das	Quellwasser	Quellwasser	spring water	UNSET	
15039	14545	der	Querdenker	Querdenker	contrarian	UNSET	
15040	14546	der	Rabbiner	Rabbiner	rabbi	UNSET	
15041	14547	der	Raid	Raids	raid	UNSET	
15042	14548	die	Rationalität	Rationalitäten	rationality	UNSET	
15043	14549	der	Ratsbeschluss	Ratsbeschlüsse	council decision	UNSET	
15044	14550	der	Ratsherr	Ratsherren	councillor	UNSET	
15045	14551	die	Raumsonde	Raumsonden	space probe	UNSET	
15046	14552	die	Rechtskraft	—	legal force	UNSET	
15047	14553	der	Rechtsruck	Rechtsrucke	shift to the right/swing to the right	UNSET	
15048	14554	das	Reformhaus	Reformhäuser	health food store	UNSET	
15049	14555	der	Reformvorschlag	Reformvorschläge	reform proposal	UNSET	
15050	14556	der	Regelbetrieb	—	regular operation	UNSET	
15051	14557	der	Regionalverkehr	Regionalverkehre	regional transport	UNSET	
15052	14558	der	Regionalzug	Regionalzüge	regional train	UNSET	
15053	14559	die	Reiseleiterin	Reiseleiterinnen	tour guide (female)	UNSET	
15054	14560	der	Reitweg	Reitwege	riding trail/bridle path	UNSET	
15055	14561	die	Rekultivierung	Rekultivierungen	recultivation/land rehabilitation	UNSET	
15056	14562	die	Relegation	Relegationen	relegation	UNSET	
15057	14563	die	Religiosität	—	religiosity/religiousness	UNSET	
15058	14564	die	Rennbahn	Rennbahnen	racetrack	UNSET	
15059	14565	der	Rennsport	—	racing	UNSET	
15060	14566	die	Rettungsgasse	Rettungsgassen	emergency corridor/emergency lane	UNSET	
15061	4625	die	Reue	—	regret	B2	
15062	14568	das	Risikogebiet	Risikogebiete	risk area	UNSET	
15063	14569	der	Roboterarm	Roboterarme	robot arm	UNSET	
15064	14570	das	Röhrchen	Röhrchen	small tube/vial	UNSET	
15065	14571	das	Rokoko	—	rococo	UNSET	
15066	4212	die	Rolltreppe	Rolltreppen	escalator	B2	
15067	14573	die	Röntgenaufnahme	Röntgenaufnahmen	X-ray (image)	UNSET	
15068	14574	die	Röntgenuntersuchung	Röntgenuntersuchungen	X-ray examination/X-ray investigation/X-ray study	UNSET	
15069	14575	die	Rotbuche	Rotbuchen	European beech/common beech	UNSET	
15070	14576	die	Röteln	Röteln	rubella	UNSET	
15071	14577	das	Rotkehlchen	Rotkehlchen	European robin/robin/robin redbreast	UNSET	
15072	14578	die	Roulade	Rouladen	roulade/meat roll	UNSET	
15073	14579	der	Rückschnitt	Rückschnitte	pruning/cutback	UNSET	
15074	7637	die	Rückversicherung	Rückversicherungen	reinsurance / (figuratively) backing, safety net	B2	
15075	14581	das	Rückzugsgebiet	Rückzugsgebiete	retreat area	UNSET	
15076	14582	das	Ruderboot	Ruderboote	rowboat	UNSET	
15077	14583	das	Sägeblatt	Sägeblätter	saw blade	UNSET	
15078	14584	die	Salzwiese	Salzwiesen	salt marsh/salt meadow	UNSET	
15079	14585	die	Sanitäreinrichtung	Sanitäreinrichtungen	sanitary facilities/installations	UNSET	
15080	7639	der	Satiriker	Satiriker	satirist	B2	
15081	4626	das	Sauerkraut	—	pickled cabbage/sauerkraut	C1	
15082	14588	der	Sauerteig	Sauerteige	leaven/sourdough	UNSET	
15083	8799	der	Schachspieler	Schachspieler	chess player	C1	
15084	14590	die	Schadensregulierung	Schadensregulierungen	claims settlement/settlement of damages	UNSET	
15085	14591	die	Schalte	Schalten	live link/studio link	UNSET	
15086	14592	der	Schaumstoff	Schaumstoffe	cellular material/expanded material/foam	UNSET	
15087	14593	das	Schilddrüsenhormon	Schilddrüsenhormone	thyroid gland hormone	UNSET	
15088	14594	die	Schippe	Schippen	shovel	UNSET	
