row	rank	word	english	cefrLevel	source	flags
4235	4260	unlimitiert	unlimited	UNSET	UNSET	
4236	4261	unmerklich	imperceptible	UNSET	UNSET	
4237	4262	unsachlich	uncalled-for/unobjective/without objectivity	UNSET	UNSET	
4238	4263	unspektakulär	unspectacular	UNSET	UNSET	
4239	4264	untätig	idle	UNSET	UNSET	
4240	4265	unversorgt	unprovided for; (of a wound) untreated	UNSET	UNSET	
4241	4266	unvollendet	unfinished	UNSET	UNSET	
4242	4267	unvorteilhaft	unflattering/disadvantageous	UNSET	UNSET	
4243	4268	unwahr	untrue	UNSET	UNSET	
4244	4269	vaginal	vaginal	UNSET	UNSET	
4245	4270	venezolanisch	Venezuelan	UNSET	UNSET	
4246	4271	verfeindet	hostile/at odds	UNSET	UNSET	
4247	4272	vergänglich	temporary/transient	UNSET	UNSET	
4248	4273	vergriffen	out of print/out of stock/sold out	UNSET	UNSET	
4249	4274	verheißungsvoll	auspiciously/promising	UNSET	UNSET	
4250	4275	verklebt	stuck/glued	UNSET	UNSET	
4251	4276	vernichtend	devastating	UNSET	UNSET	
4252	4277	verschiebbar	movable/shiftable	UNSET	UNSET	
4253	4278	verschlissen	worn/worn out	UNSET	UNSET	
4254	4279	verschwenderisch	lavish/prodigal/wasteful	UNSET	UNSET	
4255	4280	viktorianisch	Victorian	UNSET	UNSET	
4256	4281	vollelektrisch	all-electric	UNSET	UNSET	
4257	4282	vortrefflich	excellent	UNSET	UNSET	
4258	4283	wacklig	wobbly/shaky	B2	UNSET	
4259	4284	wellig	wavy	UNSET	UNSET	
4260	4285	wendisch	Wendish/Sorbian	UNSET	UNSET	
4261	4286	werbefinanziert	financed by advertising	UNSET	UNSET	
4262	4287	wertlos	worthless	B1	UNSET	
4263	4288	wetterbedingt	weather-related / due to the weather	UNSET	UNSET	
4264	4289	widerruflich	revocable	UNSET	UNSET	
4265	4290	widerwillig	grudging/loth/reluctant	UNSET	UNSET	
4266	4291	wirtschaftsnah	business-friendly / close to industry	UNSET	UNSET	
4267	4292	wissenschaftspolitisch	science-policy	UNSET	UNSET	
4268	4293	wohlbehalten	safe and sound	UNSET	UNSET	
4269	4294	zeitgerecht	in time/modern/punctual	UNSET	UNSET	
4270	4295	zeithistorisch	contemporary-historical	UNSET	UNSET	
4271	4296	zollrechtlich	customs-law	UNSET	UNSET	
4272	4297	zuckerhaltig	containing sugar / sugary	UNSET	UNSET	
4273	4298	zweigleisig	twin-track/dual-track	UNSET	UNSET	
4274	4299	abbildbar	mappable/representable	UNSET	UNSET	
4275	4300	abendfüllend	feature-length / filling a whole evening	UNSET	UNSET	
4276	4301	abgehoben	aloof/withdrawn	C1	UNSET	
4277	4302	abspielbar	playable	UNSET	UNSET	
4278	4303	abstrus	abstruse	UNSET	UNSET	
4279	4304	abwertend	depreciative/derogatory/dismissive	UNSET	UNSET	
4280	4305	altbacken	dowdy/stale	UNSET	UNSET	
4281	4306	angehörig	belonging to/member of	UNSET	UNSET	
4282	4307	antifaschistisch	antifascist	UNSET	UNSET	
4283	4308	antiviral	antiviral	UNSET	UNSET	
4284	4309	apothekenpflichtig	available only from pharmacies/pharmacy-only	UNSET	UNSET	
4285	4310	arbeitsfrei	non-working (day) / day off	B2	UNSET	
4286	4311	artig	well-behaved / good (of a child)	UNSET	UNSET	
4287	4312	aseptisch	aseptic	UNSET	UNSET	
4288	4313	athletisch	athletic	UNSET	UNSET	
4289	4314	auferstanden	resurrected	UNSET	UNSET	
4290	4315	aufmüpfig	rebellious	UNSET	UNSET	
4291	4316	ausklappbar	foldable/folding	UNSET	UNSET	
4292	4317	ausweglos	hopeless	UNSET	UNSET	
4293	4318	autobiographisch	autobiographical	UNSET	UNSET	
4294	4319	bedeutungsvoll	significant	UNSET	UNSET	
4295	4320	begeisterungsfähig	capable of enthusiasm / easily enthused	UNSET	UNSET	
4296	4321	beleidigt	huffy/in a huff/offended	UNSET	UNSET	
4297	4322	betont	accentuated/emphasised	A1	UNSET	
4298	4323	bevölkerungsreich	populous	UNSET	UNSET	
4299	4324	bleiern	leaden	UNSET	UNSET	
4300	4325	börsengehandelt	exchange-traded	UNSET	UNSET	
4301	4326	bosnisch	Bosnian	UNSET	UNSET	
4302	4327	bräunlich	brownish	UNSET	UNSET	
4303	4328	breitbandig	broadband	UNSET	UNSET	
4304	4329	dialektisch	dialectical	UNSET	UNSET	
4305	4330	dickflüssig	viscous	UNSET	UNSET	
4306	4331	dinglich	material/in rem	UNSET	UNSET	
4307	4332	diskursiv	discursive	UNSET	UNSET	
4308	4333	disziplinarisch	disciplinary	UNSET	UNSET	
4309	4334	dunkelhäutig	dark-skinned/swart/swarthy	UNSET	UNSET	
4310	4335	durchgeknallt	cuckoo/loopy/madcap	UNSET	UNSET	
4311	4336	ehrenwert	honourable	UNSET	UNSET	
4312	4337	eidgenössisch	Swiss federal / of the Swiss Confederation	UNSET	UNSET	
4313	4338	einsichtig	insightful/sensible/understandable	UNSET	UNSET	
4314	4339	ekelhaft	disgusting / revolting	UNSET	UNSET	
4315	4340	elektroakustisch	electro-acoustic	UNSET	UNSET	
4316	4341	empfindsam	sensitive / sentimental	UNSET	UNSET	
4317	4342	enzymatisch	enzymatic/enzymic	UNSET	UNSET	
4318	4344	eucharistisch	Eucharistic	UNSET	UNSET	
4319	4345	exorbitant	exorbitant	UNSET	UNSET	
4320	4346	fade	flavourless/insipid	UNSET	UNSET	
4321	4347	famos	capital/splendid	UNSET	UNSET	
4322	4348	feststellbar	ascertainable	UNSET	UNSET	
4323	4349	festverzinslich	fixed-interest	UNSET	UNSET	
4324	4350	finanzierbar	financeable	C1	UNSET	
4325	4351	floristisch	floral/floristic	UNSET	UNSET	
4326	4352	fokal	focal	UNSET	UNSET	
4327	4353	formschön	elegantly designed / of pleasing design	UNSET	UNSET	
4328	4354	frauenfeindlich	misogynic/misogynistic/misogynous	UNSET	UNSET	
4329	4355	frühneuzeitlich	early-modern	UNSET	UNSET	
4330	4356	fühlbar	noticeable/palpable/perceptible	UNSET	UNSET	
4331	4357	füllig	plump	B2	UNSET	
4332	4358	fünfteilig	five-part/five-piece/pentamerous	UNSET	UNSET	
4333	4359	galant	gallant	UNSET	UNSET	
4334	4360	geartet	natured	UNSET	UNSET	
4335	4361	geborgen	safe/secure	UNSET	UNSET	
4336	4362	gebrauchsfertig	ready to use	UNSET	UNSET	
4337	4363	gefleckt	spotted / speckled / mottled	C1	UNSET	
4338	4364	gegenständig	opposite (botany)	UNSET	UNSET	
4339	4365	gelangweilt	bored	C1	UNSET	
4340	4366	genehm	acceptable/agreeable/appropriate	UNSET	UNSET	
4341	4367	generativ	generative	UNSET	UNSET	
4342	4368	genital	genital	UNSET	UNSET	
4343	4369	genuin	genuine/innate	UNSET	UNSET	
4344	4370	genussreich	enjoyable / pleasurable	UNSET	UNSET	
4345	4371	geodätisch	geodesic/geodesical/geodetic	UNSET	UNSET	
4346	4372	gepunktet	dotted/spotted	UNSET	UNSET	
4347	4373	gerundet	rounded	UNSET	UNSET	
4348	4374	geschlechtsneutral	gender-neutral/unisex	UNSET	UNSET	
4349	4375	gesellschaftsrechtlich	corporate law	UNSET	UNSET	
4350	4376	gleichlautend	identically worded / identical in wording	UNSET	UNSET	
4351	4377	goldfarben	gold-coloured	UNSET	UNSET	
4352	4378	graduell	gradual	UNSET	UNSET	
4353	4379	grauenhaft	gruesome	UNSET	UNSET	
4354	4380	großstädtisch	metropolitan	UNSET	UNSET	
4355	4381	gütig	kind / kindly / benevolent	B2	UNSET	
4356	4382	haargenau	to a hair	UNSET	UNSET	
4357	4383	halbiert	halved	UNSET	UNSET	
4358	4384	hartgesotten	hard-boiled/hardboiled/hardened	UNSET	UNSET	
4359	4385	hautfreundlich	skin-friendly	UNSET	UNSET	
4360	4386	hehr	sublime / lofty (poetic, archaic)	UNSET	UNSET	
4361	4387	heimtückisch	insidious	UNSET	UNSET	
4362	4388	heldenhaft	heroic	UNSET	UNSET	
4363	4389	hellenistisch	Hellenistic/Hellenistical	UNSET	UNSET	
4364	4390	herstellerübergreifend	cross-manufacturer	UNSET	UNSET	
4365	4391	herzförmig	heart-shaped	UNSET	UNSET	
4366	4392	hochbetagt	elderly	UNSET	UNSET	
4367	4393	hochklappbar	folding/tip-up	UNSET	UNSET	
4368	4394	höllisch	infernal/terrible	UNSET	UNSET	
4369	4395	holsteinisch	Holstein	UNSET	UNSET	
4370	4396	humusreich	rich in humus	UNSET	UNSET	
4371	4397	ignorant	ignorant	C1	UNSET	
4372	4398	immerwährend	eternal/perpetual	B2	UNSET	
4373	4399	imperial	imperial	UNSET	UNSET	
4374	4400	ineffektiv	ineffective	UNSET	UNSET	
4375	4401	informationell	informational	UNSET	UNSET	
4376	4402	integrierbar	integrable	UNSET	UNSET	
4377	4403	interministeriell	interministerial	UNSET	UNSET	
4378	4404	islamfeindlich	anti-Islamic/Islamophobic	UNSET	UNSET	
4379	4405	jihadistisch	jihadist	UNSET	UNSET	
4380	4406	jubelnd	cheering/jubilant	UNSET	UNSET	
4381	4407	kalkhaltig	containing lime / calcareous / hard (water)	UNSET	UNSET	
4382	4408	kalorienarm	low-calorie	B2	UNSET	
4383	4409	kapital	major/royal	UNSET	UNSET	
4384	4410	karnevalistisch	carnival-related	UNSET	UNSET	
4385	4411	katalytisch	catalytic	UNSET	UNSET	
4386	4412	kategorisch	categorical	UNSET	UNSET	
4387	4413	klischeehaft	clichéd	B2	UNSET	
4388	4414	kompetitiv	competitive	UNSET	UNSET	
4389	4415	konstitutiv	constitutive / essential	UNSET	UNSET	
4390	4416	konzertant	concert-like	UNSET	UNSET	
4391	4417	konzertiert	concerted	UNSET	UNSET	
4392	4418	kostenbewusst	cost-conscious	UNSET	UNSET	
4393	4419	kostenneutral	cost-neutral	UNSET	UNSET	
4394	4420	kraftlos	powerless	UNSET	UNSET	
4395	4421	kratzfest	scratch-proof	UNSET	UNSET	
4396	4422	kriminalistisch	forensic / relating to criminal investigation	UNSET	UNSET	
4397	4423	kubisch	cubic	UNSET	UNSET	
4398	4424	kulant	accommodating/obliging	UNSET	UNSET	
4399	4425	kunstgeschichtlich	art-historical	UNSET	UNSET	
4400	4426	kurzsichtig	myopic/near sighted/short-sighted	UNSET	UNSET	
4401	4427	kyrillisch	Cyrillic	UNSET	UNSET	
4402	4428	lakonisch	laconic	UNSET	UNSET	
4403	4429	laktosefrei	lactose-free	UNSET	UNSET	
4404	4430	ledig	single	A1	UNSET	
4405	4431	leichtfüßig	light-footed/nimble	UNSET	UNSET	
4406	4432	leserlich	legible	UNSET	UNSET	
4407	4433	liebenswürdig	kind/pleasant	C1	UNSET	
4408	4434	lilafarben	purple/lilac-coloured	UNSET	UNSET	
4409	4435	linksextremistisch	left-wing extremist	UNSET	UNSET	
4410	4436	literaturwissenschaftlich	literary studies	UNSET	UNSET	
4411	4437	lockig	curly/curly-headed	UNSET	UNSET	
4412	4438	manipulativ	manipulative	UNSET	UNSET	
4413	4439	maskiert	masked	UNSET	UNSET	
4414	4440	maßlos	beyond measure/boundless/exorbitant	UNSET	UNSET	
4415	4441	mau	poorly/queasy	UNSET	UNSET	
4416	4442	metallen	metallic	UNSET	UNSET	
4417	4443	mitfühlend	compassionate/sympathetic	UNSET	UNSET	
4418	4444	molekulargenetisch	molecular-genetic	UNSET	UNSET	
4419	4445	monolithisch	monolithic	UNSET	UNSET	
4420	4446	motivational	motivational	UNSET	UNSET	
4421	4447	narzisstisch	narcissistic	UNSET	UNSET	
4422	4448	nepalesisch	Nepalese	UNSET	UNSET	
4423	4449	netzpolitisch	internet-policy	UNSET	UNSET	
4424	4450	nosokomial	nosocomial	UNSET	UNSET	
4425	4451	notfallmedizinisch	emergency medical	UNSET	UNSET	
4426	4452	nuklearmedizinisch	nuclear-medicine	UNSET	UNSET	
4427	4453	obligat	inevitable/obligatory	UNSET	UNSET	
4428	4454	obsolet	obsolete	UNSET	UNSET	
4429	4455	ohrenbetäubend	deafening/earsplitting	UNSET	UNSET	
4430	4456	oldenburgisch	Oldenburg	UNSET	UNSET	
4431	4457	ortskundig	locally knowledgeable/with local knowledge	UNSET	UNSET	
4432	4458	parteiintern	within the party	UNSET	UNSET	
4433	4459	perkutan	diadermic/percutaneous/through the skin	UNSET	UNSET	
4434	4460	personengebunden	person-specific	UNSET	UNSET	
4435	4461	planetarisch	planetary	UNSET	UNSET	
4436	4462	primitiv	primitive	UNSET	UNSET	
4437	4463	pseudonym	pseudonymous	UNSET	UNSET	
4438	4464	quantenmechanisch	quantum mechanical	UNSET	UNSET	
4439	4465	rastlos	restless	B2	UNSET	
4440	4466	realpolitisch	relating to realpolitik / pragmatically political	UNSET	UNSET	
4441	4467	rebellisch	insurgent/mutinous/rebellious	UNSET	UNSET	
4442	4468	rechtsfrei	extra-judicial/extralegal/lawless	UNSET	UNSET	
4443	4469	rekombinant	recombinant	UNSET	UNSET	
4444	4470	rostig	rusty	UNSET	UNSET	
4445	4471	rudimentär	rudimentary/vestigial	UNSET	UNSET	
4446	4472	ruppig	gruff/rough	UNSET	UNSET	
4447	4473	salonfähig	socially acceptable	UNSET	UNSET	
4448	4474	salzhaltig	containing salt / saline	UNSET	UNSET	
4449	4475	säumig	in default / late (with payment)	UNSET	UNSET	
4450	4476	schäbig	shabby/sordid	UNSET	UNSET	
4451	4477	schadstoffarm	poor in/low in harmful substance	UNSET	UNSET	
4452	4478	schmiedeeisern	wrought-iron	UNSET	UNSET	
4453	4479	schneereich	rich in snow	UNSET	UNSET	
4454	4480	schneeweiß	snow-white	UNSET	UNSET	
4455	4481	schwül	hot/humid/sultry	UNSET	UNSET	
4456	4482	seelenlos	soulless	UNSET	UNSET	
4457	4483	sehnlich	ardent/ardently/fervent	C1	UNSET	
4458	4484	seismisch	seismic	UNSET	UNSET	
4459	4485	sektoral	sectoral/sectorial	UNSET	UNSET	
4460	4486	semesterbegleitend	semester-accompanying	UNSET	UNSET	
4461	4487	sequenziell	sequential	UNSET	UNSET	
4462	4488	serologisch	serological	UNSET	UNSET	
4463	4489	skulptural	sculptural	UNSET	UNSET	
4464	4490	solitär	solitary	UNSET	UNSET	
4465	4491	sonderbar	peculiar/strange	UNSET	UNSET	
4466	4492	spätbarock	late baroque	UNSET	UNSET	
4467	4493	sternförmig	star-shaped/stellate/stelliform	UNSET	UNSET	
4468	4494	suboptimal	suboptimal	UNSET	UNSET	
4469	4495	summarisch	summary/cumulative	UNSET	UNSET	
4470	4496	supraleitend	superconducting/superconductive	UNSET	UNSET	
4471	4497	suspekt	dubious/suspect/suspicious	UNSET	UNSET	
4472	4498	tagaktiv	diurnal	UNSET	UNSET	
4473	4499	taiwanisch	Taiwanese	UNSET	UNSET	
4474	4500	tansanisch	Tanzanian	UNSET	UNSET	
4475	4501	tiefschwarz	jet-black	UNSET	UNSET	
4476	4502	transgeschlechtlich	transgender	UNSET	UNSET	
4477	4503	traut	intimate	UNSET	UNSET	
4478	4504	trennbar	separable	A1	UNSET	
4479	4505	trilateral	trilateral	UNSET	UNSET	
4480	4506	trivial	trivial	UNSET	UNSET	
4481	4507	tröstlich	comforting	C1	UNSET	
4482	4508	überdeutlich	extremely clear	UNSET	UNSET	
4483	4509	überhastet	overhasty	UNSET	UNSET	
4484	4510	umtriebig	go-getting	UNSET	UNSET	
4485	4511	unabwendbar	inevitable	UNSET	UNSET	
4486	4512	unausgewogen	unbalanced	UNSET	UNSET	
4487	4513	unbefangen	unbiased/uninhibited	UNSET	UNSET	
4488	4514	unbehelligt	undisturbed/unmolested	UNSET	UNSET	
4489	4515	unbeirrt	unswerving / undeterred / unwavering	UNSET	UNSET	
4490	4516	unbekümmert	carefree	UNSET	UNSET	
4491	4517	unbenutzbar	unusable	UNSET	UNSET	
4492	4518	unbestreitbar	indisputable/undeniable/unquestionable	UNSET	UNSET	
4493	4519	uncool	uncool	UNSET	UNSET	
4494	4520	undurchlässig	impermeable	UNSET	UNSET	
4495	4521	unerfreulich	unpleasant	UNSET	UNSET	
4496	4522	ungehemmt	unrestrained	C1	UNSET	
4497	4523	ungelernt	unskilled	UNSET	UNSET	
4498	4524	ungeschickt	awkward/clumsy	C1	UNSET	
4499	4525	ungewünscht	unasked-for/unwanted	UNSET	UNSET	
4500	4526	unhöflich	discourteous/impolite	UNSET	UNSET	
4501	4527	unkonzentriert	unfocused	UNSET	UNSET	
4502	4528	unmotiviert	unmotivated	UNSET	UNSET	
4503	4529	unschlüssig	undecided	UNSET	UNSET	
4504	4530	unselig	unfortunate/wretched	UNSET	UNSET	
4505	4531	unsozial	antisocial	UNSET	UNSET	
4506	4532	unterbewusst	subconscious	UNSET	UNSET	
4507	4533	unterscheidbar	distinguishable	UNSET	UNSET	
4508	4534	untreu	disloyal/unfaithful	UNSET	UNSET	
4509	4535	unwürdig	unworthy / undignified	C1	UNSET	
4510	4536	unzulänglich	inadequate/insufficient	UNSET	UNSET	
4511	4537	urzeitlich	primeval	UNSET	UNSET	
4512	4538	vaskulär	vascular	UNSET	UNSET	
4513	4539	verbrieft	guaranteed/vested	UNSET	UNSET	
4514	4540	verdorben	bad/corrupt/off	UNSET	UNSET	
4515	4541	verfassungsgemäß	in accordance with constitution	UNSET	UNSET	
4516	4542	verhasst	hated / detested	UNSET	UNSET	
4517	4543	verkehrsreich	busy (with traffic) / heavily trafficked	UNSET	UNSET	
4518	4544	verschiedenfarbig	different-coloured	UNSET	UNSET	
4519	4545	verwerflich	reprehensible	UNSET	UNSET	
4520	4546	verwöhnt	spoiled	UNSET	UNSET	
4521	4547	vitaminreich	rich in vitamin	B2	UNSET	
4522	4548	völkerrechtswidrig	against international law	UNSET	UNSET	
4523	4549	vorgeschichtlich	prehistoric	UNSET	UNSET	
4524	4550	vorurteilsfrei	unprejudiced	UNSET	UNSET	
4525	4551	weitsichtig	far-sighted; also long-sighted / hyperopic (eyesight)	UNSET	UNSET	
4526	4552	westafrikanisch	West African	UNSET	UNSET	
4527	4553	wiedervereinigt	reunified	UNSET	UNSET	
4528	4554	wildfremd	completely unknown / a total stranger	UNSET	UNSET	
4529	4555	willig	willing	UNSET	UNSET	
4530	4556	wirklichkeitsnah	near/close to reality	UNSET	UNSET	
4531	4557	wortreich	verbose/wordy	B2	UNSET	
4532	4558	zahm	mild/tame	UNSET	UNSET	
4533	4559	zähneknirschend	reluctantly/through gritted teeth	UNSET	UNSET	
4534	4560	zollfrei	duty-free	UNSET	UNSET	
4535	4561	zusammenklappbar	collapsible	UNSET	UNSET	
4536	4562	zweispurig	two-lane	UNSET	UNSET	
4537	4563	zwielichtig	dubious/seedy/shady	UNSET	UNSET	
4538	4564	abartig	abnormal/perverse	C1	UNSET	
4539	4565	aberwitzig	ludicrous	UNSET	UNSET	
4540	4566	abfallrechtlich	waste-law	UNSET	UNSET	
4541	4567	abgedreht	crazy/wacky/wrapped (filming)	UNSET	UNSET	
4542	4568	abschüssig	aslope/precipitous/steep	UNSET	UNSET	
4543	4569	abträglich	detrimental	UNSET	UNSET	
4544	4570	adipös	adipose/obese	UNSET	UNSET	
4545	4571	afroamerikanisch	African-American/Afro-American	UNSET	UNSET	
4546	4572	aktenkundig	on records	UNSET	UNSET	
4547	4573	algebraisch	algebraic/algebraical	UNSET	UNSET	
4548	4574	alkoholhaltig	containing alcohol / alcoholic (of a drink)	UNSET	UNSET	
4549	4575	allegorisch	allegoric	UNSET	UNSET	
4550	4576	allergen	allergenic	UNSET	UNSET	
4551	4577	alternierend	alternating	UNSET	UNSET	
4552	4578	altgriechisch	Ancient Greek	UNSET	UNSET	
4553	4579	amorph	amorphous	UNSET	UNSET	
4554	4580	amüsiert	amused	B1	UNSET	
4555	4581	angewinkelt	bent	UNSET	UNSET	
4556	4582	angreifbar	assailable/vulnerable	UNSET	UNSET	
4557	4583	antirassistisch	anti-racist	UNSET	UNSET	
4558	4584	antragsgemäß	in accordance with application	UNSET	UNSET	
4559	4585	argwöhnisch	suspicious / distrustful	UNSET	UNSET	
4560	4586	armselig	abject/paltry/pathetic	UNSET	UNSET	
4561	4587	aufgeweckt	alert/lively	UNSET	UNSET	
4562	4588	aufsehenerregend	sensational/spectacular	B2	UNSET	
4563	4589	ausdrucksvoll	demonstrative/expressive	UNSET	UNSET	
4564	4590	ausländerfeindlich	xenophobic	UNSET	UNSET	
4565	4591	außenstehend	outside/external	UNSET	UNSET	
4566	4592	außenwirtschaftlich	foreign-trade	UNSET	UNSET	
4567	4593	autokratisch	autocratic	UNSET	UNSET	
4568	4594	ayurvedisch	Ayurvedic	C1	UNSET	
4569	4595	ballistisch	ballistic	UNSET	UNSET	
4570	4596	baskisch	Basque	UNSET	UNSET	
4571	4597	befriedet	pacified	UNSET	UNSET	
4572	4598	befüllt	filled	UNSET	UNSET	
4573	4599	behäbig	ponderous / slow-moving / portly	UNSET	UNSET	
4574	4600	beigefarben	beige	UNSET	UNSET	
4575	4601	bekloppt	barmy/daft	UNSET	UNSET	
4576	4602	berufsmäßig	professional	UNSET	UNSET	
4577	4603	berufsunfähig	unable to work/occupationally disabled	UNSET	UNSET	
4578	4604	betreten	embarrassed / sheepish	UNSET	UNSET	
4579	4605	betriebsbereit	operable/ready	UNSET	UNSET	
4580	4606	bettlägerig	bedbound/bedfast/bedridden	UNSET	UNSET	
4581	4607	biegsam	ductile/flexible/lithe	UNSET	UNSET	
4582	4608	bildhauerisch	sculptural	UNSET	UNSET	
4583	4609	bildschön	stunningly beautiful / gorgeous	UNSET	UNSET	
4584	4610	bildungssprachlich	formal / literary register (dictionary label for educated usage)	UNSET	UNSET	
4585	4611	bitterkalt	bitterly cold	C1	UNSET	
4586	4612	bleich	bloodless/pale/pallid	UNSET	UNSET	
4587	4613	bleifrei	lead-free/non-lead/unleaded	UNSET	UNSET	
4588	4614	bodentief	floor-to-ceiling	UNSET	UNSET	
4589	4615	chromatisch	chromatic	UNSET	UNSET	
4590	4616	definierbar	definable	UNSET	UNSET	
4591	4617	dement	demented	UNSET	UNSET	
4592	4618	drogenabhängig	addicted to drugs/drug addicted/strung-out	UNSET	UNSET	
4593	4619	dürr	barren/dry/lean	UNSET	UNSET	
4594	4620	egozentrisch	egocentric	UNSET	UNSET	
4595	4621	eineinhalbstündig	1.5-hour	UNSET	UNSET	
4596	4622	einfältig	naive/simple/simple-minded	UNSET	UNSET	
4597	4623	einteilig	one-piece	UNSET	UNSET	
4598	4624	eitel	vain / conceited	UNSET	UNSET	
4599	4625	eminent	eminent	UNSET	UNSET	
4600	4626	entnervt	exasperated	UNSET	UNSET	
4601	4627	entzückend	charming/lovely	UNSET	UNSET	
4602	4628	ergebnisoffen	open-ended	UNSET	UNSET	
4603	4629	erklärungsbedürftig	in need of explanation	UNSET	UNSET	
4604	4630	erntefrisch	farm-fresh	UNSET	UNSET	
4605	4631	ersetzbar	replaceable/substitutable	UNSET	UNSET	
4606	4632	ethnologisch	ethnologic/ethnological	UNSET	UNSET	
4607	4633	exekutiv	executive	UNSET	UNSET	
4608	4634	fahrtüchtig	fit to drive	UNSET	UNSET	
4609	4635	fälschungssicher	forgery-proof	UNSET	UNSET	
4610	4636	feinsinnig	subtle/refined	UNSET	UNSET	
4611	4637	fetthaltig	containing fat	UNSET	UNSET	
4612	4638	feudal	aristocratic/feudal/grand	UNSET	UNSET	
4613	4639	fluffig	fluffy	UNSET	UNSET	
4614	4640	folgenreich	momentous	UNSET	UNSET	
4615	4641	fragmentiert	fragmented	UNSET	UNSET	
4616	4642	fraktionslos	without/free of faction	UNSET	UNSET	
4617	4643	frauenpolitisch	women's-policy	UNSET	UNSET	
4618	4644	freizügig	liberal/revealing	UNSET	UNSET	
4619	4645	fruchtlos	fruitless/unfruitful/vain	UNSET	UNSET	
4620	4646	frühmittelalterlich	early medieval	UNSET	UNSET	
4621	4647	fünfmonatig	five-month	UNSET	UNSET	
4622	4648	fünfzehnjährig	fifteen-year-old	UNSET	UNSET	
4623	4649	galvanisch	galvanic	UNSET	UNSET	
4624	4650	gedankenlos	absent-minded/thoughtless	UNSET	UNSET	
4625	4651	gehäkelt	crocheted	UNSET	UNSET	
4626	4652	genehmigungsfrei	free of approval	UNSET	UNSET	
4627	4653	genügsam	frugal/modest	UNSET	UNSET	
4628	4654	gesalzen	salted	UNSET	UNSET	
4629	4655	geschlechtsreif	sexually mature	UNSET	UNSET	
4630	4656	gesinnt	leaning/minded/of one mind for	UNSET	UNSET	
4631	4657	gewandt	deft/dexterous/elegant	UNSET	UNSET	
4632	4659	gewillt	willing	UNSET	UNSET	
4633	4660	gewitzt	shrewd/canny	UNSET	UNSET	
4634	4661	gleichförmig	uniform	UNSET	UNSET	
4635	4662	gregorianisch	Gregorian	UNSET	UNSET	
4636	4663	gutverdienend	high-earning	UNSET	UNSET	
4637	4664	haarsträubend	hair-raising	UNSET	UNSET	
4638	4665	hager	gaunt/haggard/lean	UNSET	UNSET	
4639	4666	halluzinogen	hallucinogenic	UNSET	UNSET	
4640	4668	haltlos	baseless / unfounded (claim); also lacking self-control	UNSET	UNSET	
4641	4669	harntreibend	diuretic	UNSET	UNSET	
4642	4670	hawaiianisch	Hawaiian	UNSET	UNSET	
4643	4671	hellgelb	light yellow	UNSET	UNSET	
4644	4672	hemmend	clogging/debilitating/inhibiting	UNSET	UNSET	
4645	4673	hermetisch	hermetic	UNSET	UNSET	
4646	4674	hingebungsvoll	devoted/dedicated	UNSET	UNSET	
4647	4675	hochprozentig	high-proof	UNSET	UNSET	
4648	4676	hochschwanger	advanced in pregnancy	UNSET	UNSET	
4649	4677	holistisch	holistic	UNSET	UNSET	
4650	4678	hundertfach	hundredfold	UNSET	UNSET	
4651	4679	immanent	immanent	UNSET	UNSET	
