rank	word	english	cefr	flags
7173	unbestätigt	unconfirmed	-	-
7174	unbeugsam	unyielding	-	-
7175	unbezwingbar	invincible	-	-
7176	undiszipliniert	undisciplined	-	-
7177	undogmatisch	undogmatic	-	-
7178	undurchdringlich	impenetrable	-	-
7179	unehrlich	crooked/dishonest/dodgy	-	-
7180	uneindeutig	ambiguous	-	-
7181	uneinholbar	uncatchable/unbeatable	-	-
7182	unerhört	outrageous/unheard-of	-	-
7183	unerwidert	unrequited	-	-
7184	ungebührlich	unseemly/inappropriate	-	-
7185	ungefärbt	uncolored/undyed	-	-
7186	ungepolstert	unpadded	-	-
7187	ungerührt	unaffected	-	-
7188	ungesühnt	unpunished	-	-
7189	ungetauft	unbaptised	-	-
7190	ungezähmt	untamed	-	-
7191	ungezogen	ill-mannered/rude	-	-
7192	unhörbar	inaudible	-	-
7193	uninformiert	uninformed	-	-
7194	unkreativ	uncreative	-	-
7195	unlizenziert	unlicensed	-	-
7196	unmündig	immature/minor/underage	-	-
7197	unpfändbar	unattachable (legal)	-	-
7198	unredlich	dishonest	-	-
7199	unregistriert	unregistered	-	-
7200	unsittlich	indecent	-	-
7201	unstillbar	insatiable/unquenchable	-	-
7202	unsympathisch	disagreeable/unpleasant	A2	-
7203	unsystematisch	unsystematic	-	-
7204	untadelig	upright	-	-
7205	unterklassig	lower-class	-	-
7206	unterlaufen	circumvented/foiled	-	-
7207	unterproportional	disproportionately low	-	-
7208	unterschiedslos	without/free of contrast	-	-
7209	unterseeisch	submarine	-	-
7210	untersetzt	thickset	-	-
7211	untrainiert	untrained	-	-
7212	untrüglich	infallible	-	-
7213	unüberbrückbar	unbridgeable	-	-
7214	unumschränkt	unlimited/absolute	-	-
7215	unveränderlich	immutable/unalterable/unchangeable	-	-
7216	unverantwortbar	irresponsible	-	-
7217	unverblümt	blunt/plain-spoken	-	-
7218	unverfallbar	non-forfeitable	-	-
7219	unverhohlen	blatantly/openly/plainspoken	-	-
7220	unverschlossen	unlocked/open	B2	-
7221	unversiegelt	unsealed	-	-
7222	unwägbar	immeasurable/unmeasurable	-	-
7223	unwiderlegbar	irrefutable	-	-
7224	unwissenschaftlich	unscientific/unscientifically	-	-
7225	unzerstörbar	indestructible	-	-
7226	urbar	arable/cultivable	-	-
7227	urwaldartig	jungle-like	-	-
7228	vaterlos	fatherless	-	-
7229	vektoriell	vectorial	-	-
7230	verbohrt	narrow-minded	-	-
7231	vererbbar	heritable	-	-
7232	verflixt	damned/darned	-	-
7233	verhaltensgestört	behaviourally disturbed	-	-
7234	verkehrsüblich	customary/standard in trade or traffic	-	-
7235	verkopft	overly cerebral	-	-
7236	verleumderisch	libellous/libelous/slanderous	-	-
7237	verlogen	dishonest/faux/hypocritical	-	-
7238	verlustig	deprived of/having lost	-	-
7239	verlustpunktfrei	without dropping a point (sports)	-	-
7240	verlustreich	costly/with heavy losses	-	-
7241	vermaledeit	accursed/cursed/damned	-	-
7242	verqualmt	smoke-filled	-	-
7243	versaut	raunchy/swinish	-	-
7244	verschriftlicht	written down	-	-
7245	versicherbar	insurable	-	-
7246	versöhnlich	conciliatory/placatory/upbeat	-	-
7247	verstohlen	furtive/stealthy/surreptitious	-	-
7248	vertragswidrig	contrary/adverse agreement	-	-
7249	verweichlicht	softened/coddled	-	-
7250	verworfen	rejected/depraved	-	-
7251	verzagt	disheartened	-	-
7252	vestibulär	vestibular	-	-
7253	vielsprachig	multilingual	B2	-
7254	vierdimensional	four-dimensional	-	-
7255	vierhändig	four-handed	-	-
7256	vierprozentig	four per cent	-	-
7257	vierseitig	four-page/four-sided	-	-
7258	viersitzig	four-seater	-	-
7259	viersprachig	four-language	-	-
7260	vierzehnjährig	fourteen-year-old	-	-
7261	virologisch	virological	-	-
7262	visafrei	visa-free	-	-
7263	viskos	viscous	-	-
7264	vorderasiatisch	Near Eastern/Western Asiatic	-	-
7265	vorehelich	premarital	-	-
7266	vorgängig	prior/previous	-	-
7267	vorurteilsbehaftet	prejudiced	-	-
7268	wachsweich	soft-boiled (egg)	-	-
7269	wahlentscheidend	election-deciding	-	-
7270	wallonisch	Walloon	-	-
7271	wärmebedürftig	in need of warm temperatures	-	-
7272	wärmeisolierend	heat-insulating	-	-
7273	warzig	warty	-	-
7274	wasserarm	arid	-	-
7275	wasserscheu	aquaphobic/hydrophobic/scared of water	-	-
7276	wasserundurchlässig	impermeable to water/impervious to water/waterproof	-	-
7277	wasserunlöslich	insoluble in water/water-insoluble	-	-
7278	wehmütig	wistful/melancholy	-	-
7279	weinerlich	lachrymose/tearful/weepy	-	-
7280	weinig	vinous	-	-
7281	weißhaarig	white-haired	-	-
7282	weisungsbefugt	authorised to issue directives	-	-
7283	weisungsgebunden	bound by instruction	-	-
7284	weiterverarbeitet	further processed	-	-
7285	welk	wilted/limp	-	-
7286	weltgeschichtlich	world-historical	-	-
7287	weltläufig	cosmopolitan	-	-
7288	weltmeisterlich	world-class	-	-
7289	wertneutral	unbiased	-	-
7290	wesensverwandt	congenial/kindred/similar in nature	-	-
7291	westfriesisch	West Frisian	-	-
7292	westpreußisch	West Prussian	-	-
7293	wettbewerbsbeschränkend	anticompetitive	-	-
7294	widersinnig	absurd	-	-
7295	widerständig	opposing/resistant	-	-
7296	wiederverschließbar	resealable	-	-
7297	wildreich	rich in game	-	-
7298	willfährig	compliant/submissive	-	-
7299	windzerzaust	wind-tousled	-	-
7300	wirklichkeitsgetreu	true-to-life	-	-
7301	wohldosiert	well-measured	C1	-
7302	wohlgeformt	shapely/well-formed/well-shaped	-	-
7303	wohlüberlegt	carefully considered/well thought out/well thought through	-	-
7304	wolkenlos	cloudless	C1	-
7305	wortgewaltig	eloquent	-	-
7306	wortkarg	silent/taciturn/untalkative	-	-
7307	wortlos	wordless/silent	-	-
7308	wutentbrannt	furious	-	-
7309	zahlungskräftig	wealthy/with means	-	-
7310	zänkisch	argumentative/quarrelsome	-	-
7311	zehnfach	tenfold	-	notDeclinable
7312	zentimeterdick	centimetres thick	-	-
7313	zentrisch	centric	-	-
7314	zerstreut	absent-minded/distracted	-	-
7315	zertrümmert	smashed/wrecked	-	-
7316	zerzaust	ruffled/tousled	-	-
7317	zittrig	faltering/shaky/tremulous	-	-
7318	zuckrig	sugary	-	-
7319	zugegen	in attendance/present	-	-
7320	zugewachsen	overgrown	-	-
7321	zukunftweisend	forward-looking	-	-
7322	zusammengerollt	rolled up	-	-
7323	zuzahlungspflichtig	subject to co-payment	-	-
7324	zweckbestimmt	purpose-specific	-	-
7325	zweckfrei	pure/purposeless	-	-
7326	zwecklos	futile/pointless/useless	-	-
7327	zweibändig	two-volume	-	-
7328	zweideutig	ambiguous/suggestive	-	-
7329	zweilagig	two-ply	-	-
7330	zweiprozentig	two per cent	-	-
7331	zweirädrig	two-wheeled	-	-
7332	zweistündlich	every two hours	-	-
7333	zweitürig	two-door	-	-
7334	zweiwöchentlich	biweekly/every/fortnightly	-	-
7335	zwergenhaft	dwarfish	-	-
7336	zwölfköpfig	twelve-member	-	-
7337	zwölfstündig	twelve-hour	-	-
7338	zylinderförmig	cylindrical	-	-
7339	zypriotisch	Cypriot	-	-
7340	aasfressend	carrion eating	-	-
7341	abänderbar	amendable	-	-
7342	abblätternd	flaking/peeling	-	-
7343	abdingbar	waivable	-	-
7344	abdominell	abdominal	-	-
7345	abfliegend	departing	-	-
7346	abflusslos	without drainage/endorheic	-	-
7347	abfragbar	queryable	-	-
7348	abgabefrei	free of charge/duty-free	-	-
7349	abgabenfrei	duty-free/tax-exempt/tax-free	-	-
7350	abgängig	missing/absconded	-	-
7351	abgasarm	low-emission/low in exhaust emissions	-	-
7352	abgasfrei	free of emission	-	-
7353	abgefuckt	fucked up	-	-
7354	abgelenkt	distracted	C1	-
7355	abgemagert	emaciated	-	-
7356	abgeschabt	rubbed off/worn	-	-
7357	abgeschmackt	corny/outrageous/vulgar	-	-
7358	abgesehen	apart/except/other	B2	-
7359	abseitig	esoteric/remote	-	-
7360	abseitsverdächtig	potentially offside	-	-
7361	absichtslos	unintentional/without intent	-	-
7362	absichtsvoll	deliberate	-	-
7363	abundant	abundant	-	-
7364	abwählbar	removable from office	-	-
7365	abwendbar	avoidable/evitable	-	-
7366	abwischbar	wipeable	-	-
7367	abyssal	abyssal	-	-
7368	achsensymmetrisch	axisymmetric/axisymmetrical	-	-
7369	achtbeinig	eight-legged	-	-
7370	achterlich	stern/aft	-	-
7371	achtgeschossig	eight-storey/eight-story	-	-
7372	achtmonatig	eight-month	-	-
7373	achtsemestrig	eight-semester	-	-
7374	achtzehnjährig	eighteen-year-old	-	-
7375	adhäsiv	adhesive	-	-
7376	affenähnlich	ape-like	-	-
7377	affig	affected/apish/arty	-	-
7378	agogisch	agogic	-	-
7379	agrarwissenschaftlich	agronomic	-	-
7380	akkadisch	Akkadian	-	-
7381	akkordisch	harmonic	-	-
7382	akkubetrieben	battery-powered	-	-
7383	akneiform	acneform	-	-
7384	aktionsfähig	capable of action	-	-
7385	akzeptierbar	acceptable	-	-
7386	akzessorisch	accessory	-	-
7387	akzidentell	accidental	-	-
7388	alchemistisch	alchemical	-	-
7389	alimentär	alimentary	-	-
7390	aliquot	aliquot	-	-
7391	alkoholselig	tipsy/jolly with drink	-	-
7392	alkoholsüchtig	alcohol-addicted	-	-
7393	allbekannt	universally known	-	-
7394	allerliebst	beloved	-	-
7395	alptraumhaft	nightmarish	-	-
7396	altersschwach	decrepit/old and weak	-	-
7397	altindisch	Old Indian/ancient Indian	-	-
7398	altkatholisch	Old Catholic	-	-
7399	altklug	precocious/old beyond one's years	-	-
7400	altniederländisch	Old Dutch	-	-
7401	altnordisch	Norse	-	-
7402	altorientalisch	ancient Near Eastern/oriental	-	-
7403	altpreußisch	Old Prussian/Prussian	-	-
7404	altrömisch	ancient Roman	-	-
7405	altruistisch	altruistic	-	-
7406	altsächsisch	Old Low German/Old Saxon	-	-
7407	altschwäbisch	Old Swabian	-	-
7408	altslawisch	ancient Slavic	-	-
7409	altsteinzeitlich	paleolithic	-	-
7410	ambient	ambient	-	-
7411	amharisch	Amharic	-	-
7412	amphibisch	amphibian/amphibious	-	-
7413	amtssässig	officially resident	-	-
7414	anal	anal	-	-
7415	analgetisch	analgesic	-	-
7416	anarchosyndikalistisch	anarcho-syndicalist	-	-
7417	andersartig	different/of a different kind	-	-
7418	anderweit	otherwise/elsewhere	-	-
7419	anerzogen	instilled by upbringing	-	-
7420	angegraut	greying	-	-
7421	angeschwollen	swollen	-	-
7422	anglophon	Anglophone	-	-
7423	angstauslösend	anxiety-inducing	-	-
7424	anhänglich	clingy/devoted	-	-
7425	animalisch	animal/brute	-	-
7426	anisotrop	anisotropic	-	-
7427	anlagebedingt	due to predisposition	-	-
7428	anodisch	anodal/anodic	-	-
7429	anormal	abnormal	B2	-
7430	anteilmäßig	proportional	-	-
7431	anterior	anterior	-	-
7432	anthrazit	anthracite	-	notDeclinable
7433	antibritisch	anti-British	-	-
7434	antimodernistisch	anti-modernist	-	-
7435	antiseptisch	antiseptic	-	-
7436	antizionistisch	anti-Zionist/anti-Zionistic/antizionist	-	-
7437	antizipiert	anticipated	-	-
7438	antriebsarm	lacking drive/low in motivation	-	-
7439	aphoristisch	aphoristic	-	-
7440	apokryph	apocryphal	-	-
7441	apolitisch	apolitical	-	-
7442	aporetisch	aporetic	-	-
7443	approximativ	approximate	-	-
7444	apulisch	Apulian	-	-
7445	äquidistant	equidistant	-	-
7446	arbeitsam	industrious	-	-
7447	archimedisch	Archimedean	-	-
7448	areligiös	areligious	-	-
7449	arianisch	Arian	-	-
7450	arisch	Aryan	-	-
7451	armlang	arm-length	-	-
7452	aromatisiert	flavoured	-	-
7453	arriviert	established	-	-
7454	arterhaltend	species-preserving	-	-
7455	arthrotisch	arthritic	-	-
7456	artikulatorisch	articulatory	-	-
7457	asbestfrei	free of asbestos	-	-
7458	aschfahl	ashen	-	-
7459	aschkenasisch	Ashkenazi/Ashkenazic	-	-
7460	asexuell	asexual	-	-
7461	askanisch	Ascanian	-	-
7462	asketisch	ascetic	-	-
7463	assimiliert	assimilated	-	-
7464	atemraubend	breathtaking	-	-
7465	atrophisch	atrophic	-	-
7466	aufnahmefähig	capable of absorption	-	-
7467	aufrührerisch	factious/inflammatory/insubordinate	-	-
7468	ausbruchssicher	escape-proof	-	-
7469	ausgefranst	frayed	-	-
7470	ausgemergelt	emaciated	-	-
7471	aussätzig	leprous	-	-
7472	außerbiblisch	extra-biblical	-	-
7473	außerfamiliär	outside the family	-	-
7474	autoritativ	authoritative	-	-
7475	axiomatisch	axiomatic/undeniable/unquestionable	-	-
7476	azimutal	azimuthal	-	-
7477	backsteingefasst	brick-trimmed	-	-
7478	baff	baffled/gobsmacked	-	-
7479	bahrainisch	Bahraini	-	-
7480	bakteriostatisch	bacteriostatic	-	-
7481	baldmöglichst	soonest possible	-	-
7482	ballonartig	balloon-like	-	-
7483	barbusig	bare-bosomed/bare-breasted/topless	-	-
7484	bartlos	beardless	-	-
7485	basilikal	basilical	-	-
7486	baubar	buildable	-	-
7487	baumarm	with few trees/low in trees	-	-
7488	baumartig	tree-like/arborescent	-	-
7489	bauschig	puffy	-	-
7490	bauseitig	provided by the building owner/on-site	-	-
7491	bebrillt	bespectacled/speccy/spectacled	-	-
7492	bedeutungsschwer	pregnant	-	-
7493	bedient	served	-	-
7494	bedröppelt	crestfallen	-	-
7495	befremdend	puzzling/off-putting	-	-
7496	beinlos	legless	-	-
7497	beißwütig	vicious/snappy	-	-
7498	bekehrbar	convertibile	-	-
7499	bekenntnislos	non-denominational/non-confessional	-	-
7500	bekifft	stoned	-	-
7501	beklagenswert	deplorable/regrettable	-	-
7502	beleihbar	mortgageable/pledgeable	-	-
7503	beleumundet	of (good/bad) reputation	-	-
7504	bemitleidenswert	pathetic/pitiful	-	-
7505	bemittelt	well-off	-	-
7506	beneidenswert	enviable	-	-
7507	benennbar	nameable	-	-
7508	benigne	benign	-	-
7509	benommen	dazed/numb	B2	-
7510	benzinbetrieben	petrol-powered	-	-
7511	berufsfremd	outside one's profession	-	-
7512	beschaffbar	procurable	-	-
7513	beschienen	illuminated/lit up	-	-
7514	beschlussunfähig	lacking a quorum	-	-
7515	beschrankt	with barriers (level crossing)	-	-
7516	besenrein	swept clean (broom-clean)	-	-
7517	besiegbar	vincible	-	-
7518	besitzlos	without/free of belongings	-	-
7519	bestgeplant	best-planned	-	-
7520	bestreitbar	disputable	-	-
7521	betriebsam	bustling/busy/industrious	-	-
7522	betriebsfremd	external/non-company/outside	-	-
7523	betrugsanfällig	susceptible to fraud/fraud-prone	-	-
7524	bevölkerungsarm	poor in/low in population	-	-
7525	bewegbar	movable	-	-
7526	bewegungslos	motionless/still/stock-still	-	-
7527	bewertbar	assessable	-	-
7528	beziehbar	available, buyable	-	-
7529	beziehungsunfähig	incapable of relationships	-	-
7530	bezifferbar	quantifiable	-	-
7531	bibelfest	well-versed in the Bible	-	-
7532	bibliografisch	bibliographic	-	-
7533	bibliophil	bibliophilic	-	-
7534	biedermeierlich	biedermeier	-	-
7535	bierernst	dead serious	-	-
7536	biowissenschaftlich	life-sciences-related	-	-
7537	bitterarm	destitute/dirt poor	-	-
7538	bitterlich	bitterly	-	-
7539	blasphemisch	blasphemous	-	-
7540	blassgrün	pale green	-	-
7541	blassrot	pale red	-	-
7542	blattlos	leafless	-	-
7543	blaublütig	blue-blooded	-	-
7544	blechern	tinny	-	-
7545	blicklos	unfocused	-	-
7546	blumengeschmückt	flower-decked	-	-
7547	blutjung	very young	-	-
7548	bodengestützt	ground-based	-	-
7549	bombenfest	firm/fixed bomb	-	-
7550	bonbonfarben	candy-coloured	-	-
7551	bordeauxfarben	burgundy	-	-
7552	borhaltig	boraciferous/containing boron	-	-
7553	boshaft	despiteful/malevolent/vicious	-	-
7554	boulevardesk	tabloid-style	-	-
7555	bovin	bovine	-	-
7556	brackig	brackish	-	-
7557	braungebrannt	tanned	-	-
7558	braunschwarz	black-brown	-	-
7559	breiig	mushy/pulpy	C1	-
7560	breitschultrig	broad-shouldered/square-shouldered	-	-
7561	bröckelig	brittle/crumbly	-	-
7562	bronzefarben	bronze-coloured	-	-
7563	brünstig	hot/in heat/lecherous	-	-
7564	buchtenreich	with many bays	-	-
7565	buckelig	hunchbacked/bumpy	-	-
7566	bügelfrei	free of clip	-	-
7567	bühnenreif	ready for the stage	-	-
7568	buntfarbig	colourful	-	-
7569	burisch	Boer	-	-
7570	burmesisch	Burmese	-	-
7571	burschikos	casual/informal/tomboyish	-	-
7572	burundisch	Burundian	-	-
7573	calvinistisch	Calvinist	-	-
7574	charakterlos	characterless/insipid/lacking character	-	-
7575	chauvinistisch	chauvinistic/jingoistic	-	-
7576	chlorhaltig	containing chlorine	-	-
7577	christologisch	Christological	-	-
7578	christsozial	Christian-social	-	-
7579	chromfarben	chrome-coloured	-	-
7580	chromhaltig	containing chrome	-	-
7581	clownesk	clownish	-	-
7582	clubbig	clubby	-	-
7583	cognacfarben	cognac-coloured	-	-
7584	comicartig	comic-like	-	-
7585	computerlinguistisch	computational-linguistic	-	-
7586	dakisch	Dacian	-	-
7587	daktyloskopisch	dactyloscopic/fingerprint-related	-	-
7588	dandyhaft	dandy-like	-	-
7589	darwinistisch	Darwinian	-	-
7590	datenbankgestützt	database-supported	-	-
7591	datenschutzwidrig	contrary/adverse data privacy	-	-
7592	datierbar	datable	-	-
7593	defätistisch	defeatist	-	-
7594	deiktisch	deictic	-	-
7595	demagogisch	demagogic	-	-
7596	demotisch	demotic	-	-
7597	demotiviert	demotivated	-	-
7598	dendrochronologisch	dendrochronological	-	-
7599	denglisch	Denglisch (mix of German and English)	-	-
7600	denkmalwert	worth/worthy monument	-	-
7601	desinteressiert	disinterested	C1	-
7602	diachron	diachronic/diachronically	-	-
7603	diachronisch	diachronic	-	-
7604	dialektal	dialectal	-	-
7605	dichotom	dichotomic/dichotomous	-	-
7606	dichtbebaut	densely built-up	-	-
7607	dickleibig	obese	-	-
7608	dienstbar	helpful/obliging/willing to serve	-	-
7609	dienstfähig	fit for duty	-	-
7610	dieselelektrisch	diesel-electric	-	-
7611	diesig	hazy/misty	-	-
7612	different	different	-	-
7613	differenziell	differential	-	-
7614	dilemmatisch	dilemmatic	-	-
7615	dirigistisch	dirigiste	-	-
7616	disharmonisch	disharmonious	-	-
7617	diskriminierungssensibel	sensitive to discrimination	-	-
7618	dispositiv	anticipated	-	-
7619	disproportional	disproportional/disproportionate	-	-
7620	dissident	dissident	-	-
7621	distinkt	distinct	-	-
7622	divergent	divergent	-	-
7623	doldenförmig	-shaped corymb	-	-
7624	doppelläufig	double-barrelled	-	-
7625	drei	three	A1	notDeclinable
7626	dreibändig	three-volume	-	-
7627	dreibeinig	three-legged	-	-
7628	dreiblättrig	three-leaved/trifoliate	-	-
7629	dreifarbig	three-coloured	-	-
7630	dreilagig	three-ply	-	-
7631	dreiprozentig	three per cent	-	-
7632	dreispurig	three-lane	-	-
7633	dreißigminütig	thirty-minute	-	-
7634	dreißigtausend	thirty thousand	-	notDeclinable
7635	dreistündlich	every three hours	-	-
7636	dreiundzwanzigst	twenty-third	-	notDeclinable
7637	dreiwertig	tervalent/trivalent	-	-
7638	druckempfindlich	pressure-sensitive	-	-
7639	dschungelartig	jungle-like	-	-
7640	dummdreist	brazenly stupid	-	-
7641	dümmlich	silly/stupid	-	-
7642	dunkelgelb	dark yellow	-	-
7643	dunkelhaarig	dark-haired	-	-
7644	dunkellila	dark purple	-	-
7645	dunkelschwarz	pitch-black	-	-
7646	durabel	durable/long-lasting	-	-
7647	durchdringbar	penetrable/permeable	-	-
7648	durchgekreuzt	thwarted	-	-
7649	durchstimmbar	tunable	-	-
7650	durchtrieben	cunning/sly	-	-
7651	duroplastisch	thermosetting	-	-
7652	duster	dark/gloomy/dim	-	-
7653	ebenholzfarben	ebony-coloured	-	-
7654	egal	all the same/level	A1	-
7655	ehrenhaft	reputable	-	-
7656	ehrenrührig	defamatory	-	-
7657	ehrfurchtsvoll	full of awe	-	-
7658	ehrlos	dishonourable	-	-
7659	ein	one	A1	notDeclinable
7660	einäugig	one-eyed	-	-
7661	einbruchsicher	burglarproof	-	-
7662	eingeboren	begotten/inborn/innate	-	-
7663	eingedenk	mindful (of)	-	-
7664	einkommenslos	without income	-	-
7665	einnehmbar	pregnable	-	-
7666	einnehmend	charming/engaging	-	-
7667	einprozentig	one per cent	-	-
7668	einwertig	monovalent/univalent	-	-
7669	einziehbar	retractable	-	-
7670	eisgekühlt	ice-cooled/iced	-	-
7671	eklektisch	eclectic	-	-
7672	eklektizistisch	eclectic	-	-
7673	elaboriert	elaborate	-	-
7674	elfenbeinern	of ivory	-	-
7675	elfenbeinfarben	ivory-coloured	-	-
7676	elfgeschossig	eleven-storey	-	-
