rank	word	type	praeteritum	perfekt	auxiliary	english	cefr
1474	verkörpern	regular	-	-	UNSET	embody/impersonate/incarnate	C1
1475	baumeln	regular	-	-	UNSET	dangle	C1
1476	befüllen	regular	-	-	UNSET	fill	-
1477	bereuen	regular	-	-	UNSET	regret/repent/rue	A2
1478	bezweifeln	regular	-	-	UNSET	doubt	B2
1479	dekorieren	regular	-	-	UNSET	decorate	B1
1480	einpacken	regular	-	-	UNSET	wrap up	A1
1481	entschlüsseln	regular	-	-	UNSET	decipher/decode/decrypt	B2
1482	erregen	regular	-	-	UNSET	arouse/elicit/evoke	B2
1483	gleiten	irregular	glitt	geglitten	sein	float/glide/slide	-
1484	rangieren	regular	-	-	UNSET	rank/shunt	-
1485	scannen	regular	-	-	UNSET	scan	B1
1486	weitermachen	regular	-	-	UNSET	continue/go on/keep going	A1
1487	winken	regular	-	-	UNSET	beckon/expect/wave	B1
1488	zusprechen	irregular	sprach zu	zugesprochen	haben	comfort/confer/grant	-
1489	abgleichen	irregular	glich ab	abgeglichen	haben	reconcile	-
1490	archivieren	regular	-	-	UNSET	archive	-
1491	arrangieren	regular	-	-	UNSET	arrange	-
1492	auffrischen	regular	-	-	UNSET	freshen/refresh	-
1493	ausstehen	irregular	stand aus	ausgestanden	haben	be pending/endure	C1
1494	bemalen	regular	-	-	UNSET	paint	-
1495	einspeisen	regular	-	-	UNSET	feed in/inject	-
1496	herbeiführen	regular	-	-	UNSET	bring about/cause	-
1497	hinlegen	regular	-	-	UNSET	lay down/lie down/put down	A1
1498	hinzuziehen	irregular	zog hinzu	hinzugezogen	haben	consult	-
1499	klingeln	regular	-	-	UNSET	ring	A2
1500	spritzen	regular	-	-	UNSET	spray/inject	B2
1501	strecken	regular	-	-	UNSET	stretch	C1
1502	synchronisieren	regular	-	-	UNSET	synchronise	-
1503	unterdrücken	regular	-	-	UNSET	suppress/oppress	-
1504	verabreden	regular	-	-	UNSET	agree/arrange/make an appointment	A1
1505	verzahnen	regular	-	-	UNSET	interlock/mesh	-
1506	wappnen	regular	-	-	UNSET	forearm/prepare	-
1507	weglassen	irregular	ließ weg	weggelassen	haben	leave out/let go	C1
1508	abklären	regular	-	-	UNSET	clarify/clear up	-
1509	aufwachen	regular	-	-	sein	awake/wake up	B1
1510	ausschelten	irregular	schalt aus	ausgescholten	haben	scold	-
1511	befürworten	regular	-	-	UNSET	advocate/support	B2
1512	erschüttern	regular	-	-	UNSET	shake/shatter	C1
1513	lüften	regular	-	-	UNSET	air/ventilate	-
1514	vorhersagen	regular	-	-	UNSET	forecast/foretell/predict	B2
1515	wickeln	regular	-	-	UNSET	wrap/wind	-
1516	abwehren	regular	-	-	UNSET	fend off/defend	-
1517	entschuldigen	regular	-	-	UNSET	apologise/excuse	A1
1518	erahnen	regular	-	-	UNSET	guess/surmise	-
1519	handhaben	regular	-	-	UNSET	handle/operate	C1
1520	klassifizieren	regular	-	-	UNSET	classify/grade	-
1521	taufen	regular	-	-	UNSET	baptise/christen	B2
1522	umleiten	regular	-	-	UNSET	divert/redirect/reroute	-
1523	untermauern	regular	-	-	UNSET	substantiate/underpin	C1
1524	versäumen	regular	-	-	UNSET	miss/neglect	B1
1525	weinen	regular	-	-	UNSET	cry/weep	A2
1526	zurückschicken	regular	-	-	UNSET	return/send back	A1
1527	anfassen	regular	-	-	UNSET	touch	-
1528	atmen	regular	-	-	UNSET	breathe/respire	B1
1529	bedauern	regular	-	-	UNSET	lament/pity/regret	C1
1530	besiedeln	regular	-	-	UNSET	populate/settle	-
1531	digitalisieren	regular	-	-	UNSET	digitise	-
1532	downloaden	regular	-	-	UNSET	download	A2
1533	interagieren	regular	-	-	UNSET	interact	B2
1534	manipulieren	regular	-	-	UNSET	manipulate/rig	B2
1535	ragen	regular	-	-	UNSET	jut/stick/tower	-
1536	revolutionieren	regular	-	-	UNSET	revolutionise	B2
1537	sprengen	regular	-	-	UNSET	blow up/spray	C1
1538	stornieren	regular	-	-	UNSET	cancel/reverse	-
1539	umbenennen	irregular	benannte um	umbenannt	haben	rename	C1
1540	verschwenden	regular	-	-	UNSET	squander/waste	B1
1541	aufholen	regular	-	-	UNSET	catch up	-
1542	auspacken	regular	-	-	UNSET	unpack	A2
1543	beanstanden	regular	-	-	UNSET	complain about	-
1544	brüten	regular	-	-	UNSET	brood	-
1545	segnen	regular	-	-	UNSET	bless	-
1546	verkleinern	regular	-	-	UNSET	reduce/make smaller	-
1547	wegwerfen	irregular	warf weg	weggeworfen	haben	discard/throw away	A2
1548	zusammenleben	regular	-	-	UNSET	live together	A2
1549	abfallen	irregular	fiel ab	abgefallen	sein	decline/decrease/drop off	C1
1550	bedingen	regular	-	-	UNSET	cause	-
1551	erklimmen	irregular	erklomm	erklommen	haben	achieve/clamber/reach	C1
1552	ermuntern	regular	-	-	UNSET	animate/encourage/excite	C1
1553	fortschreiten	irregular	schritt fort	fortgeschritten	sein	advance/continue/proceed	-
1554	garen	regular	-	-	UNSET	cook	-
1555	herausnehmen	irregular	nahm heraus	herausgenommen	haben	take out/remove	-
1556	offenlegen	regular	-	-	UNSET	disclose/reveal/unfold	-
1557	ranken	regular	-	-	UNSET	climb/creep up/curl around	-
1558	regen	regular	-	-	UNSET	move/stir	-
1559	schwärmen	regular	-	-	UNSET	adore/swarm	C1
1560	segeln	regular	-	-	sein	glide/sail	A1
1561	vereinigen	regular	-	-	UNSET	band/coalesce/unify	C1
1562	verzieren	regular	-	-	UNSET	decorate/garnish	-
1563	zusichern	regular	-	-	UNSET	pledge/reassure	-
1564	ausrufen	irregular	rief aus	ausgerufen	haben	declare/exclaim/proclaim	-
1565	austreten	irregular	trat aus	ausgetreten	sein	leave/quit/resign	-
1566	befolgen	regular	-	-	UNSET	obey	-
1567	navigieren	regular	-	-	UNSET	navigate	-
1568	niederlegen	regular	-	-	UNSET	lay down/lie down	-
1569	schmelzen	irregular	schmolz	geschmolzen	sein	melt	-
1570	vormachen	regular	-	-	UNSET	demonstrate/pretend/fool	-
1571	wegnehmen	irregular	nahm weg	weggenommen	haben	take away/take up	-
1572	zerbrechen	irregular	zerbrach	zerbrochen	sein	break	-
1573	belassen	irregular	beließ	belassen	haben	leave	-
1574	bohren	regular	-	-	UNSET	bore/drill	-
1575	erwachen	regular	-	-	UNSET	awake/wake up	-
1576	hergeben	irregular	gab her	hergegeben	haben	give up	A2
1577	illustrieren	regular	-	-	UNSET	illustrate	-
1578	modifizieren	regular	-	-	UNSET	change/modify	-
1579	schälen	regular	-	-	UNSET	peel	A1
1580	shoppen	regular	-	-	UNSET	shop	A1
1581	spekulieren	regular	-	-	UNSET	speculate	C1
1582	spülen	regular	-	-	UNSET	rinse	A2
1583	umdrehen	regular	-	-	UNSET	flip/reverse/turn	B1
1584	veräußern	regular	-	-	UNSET	sell	-
1585	verdecken	regular	-	-	UNSET	conceal	-
1586	verwehren	regular	-	-	UNSET	bar/deny/refuse	-
1587	anmieten	regular	-	-	UNSET	rent	-
1588	anzünden	regular	-	-	UNSET	light/set on fire	B1
1589	betrauen	regular	-	-	UNSET	entrust	-
1590	beugen	regular	-	-	UNSET	bend/break/deflect	C1
1591	durchgehen	irregular	ging durch	durchgegangen	sein	go through/pass	-
1592	einkehren	regular	-	-	sein	come/set in/stop off	C1
1593	entgegentreten	irregular	trat entgegen	entgegengetreten	sein	confront/oppose	-
1594	entstammen	regular	-	-	UNSET	be descended from/come from	B2
1595	heraussuchen	regular	-	-	UNSET	pick sth. out/select	-
1596	hinziehen	irregular	zog hin	hingezogen	haben	drag on/pull toward	-
1597	kleiden	regular	-	-	UNSET	dress	-
1598	proben	regular	-	-	UNSET	rehearse	-
1599	zufügen	regular	-	-	UNSET	add/inflict	-
1600	abwechseln	regular	-	-	UNSET	alternate	C1
1601	ankurbeln	regular	-	-	UNSET	boost/crank up	-
1602	entschärfen	regular	-	-	UNSET	defuse	-
1603	krönen	regular	-	-	UNSET	crown	-
1604	limitieren	regular	-	-	UNSET	limit	-
1605	mitbestimmen	regular	-	-	UNSET	decide together	B2
1606	opfern	regular	-	-	UNSET	sacrifice	-
1607	streamen	regular	-	-	UNSET	stream	B1
1608	überbrücken	regular	-	-	UNSET	bridge	-
1609	verführen	regular	-	-	UNSET	seduce/tempt	-
1610	verlangsamen	regular	-	-	UNSET	slow	-
1611	verreisen	regular	-	-	sein	go away	A2
1612	versteuern	regular	-	-	UNSET	pay tax	-
1613	zusammenbrechen	irregular	brach zusammen	zusammengebrochen	sein	collapse	B2
1614	dulden	regular	-	-	UNSET	tolerate	-
1615	enthüllen	regular	-	-	UNSET	reveal/uncover/unveil	-
1616	kollidieren	regular	-	-	UNSET	clash/collide/conflict	-
1617	konkurrieren	regular	-	-	UNSET	compete/vie	-
1618	lächeln	regular	-	-	UNSET	grin/smile	A2
1619	mitfahren	irregular	fuhr mit	mitgefahren	sein	drive/go/ride	B1
1620	reihen	regular	-	-	UNSET	arrange/follow one another/heap	-
1621	verspielen	regular	-	-	UNSET	gamble away/make a mistake/play a bum note	C1
1622	abkommen	irregular	kam ab	abgekommen	sein	deviate/stray from	-
1623	abstatten	regular	-	-	UNSET	pay someone a visit/report to someone/thank someone	-
1624	aufschlagen	irregular	schlug auf	aufgeschlagen	haben	open	-
1625	bessern	regular	-	-	UNSET	better/improve	-
1626	entgegenkommen	irregular	kam entgegen	entgegengekommen	sein	approach/come towards/make someone concessions	B1
1627	gestehen	irregular	gestand	gestanden	haben	confess	B2
1628	personalisieren	regular	-	-	UNSET	personalise	-
1629	suggerieren	regular	-	-	UNSET	suggest	-
1630	verrichten	regular	-	-	UNSET	carry out/execute/perform	-
1631	zurückbringen	irregular	brachte zurück	zurückgebracht	haben	bring back	-
1632	ansammeln	regular	-	-	UNSET	accumulate/amass/hoard	B2
1633	falten	regular	-	-	UNSET	fold	C1
1634	kreisen	regular	-	-	UNSET	circle/circumgyrate	A1
1635	lockern	regular	-	-	UNSET	loosen/relax	C1
1636	pressen	regular	-	-	UNSET	press/push/squeeze	-
1637	schreiten	irregular	schritt	geschritten	sein	stride	-
1638	vorsorgen	regular	-	-	UNSET	make provision	-
1639	zumuten	regular	-	-	UNSET	demand/expect	-
1640	zweifeln	regular	-	-	UNSET	doubt	B1
1641	abschreiben	irregular	schrieb ab	abgeschrieben	haben	copy/plagiarise/transcribe	B2
1642	abtragen	irregular	trug ab	abgetragen	haben	clean up/pay off/remove	-
1643	addieren	regular	-	-	UNSET	add	-
1644	anvertrauen	regular	-	-	UNSET	commit/confide/entrust	C1
1645	auslagern	regular	-	-	UNSET	relocate	-
1646	ausloben	regular	-	-	UNSET	offer a prize/offer a reward	-
1647	ausloten	regular	-	-	UNSET	fathom/test the waters	-
1648	ausruhen	regular	-	-	UNSET	rest	A2
1649	boomen	regular	-	-	UNSET	boom	B2
1650	einbüßen	regular	-	-	UNSET	lose	-
1651	einspringen	irregular	sprang ein	eingesprungen	sein	help out/step in for/substitute	-
1652	fortschreiben	irregular	schrieb fort	fortgeschrieben	haben	continue/update	-
1653	quälen	regular	-	-	UNSET	harry/put about/torture	-
1654	reformieren	regular	-	-	UNSET	reform	B2
1655	reiben	irregular	rieb	gerieben	haben	chafe/grate/rub	-
1656	schlendern	regular	-	-	UNSET	mooch/stroll	B2
1657	spendieren	regular	-	-	UNSET	pay for/spend	-
1658	stürmen	regular	-	-	UNSET	invade/rush/storm	B2
1659	tilgen	regular	-	-	UNSET	erase/pay off/remove	-
1660	umbringen	irregular	brachte um	umgebracht	haben	commit suicide/kill/kill oneself	B2
1661	verwerfen	irregular	verwarf	verworfen	haben	discard/dismiss/reject	-
1662	zurechnen	regular	-	-	UNSET	ascribe	-
1663	dämpfen	regular	-	-	UNSET	alleviate/damp/lessen	-
1664	durchdringen	irregular	durchdrang	durchdrungen	sein	fathom out/penetrate/permeate	-
1665	einstimmen	regular	-	-	UNSET	tune	-
1666	hassen	regular	-	-	UNSET	hate	B1
1667	häufen	regular	-	-	UNSET	accumulate/pile up/stack	-
1668	klarkommen	irregular	kam klar	klargekommen	sein	manage/cope	B1
1669	protokollieren	regular	-	-	UNSET	enter in the minutes/keep the record/protocol	-
1670	reifen	regular	-	-	sein	ripen/mature	B2
1671	reiten	irregular	ritt	geritten	sein	ride/ride on horseback	A2
1672	resümieren	regular	-	-	UNSET	summarise	-
1673	taugen	regular	-	-	UNSET	be good for	-
1674	verklagen	regular	-	-	UNSET	sue	B2
1675	verkraften	regular	-	-	UNSET	cope with/deal with/handle	C1
1676	verorten	regular	-	-	UNSET	file/locate	-
1677	versinken	irregular	versank	versunken	sein	sink	B2
1678	verwahren	regular	-	-	UNSET	keep/store	-
1679	zerlegen	regular	-	-	UNSET	analyse/cut up/dismantle	A1
1680	zusammenfügen	regular	-	-	UNSET	fit together/join together	C1
1681	absenken	regular	-	-	UNSET	deepen/layer/lower	-
1682	bestreben	regular	-	-	UNSET	endeavor/endeavour	-
1683	expandieren	regular	-	-	UNSET	expand	-
1684	fernhalten	irregular	hielt fern	ferngehalten	haben	avert/keep away/parry	-
1685	flankieren	regular	-	-	UNSET	flank	-
1686	leeren	regular	-	-	UNSET	empty	A2
1687	ordern	regular	-	-	UNSET	order	-
1688	rauben	regular	-	-	UNSET	plunder/rob	-
1689	recyceln	regular	-	-	UNSET	recycle	B1
1690	ringen	irregular	rang	gerungen	haben	wrestle/wrestle with oneself/wring one's hands	-
1691	schlucken	regular	-	-	UNSET	swallow	-
1692	schmieden	regular	-	-	UNSET	forge	-
1693	überziehen	irregular	zog über	übergezogen	haben	cover/overdraw	-
1694	umlegen	regular	-	-	UNSET	distribute/flip (switch)	-
1695	validieren	regular	-	-	UNSET	validate	-
1696	veranschlagen	regular	-	-	UNSET	estimate	-
1697	verneinen	regular	-	-	UNSET	deny/answer no	-
1698	verrühren	regular	-	-	UNSET	mix	-
1699	verweilen	regular	-	-	UNSET	abide/dwell/linger	-
1700	verwundern	regular	-	-	UNSET	astonish/surprise	C1
1701	zurücklassen	irregular	ließ zurück	zurückgelassen	haben	leave behind/let/maroon	B2
1702	zuspitzen	regular	-	-	UNSET	come to a head/sharpen	-
1703	angliedern	regular	-	-	UNSET	incorporate	-
1704	ausliegen	irregular	lag aus	ausgelegen	haben	be on display	-
1705	bekunden	regular	-	-	UNSET	declare/express/show	-
1706	eingrenzen	regular	-	-	UNSET	enclose/limit	B2
1707	einmischen	regular	-	-	UNSET	interfere/meddle/mix into	C1
1708	explodieren	regular	-	-	sein	explode	C1
1709	nachgeben	irregular	gab nach	nachgegeben	haben	give in/yield	-
1710	offerieren	regular	-	-	UNSET	offer	-
1711	provozieren	regular	-	-	UNSET	provoke	-
1712	schütteln	regular	-	-	UNSET	shake	B1
1713	standardisieren	regular	-	-	UNSET	standardise	-
1714	verbannen	regular	-	-	UNSET	banish/exile/relegate	-
1715	verderben	irregular	verdarb	verdorben	sein	decay/ruin/spoil	-
1716	verkleiden	regular	-	-	UNSET	disguise/dress up	-
1717	verschonen	regular	-	-	UNSET	spare	-
1718	abverlangen	regular	-	-	UNSET	demand	C1
1719	ausrollen	regular	-	-	UNSET	roll out	-
1720	begraben	irregular	begrub	begraben	haben	bury	-
1721	braten	irregular	briet	gebraten	haben	fry/roast	A2
1722	entgegensetzen	regular	-	-	UNSET	counter/oppose/reply	C1
1723	grillen	regular	-	-	UNSET	barbecue/grill/roast in the sun	A1
1724	heizen	regular	-	-	UNSET	heat	A2
1725	mitkommen	irregular	kam mit	mitgekommen	sein	accompany/understand	A1
1726	stapeln	regular	-	-	UNSET	pile up/stack	-
1727	verdichten	regular	-	-	UNSET	condense	-
1728	wehtun	irregular	tat weh	wehgetan	haben	hurt	A1
1729	zusetzen	regular	-	-	UNSET	add/afflict/badger	-
1730	abbuchen	regular	-	-	UNSET	debit	-
1731	abfangen	irregular	fing ab	abgefangen	haben	intercept/repel	-
1732	belehren	regular	-	-	UNSET	correct/inform/undeceive	C1
1733	beschneiden	irregular	beschnitt	beschnitten	haben	circumcise/cut/trim	-
1734	distanzieren	regular	-	-	UNSET	distance oneself/dissociate	B2
1735	einstecken	regular	-	-	UNSET	put in/pocket/take	B2
1736	entspringen	irregular	entsprang	entsprungen	haben	originate/spring	-
1737	erzwingen	irregular	erzwang	erzwungen	haben	coerce/enforce/force	B2
1738	forcieren	regular	-	-	UNSET	expedite	-
1739	fundieren	regular	-	-	UNSET	substantiate/ground	-
1740	interviewen	regular	-	-	UNSET	interview	-
1741	kreuzen	regular	-	-	UNSET	beat about/cross/cross one's legs	-
1742	schüren	regular	-	-	UNSET	incite/poke/stoke	-
1743	veralten	regular	-	-	sein	become obsolete/become outdated	-
1744	verschönern	regular	-	-	UNSET	beautify/embellish	-
1745	vordringen	irregular	drang vor	vorgedrungen	sein	advance/expand/extend	-
1746	wertschätzen	regular	-	-	UNSET	appreciate/value	C1
1747	zurückrufen	irregular	rief zurück	zurückgerufen	haben	call back/recall	A2
1748	abschicken	regular	-	-	UNSET	dispatch/mail/post	-
1749	anbahnen	regular	-	-	UNSET	be in the offing/initiate/pave the way	-
1750	assoziieren	regular	-	-	UNSET	align/ally/associate	-
1751	ausgrenzen	regular	-	-	UNSET	exclude/marginalise/ostracise	-
1752	auslasten	regular	-	-	UNSET	occupy fully/use to capacity	-
1753	ausrechnen	regular	-	-	UNSET	calculate/work out for oneself	-
1754	beschimpfen	regular	-	-	UNSET	insult/swear at	-
1755	besteigen	irregular	bestieg	bestiegen	haben	climb	B2
1756	blasen	irregular	blies	geblasen	haben	blow	-
1757	entlarven	regular	-	-	UNSET	uncover/unmask	C1
1758	graben	irregular	grub	gegraben	haben	dig	-
1759	klauen	regular	-	-	UNSET	steal	B2
1760	konsultieren	regular	-	-	UNSET	consult	-
1761	profilieren	regular	-	-	UNSET	distinguish/gain/make one's mark	-
1762	runden	regular	-	-	UNSET	round	B1
1763	saugen	regular	-	-	UNSET	suck	C1
1764	unterlassen	irregular	unterließ	unterlassen	haben	refrain from/omit	B1
1765	verehren	regular	-	-	UNSET	admire/adore/honour	-
1766	verstellen	regular	-	-	UNSET	adjust/block/disguise	C1
1767	verüben	regular	-	-	UNSET	carry out/commit/perpetrate	-
1768	ablassen	irregular	ließ ab	abgelassen	haben	drain/release/desist from	-
1769	abrutschen	regular	-	-	UNSET	slip off	-
1770	abtreten	irregular	trat ab	abgetreten	sein	cede/step down/resign	-
1771	anfreunden	regular	-	-	UNSET	accept/befriend/get used to	C1
1772	anschlagen	irregular	schlug an	angeschlagen	haben	post/strike	-
1773	attackieren	regular	-	-	UNSET	attack	B2
1774	ausschütten	regular	-	-	UNSET	distribute/spill	C1
1775	ausverkaufen	regular	-	-	UNSET	sell off/sell out	-
1776	daherkommen	irregular	kam daher	dahergekommen	sein	come along/go around	B2
1777	einstehen	irregular	stand ein	eingestanden	haben	answer for/stand up for/take reponsibility for	-
1778	entsenden	regular	-	-	UNSET	dispatch	-
1779	erwägen	irregular	erwog	erwogen	haben	consider/ponder	-
1780	herausfiltern	regular	-	-	UNSET	filter out/sift out	B2
1781	stolpern	regular	-	-	sein	stumble	C1
1782	verrechnen	regular	-	-	UNSET	enter/miscalculate/offset	-
1783	verschlingen	irregular	verschlang	verschlungen	haben	devour/gobble (up)/swallow (up)	C1
1784	zelebrieren	regular	-	-	UNSET	celebrate	-
1785	abschieben	irregular	schob ab	abgeschoben	haben	deport/dump/get rid of	-
1786	absterben	irregular	starb ab	abgestorben	sein	necrotise	-
1787	aufrüsten	regular	-	-	UNSET	arm/increase armament/upgrade	-
1788	aussortieren	regular	-	-	UNSET	separate out/sort out/winnow	-
1789	beschlagnahmen	regular	-	-	UNSET	confiscate/seize	-
1790	einrechnen	regular	-	-	UNSET	factor in/include	-
1791	eintippen	regular	-	-	UNSET	type in	-
1792	eskalieren	regular	-	-	UNSET	escalate	-
1793	grüßen	regular	-	-	UNSET	greet/remember	A1
1794	gutmachen	regular	-	-	UNSET	correct	C1
1795	herabsetzen	regular	-	-	UNSET	abate/belittle/reduce	-
1796	plagen	regular	-	-	UNSET	plague	B2
1797	verspüren	regular	-	-	UNSET	feel/perceive/sense	C1
1798	widerlegen	regular	-	-	UNSET	disprove	C1
1799	wiedererkennen	irregular	erkannte wieder	wiedererkannt	haben	recognise	B2
1800	andenken	irregular	dachte an	angedacht	haben	think of/commemorate	-
1801	aufwenden	irregular	wandte auf	aufgewandt	haben	expend/spend/take	-
1802	auswandern	regular	-	-	sein	emigrate	B2
1803	bedecken	regular	-	-	UNSET	bespread/cover/overlay	B2
1804	beflügeln	regular	-	-	UNSET	buoy/spur	-
1805	betrügen	irregular	betrog	betrogen	haben	cheat/deceive	B1
1806	dabeihaben	regular	-	-	UNSET	have there/have with	A2
1807	eingliedern	regular	-	-	UNSET	incorporate	-
1808	einschlafen	irregular	schlief ein	eingeschlafen	sein	fall asleep/go to sleep/pass away	A1
1809	ergründen	regular	-	-	UNSET	determine/fathom/find out	-
1810	gestatten	regular	-	-	UNSET	allow/permit	-
1811	hegen	regular	-	-	UNSET	cherish/have/look after	C1
1812	kandidieren	regular	-	-	UNSET	be a candidate/contest/run for	-
1813	konvertieren	regular	-	-	UNSET	convert	-
1814	ratifizieren	regular	-	-	UNSET	ratify	-
1815	rügen	regular	-	-	UNSET	reprimand/reprove	-
1816	säumen	regular	-	-	UNSET	line/delay	-
1817	schreien	irregular	schrie	geschrien	haben	scream/shout	B1
1818	streifen	regular	-	-	UNSET	brush/stroke/wander	-
1819	verdauen	regular	-	-	UNSET	digest/stomach	-
1820	vermessen	irregular	vermaß	vermessen	haben	cross the line/map/survey	B2
1821	zusammentun	irregular	tat zusammen	zusammengetan	haben	add together/join up	-
1822	abschwächen	regular	-	-	UNSET	weaken	B2
1823	annähern	regular	-	-	UNSET	approach/approximate/get friendly	C1
1824	beißen	irregular	biss	gebissen	haben	bite/burn/itch	B1
1825	bekleiden	regular	-	-	UNSET	dress/hold	-
1826	beleidigen	regular	-	-	UNSET	affront/insult/offend	B1
1827	dazugehören	regular	-	-	UNSET	belong to something	A1
1828	durchschauen	regular	-	-	UNSET	see clearly/see through	C1
1829	einberufen	irregular	berief ein	einberufen	haben	conscript/convene/convoke	-
1830	fesseln	regular	-	-	UNSET	attract/captivate/chain	-
1831	fortbewegen	regular	-	-	UNSET	move/remove	-
1832	fortfahren	irregular	fuhr fort	fortgefahren	sein	continue/drive away	C1
1833	herankommen	irregular	kam heran	herangekommen	sein	approach/come close	-
1834	hinbekommen	irregular	bekam hin	hinbekommen	haben	fix/manage	-
1835	rekrutieren	regular	-	-	UNSET	recruit	-
1836	schwinden	irregular	schwand	geschwunden	haben	diminish/dwindle/fade out	C1
1837	schwören	irregular	schwor	geschworen	haben	swear	B2
1838	transformieren	regular	-	-	UNSET	transform	-
1839	überliefern	regular	-	-	UNSET	hand down	-
1840	verstopfen	regular	-	-	UNSET	clog/plug	C1
1841	weihen	regular	-	-	UNSET	be bound/be destined/consecrate	-
1842	widerstehen	irregular	widerstand	widerstanden	haben	resist/withstand	C1
1843	zurückmelden	regular	-	-	UNSET	be back/get back/report back	-
