rank	word	type	praeteritum	perfekt	auxiliary	english	cefr
4293	aufzehren	regular	-	-	UNSET	burn oneself/eat up/exhaust	-
4294	auseinanderschrauben	regular	-	-	UNSET	unscrew	-
4295	ausflippen	regular	-	-	UNSET	flip out/freak out	-
4296	ausfransen	regular	-	-	sein	become frayed/fray	-
4297	ausgucken	regular	-	-	UNSET	case/look (everywhere) for/look out	-
4298	auskämpfen	regular	-	-	UNSET	battle it out/fight it out/fight out	-
4299	auskommentieren	regular	-	-	UNSET	comment out	-
4300	auslichten	regular	-	-	UNSET	prune/thin out	-
4301	auspeitschen	regular	-	-	UNSET	flagellate/flay/flog	-
4302	ausschütteln	regular	-	-	UNSET	shake out	C1
4303	ausspeichern	regular	-	-	UNSET	save/export from storage	-
4304	austräumen	regular	-	-	UNSET	be over/come down to earth again	-
4305	auswringen	irregular	wrang aus	ausgewrungen	haben	twist/wring/wring out	-
4306	ballern	regular	-	-	UNSET	shoot/bang	-
4307	befremden	regular	-	-	UNSET	disconcert	C1
4308	begießen	irregular	begoss	begossen	haben	water/pour over	-
4309	beieinanderstehen	irregular	stand beieinander	beieinandergestanden	haben	stand together	-
4310	beiseitelassen	irregular	ließ beiseite	beiseitegelassen	haben	disregard/ignore/leave aside	-
4311	bellen	regular	-	-	UNSET	bark	A2
4312	benebeln	regular	-	-	UNSET	fog/cloud; befuddle	-
4313	beratschlagen	regular	-	-	UNSET	deliberate	-
4314	bersten	irregular	barst	geborsten	haben	asunder/break/burst	-
4315	bescheißen	irregular	beschiss	beschissen	haben	pull a fast one/screw/swindle	-
4316	besolden	regular	-	-	UNSET	pay a salary/remunerate	-
4317	bespaßen	regular	-	-	UNSET	entertain	-
4318	biken	regular	-	-	UNSET	bike	-
4319	blondieren	regular	-	-	UNSET	bleach blond	-
4320	briefen	regular	-	-	UNSET	brief	-
4321	budgetieren	regular	-	-	UNSET	budget/budget for/draw up a budget	-
4322	casten	regular	-	-	UNSET	cast	-
4323	crawlen	regular	-	-	UNSET	crawl	-
4324	darben	regular	-	-	UNSET	pinch/starve/suffer want	-
4325	davonfahren	irregular	fuhr davon	davongefahren	sein	draw ahead/drive away/drive off	-
4326	davonziehen	irregular	zog davon	davongezogen	haben	march off/move ahead/move on	-
4327	dedizieren	regular	-	-	UNSET	dedicate	-
4328	deformieren	regular	-	-	UNSET	deform	-
4329	defragmentieren	regular	-	-	UNSET	defragment	-
4330	dekompilieren	regular	-	-	UNSET	decompile	-
4331	demolieren	regular	-	-	UNSET	demolish/vandalize	-
4332	desavouieren	regular	-	-	UNSET	compromise/disavow/expose	-
4333	destruieren	regular	-	-	UNSET	destroy	-
4334	dezentralisieren	regular	-	-	UNSET	decentralise	-
4335	dressieren	regular	-	-	UNSET	train	-
4336	durchfragen	regular	-	-	UNSET	ask/ask one after another/ask one after the other	-
4337	durchknallen	regular	-	-	UNSET	snap/go berserk	-
4338	egalisieren	regular	-	-	UNSET	equalise/level	-
4339	eifern	regular	-	-	UNSET	emulate/strive	-
4340	einflößen	regular	-	-	UNSET	infuse/instill	-
4341	einheften	regular	-	-	UNSET	file/staple in	-
4342	einnorden	regular	-	-	UNSET	orient	-
4343	einprasseln	regular	-	-	UNSET	pelt down/come pouring in	-
4344	einsagen	regular	-	-	UNSET	prompt	-
4345	einschwören	irregular	schwor ein	eingeschworen	haben	swear in	-
4346	eintopfen	regular	-	-	UNSET	pot	-
4347	eloxieren	regular	-	-	UNSET	anodise	-
4348	entbürokratisieren	regular	-	-	UNSET	cut bureaucracy	-
4349	enterben	regular	-	-	UNSET	disinherit	-
4350	entgelten	irregular	entgalt	entgolten	haben	reward	-
4351	enträtseln	regular	-	-	UNSET	unravel	-
4352	entrinden	regular	-	-	UNSET	decorticate	-
4353	entrinnen	irregular	entrann	entronnen	haben	avoid/escape/run away from	-
4354	entschlafen	irregular	entschlief	entschlafen	haben	fall asleep; pass away	-
4355	entsprießen	irregular	entspross	entsprossen	sein	emanate/issue from/spring	-
4356	entzaubern	regular	-	-	UNSET	disenchant/disenthrall	-
4357	erblassen	regular	-	-	UNSET	turn pale	-
4358	erküren	irregular	erkor	erkoren	haben	choose	-
4359	erlügen	irregular	erlog	erlogen	haben	fabricate	-
4360	ernüchtern	regular	-	-	UNSET	sober up; disillusion	-
4361	erodieren	regular	-	-	UNSET	erode	-
4362	erschaudern	regular	-	-	UNSET	shudder	-
4363	erschnüffeln	regular	-	-	UNSET	sniff	-
4364	erstversorgen	regular	-	-	UNSET	give first aid/provide initial care	-
4365	eskortieren	regular	-	-	UNSET	escort	-
4366	exekutieren	regular	-	-	UNSET	execute	-
4367	exhumieren	regular	-	-	UNSET	exhume	-
4368	explizieren	regular	-	-	UNSET	explicate	-
4369	exzerpieren	regular	-	-	UNSET	excerpt	-
4370	falzen	regular	-	-	UNSET	crimp/fold/groove	-
4371	fehlinterpretieren	regular	-	-	UNSET	misinterpret	-
4372	fertigmachen	regular	-	-	UNSET	beat up/blame oneself/bring somebody down	-
4373	filtrieren	regular	-	-	UNSET	filter/filtrate	-
4374	firmen	regular	-	-	UNSET	confirm	-
4375	flanken	regular	-	-	UNSET	cross	-
4376	forttragen	irregular	trug fort	fortgetragen	haben	bear away	-
4377	freiräumen	regular	-	-	UNSET	clear	-
4378	fremdgehen	irregular	ging fremd	fremdgegangen	sein	cheat/cheat on one's partner/have an affair	-
4379	frotzeln	regular	-	-	UNSET	tease	-
4380	fuchteln	regular	-	-	UNSET	wave about	-
4381	gabeln	regular	-	-	UNSET	branch/fork	-
4382	geifern	regular	-	-	UNSET	dribble/revile/slaver	-
4383	glotzen	regular	-	-	UNSET	gape/gawk	-
4384	gurgeln	regular	-	-	UNSET	gargle/gurgle	-
4385	häckseln	regular	-	-	UNSET	chip/shred	-
4386	hebeln	regular	-	-	UNSET	lever	-
4387	hecken	regular	-	-	UNSET	breed/hatch/produce	-
4388	heiligen	regular	-	-	UNSET	sanctify/consecrate	-
4389	heimzahlen	regular	-	-	UNSET	pay back	-
4390	hellen	regular	-	-	UNSET	bleach/brighten/discharge	-
4391	herausschmecken	regular	-	-	UNSET	taste	-
4392	herauswerfen	irregular	warf heraus	herausgeworfen	haben	kick out/throw out	-
4393	herbeiholen	regular	-	-	UNSET	call for/fetch/summon	-
4394	herhören	regular	-	-	UNSET	listen	-
4395	herumfummeln	regular	-	-	UNSET	fiddle around/fumble	-
4396	herunternehmen	irregular	nahm herunter	heruntergenommen	haben	lower/take down	-
4397	herunterstufen	regular	-	-	UNSET	degrade/downgrade	-
4398	hervorbrechen	irregular	brach hervor	hervorgebrochen	haben	burst out/burst through/erupt	-
4399	heuern	regular	-	-	UNSET	enlist/hire	-
4400	hexen	regular	-	-	UNSET	astound/do wonders/practise witchcraft	-
4401	hinabgehen	irregular	ging hinab	hinabgegangen	sein	descend/go down/walk down	-
4402	hinreichen	regular	-	-	UNSET	hand/suffice	-
4403	hintergehen	irregular	hinterging	hintergangen	haben	deceive	-
4404	hintragen	irregular	trug hin	hingetragen	haben	carry/take	-
4405	humpeln	regular	-	-	UNSET	hobble	-
4406	hypnotisieren	regular	-	-	UNSET	hypnotise	-
4407	indoktrinieren	regular	-	-	UNSET	indoctrinate	-
4408	industrialisieren	regular	-	-	UNSET	industrialise	C1
4409	inhibieren	regular	-	-	UNSET	inhibit	-
4410	insistieren	regular	-	-	UNSET	insist	-
4411	internalisieren	regular	-	-	UNSET	internalise	-
4412	interpolieren	regular	-	-	UNSET	interpolate	-
4413	invertieren	regular	-	-	UNSET	invert	-
4414	ironisieren	regular	-	-	UNSET	ironise	C1
4415	jäten	regular	-	-	UNSET	weed	-
4416	kandieren	regular	-	-	UNSET	candy/crystallise	-
4417	kannibalisieren	regular	-	-	UNSET	cannibalise	-
4418	karikieren	regular	-	-	UNSET	caricature/cartoon	-
4419	kellnern	regular	-	-	UNSET	wait tables/work as a waiter	-
4420	keuchen	regular	-	-	UNSET	gasp/wheeze	-
4421	klirren	regular	-	-	UNSET	clink	-
4422	kommerzialisieren	regular	-	-	UNSET	commercialise	-
4423	konfiszieren	regular	-	-	UNSET	confiscate	B2
4424	konnotieren	regular	-	-	UNSET	connote	-
4425	konvergieren	regular	-	-	UNSET	converge	-
4426	konzedieren	regular	-	-	UNSET	admit/concede	-
4427	kriseln	regular	-	-	UNSET	(there is a crisis) loom(ing)/be in a crisis/come to a head	-
4428	kupieren	regular	-	-	UNSET	dock/crop; check/curb	-
4429	kurzhalten	irregular	hielt kurz	kurzgehalten	haben	keep short	-
4430	kurzschließen	irregular	schloss kurz	kurzgeschlossen	haben	short/short out/short-circuit	-
4431	kuschen	regular	-	-	UNSET	knuckle under/kowtow/lie down	-
4432	labern	regular	-	-	UNSET	blather/yap	-
4433	lasieren	regular	-	-	UNSET	varnish	-
4434	läutern	regular	-	-	UNSET	clarify/purge/purify	-
4435	leaken	regular	-	-	UNSET	leak	-
4436	leichtern	regular	-	-	UNSET	lighten	-
4437	losfliegen	irregular	flog los	losgeflogen	haben	fly off	-
4438	lupfen	regular	-	-	UNSET	lift	-
4439	lynchen	regular	-	-	UNSET	lynch	-
4440	maßregeln	regular	-	-	UNSET	censure/reprimand	-
4441	miauen	regular	-	-	UNSET	meow/mew/miaow	-
4442	missbilligen	regular	-	-	UNSET	disapprove	C1
4443	mogeln	regular	-	-	UNSET	cheat	-
4444	mulchen	regular	-	-	UNSET	mulch	-
4445	murren	regular	-	-	UNSET	grumble/murmur	-
4446	nachäffen	regular	-	-	UNSET	ape/imitate/monkey	-
4447	nachbesetzen	regular	-	-	UNSET	backfill/fill a vacancy	C1
4448	nachfahren	irregular	fuhr nach	nachgefahren	sein	drive behind/follow/hunt a trail	-
4449	nachtreten	irregular	trat nach	nachgetreten	haben	kick after; kick someone when they are down	-
4450	nassmachen	regular	-	-	UNSET	wet	-
4451	nebeneinandersitzen	irregular	saß nebeneinander	nebeneinandergesessen	haben	sit next to each other	-
4452	nebeneinanderstehen	irregular	stand nebeneinander	nebeneinandergestanden	haben	stand side by side	-
4453	neiden	regular	-	-	UNSET	envy	-
4454	niederknien	regular	-	-	UNSET	kneel down	-
4455	notlanden	regular	-	-	sein	make an emergency landing/force-land	-
4456	ohrfeigen	regular	-	-	UNSET	box someone's ears/slap	-
4457	onanieren	regular	-	-	UNSET	masturbate	-
4458	optieren	regular	-	-	UNSET	opt	-
4459	panaschieren	regular	-	-	UNSET	cross-vote/split one's vote; variegate	-
4460	partitionieren	regular	-	-	UNSET	partition	-
4461	pathologisieren	regular	-	-	UNSET	pathologise	-
4462	pauschalisieren	regular	-	-	UNSET	generalise	B2
4463	peinigen	regular	-	-	UNSET	torment	-
4464	perpetuieren	regular	-	-	UNSET	perpetuate	-
4465	plappern	regular	-	-	UNSET	babble/chatter/gabble	-
4466	plattdrücken	regular	-	-	UNSET	flatten/squeeze flat	-
4467	plumpsen	regular	-	-	UNSET	flop/plump	-
4468	pochieren	regular	-	-	UNSET	poach	-
4469	politisieren	regular	-	-	UNSET	be politically active/make politically aware/politicise	-
4470	poltern	regular	-	-	UNSET	jangle/rant/rumble	-
4471	prellen	regular	-	-	UNSET	bounce/bruise/cheat	C1
4472	prickeln	regular	-	-	UNSET	tingle	-
4473	puzzeln	regular	-	-	UNSET	puzzle	-
4474	quengeln	regular	-	-	UNSET	moan/whine	-
4475	quieken	regular	-	-	UNSET	squeal	-
4476	rausrutschen	regular	-	-	UNSET	slip out	-
4477	reinnehmen	irregular	nahm rein	reingenommen	haben	take in/include/bring in	-
4478	rekurrieren	regular	-	-	UNSET	recur/refer back/appeal	-
4479	robben	regular	-	-	UNSET	crawl/creep	-
4480	röntgen	regular	-	-	UNSET	X-ray	-
4481	rotsehen	irregular	sah rot	rotgesehen	haben	see red	B2
4482	ruhigstellen	regular	-	-	UNSET	immobilise/sedate	C1
4483	rülpsen	regular	-	-	UNSET	burp	-
4484	rumkriegen	regular	-	-	UNSET	cajole/pass the time	-
4485	rumpeln	regular	-	-	UNSET	rumble	-
4486	runzeln	regular	-	-	UNSET	crinkle/wrinkle	-
4487	scheffeln	regular	-	-	UNSET	accumulate/amass/pile up	-
4488	scheißen	irregular	schiss	geschissen	haben	defecate/not care (vulgar)	-
4489	schellen	regular	-	-	UNSET	jingle/ring	-
4490	scheuchen	regular	-	-	UNSET	shoo	-
4491	schillern	regular	-	-	UNSET	glisten/iridesce/shimmer	C1
4492	schlechtmachen	regular	-	-	UNSET	badmouth	-
4493	schlingen	irregular	schlang	geschlungen	haben	gobble/tie/wind around	-
4494	schludern	regular	-	-	UNSET	work sloppily/be careless	-
4495	schlurfen	regular	-	-	UNSET	shuffle	-
4496	schmähen	regular	-	-	UNSET	abuse/berate/blaspheme	-
4497	schmatzen	regular	-	-	UNSET	champ/chomp/smack	-
4498	schmollen	regular	-	-	UNSET	pout/sulk	-
4499	schraffieren	regular	-	-	UNSET	hatch	-
4500	schwindeln	regular	-	-	UNSET	cheat/feel dizzy/lie	B2
4501	seilspringen	irregular	sprang seil	seilgesprungen	haben	jump rope/skip rope	-
4502	sieben	regular	-	-	UNSET	shake out/sieve/sift	A1
4503	spachteln	regular	-	-	UNSET	level out (with a spatula)/putty	-
4504	spähen	regular	-	-	UNSET	look out/peek/peer	-
4505	spaßen	regular	-	-	UNSET	joke	-
4506	steinigen	regular	-	-	UNSET	stone	-
4507	stelzen	regular	-	-	UNSET	stalk/strut	-
4508	strangulieren	regular	-	-	UNSET	strangle	-
4509	strippen	regular	-	-	UNSET	strip	-
4510	sublimieren	regular	-	-	UNSET	sublimate/sublime	-
4511	substanziieren	regular	-	-	UNSET	substantiate	-
4512	tänzeln	regular	-	-	UNSET	prance/sashay	-
4513	testieren	regular	-	-	UNSET	certify/attest	-
4514	timen	regular	-	-	UNSET	time	-
4515	titrieren	regular	-	-	UNSET	titrate	-
4516	topfen	regular	-	-	UNSET	pot	-
4517	töpfern	regular	-	-	UNSET	do pottery	-
4518	traben	regular	-	-	sein	trot	-
4519	tradieren	regular	-	-	UNSET	hand down	-
4520	traktieren	regular	-	-	UNSET	beat up/maltreat/pester	-
4521	trampen	regular	-	-	UNSET	hitchhike	-
4522	trotten	regular	-	-	UNSET	plod/trot/trudge	-
4523	überbleiben	irregular	blieb über	übergeblieben	haben	be left	-
4524	überblenden	regular	-	-	UNSET	fade/fade over/outshine	-
4525	überdrehen	regular	-	-	UNSET	over-rev/overspeed/overwind	-
4526	übereinanderschlagen	irregular	schlug übereinander	übereinandergeschlagen	haben	cross/fold over each other; overlap	-
4527	überhandnehmen	irregular	nahm überhand	überhandgenommen	haben	increase uncontrollably/to get out of control	C1
4528	überrunden	regular	-	-	UNSET	lap/outstrip	-
4529	überstimmen	regular	-	-	UNSET	defeat/outvote/override	-
4530	übertünchen	regular	-	-	UNSET	whitewash	-
4531	übervorteilen	regular	-	-	UNSET	cheat	-
4532	umentscheiden	irregular	entschied um	umentschieden	haben	change one's mind	-
4533	umformulieren	regular	-	-	UNSET	rephrase/restate	-
4534	umherirren	regular	-	-	UNSET	stray	-
4535	umladen	irregular	lud um	umgeladen	haben	reload	-
4536	umpolen	regular	-	-	UNSET	change/change the polarity/reverse	-
4537	umringen	regular	-	-	UNSET	surround	-
4538	unken	regular	-	-	UNSET	predict the worst/prophesy doom	-
4539	unterjubeln	regular	-	-	UNSET	saddle with	-
4540	uploaden	regular	-	-	UNSET	upload	-
4541	urinieren	regular	-	-	UNSET	urinate	-
4542	verachtfachen	regular	-	-	UNSET	increase eightfold/octuple	-
4543	verängstigen	regular	-	-	UNSET	frighten/scare	C1
4544	verbrühen	regular	-	-	UNSET	scald	-
4545	verdrücken	regular	-	-	UNSET	beat it/polish off	-
4546	verdursten	regular	-	-	UNSET	be dying of thirst/die from thirst/die of thirst	-
4547	verebben	regular	-	-	UNSET	ebb away	-
4548	verfeuern	regular	-	-	UNSET	burn/fire	-
4549	verfinstern	regular	-	-	UNSET	darken	-
4550	vergasen	regular	-	-	UNSET	fumigate/gas/gasify	-
4551	verkomplizieren	regular	-	-	UNSET	complicate	-
4552	verlautbaren	regular	-	-	UNSET	proclaim	-
4553	verleumden	regular	-	-	UNSET	asperse/backbite/calumniate	-
4554	vernageln	regular	-	-	UNSET	nail down/nail up	-
4555	verniedlichen	regular	-	-	UNSET	minimise/play something down	-
4556	verprassen	regular	-	-	UNSET	blow/fritter away/squander	-
4557	verpulvern	regular	-	-	UNSET	blow/throw away	-
4558	verquicken	regular	-	-	UNSET	amalgamate/bring together/combine	-
4559	versaufen	irregular	versoff	versoffen	haben	drown/inundate/waste on alcohol	-
4560	verschneiden	irregular	verschnitt	verschnitten	haben	blend/intersect/neuter	-
4561	verschwören	irregular	verschwor	verschworen	haben	conspire/plot	-
4562	versemmeln	regular	-	-	UNSET	screw up	-
4563	versklaven	regular	-	-	UNSET	enslave	-
4564	versohlen	regular	-	-	UNSET	spank	-
4565	verstaatlichen	regular	-	-	UNSET	nationalise	-
4566	verstauchen	regular	-	-	UNSET	sprain	-
4567	versteinern	regular	-	-	UNSET	be petrified/turn into stone	-
4568	vertelefonieren	regular	-	-	UNSET	spend on phone calls	-
4569	verunfallen	regular	-	-	UNSET	have an accident	-
4570	verwelken	regular	-	-	sein	wilt	-
4571	verwesen	regular	-	-	sein	decompose/rot	-
4572	verzapfen	regular	-	-	UNSET	spout/talk nonsense; tap	-
4573	vorausahnen	regular	-	-	UNSET	adumbrate/anticipate	-
4574	vorbacken	irregular	buk vor	vorgebacken	haben	pre-bake	-
4575	vorbohren	regular	-	-	UNSET	predrill	-
4576	vorladen	irregular	lud vor	vorgeladen	haben	subpoena/summon/summons	-
4577	vorschützen	regular	-	-	UNSET	pretend/use as a pretext	-
4578	warmmachen	regular	-	-	UNSET	warm up	-
4579	watscheln	regular	-	-	UNSET	waddle	-
4580	wegbleiben	irregular	blieb weg	weggeblieben	haben	stay away	B2
4581	weglocken	regular	-	-	UNSET	entice away	-
4582	wegmachen	regular	-	-	UNSET	remove	-
4583	wegpusten	regular	-	-	UNSET	blow away	-
4584	weiterregieren	regular	-	-	UNSET	continue governing	-
4585	wetzen	regular	-	-	UNSET	sharpen/whet	-
4586	wiederauferstehen	irregular	erstand wieder auf	wiederauferstanden	haben	rise from the dead	-
4587	wiederwollen	regular	-	-	UNSET	want (someone/something) back	-
4588	winseln	regular	-	-	UNSET	whimper/whine	-
4589	zähnen	regular	-	-	UNSET	teethe; tooth/serrate	-
4590	zanken	regular	-	-	UNSET	fight/quarrel	-
4591	zappen	regular	-	-	UNSET	channel-hop/channel-surf/zap	-
4592	zerfleddern	regular	-	-	UNSET	tatter	-
4593	zerplatzen	regular	-	-	UNSET	blow up/burst/explode	-
4594	zerreden	regular	-	-	UNSET	discuss to death	-
4595	zerspringen	irregular	zersprang	zersprungen	sein	shatter/burst	-
4596	zerstampfen	regular	-	-	UNSET	crush/mash/pound	-
4597	zerstäuben	regular	-	-	UNSET	spray	-
4598	zertrampeln	regular	-	-	UNSET	stomp/trample	-
4599	zertreten	irregular	zertrat	zertreten	haben	crush/tread on	-
4600	zueinanderfinden	irregular	fand zueinander	zueinandergefunden	haben	find each other/come together	-
4601	zuknöpfen	regular	-	-	UNSET	button up	-
4602	zumauern	regular	-	-	UNSET	wall up	B2
4603	zurechtmachen	regular	-	-	UNSET	groom/prepare	-
4604	zurückentwickeln	regular	-	-	UNSET	regress/retrogress	-
4605	zurückrollen	regular	-	-	sein	roll back/roll back something	-
4606	zurückscheuen	regular	-	-	UNSET	shy away	-
4607	zurückschwimmen	irregular	schwamm zurück	zurückgeschwommen	haben	swim back	-
4608	zusammenkneifen	irregular	kniff zusammen	zusammengekniffen	haben	pinch together/squeeze shut	-
4609	zusammenrühren	regular	-	-	UNSET	mix	-
4610	zusammensammeln	regular	-	-	UNSET	gather	-
4611	zusammenzucken	regular	-	-	UNSET	cringe/flinch/jump	-
4612	zuschließen	irregular	schloss zu	zugeschlossen	haben	lock/lock up	-
4613	zutexten	regular	-	-	UNSET	talk someone's ear off/barrage with messages	-
4614	zweigen	regular	-	-	UNSET	branch off	-
4615	abblasen	irregular	blies ab	abgeblasen	haben	blow away/blow the end/call off	-
4616	abfälschen	regular	-	-	UNSET	deflect	-
4617	abflachen	regular	-	-	UNSET	flatten out/go flat/level out	-
4618	abhacken	regular	-	-	UNSET	chop off	-
4619	abkratzen	regular	-	-	UNSET	kick the bucket/scrape	-
4620	abkündigen	regular	-	-	UNSET	announce cancellation/terminate	-
4621	abluchsen	regular	-	-	UNSET	wheedle out of/wangle	-
4622	abnabeln	regular	-	-	UNSET	become independent/become self-reliant/cut a baby's umbilical cord	-
4623	abputzen	regular	-	-	UNSET	clean off/clean up/plaster	-
4624	abqualifizieren	regular	-	-	UNSET	dismiss	-
4625	abreagieren	regular	-	-	UNSET	abreact/let off steam/work off	-
4626	abrüsten	regular	-	-	UNSET	disarm/take the scaffolding down	-
4627	abschaben	regular	-	-	UNSET	scrape/scrape off/wear thin	-
4628	abschmieren	regular	-	-	UNSET	grease/lubricate; crash; bribe	-
4629	abschmirgeln	regular	-	-	UNSET	abrade/rub off with emery/sand	-
4630	abschnüren	regular	-	-	UNSET	choke/cut off/have a stranglehold	-
4631	abschuppen	regular	-	-	UNSET	descale/scale	-
4632	abspannen	regular	-	-	UNSET	brace/guy; unharness	-
4633	adsorbieren	regular	-	-	UNSET	adsorb	-
4634	allokieren	regular	-	-	UNSET	allocate	-
4635	allozieren	regular	-	-	UNSET	allocate	-
4636	amnestieren	regular	-	-	UNSET	grant an amnesty/pardon	-
4637	anbaggern	regular	-	-	UNSET	flirt/hit on	-
4638	anbohren	regular	-	-	UNSET	bore into/drill for/drill into	-
4639	andichten	regular	-	-	UNSET	impute	-
4640	anfärben	regular	-	-	UNSET	dye/stain	-
4641	anfrieren	irregular	fror an	angefroren	sein	be damaged by frost/freeze/freeze on	-
4642	angeloben	regular	-	-	UNSET	inaugurate/swear in	-
4643	anketten	regular	-	-	UNSET	chain/chain up	C1
4644	anknipsen	regular	-	-	UNSET	switch on	-
