rank	word	type	praeteritum	perfekt	auxiliary	english	cefr
3647	gravieren	regular	-	-	UNSET	engrave	-
3648	grummeln	regular	-	-	UNSET	grumble	C1
3649	häkeln	regular	-	-	UNSET	crochet	C1
3650	harren	regular	-	-	UNSET	await/wait for	-
3651	häuten	regular	-	-	UNSET	molt/moult/skin	-
3652	heranschaffen	regular	-	-	UNSET	bring in/procure	-
3653	heraufkommen	irregular	kam herauf	heraufgekommen	sein	come up	-
3654	herauslassen	irregular	ließ heraus	herausgelassen	haben	leave out/let out	-
3655	herfallen	irregular	fiel her	hergefallen	sein	attack	-
3656	hervorragen	regular	-	-	UNSET	protrude/stand out	-
3657	hineintragen	irregular	trug hinein	hineingetragen	haben	bring in/carry in	-
3658	hinuntergehen	irregular	ging hinunter	hinuntergegangen	sein	decrease/go down/lead down	B2
3659	hochgehen	irregular	ging hoch	hochgegangen	sein	blow up/climb up/go up	-
3660	huschen	regular	-	-	UNSET	flit/scamper/scurry	-
3661	imponieren	regular	-	-	UNSET	impress	C1
3662	klonen	regular	-	-	UNSET	clone	-
3663	kneifen	irregular	kniff	gekniffen	haben	pinch; chicken out	C1
3664	knien	regular	-	-	UNSET	kneel	-
3665	krallen	regular	-	-	UNSET	clamp/cling/snatch	-
3666	krankschreiben	irregular	schrieb krank	krankgeschrieben	haben	put on sick leave	-
3667	kreuzigen	regular	-	-	UNSET	crucify/nail to the cross	-
3668	loslaufen	irregular	lief los	losgelaufen	sein	start running/set off	-
3669	mappen	regular	-	-	UNSET	map	-
3670	melken	regular	-	-	UNSET	milk	-
3671	missfallen	irregular	missfiel	missfallen	haben	displease	C1
3672	mitfühlen	regular	-	-	UNSET	sympathise	C1
3673	mitrechnen	regular	-	-	UNSET	include	-
3674	mitverdienen	regular	-	-	UNSET	be earning as well	-
3675	nachhängen	irregular	hing nach	nachgehangen	haben	dwell on; lag behind	-
3676	observieren	regular	-	-	UNSET	observe	-
3677	panieren	regular	-	-	UNSET	bread/coat with breadcrumbs/crumb	-
3678	parodieren	regular	-	-	UNSET	parody	B2
3679	patrouillieren	regular	-	-	UNSET	patrol	-
3680	pensionieren	regular	-	-	UNSET	pension off/retire	-
3681	pfänden	regular	-	-	UNSET	seize	-
3682	potenzieren	regular	-	-	UNSET	raise to the power	-
3683	preschen	regular	-	-	UNSET	dash/run/rush	-
3684	reimen	regular	-	-	UNSET	rhyme	-
3685	reorganisieren	regular	-	-	UNSET	reorganise	-
3686	rupfen	regular	-	-	UNSET	pluck	-
3687	satteln	regular	-	-	UNSET	saddle	-
3688	scharren	regular	-	-	UNSET	scratch/paw at	-
3689	scheppern	regular	-	-	UNSET	clatter/rattle	-
3690	schimmeln	regular	-	-	UNSET	mildew/mould	-
3691	schnorcheln	regular	-	-	UNSET	snorkel	-
3692	schönen	regular	-	-	UNSET	embellish/doctor	B1
3693	schreddern	regular	-	-	UNSET	shred	-
3694	schuppen	regular	-	-	UNSET	shed	-
3695	segmentieren	regular	-	-	UNSET	segment	-
3696	spionieren	regular	-	-	UNSET	spy	-
3697	spotten	regular	-	-	UNSET	mock/scoff	-
3698	spreizen	regular	-	-	UNSET	spread	-
3699	stapfen	regular	-	-	UNSET	plod/tramp/trudge	B2
3700	strampeln	regular	-	-	UNSET	cycle/kick/pedal	-
3701	stunden	regular	-	-	UNSET	defer/postpone payment	A2
3702	subsumieren	regular	-	-	UNSET	subsume	-
3703	tabuisieren	regular	-	-	UNSET	make taboo/taboo something	-
3704	tingeln	regular	-	-	UNSET	tour/gig around	-
3705	totschlagen	irregular	schlug tot	totgeschlagen	haben	beat to death	-
3706	türmen	regular	-	-	UNSET	pile up; run away (colloquial)	-
3707	überlesen	irregular	überlas	überlesen	haben	glance through/miss/overlook	-
3708	überstreichen	irregular	überstrich	überstrichen	haben	paint over/varnish over	-
3709	umändern	regular	-	-	UNSET	alter	-
3710	unterschieben	irregular	unterschob	unterschoben	haben	foist/plant	-
3711	unterwandern	regular	-	-	UNSET	infiltrate	-
3712	verdunkeln	regular	-	-	UNSET	darken	-
3713	verfaulen	regular	-	-	UNSET	rot	-
3714	vergolden	regular	-	-	UNSET	gild/gold-plate/reward	B2
3715	verhaken	regular	-	-	UNSET	get caught/hook together	-
3716	verherrlichen	regular	-	-	UNSET	exalt/extol/glorify	-
3717	verjagen	regular	-	-	UNSET	chase away	-
3718	verklemmen	regular	-	-	UNSET	get stuck/jam	-
3719	verknallen	regular	-	-	UNSET	fall in love	-
3720	verkrampfen	regular	-	-	UNSET	cramp	-
3721	verpfänden	regular	-	-	UNSET	mortgage/pawn	-
3722	verrenken	regular	-	-	UNSET	dislocate/sprain/twist	-
3723	versalzen	regular	-	-	UNSET	spoil	-
3724	verschanzen	regular	-	-	UNSET	entrench	-
3725	verschleißen	regular	-	-	UNSET	sell/wear out	-
3726	verschnaufen	regular	-	-	UNSET	catch one's breath	-
3727	versteifen	regular	-	-	UNSET	harden/stiffen	-
3728	verstören	regular	-	-	UNSET	disturb/shock	-
3729	verstümmeln	regular	-	-	UNSET	mutilate	-
3730	vertikutieren	regular	-	-	UNSET	scarify (a lawn)	-
3731	verzinken	regular	-	-	UNSET	galvanize/zinc-coat	-
3732	verzocken	regular	-	-	UNSET	gamble away	-
3733	vorauseilen	regular	-	-	UNSET	hurry ahead	-
3734	vorbeireden	regular	-	-	UNSET	talk past each other	-
3735	vorknöpfen	regular	-	-	UNSET	take to task	-
3736	weben	irregular	wob	gewoben	haben	weave	-
3737	wedeln	regular	-	-	UNSET	waft/wag/wave	-
3738	wegsehen	irregular	sah weg	weggesehen	haben	disregard/look away/overlook	-
3739	wuchten	regular	-	-	UNSET	heave/balance	-
3740	zapfen	regular	-	-	UNSET	tap	-
3741	zersplittern	regular	-	-	UNSET	dissipate/fragment/shatter	-
3742	zündeln	regular	-	-	UNSET	play with fire	-
3743	zurechtweisen	irregular	wies zurecht	zurechtgewiesen	haben	rebuke/reprimand/scold	C1
3744	zurückstecken	regular	-	-	UNSET	back down	-
3745	zwicken	regular	-	-	UNSET	pinch	-
3746	abbürsten	regular	-	-	UNSET	brush down/brush off	-
3747	abchecken	regular	-	-	UNSET	check/check out/examine	-
3748	abfackeln	regular	-	-	UNSET	burn down/burn off/flare	-
3749	abfärben	regular	-	-	UNSET	rub off/run/stain	-
3750	abknicken	regular	-	-	UNSET	break/snap	-
3751	abkupfern	regular	-	-	UNSET	copy/plagiarise	-
3752	abschälen	regular	-	-	UNSET	exfoliate/peel/peel off	-
3753	abschlachten	regular	-	-	UNSET	slaughter	-
3754	abschminken	regular	-	-	UNSET	remove make up	-
3755	abschrägen	regular	-	-	UNSET	bevel/slant/slope	-
3756	abschwören	irregular	schwor ab	abgeschworen	haben	abjure/renounce	-
3757	abseihen	regular	-	-	UNSET	filter/sieve	-
3758	abseilen	regular	-	-	UNSET	abseil/rope down	-
3759	absondern	regular	-	-	UNSET	separate/secrete/excrete	-
3760	agitieren	regular	-	-	UNSET	agitate/stir up	-
3761	anbeten	regular	-	-	UNSET	adore/idolise/worship	-
3762	andicken	regular	-	-	UNSET	thicken	-
3763	anlagern	regular	-	-	UNSET	attach/deposit/accumulate	-
3764	anmessen	irregular	maß an	angemessen	haben	fit/measure	-
3765	annektieren	regular	-	-	UNSET	annex	-
3766	antragen	irregular	trug an	angetragen	haben	offer	-
3767	anzetteln	regular	-	-	UNSET	instigate/provoke	-
3768	approximieren	regular	-	-	UNSET	approximate	-
3769	ätzen	regular	-	-	UNSET	etch	-
3770	aufbleiben	irregular	blieb auf	aufgeblieben	haben	stay open/stay up	-
3771	aufhetzen	regular	-	-	UNSET	agitate/incite/stir up	-
3772	aufpumpen	regular	-	-	UNSET	pump up	-
3773	aufreiben	irregular	rieb auf	aufgerieben	haben	beat/chafe/exhaust	B2
3774	aufstemmen	regular	-	-	UNSET	prise/prop up/pry	-
3775	aufwickeln	regular	-	-	UNSET	wrap	-
3776	aushecken	regular	-	-	UNSET	cook up/hatch	-
3777	bagatellisieren	regular	-	-	UNSET	belittle/minimise	-
3778	behagen	regular	-	-	UNSET	please/appeal to	-
3779	beisammenhaben	regular	-	-	UNSET	have together/have collected	-
3780	beschmutzen	regular	-	-	UNSET	besmirch/make dirty/soil	-
3781	betrauern	regular	-	-	UNSET	grieve	-
3782	bewaffnen	regular	-	-	UNSET	arm	-
3783	bibbern	regular	-	-	UNSET	shiver/tremble	-
3784	blinzeln	regular	-	-	UNSET	blink/squint	-
3785	blödeln	regular	-	-	UNSET	daff/fool around/talk nonsense	-
3786	blubbern	regular	-	-	UNSET	bubble	-
3787	brausen	regular	-	-	UNSET	race/roar/rush	-
3788	bunkern	regular	-	-	UNSET	stash/stockpile	-
3789	büßen	regular	-	-	UNSET	atone/expiate/make amends for	-
3790	campen	regular	-	-	UNSET	camp/hang	B1
3791	changieren	regular	-	-	UNSET	iridesce/shimmer	-
3792	covern	regular	-	-	UNSET	cover	-
3793	determinieren	regular	-	-	UNSET	determine	-
3794	dösen	regular	-	-	UNSET	doze	B2
3795	dramatisieren	regular	-	-	UNSET	dramatise	-
3796	drapieren	regular	-	-	UNSET	drape	-
3797	durchkämmen	regular	-	-	UNSET	comb through/search thoroughly	-
3798	durchkreuzen	regular	-	-	UNSET	thwart/cross out	-
3799	durchnummerieren	regular	-	-	UNSET	number	-
3800	durchreisen	regular	-	-	UNSET	travel through	-
3801	durchschalten	regular	-	-	UNSET	connect through/interconnect/shift through	-
3802	eiern	regular	-	-	UNSET	wobble	-
3803	einblasen	irregular	blies ein	eingeblasen	haben	blow in/blow into/inject	-
3804	einströmen	regular	-	-	UNSET	flood in/pour in/stream in	-
3805	entblößen	regular	-	-	UNSET	bare/denude/disrobe	-
3806	enthaupten	regular	-	-	UNSET	behead/decapitate	-
3807	entlüften	regular	-	-	UNSET	vent/bleed air	-
3808	erlesen	irregular	erlas	erlesen	haben	select	C1
3809	ermessen	irregular	ermaß	ermessen	haben	evaluate	-
3810	erquicken	regular	-	-	UNSET	refresh/revive	-
3811	erschleichen	irregular	erschlich	erschlichen	haben	obtain by stealth/fraud	-
3812	erstarken	regular	-	-	UNSET	grow stronger	-
3813	erweichen	regular	-	-	UNSET	give in/melt/move	-
3814	erwürgen	regular	-	-	UNSET	choke/strangle	-
3815	faulenzen	regular	-	-	UNSET	laze around/idle	B1
3816	fechten	irregular	focht	gefochten	haben	fence	-
3817	festfahren	irregular	fuhr fest	festgefahren	sein	get stuck	-
3818	festziehen	irregular	zog fest	festgezogen	haben	fasten/tighten	-
3819	festzurren	regular	-	-	UNSET	fix/lash/lash down	-
3820	fixen	regular	-	-	UNSET	fix	-
3821	formalisieren	regular	-	-	UNSET	formalise	-
3822	fortschicken	regular	-	-	UNSET	send away	-
3823	foulen	regular	-	-	UNSET	foul	-
3824	funzen	regular	-	-	UNSET	function	-
3825	gären	irregular	gor	gegoren	haben	ferment/leaven	-
3826	generalisieren	regular	-	-	UNSET	generalise	-
3827	gerinnen	irregular	gerann	geronnen	sein	clot/coagulate/congeal	-
3828	grasen	regular	-	-	UNSET	graze	-
3829	grätschen	regular	-	-	UNSET	straddle	-
3830	grunzen	regular	-	-	UNSET	grunt	-
3831	herabstufen	regular	-	-	UNSET	degrade/downgrade	-
3832	hereinlassen	irregular	ließ herein	hereingelassen	haben	let in	-
3833	hervorkramen	regular	-	-	UNSET	dredge up/fish out/trundle out	-
3834	hervorzaubern	regular	-	-	UNSET	conjure up	-
3835	hineingebären	irregular	gebar hinein	hineingeboren	haben	be born into/bear into	-
3836	hinterziehen	irregular	hinterzog	hinterzogen	haben	evade	-
3837	hochklettern	regular	-	-	UNSET	climb up	-
3838	hochkrempeln	regular	-	-	UNSET	roll up	-
3839	idealisieren	regular	-	-	UNSET	idealise	-
3840	instruieren	regular	-	-	UNSET	instruct	C1
3841	kaltlassen	irregular	ließ kalt	kaltgelassen	haben	leave someone cold	-
3842	kapitulieren	regular	-	-	UNSET	capitulate	-
3843	kentern	regular	-	-	UNSET	capsize/overbalance/overturn	B2
3844	klimpern	regular	-	-	UNSET	jingle	-
3845	koalieren	regular	-	-	UNSET	form a coalition	-
3846	kolportieren	regular	-	-	UNSET	hawk/spread	-
3847	kontaminieren	regular	-	-	UNSET	contaminate/infect	-
3848	kotzen	regular	-	-	UNSET	barf/puke/spew	-
3849	krähen	regular	-	-	UNSET	crow	-
3850	kraulen	regular	-	-	UNSET	stroke/pet; do the crawl	-
3851	kurbeln	regular	-	-	UNSET	crank/turn; shoot film	-
3852	liberalisieren	regular	-	-	UNSET	deregulate/free/liberalise	-
3853	lochen	regular	-	-	UNSET	punch holes	-
3854	lugen	regular	-	-	UNSET	peek/look out	-
3855	marginalisieren	regular	-	-	UNSET	marginalise	-
3856	matschen	regular	-	-	UNSET	make muddy/squelch	-
3857	mauern	regular	-	-	UNSET	lay bricks	-
3858	metabolisieren	regular	-	-	UNSET	metabolise	-
3859	mitkriegen	regular	-	-	UNSET	notice/realise/catch	-
3860	mittrainieren	regular	-	-	UNSET	train in combination with/train together	-
3861	motorisieren	regular	-	-	UNSET	become motorised/buy a car/get some wheels	-
3862	nächtigen	regular	-	-	UNSET	pass the night/spend the night/stay overnight	-
3863	nachzählen	regular	-	-	UNSET	recount	-
3864	necken	regular	-	-	UNSET	tease	-
3865	niederstechen	irregular	stach nieder	niedergestochen	haben	stab	-
3866	oszillieren	regular	-	-	UNSET	oscillate	-
3867	pauken	regular	-	-	UNSET	cram/slog away at studying	-
3868	perforieren	regular	-	-	UNSET	perforate	C1
3869	pilotieren	regular	-	-	UNSET	pilot	-
3870	pinkeln	regular	-	-	UNSET	pee/urinate	-
3871	plakatieren	regular	-	-	UNSET	put up posters	-
3872	pöbeln	regular	-	-	UNSET	be abusive/heckle/insult	-
3873	pokern	regular	-	-	UNSET	play poker	-
3874	raffen	regular	-	-	UNSET	grasp/understand; gather up	-
3875	rappeln	regular	-	-	UNSET	rattle	-
3876	rattern	regular	-	-	UNSET	clatter/judder/rattle	-
3877	redigieren	regular	-	-	UNSET	edit/redact	-
3878	reinlegen	regular	-	-	UNSET	prank/trick	-
3879	replizieren	regular	-	-	UNSET	reply/replicate	-
3880	restrukturieren	regular	-	-	UNSET	restructure	-
3881	rezitieren	regular	-	-	UNSET	recite	-
3882	schaben	regular	-	-	UNSET	chafe/scrape/shave	-
3883	scheuern	regular	-	-	UNSET	chafe/scour	-
3884	schiffen	regular	-	-	UNSET	rain/urinate (colloquial)	-
3885	schmettern	regular	-	-	UNSET	smash	-
3886	schmusen	regular	-	-	UNSET	cuddle/fondle/smooch	-
3887	schnacken	regular	-	-	UNSET	chat	-
3888	schnarchen	regular	-	-	UNSET	snore	C1
3889	schnupfen	regular	-	-	UNSET	sniff/snuff; have a cold	-
3890	schrammen	regular	-	-	UNSET	scrape	-
3891	schunkeln	regular	-	-	UNSET	swing	-
3892	schwarzsehen	irregular	sah schwarz	schwarzgesehen	haben	be pessimistic; watch TV without a license	B2
3893	schwemmen	regular	-	-	UNSET	float/rinse/soak	-
3894	simsen	regular	-	-	UNSET	SMS/text	-
3895	skypen	regular	-	-	UNSET	skype	-
3896	sonnen	regular	-	-	UNSET	sun	-
3897	splittern	regular	-	-	UNSET	shatter/splinter	-
3898	spornen	regular	-	-	UNSET	spur on	-
3899	stählen	regular	-	-	UNSET	strengthen/temper/toughen	C1
3900	straucheln	regular	-	-	UNSET	fall/stumble	C1
3901	streunen	regular	-	-	UNSET	stray	-
3902	suhlen	regular	-	-	UNSET	wallow	C1
3903	systematisieren	regular	-	-	UNSET	arrange/systematise	-
3904	totschweigen	irregular	schwieg tot	totgeschwiegen	haben	hush up	-
3905	tricksen	regular	-	-	UNSET	cheat	-
3906	tröpfeln	regular	-	-	UNSET	drip	-
3907	trudeln	regular	-	-	UNSET	coast/spin/windmill	-
3908	überdosieren	regular	-	-	UNSET	overdose	-
3909	übereilen	regular	-	-	UNSET	rush	-
3910	überfüllen	regular	-	-	UNSET	overfill/overcrowd	-
3911	überspitzen	regular	-	-	UNSET	carry too far/exaggerate/overdo	-
3912	überspülen	regular	-	-	UNSET	flood/overflow/wash over	-
3913	überstülpen	regular	-	-	UNSET	put over/impose	-
3914	umfangen	irregular	umfing	umfangen	haben	clasp/embrace/enfold	-
3915	umhängen	regular	-	-	UNSET	hang around/put on; rehang	-
3916	umranden	regular	-	-	UNSET	border/encircle	-
3917	verdicken	regular	-	-	UNSET	thicken	-
3918	vergelten	irregular	vergalt	vergolten	haben	repay	-
3919	verhökern	regular	-	-	UNSET	sell off	-
3920	verklingen	irregular	verklang	verklungen	haben	die away/fade away	-
3921	verlachen	regular	-	-	UNSET	laugh at/ridicule	-
3922	verleiden	regular	-	-	UNSET	ruin/spoil	-
3923	vermahlen	irregular	vermahlte	vermahlen	haben	grind	-
3924	vernaschen	regular	-	-	UNSET	eat up	-
3925	verpixeln	regular	-	-	UNSET	pixelate	-
3926	verplempern	regular	-	-	UNSET	fritter away	C1
3927	versachlichen	regular	-	-	UNSET	objectify/objectivise	-
3928	verschachteln	regular	-	-	UNSET	interlace/interleave/nest	-
3929	verschiffen	regular	-	-	UNSET	ship	-
3930	verschreien	irregular	verschrie	verschrien	haben	decry/brand as	-
3931	verschwitzen	regular	-	-	UNSET	soak with sweat	-
3932	versechsfachen	regular	-	-	UNSET	increase sixfold/sextuple	-
3933	vorkochen	regular	-	-	UNSET	precook	-
3934	vorplanen	regular	-	-	UNSET	plan ahead/preplan	-
3935	vorschießen	irregular	schoss vor	vorgeschossen	sein	advance/pay in advance	-
3936	vorstrecken	regular	-	-	UNSET	advance	-
3937	vorwärmen	regular	-	-	UNSET	preheat	-
3938	vorwärtskommen	irregular	kam vorwärts	vorwärtsgekommen	sein	get ahead/get on/make one's way	-
3939	wegfliegen	irregular	flog weg	weggeflogen	sein	fly away	-
3940	wegtragen	irregular	trug weg	weggetragen	haben	carry away	-
3941	weißen	regular	-	-	UNSET	whiten	-
3942	weiterbauen	regular	-	-	UNSET	continue building	-
3943	welken	regular	-	-	UNSET	dry/fade/wilt	-
3944	wellen	regular	-	-	UNSET	corrugate/curl/undulate	-
3945	wiedergutmachen	regular	-	-	UNSET	make amends/compensate	C1
3946	zappeln	regular	-	-	UNSET	fidget/flap	-
3947	zeitigen	regular	-	-	UNSET	bring about/lead to	-
3948	zementieren	regular	-	-	UNSET	cement	-
3949	zerpflücken	regular	-	-	UNSET	pick something to pieces	-
3950	zerquetschen	regular	-	-	UNSET	crush/mash/squash	-
3951	zerstoßen	irregular	zerstieß	zerstoßen	haben	crush/pound	-
3952	zivilisieren	regular	-	-	UNSET	civilise	-
3953	zunähen	regular	-	-	UNSET	sew up/suture	-
