rank	article	word	plural	english	cefr	flags
19936	die	Bevorratung	Bevorratungen	procurement/provisioning/stockage	-	-
19937	die	Beweislage	Beweislagen	evidentiary situation/state of evidence	-	-
19938	das	Beweismaterial	Beweismaterialien	evidence	-	-
19939	der	Bewusstseinszustand	Bewusstseinszustände	awareness state/state of consciousness	-	-
19940	die	Bezirksbürgermeisterin	Bezirksbürgermeisterinnen	borough mayor	-	-
19941	der	Bielefelder	Bielefelder	person from Bielefeld	-	-
19942	das	Bienenwachs	—	beeswax	-	-
19943	der	Bierkeller	Bierkeller	beer cellar	-	-
19944	die	Bildersammlung	Bildersammlungen	picture collection	-	-
19945	die	Bildidee	Bildideen	picture idea/image idea	-	-
19946	die	Bildmarke	Bildmarken	logo	-	-
19947	das	Bildschirmfoto	Bildschirmfotos	screenshot	-	-
19948	die	Bildungsreise	Bildungsreisen	educational journey/educational trip	-	-
19949	der	Bindfaden	Bindfäden	packthread/twine	-	-
19950	das	Bingo	—	bingo	-	-
19951	das	Bioethanol	Bioethanole	bioethanol	-	-
19952	die	Bioethik	—	bioethics	-	-
19953	der	Biorhythmus	Biorhythmen	biorhythm	-	-
19954	die	Bischofssynode	Bischofssynoden	Synod of Bishops	-	-
19955	der	Blasenkatheter	Blasenkatheter	bladder catheter	-	-
8884	das	Blasinstrument	Blasinstrumente	wind instrument	C1	-
19957	die	Blasphemie	Blasphemien	blasphemy	-	-
19958	das	Blätterdach	Blätterdächer	leaf canopy	-	-
19959	der	Blätterteig	Blätterteige	flaky pastry/puff paste/puff pastry	-	-
19960	das	Blattgemüse	Blattgemüse	leafy vegetables	-	-
19961	die	Blauzungenkrankheit	—	bluetongue	-	-
19962	die	Blessur	Blessuren	lesion/war injury/wound	-	-
19963	der	Blindenführhund	Blindenführhunde	guide dog for the blind	-	-
19964	der	Blindenhund	Blindenhunde	guide dog	-	-
19965	der	Blitzeinschlag	Blitzeinschläge	lightning strike	-	-
19966	das	Blitzlicht	Blitzlichter	flash/photographic flash	-	-
19967	das	Blockhaus	Blockhäuser	blockhouse/log cabin/log home	-	-
19968	die	Blumenrabatte	Blumenrabatten	flower bed/flower border	-	-
19969	das	Blütenmeer	Blütenmeere	sea of flowers	-	-
19970	das	Blutplasma	Blutplasmen	blood plasma	-	-
19971	das	Bodendenkmal	Bodendenkmale	archaeological monument/ground monument	-	-
19972	die	Bodenfruchtbarkeit	—	soil fertility	-	-
19973	der	Bohlenweg	Bohlenwege	boardwalk/plank path	-	-
19974	der	Bohrkern	Bohrkerne	core sample	-	-
19975	der	Bonner	Bonner	person from Bonn	-	-
19976	das	Bordmittel	Bordmittel	on-board resources/available means	-	-
19977	das	Branchenmagazin	Branchenmagazine	industry magazine/trade magazine	-	-
19978	die	Brandbombe	Brandbomben	incendiary bomb	-	-
19979	der	Bräter	Bräter	roasting pan	-	-
19980	die	Bratsche	Bratschen	viola	-	-
19981	der	Braune	Braunen	brown one; bay horse	-	adjNoun
19982	die	Bredouille	Bredouillen	predicament/quandary	-	-
19983	das	Brennglas	Brenngläser	burning glass	-	-
19984	das	Brennmaterial	Brennmaterialien	fuel	-	-
19985	der	Brieffreund	Brieffreunde	pen pal/penfriend	-	-
3255	die	Brieftasche	Brieftaschen	wallet	B1	-
19987	der	Brutkasten	Brutkästen	incubator	-	-
3256	der	Bub	Buben	lad/little boy	B1	weak
19989	die	Buchautorin	Buchautorinnen	book author	-	-
19990	die	Büchersammlung	Büchersammlungen	book collection	-	-
19991	der	Bücherwurm	Bücherwürmer	bookworm	-	-
19992	der	Buchweizen	Buchweizen	buckwheat	-	-
19993	die	Buddel	Buddeln	bottle	-	-
19994	der	Bühnenbildner	Bühnenbildner	set designer/stage designer	-	-
19995	der	Bulgur	—	bulgur	-	-
19996	der	Bumerang	Bumerangs	boomerang	-	-
19997	das	Bundesgericht	Bundesgerichte	federal court	-	-
19998	der	Bundeswehrsoldat	Bundeswehrsoldaten	German Federal Armed Forces soldier	-	weak
19999	die	Bürgernähe	—	closeness to citizens/citizen-friendliness	-	-
20000	die	Bürgerschaftswahl	Bürgerschaftswahlen	state parliament election (Hamburg/Bremen)	-	-
20001	das	Burgfräulein	Burgfräulein	damsel of the castle	-	-
20002	die	Büroklammer	Büroklammern	paper clip/paperclip	-	-
20003	der	Bürstenkopf	Bürstenköpfe	brush head	-	-
20004	die	Busreise	Busreisen	bus trip	-	-
20005	das	Busticket	Bustickets	bus ticket	-	-
20006	die	Buttermilch	—	buttermilk	-	-
20007	die	Chefetage	Chefetagen	executive floor	-	-
20008	die	Chemieindustrie	Chemieindustrien	chemical industry	-	-
20009	der	Chemiekonzern	Chemiekonzerne	chemical corporation	-	-
20010	der	Chiphersteller	Chiphersteller	chip manufacturer	-	-
20011	das	Chlorophyll	—	chlorophyll	-	-
20012	die	Choreografin	Choreografinnen	choreographer (female)	-	-
20013	der	Circus	Circusse	circus	-	-
20014	das	Cocktailkleid	Cocktailkleider	cocktail dress	-	-
20015	der	Computerbildschirm	Computerbildschirme	computer screen	-	-
20016	der	Concierge	Concierges	concierge	-	-
20017	der	Conditioner	Conditioner	conditioner	-	-
20018	der	Containerterminal	Containerterminals	container terminal	-	-
20019	der	Counter	Counter	counter	-	-
20020	der	Cup	Cups	cup	-	-
20021	der	Cyberpunk	—	cyberpunk	-	-
20022	der	Dab	Dabs	dab	-	-
20023	der	Dachausbau	Dachausbauten	loft conversion	-	-
20024	der	Dachfonds	Dachfonds	fund of funds	-	-
20025	die	Dachgeschosswohnung	Dachgeschosswohnungen	top-floor apartment	-	-
20026	die	Dachpappe	Dachpappen	roofing felt/tar paper	-	-
20027	das	Dafürhalten	—	judgement	-	-
20028	die	Damenmannschaft	Damenmannschaften	women's team	-	-
20029	die	Darstellungsweise	Darstellungsweisen	manner of representation	-	-
20030	der	Deckname	Decknamen	code name/handle	-	weak
20031	die	Deformität	Deformitäten	deformity	-	-
20032	der	Deichverband	Deichverbände	dike association	-	-
20033	das	Dekret	Dekrete	decree/executive order	-	-
20034	die	Demographie	Demographien	demography	-	-
20035	die	Demoversion	Demoversionen	demo version	-	-
20036	die	Denkschrift	Denkschriften	memorandum	-	-
20037	das	Denkverbot	Denkverbote	ban on thinking	-	-
20038	der	Deserteur	Deserteure	deserter	-	-
20039	das	Desiderat	Desiderate	desideratum	-	-
4678	das	Desinteresse	—	apathy/indifference/lack of interest	B2	-
20041	das	Destillat	Destillate	distillate	-	-
20042	die	Deutungshoheit	Deutungshoheiten	prerogative of interpretation	-	-
20043	das	Dialogfenster	Dialogfenster	dialogue box	-	-
20044	der	Dickdarmkrebs	Dickdarmkrebse	colon Cancer	-	-
20045	der	Dickhäuter	Dickhäuter	pachyderm	-	-
20046	der	Dienstagmittag	Dienstagmittage	Tuesday lunchtime	-	-
20047	der	Dienstagvormittag	Dienstagvormittage	Tuesday morning	-	-
20048	der	Dienstantritt	Dienstantritte	commencement of duty	-	-
20049	der	Dienstausweis	Dienstausweise	official identity card	-	-
4232	das	Dienstrad	Diensträder	company bike	B2	-
20051	das	Dienstvergehen	Dienstvergehen	official misconduct	-	-
20052	das	Diktum	Dikta	adage/dictum	-	-
20053	der	Dill	Dille	dill	-	-
20054	der	Diplomand	Diplomanden	student writing a diploma thesis	-	weak
20055	das	Diskussionsthema	Diskussionsthemen	discussion subject	-	-
20056	der	Docht	Dochte	wick	-	-
20057	das	Doktorspiel	Doktorspiele	play doctor	-	-
20058	der	Dolch	Dolche	dagger/dirk	-	-
20059	der	Dongle	Dongles	dongle	-	-
20060	der	Doppeldeckerbus	Doppeldeckerbusse	double-deck bus/double-decker bus	-	-
20061	der	Dornröschenschlaf	—	deep sleep/Sleeping Beauty sleep	-	-
20062	der	Dremel	Dremel	Dremel (rotary tool)	-	-
20063	der	Drogentote	Drogentoten	drug fatality	-	adjNoun
20064	die	Drohgebärde	Drohgebärden	threatening gesture	-	-
20065	die	Druckfarbe	Druckfarben	printing ink/printing colour	-	-
20066	die	Druckkosten	Druckkosten	printing costs	-	-
20067	die	Druckkunst	—	art of printing	-	-
20068	die	Druckplatte	Druckplatten	printing plate	-	-
20069	die	Druckversion	Druckversionen	print version/printable version	-	-
20070	das	Drumherum	—	surroundings/context/trimmings	-	-
20071	das	Du	—	you	-	-
20072	die	Durchführungsbestimmung	Durchführungsbestimmungen	implementing regulation	-	-
20073	die	Durchreise	Durchreisen	transit	-	-
20074	die	Durchschnittsgeschwindigkeit	Durchschnittsgeschwindigkeiten	average speed	-	-
20075	die	Dysplasie	Dysplasien	dysplasia	-	-
20076	das	Edelgas	Edelgase	inert gas/noble gas	-	-
20077	der	Ehrenplatz	Ehrenplätze	place of honour/seat of honour	-	-
7706	der	Ehrentag	Ehrentage	day of honour/special day	B2	-
20079	das	Eichenholz	Eichenhölzer	oak wood	-	-
20080	die	Eierspeise	Eierspeisen	egg dish	-	-
20081	der	Eigenschutz	—	self-protection	-	-
20082	das	Eigentor	Eigentore	own goal	-	-
20083	der	Einfuhrzoll	Einfuhrzölle	import duty	-	-
20084	die	Einheitlichkeit	Einheitlichkeiten	uniformity	-	-
8885	die	Einkaufstasche	Einkaufstaschen	shopping bag	C1	-
20086	der	Einlauf	Einläufe	enema	-	-
20087	die	Einlieferung	Einlieferungen	admission/committal/delivery	-	-
20088	die	Einöde	Einöden	wasteland	-	-
20089	der	Einsiedler	Einsiedler	hermit	-	-
20090	die	Eintagsfliege	Eintagsfliegen	mayfly/nine-day wonder	-	-
20091	der	Einteiler	Einteiler	one-piece garment	-	-
20092	die	Eisenbahngesellschaft	Eisenbahngesellschaften	railroad company/railway company	-	-
20093	die	Eisenzeit	—	Iron Age	-	-
20094	die	Eissorte	Eissorten	ice cream flavour	-	-
20095	das	Eiszeitalter	Eiszeitalter	Ice Age	-	-
20096	die	Elbbrücke	Elbbrücken	Elbe bridge	-	-
20097	das	Elendsviertel	Elendsviertel	slum	-	-
20098	das	Emissionshandelssystem	Emissionshandelssysteme	emissions trading system	-	-
20099	das	Emoticon	Emoticons	emoticon	-	-
20100	das	Empfehlungsschreiben	Empfehlungsschreiben	recommendation letter	-	-
20101	das	Endstadium	Endstadien	final stage	-	-
20102	die	Energieumwandlung	Energieumwandlungen	energy conversion	-	-
20103	der	Enkelsohn	Enkelsöhne	grandson	-	-
20104	der	Enkeltrick	Enkeltricks	grandparent scam	-	-
20105	die	Entbehrung	Entbehrungen	deprivation	-	-
20106	das	Entkommen	—	escape	-	-
20107	die	Entwaldung	Entwaldungen	deforestation	-	-
20108	der	Entwicklungsminister	Entwicklungsminister	development minister	-	-
20109	der	Epilierer	Epilierer	epilator	-	-
20110	das	Erbarmen	—	commiseration/compassion/mercy	-	-
20111	das	Erbbaurecht	Erbbaurechte	leasehold/hereditary building right	-	-
20112	der	Erbfolgekrieg	Erbfolgekriege	war of succession	-	-
20113	der	Erbschein	Erbscheine	certificate of inheritance/probate	-	-
20114	der	Erdball	—	earth	-	-
20115	die	Erderhitzung	—	global warming	-	-
20116	die	Erdgeschosswohnung	Erdgeschosswohnungen	ground-floor apartment	-	-
20117	die	Erdnussbutter	—	peanut butter	-	-
20118	der	Erdteil	Erdteile	continent	-	-
20119	die	Erektion	Erektionen	erection	-	-
20120	die	Erektionsstörung	Erektionsstörungen	erectile dysfunction	-	-
7707	die	Erfinderin	Erfinderinnen	inventor	B2	-
20122	das	Erfrischungsgeld	Erfrischungsgelder	refreshment allowance	-	-
20123	der	Erhebungszeitraum	Erhebungszeiträume	survey period/collection period	-	-
20124	die	Erholungspause	Erholungspausen	recovery break	-	-
20125	das	Erinnerungsvermögen	—	memory	-	-
20126	die	Erle	Erlen	alder	-	-
20127	die	Erlebnispädagogik	Erlebnispädagogiken	experiential education	-	-
20128	der	Ermordete	Ermordeten	murder victim	-	adjNoun
20129	die	Erniedrigung	Erniedrigungen	humiliation/indignity	-	-
20130	der	Ernteertrag	Ernteerträge	harvest yield	-	-
20131	die	Erntemaschine	Erntemaschinen	harvester/harvesting machine	-	-
20132	das	Eröffnungsspiel	Eröffnungsspiele	opening match	-	-
20133	die	Erschaffung	Erschaffungen	creation	-	-
20134	die	Ersetzung	Ersetzungen	replacement	-	-
20135	der	Erstantrag	Erstanträge	initial application	-	-
20136	der	Erstflug	Erstflüge	first flight	-	-
20137	die	eSIM	eSIMs	eSIM	-	-
20138	die	Europalette	Europaletten	Euro pallet	-	-
20139	die	Evolutionstheorie	Evolutionstheorien	theory of evolution	-	-
20140	das	Exerzitium	Exerzitien	exercise/homework/spiritual exercises	-	-
20141	die	Exklave	Exklaven	exclave	-	-
20142	der	Exportweltmeister	Exportweltmeister	export world champion	-	-
20143	die	Extension	Extensionen	extension	-	-
20144	die	Extravaganz	Extravaganzen	extravagance	-	-
20145	der	Fachjargon	Fachjargons	jargon/lingo	-	-
20146	der	Fachwissenschaftler	Fachwissenschaftler	subject specialist/academic expert	-	-
20147	der	Fackellauf	Fackelläufe	torch relay	-	-
20148	die	Fahrbahnmarkierung	Fahrbahnmarkierungen	road marking	-	-
20149	die	Fahrbücherei	Fahrbüchereien	mobile library	-	-
20150	das	Fahrgeräusch	Fahrgeräusche	driving noise	-	-
20151	die	Fahrgeschwindigkeit	Fahrgeschwindigkeiten	driving speed	-	-
20152	die	Fahrgestellnummer	Fahrgestellnummern	chassis number	-	-
20153	die	Fahrradklingel	Fahrradklingeln	bicycle bell	-	-
20154	der	Fahrradsattel	Fahrradsättel	bicycle saddle	-	-
20155	der	Fahrschüler	Fahrschüler	learner driver/student driver	-	-
20156	der	Fahrstil	Fahrstile	style of driving	-	-
3723	die	Fahrstunde	Fahrstunden	driving lesson	A2	-
20158	die	Fährverbindung	Fährverbindungen	ferry connection	-	-
20159	das	Fahrvergnügen	Fahrvergnügen	pleasure of driving	-	-
20160	die	Falafel	Falafeln	falafel/felafel	-	-
20161	das	Falschgeld	Falschgelder	bad money/bogus money/counterfeit money	-	-
20162	die	Falschinformation	Falschinformationen	misinformation/false information	-	-
20163	das	Familienauto	Familienautos	family car	-	-
20164	das	Familienbild	Familienbilder	family picture/family image	-	-
20165	der	Familienfilm	Familienfilme	family film/family movie	-	-
20166	der	Familiensinn	—	sense of family/family-mindedness	-	-
20167	die	Familiensituation	Familiensituationen	family situation	-	-
20168	der	Familientisch	Familientische	family table	-	-
20169	das	Fanzine	Fanzines	fanzine	-	-
20170	der	Farbige	Farbigen	person of colour	-	adjNoun
20171	das	Farbpigment	Farbpigmente	colour pigment	-	-
20172	die	Farbwahrnehmung	Farbwahrnehmungen	colour perception	-	-
20173	der	Fasan	Fasane	pheasant	-	-
20174	der	Fassbinder	Fassbinder	cooper	-	-
20175	die	Fassungslosigkeit	—	consternation	-	-
20176	das	Fastenbrechen	—	breaking the fast	-	-
20177	die	Favoritin	Favoritinnen	favourite (female)	-	-
20178	der	Fehlanreiz	Fehlanreize	perverse incentive	-	-
20179	die	Feinkost	—	deli food/delicatessen/gourmet food	-	-
20180	die	Feinstaubplakette	Feinstaubplaketten	emissions sticker	-	-
20181	die	Feldmark	—	fields/land around a settlement	-	-
20182	der	Feldwebel	Feldwebel	staff sergeant	-	-
20183	der	Feldzug	Feldzüge	campaign	-	-
20184	der	Felsvorsprung	Felsvorsprünge	ledge	-	-
20185	das	Fensterbrett	Fensterbretter	window board/window sill	-	-
20186	die	Fensterfront	Fensterfronten	window front	-	-
20187	der	Fensterladen	Fensterläden	shutter	-	-
20188	das	Feriendorf	Feriendörfer	holiday village	-	-
20189	das	Festessen	Festessen	banquet	-	-
20190	der	Festredner	Festredner	celebration lecturer	-	-
20191	die	Feuerbestattung	Feuerbestattungen	cremation	-	-
7708	das	Feuerholz	Feuerhölzer	firewood	B2	-
20193	das	Feuermachen	—	fire-making	-	-
20194	das	Filmchen	Filmchen	short film/clip	-	-
20195	der	Filmkritiker	Filmkritiker	film critic	-	-
20196	der	Filmstar	Filmstars	film star/movie star	-	-
20197	der	Finanzbeamte	Finanzbeamten	revenue officer	-	adjNoun
20198	das	Finanzgeschäft	Finanzgeschäfte	financial transaction/financial business	-	-
20199	die	Fingerfertigkeit	Fingerfertigkeiten	dexterity	-	-
20200	das	Fingergelenk	Fingergelenke	finger joint	-	-
20201	der	Fingersatz	Fingersätze	fingering	-	-
20202	der	Firmling	Firmlinge	confirmation candidate (Catholic)	-	-
20203	der	Fischadler	Fischadler	fish eagle/osprey	-	-
20204	die	Fischzucht	Fischzuchten	fish farming	-	-
20205	der	Flachs	—	flax	-	-
20206	der	Fleischfresser	Fleischfresser	carnivore	-	-
20207	das	Fleischgericht	Fleischgerichte	meat dish	-	-
20208	der	Fleischwolf	Fleischwölfe	meat chopper/meat grinder/mincer	-	-
20209	der	Flicken	Flicken	patch	-	-
20210	die	Fließgeschwindigkeit	Fließgeschwindigkeiten	flow speed/flow velocity	-	-
20211	das	Flipchart	Flipcharts	flip chart	-	-
20212	die	Flößerei	Flößereien	log driving	-	-
20213	der	Flow	Flows	flow	-	-
20214	die	Flüchtlingseigenschaft	—	refugee status	-	-
20215	die	Flüchtlingssituation	Flüchtlingssituationen	refugee situation	-	-
20216	die	Flüchtlingswelle	Flüchtlingswellen	wave of refugees	-	-
20217	die	Fluchtmöglichkeit	Fluchtmöglichkeiten	escape option	-	-
20218	die	Flugbahn	Flugbahnen	trajectory	-	-
20219	die	Flugbegleiterin	Flugbegleiterinnen	flight attendant/stewardess	-	-
20220	der	Flughafentransfer	Flughafentransfers	airport transfer	-	-
20221	das	Flugobjekt	Flugobjekte	flying object	-	-
20222	der	Flugzeugbau	—	aircraft construction	-	-
20223	der	Flussabschnitt	Flussabschnitte	river section	-	-
20224	die	Flussgebietseinheit	Flussgebietseinheiten	river basin district	-	-
20225	das	Flutlicht	Flutlichter	floodlight	-	-
20226	die	Flutwelle	Flutwellen	tidal wave	-	-
20227	der	Föderalist	Föderalisten	federalist	-	weak
20228	die	Folgeerscheinung	Folgeerscheinungen	aftereffect/consequence	-	-
20229	die	Folgerung	Folgerungen	conclusion/consequence/deduction	-	-
20230	die	Forschungsanlage	Forschungsanlagen	research facility	-	-
