rank	word	type	praeteritum	perfekt	auxiliary	english	cefr
2179	eingefrieren	irregular	gefror ein	eingefroren	haben	freeze	-
2180	entleeren	regular	-	-	UNSET	empty	-
2181	ertrinken	irregular	ertrank	ertrunken	sein	drown	-
2182	fasten	regular	-	-	UNSET	fast	C1
2183	funken	regular	-	-	UNSET	cable/radio/spark	-
2184	fusionieren	regular	-	-	UNSET	merge	B2
2185	hochfahren	irregular	fuhr hoch	hochgefahren	haben	boot	A1
2186	inhaftieren	regular	-	-	UNSET	arrest	-
2187	kauen	regular	-	-	UNSET	chew	-
2188	knipsen	regular	-	-	UNSET	snap/click/take a photo	-
2189	komprimieren	regular	-	-	UNSET	compress	-
2190	kuscheln	regular	-	-	UNSET	cuddle/nestle/snuggle	-
2191	orten	regular	-	-	UNSET	locate	-
2192	rauschen	regular	-	-	UNSET	rustle/swoosh	B2
2193	stationieren	regular	-	-	UNSET	deploy	-
2194	tappen	regular	-	-	UNSET	grope	-
2195	überdecken	regular	-	-	UNSET	cover/overlay	-
2196	überschätzen	regular	-	-	UNSET	overestimate/overrate	-
2197	umarmen	regular	-	-	UNSET	embrace/hug	B1
2198	verschwimmen	irregular	verschwamm	verschwommen	sein	blur	C1
2199	versiegeln	regular	-	-	UNSET	seal	-
2200	zuteilwerden	irregular	wurde zuteil	zuteilgeworden	sein	be bestowed/be given/be granted	-
2201	abtrennen	regular	-	-	UNSET	separate	-
2202	abzweigen	regular	-	-	UNSET	branch off/put aside/set aside	-
2203	adoptieren	regular	-	-	UNSET	adopt	-
2204	anbrechen	irregular	brach an	angebrochen	haben	begin/break/start	-
2205	ausspülen	regular	-	-	UNSET	rinse/wash out	-
2206	aussterben	irregular	starb aus	ausgestorben	sein	become extinct/die out	B2
2207	beisetzen	regular	-	-	UNSET	add/bury/entomb	-
2208	blenden	regular	-	-	UNSET	blind	-
2209	durchkommen	irregular	kam durch	durchgekommen	sein	get through/pass through	-
2210	einscannen	regular	-	-	UNSET	scan	-
2211	einschreiten	irregular	schritt ein	eingeschritten	haben	interfere/intervene/step in	-
2212	erpressen	regular	-	-	UNSET	blackmail/extort	B2
2213	freilassen	irregular	ließ frei	freigelassen	haben	release/free	-
2214	herausziehen	irregular	zog heraus	herausgezogen	haben	cull/move away/pull out	-
2215	hinarbeiten	regular	-	-	UNSET	work towards	-
2216	hinstellen	regular	-	-	UNSET	put/put down	B1
2217	konservieren	regular	-	-	UNSET	can/conserve/preserve	C1
2218	mitmischen	regular	-	-	UNSET	be in on it/be involved/muscle in	-
2219	plaudern	regular	-	-	UNSET	chat/natter/tattle	C1
2220	schmälern	regular	-	-	UNSET	diminish/reduce	-
2221	sprühen	regular	-	-	UNSET	spray	B2
2222	stocken	regular	-	-	UNSET	falter/halt/stiffen	-
2223	therapieren	regular	-	-	UNSET	treat	-
2224	transferieren	regular	-	-	UNSET	transfer	-
2225	überreden	regular	-	-	UNSET	cajole/persuade/talk over	B1
2226	wackeln	regular	-	-	UNSET	bounce/judder/shake	B2
2227	zufriedenstellen	regular	-	-	UNSET	content/please/satisfy	-
2228	abtransportieren	regular	-	-	UNSET	remove/take away/take to hospital	-
2229	angeln	regular	-	-	UNSET	angle/fish	-
2230	aufrichten	regular	-	-	UNSET	erect/raise/sit up	-
2231	aufschieben	irregular	schob auf	aufgeschoben	haben	delay/postpone/push open	C1
2232	ausleuchten	regular	-	-	UNSET	illuminate/light up	-
2233	ausmalen	regular	-	-	UNSET	colour in; imagine/picture	B2
2234	ausrotten	regular	-	-	UNSET	eradicate	-
2235	beglückwünschen	regular	-	-	UNSET	congratulate (someone on something)/felicitate (someone has been felicitated by somebody)	-
2236	beistehen	irregular	stand bei	beigestanden	haben	assist/back/back up	-
2237	demontieren	regular	-	-	UNSET	disassemble/dismantle	-
2238	durchfahren	irregular	durchfuhr	durchfahren	sein	drive through/traverse	-
2239	durchspielen	regular	-	-	UNSET	play through/play without a break	C1
2240	einrahmen	regular	-	-	UNSET	enframe/frame	-
2241	einsperren	regular	-	-	UNSET	lock up/imprison	-
2242	erlösen	regular	-	-	UNSET	deliver/earn/release	-
2243	erschlagen	irregular	erschlug	erschlagen	haben	slay	-
2244	evakuieren	regular	-	-	UNSET	evacuate	-
2245	freilegen	regular	-	-	UNSET	uncover	-
2246	glücken	regular	-	-	UNSET	succeed	-
2247	hungern	regular	-	-	UNSET	be hungry/hunger/starve	-
2248	hüten	regular	-	-	UNSET	guard/protect; beware	-
2249	jucken	regular	-	-	UNSET	itch/scratch	-
2250	konsolidieren	regular	-	-	UNSET	consolidate	-
2251	mahlen	irregular	mahlte	gemahlen	haben	grind/mill	B2
2252	monieren	regular	-	-	UNSET	criticise	-
2253	ruinieren	regular	-	-	UNSET	ruin	C1
2254	schleichen	irregular	schlich	geschlichen	sein	creep/sidle/skulk	B2
2255	schnüren	regular	-	-	UNSET	string/tie	-
2256	schweifen	regular	-	-	UNSET	bend/curve/rove	-
2257	stattgeben	irregular	gab statt	stattgegeben	haben	accept/approve	-
2258	umkreisen	regular	-	-	UNSET	orbit	-
2259	verheißen	irregular	verhieß	verheißen	haben	promise	-
2260	verkennen	irregular	verkannte	verkannt	haben	misjudge/mistake	-
2261	verschleppen	regular	-	-	UNSET	abduct/delay/protract	-
2262	verschmutzen	regular	-	-	UNSET	besmirch/make dirty/soil	B1
2263	verzerren	regular	-	-	UNSET	distort	-
2264	weitertragen	irregular	trug weiter	weitergetragen	haben	carry on/pass on	-
2265	zerschlagen	irregular	zerschlug	zerschlagen	haben	smash/break up	-
2266	zugestehen	irregular	gestand zu	zugestanden	haben	admit/concede	-
2267	zusammensitzen	irregular	saß zusammen	zusammengesessen	haben	side by side/sit/together	-
2268	abholzen	regular	-	-	UNSET	chop down/clear a forest/clear an area	-
2269	abwandern	regular	-	-	UNSET	emigrate	-
2270	anprangern	regular	-	-	UNSET	denounce/pillory	-
2271	anschieben	irregular	schob an	angeschoben	haben	push	-
2272	ausbeuten	regular	-	-	UNSET	deplete/exploit	C1
2273	aushelfen	irregular	half aus	ausgeholfen	haben	assist/help out	-
2274	brummen	regular	-	-	UNSET	boom/flourish/growl	-
2275	durchatmen	regular	-	-	UNSET	breathe deeply/take a deep breath	A2
2276	entbinden	irregular	entband	entbunden	haben	absolve of/deliver/give birth	-
2277	entkräften	regular	-	-	UNSET	debilitate/invalidate/refute	-
2278	entlocken	regular	-	-	UNSET	coax	-
2279	erhellen	regular	-	-	UNSET	be evident/clarify/explain	C1
2280	fälschen	regular	-	-	UNSET	fake	-
2281	heften	regular	-	-	UNSET	staple	-
2282	hinkriegen	regular	-	-	UNSET	carry off/fix/get sth. about right	B2
2283	inkludieren	regular	-	-	UNSET	include	-
2284	kaputtgehen	irregular	ging kaputt	kaputtgegangen	sein	break down	B1
2285	kaschieren	regular	-	-	UNSET	cover up	-
2286	mehren	regular	-	-	UNSET	augment	-
2287	migrieren	regular	-	-	sein	migrate	-
2288	nicken	regular	-	-	UNSET	nod	B1
2289	plündern	regular	-	-	UNSET	loot/pillage/plunder	-
2290	queren	regular	-	-	UNSET	cross	-
2291	schleifen	regular	-	-	UNSET	drag/drill/grind	-
2292	schwertun	irregular	tat schwer	schwergetan	haben	have difficulty/find difficult	C1
2293	selektieren	regular	-	-	UNSET	select	-
2294	stopfen	regular	-	-	UNSET	darn/mend/stuff	-
2295	übertreiben	irregular	übertrieb	übertrieben	haben	exaggerate/overdo/overstate	B1
2296	umkippen	regular	-	-	sein	faint/keel over/tip over	-
2297	verdrehen	regular	-	-	UNSET	misrepresent/twist	-
2298	verewigen	regular	-	-	UNSET	immortalise/perpetuate	-
2299	verschleiern	regular	-	-	UNSET	become blurred/become hazy/cover up	-
2300	vorschieben	irregular	schob vor	vorgeschoben	haben	pretext/push forward	-
2301	würfeln	regular	-	-	UNSET	roll dice	A1
2302	zurückbilden	regular	-	-	UNSET	recede/regress	-
2303	zurückhaben	regular	-	-	UNSET	back/got/have	-
2304	zusammenstoßen	irregular	stieß zusammen	zusammengestoßen	sein	collide	-
2305	abbremsen	regular	-	-	UNSET	brake/retard/slow	-
2306	abkürzen	regular	-	-	UNSET	abbreviate/curtail/cut short	-
2307	abstecken	regular	-	-	UNSET	stake out	-
2308	auffassen	regular	-	-	UNSET	understand	-
2309	auffliegen	irregular	flog auf	aufgeflogen	sein	be busted	-
2310	aufregen	regular	-	-	UNSET	excite/upset	B1
2311	ausreifen	regular	-	-	UNSET	be perfected/mature/ripen	-
2312	ausreizen	regular	-	-	UNSET	exhaust/outbid	-
2313	ausschenken	regular	-	-	UNSET	serve drinks	-
2314	bedrängen	regular	-	-	UNSET	press hard	-
2315	benehmen	irregular	benahm	benommen	haben	behave	A2
2316	beunruhigen	regular	-	-	UNSET	worry	-
2317	brillieren	regular	-	-	UNSET	excel/shine	B2
2318	duschen	regular	-	-	UNSET	have a shower/shower/take a shower	A1
2319	haltmachen	regular	-	-	UNSET	halt	-
2320	loggen	regular	-	-	UNSET	log	-
2321	pilgern	regular	-	-	UNSET	go on a pilgrimage	-
2322	polieren	regular	-	-	UNSET	brush/polish/shine	-
2323	posieren	regular	-	-	UNSET	pose	-
2324	präzisieren	regular	-	-	UNSET	specify	-
2325	prophezeien	regular	-	-	UNSET	foretell/predict/prophesy	-
2326	rächen	regular	-	-	UNSET	avenge/cost dearly/pay the price	C1
2327	residieren	regular	-	-	UNSET	reside	-
2328	sägen	regular	-	-	UNSET	cut/saw/serrate	-
2329	salzen	regular	-	-	UNSET	salt	-
2330	schimpfen	regular	-	-	UNSET	curse/launch into a tirade against/rant	A2
2331	schmieren	regular	-	-	UNSET	bribe/lubricate/scrawl	C1
2332	schwenken	regular	-	-	UNSET	wave	-
2333	übriglassen	irregular	ließ übrig	übriggelassen	haben	leave over/leave remaining	-
2334	verdampfen	regular	-	-	UNSET	vaporise	-
2335	vereidigen	regular	-	-	UNSET	put under oath/swear an oath/take an oath	-
2336	verschlafen	irregular	verschlief	verschlafen	haben	oversleep	A2
2337	verspeisen	regular	-	-	UNSET	eat	-
2338	verunglücken	regular	-	-	sein	fail/go wrong/have an accident	C1
2339	verzeihen	irregular	verzieh	verziehen	haben	excuse/forgive/pardon	B1
2340	weiterlesen	irregular	las weiter	weitergelesen	haben	continue reading	-
2341	winden	irregular	wand	gewunden	haben	try to wriggle out/wind/wrest	-
2342	zusammenfallen	irregular	fiel zusammen	zusammengefallen	sein	coincide/collapse	-
2343	abbringen	irregular	brachte ab	abgebracht	haben	dissuade/remove	-
2344	abnutzen	regular	-	-	UNSET	abrade/get worn out/wear out	-
2345	abwerten	regular	-	-	UNSET	debase/devalue	-
2346	anheizen	regular	-	-	UNSET	fire/fuel/liven things up	-
2347	bangen	regular	-	-	UNSET	be afraid/be worried/fear	-
2348	bereiterklären	regular	-	-	UNSET	agree	-
2349	bestäuben	regular	-	-	UNSET	dust/pollinate/sprinkle	-
2350	dementieren	regular	-	-	UNSET	deny	-
2351	diktieren	regular	-	-	UNSET	dictate	-
2352	einzeichnen	regular	-	-	UNSET	enter/map/mark	A2
2353	erkaufen	regular	-	-	UNSET	bribe/buy/pay	-
2354	erübrigen	regular	-	-	UNSET	become unnecessary/remain/spare	-
2355	flanieren	regular	-	-	UNSET	stroll	B2
2356	frequentieren	regular	-	-	UNSET	frequent	-
2357	gefrieren	irregular	gefror	gefroren	sein	congeal/freeze	-
2358	haken	regular	-	-	UNSET	hook/stick	-
2359	harmonieren	regular	-	-	UNSET	get on well together/go well together/harmonise with	-
2360	herausschneiden	irregular	schnitt heraus	herausgeschnitten	haben	cut out/excise/resect	-
2361	hinrichten	regular	-	-	UNSET	execute	B2
2362	inspizieren	regular	-	-	UNSET	check/examine/inspect	-
2363	korrelieren	regular	-	-	UNSET	correlate	-
2364	outen	regular	-	-	UNSET	come out of the closet/out	-
2365	relaxen	regular	-	-	UNSET	relax	-
2366	rentieren	regular	-	-	UNSET	pay off/be worthwhile	-
2367	schmerzen	regular	-	-	UNSET	ache/hurt/pain	B1
2368	schweißen	regular	-	-	UNSET	weld	-
2369	tarnen	regular	-	-	UNSET	camouflage/disguise	-
2370	triumphieren	regular	-	-	UNSET	exult/gloat/triumph	-
2371	tropfen	regular	-	-	UNSET	drip/drop	-
2372	überbieten	irregular	überbot	überboten	haben	one-up	-
2373	umkehren	regular	-	-	sein	return	C1
2374	verbreitern	regular	-	-	UNSET	broaden/get wider/widen	-
2375	vereinheitlichen	regular	-	-	UNSET	standardise/unify	-
2376	verleben	regular	-	-	UNSET	spend/use up	-
2377	verrutschen	regular	-	-	UNSET	slip	-
2378	verschrauben	regular	-	-	UNSET	screw	-
2379	verunreinigen	regular	-	-	UNSET	contaminate/dirty/pollute	C1
2380	voraussagen	regular	-	-	UNSET	forecast/predict/prognosticate	-
2381	vorwegnehmen	irregular	nahm vorweg	vorweggenommen	haben	anticipate	C1
2382	weiterverkaufen	regular	-	-	UNSET	resell	-
2383	wittern	regular	-	-	UNSET	scent/sense/smell	-
2384	zittern	regular	-	-	UNSET	shiver/tremble	B1
2385	zurückverfolgen	regular	-	-	UNSET	dereference/retrace/trace back	-
2386	abbrennen	irregular	brannte ab	abgebrannt	haben	burn down/burn off	-
2387	abdrehen	regular	-	-	UNSET	turn off/twist off	-
2388	abhelfen	irregular	half ab	abgeholfen	haben	remedy	-
2389	abhören	regular	-	-	UNSET	eavesdrop/listen in; auscultate	-
2390	abrücken	regular	-	-	UNSET	dissociate/march off/move away	-
2391	abstoßen	irregular	stieß ab	abgestoßen	haben	repel	-
2392	anheuern	regular	-	-	UNSET	engage/hire/sign on	-
2393	aufforsten	regular	-	-	UNSET	afforest	-
2394	aufleuchten	regular	-	-	UNSET	brighten up/flash/light up	C1
2395	ausgraben	irregular	grub aus	ausgegraben	haben	dig out/dig up	-
2396	aussäen	regular	-	-	UNSET	sow	-
2397	betten	regular	-	-	UNSET	bed	-
2398	durchleben	regular	-	-	UNSET	experience/go through/live through	C1
2399	durchstehen	irregular	stand durch	durchgestanden	haben	get through/stand/withstand	-
2400	einnisten	regular	-	-	UNSET	implant/nest/settle down	-
2401	einschieben	irregular	schob ein	eingeschoben	haben	insert/slide in	-
2402	einschüchtern	regular	-	-	UNSET	intimidate	-
2403	einschulen	regular	-	-	UNSET	enrol at school/instruct/send to school	-
2404	enteignen	regular	-	-	UNSET	dispossess/expropriate	-
2405	erwidern	regular	-	-	UNSET	reciprocate/reply	C1
2406	fußen	regular	-	-	UNSET	be based on/be based upon/rest on	-
2407	habilitieren	regular	-	-	UNSET	be promoted to professor/habilitate/qualify as professor	-
2408	harmonisieren	regular	-	-	UNSET	harmonise	-
2409	hergehen	irregular	ging her	hergegangen	sein	go/walk	-
2410	herunterfahren	irregular	fuhr herunter	heruntergefahren	haben	shut down/turn off	B1
2411	innehalten	irregular	hielt inne	innegehalten	haben	pause/stop for a moment	-
2412	korrespondieren	regular	-	-	UNSET	correspond	-
2413	misshandeln	regular	-	-	UNSET	maltreat/mistreat	-
2414	nachschlagen	irregular	schlug nach	nachgeschlagen	haben	consult/look up	B1
2415	niederschreiben	irregular	schrieb nieder	niedergeschrieben	haben	record/set down/write down	-
2416	pochen	regular	-	-	UNSET	beat/insist/pound	-
2417	polarisieren	regular	-	-	UNSET	polarise	C1
2418	quantifizieren	regular	-	-	UNSET	quantify	-
2419	reklamieren	regular	-	-	UNSET	complain	-
2420	rotieren	regular	-	-	UNSET	go like crazy/gyrate/revolve	-
2421	rütteln	regular	-	-	UNSET	shake/jolt	-
2422	sausen	regular	-	-	UNSET	speed/whistle	-
2423	scheren	irregular	schor	geschoren	haben	care/mind/shear	B2
2424	schminken	regular	-	-	UNSET	make up	B1
2425	stillstehen	irregular	stand still	stillgestanden	haben	stand still	-
2426	twittern	regular	-	-	UNSET	tweet/twitter	B1
2427	überschwemmen	regular	-	-	UNSET	deluge/drown/flood	-
2428	umschließen	irregular	umschloss	umschlossen	haben	enclose/include	-
2429	unterkommen	irregular	kam unter	untergekommen	sein	stay	-
2430	unterrühren	regular	-	-	UNSET	mix in/stir	-
2431	verachten	regular	-	-	UNSET	despise	-
2432	verblassen	regular	-	-	UNSET	fade	C1
2433	verdächtigen	regular	-	-	UNSET	suspect	B2
2434	vergewaltigen	regular	-	-	UNSET	rape	-
2435	vollstrecken	regular	-	-	UNSET	execute/terminate	-
2436	voranstellen	regular	-	-	UNSET	add as a prefix/prefix	B2
2437	zurückfallen	irregular	fiel zurück	zurückgefallen	sein	drop back/fall behind/reflect on somebody	B2
2438	zusammenrechnen	regular	-	-	UNSET	add up/tot up	B2
2439	ablichten	regular	-	-	UNSET	photocopy/take a photo	-
2440	abstrahlen	regular	-	-	UNSET	emit/influence/radiate	-
2441	abtasten	regular	-	-	UNSET	frisk/palpate/scan	-
2442	abwaschen	irregular	wusch ab	abgewaschen	haben	wash off/wash up	-
2443	abwischen	regular	-	-	UNSET	wipe off/wipe up	-
2444	akkreditieren	regular	-	-	UNSET	accredit	-
2445	anspielen	regular	-	-	UNSET	allude/insinuate	-
2446	anspornen	regular	-	-	UNSET	encourage	-
2447	aufhellen	regular	-	-	UNSET	be cleared up/become clear/brighten up	-
2448	aufsaugen	regular	-	-	UNSET	soak up/absorb	-
2449	auslöschen	regular	-	-	UNSET	eliminate/erase/extinguish	B2
2450	ausschlafen	irregular	schlief aus	ausgeschlafen	haben	sleep in/sleep off	B2
2451	beerdigen	regular	-	-	UNSET	bury	B2
2452	bügeln	regular	-	-	UNSET	iron	B1
2453	coachen	regular	-	-	UNSET	coach	-
2454	desinfizieren	regular	-	-	UNSET	disinfect	-
2455	dünsten	regular	-	-	UNSET	steam/stew	-
2456	durchstreifen	regular	-	-	UNSET	prowl/through/wander	-
2457	einkochen	regular	-	-	UNSET	boil down	-
2458	einlaufen	irregular	lief ein	eingelaufen	sein	enter port/mould/shrink	-
2459	einsprechen	irregular	sprach ein	eingesprochen	haben	record/speak into; urge	-
2460	einstürzen	regular	-	-	sein	collapse	B2
2461	emittieren	regular	-	-	UNSET	emit/issue	-
2462	entgegensehen	irregular	sah entgegen	entgegengesehen	haben	await/face/look at	B2
2463	erstarren	regular	-	-	UNSET	stiffen/freeze	B2
2464	eruieren	regular	-	-	UNSET	elicit/find out/investigate	-
2465	implantieren	regular	-	-	UNSET	implant	-
2466	inserieren	regular	-	-	UNSET	advertise	-
2467	langweilen	regular	-	-	UNSET	bore	A2
2468	nachladen	irregular	lud nach	nachgeladen	haben	recharge/reload	-
2469	nähren	regular	-	-	UNSET	feed/nourish	-
2470	reaktivieren	regular	-	-	UNSET	reactivate/recall	B2
2471	schocken	regular	-	-	UNSET	shock	-
2472	schütten	regular	-	-	UNSET	bucket/pour	A1
2473	straffen	regular	-	-	UNSET	tighten/streamline	-
2474	summen	regular	-	-	UNSET	hum	-
2475	umfahren	irregular	umfuhr	umfahren	haben	bypass/drive round/round	-
2476	vergraben	irregular	vergrub	vergraben	haben	bury	-
2477	verhungern	regular	-	-	UNSET	famish/starve	-
2478	verströmen	regular	-	-	UNSET	exude	-
2479	vertun	irregular	vertat	vertan	haben	be mistaken/busy/make a mistake	-
2480	vorhersehen	irregular	sah vorher	vorhergesehen	haben	anticipate/foresee	C1
2481	wiederkehren	regular	-	-	UNSET	go back	-
2482	zerreißen	irregular	zerriss	zerrissen	haben	rip up/tear/tear up	C1
2483	zollen	regular	-	-	UNSET	pay	-
2484	zucken	regular	-	-	UNSET	twitch/wince	C1
2485	zurückerobern	regular	-	-	UNSET	reconquer	B2
2486	zusteuern	regular	-	-	UNSET	head for	-
2487	abbezahlen	regular	-	-	UNSET	pay off	-
2488	abfassen	regular	-	-	UNSET	bust/catch in the act/compose	-
2489	abhaken	regular	-	-	UNSET	check off/consider done/put something behind one	-
2490	absperren	regular	-	-	UNSET	close off/lock/lock up	-
2491	abspülen	regular	-	-	UNSET	wash	-
2492	abstauben	regular	-	-	UNSET	dust/dust off/scold	-
2493	abtun	irregular	tat ab	abgetan	haben	brush aside/dismiss/take off	-
2494	anfliegen	irregular	flog an	angeflogen	haben	approach/befall/fly against	-
2495	anprobieren	regular	-	-	UNSET	try	A1
2496	anschalten	regular	-	-	UNSET	switch on	-
2497	anwerben	irregular	warb an	angeworben	haben	recruit	-
2498	aufschrecken	regular	-	-	UNSET	jolt/startle	-
2499	ausharren	regular	-	-	UNSET	abide/hold out/patiently	-
2500	ausmessen	irregular	maß aus	ausgemessen	haben	measure	-
2501	ausprägen	regular	-	-	UNSET	develop/express/mint	C1
2502	ausspionieren	regular	-	-	UNSET	spy on	-
2503	ausstrecken	regular	-	-	UNSET	stretch out	B2
2504	balancieren	regular	-	-	UNSET	balance	B2
2505	beharren	regular	-	-	UNSET	insist	C1
2506	betiteln	regular	-	-	UNSET	call/entitle	-
2507	draufhaben	regular	-	-	UNSET	be a dab hand at/have something down pat/to be good at	-
2508	einhängen	regular	-	-	UNSET	hang up/link arms/mount	-
2509	entgegnen	regular	-	-	UNSET	answer/counter/reply	B2
2510	entkoppeln	regular	-	-	UNSET	decouple/uncouple	-
2511	fischen	regular	-	-	UNSET	fish	-
2512	flirten	regular	-	-	UNSET	coquet/flirt	-
2513	fluten	regular	-	-	UNSET	flood/flow/pour	-
2514	gewichten	regular	-	-	UNSET	weight	-
2515	hadern	regular	-	-	UNSET	quarrel with	-
2516	hinkommen	irregular	kam hin	hingekommen	sein	fit/manage/reach	-
2517	hinsetzen	regular	-	-	UNSET	put down/sit down	C1
2518	hüllen	regular	-	-	UNSET	cover/wrap	-
2519	injizieren	regular	-	-	UNSET	inject	-
2520	klaffen	regular	-	-	UNSET	gape/yawn	-
2521	klatschen	regular	-	-	UNSET	backbite/clap/gossip	A2
2522	mustern	regular	-	-	UNSET	scrutinise	-
2523	neutralisieren	regular	-	-	UNSET	neutralise	-
2524	sanktionieren	regular	-	-	UNSET	sanction	-
2525	sprudeln	regular	-	-	UNSET	bubble/gush/sparkle	-
2526	tangieren	regular	-	-	UNSET	bother/touch	-
2527	tracken	regular	-	-	UNSET	track	-
2528	traumatisieren	regular	-	-	UNSET	traumatise	-
2529	umsiedeln	regular	-	-	UNSET	resettle	-
2530	verblüffen	regular	-	-	UNSET	amaze/astound/baffle	C1
2531	versöhnen	regular	-	-	UNSET	reconcile/resign	-
2532	vertagen	regular	-	-	UNSET	adjourn/delay/postpone	-
2533	verwischen	regular	-	-	UNSET	blur/cover up/obscure	-
2534	verwüsten	regular	-	-	UNSET	devastate	-
2535	verziehen	irregular	verzog	verzogen	haben	disappear/distort/warp	C1
2536	verzinsen	regular	-	-	UNSET	bear interest/pay interest	-
2537	votieren	regular	-	-	UNSET	vote	-
2538	wähnen	regular	-	-	UNSET	imagine	C1
2539	wegschmeißen	irregular	schmiss weg	weggeschmissen	haben	be in stitches/crack up/discard	-
