rank	word	type	praeteritum	perfekt	auxiliary	english	cefr
776	waschen	irregular	wusch	gewaschen	haben	wash	A1
777	zustehen	irregular	stand zu	zugestanden	haben	be entitled to	C1
778	brennen	irregular	brannte	gebrannt	haben	burn	B1
779	freigeben	irregular	gab frei	freigegeben	haben	release/approve	-
780	bekämpfen	regular	-	-	UNSET	fight/combat	-
781	betreten	irregular	betrat	betreten	haben	enter	B2
782	packen	regular	-	-	UNSET	pack/grab	A1
783	schulen	regular	-	-	UNSET	train	-
784	verteidigen	regular	-	-	UNSET	defend	B1
785	ausweiten	regular	-	-	UNSET	expand/extend	-
786	schildern	regular	-	-	UNSET	describe	B2
787	basteln	regular	-	-	UNSET	do crafts/tinker	A2
788	nachvollziehen	irregular	vollzog nach	nachvollzogen	haben	understand/comprehend	C1
789	umstellen	regular	-	-	UNSET	switch/rearrange	B2
790	veranlassen	regular	-	-	UNSET	cause/arrange	-
791	zulegen	regular	-	-	UNSET	gain/acquire	C1
792	lagern	regular	-	-	UNSET	store/camp	B2
793	verantworten	regular	-	-	UNSET	take responsibility for	B2
794	zusammenfassen	regular	-	-	UNSET	summarise	B1
795	ablösen	regular	-	-	UNSET	replace/relieve	-
796	drucken	regular	-	-	UNSET	print	A1
797	entsorgen	regular	-	-	UNSET	dispose of	B1
798	stürzen	regular	-	-	UNSET	fall/overthrow	B1
799	überarbeiten	regular	-	-	UNSET	revise/rework	-
800	vermissen	regular	-	-	UNSET	miss	A1
801	einhergehen	irregular	ging einher	einhergegangen	sein	go hand in hand with	C1
802	vergehen	irregular	verging	vergangen	sein	pass/elapse	A2
803	wohlfühlen	regular	-	-	UNSET	feel comfortable	B1
804	zurückgeben	irregular	gab zurück	zurückgegeben	haben	return/give back	B1
805	angreifen	irregular	griff an	angegriffen	haben	attack	C1
806	einschalten	regular	-	-	UNSET	turn on/intervene	B1
807	malen	regular	-	-	UNSET	paint/draw	A1
808	einplanen	regular	-	-	UNSET	plan/schedule	A2
809	ausnehmen	irregular	nahm aus	ausgenommen	haben	exclude/gut	C1
810	fungieren	regular	-	-	UNSET	act as/function as	-
811	begreifen	irregular	begriff	begriffen	haben	understand/comprehend	B2
812	anfertigen	regular	-	-	UNSET	produce/make	C1
813	schieben	irregular	schob	geschoben	haben	push/shove	B1
814	wiederfinden	irregular	fand wieder	wiedergefunden	haben	find again	C1
815	gönnen	regular	-	-	UNSET	not begrudge/treat oneself to	B2
816	verdanken	regular	-	-	UNSET	owe	C1
817	verkürzen	regular	-	-	UNSET	shorten	-
818	backen	irregular	buk	gebacken	haben	bake	A2
819	erobern	regular	-	-	UNSET	conquer	C1
820	implementieren	regular	-	-	UNSET	implement	-
821	gewähren	regular	-	-	UNSET	grant	C1
822	abonnieren	regular	-	-	UNSET	subscribe	A2
823	befestigen	regular	-	-	UNSET	attach/fasten	-
824	beherbergen	regular	-	-	UNSET	accommodate/house	C1
825	entgegennehmen	irregular	nahm entgegen	entgegengenommen	haben	accept/receive	-
826	fliehen	irregular	floh	geflohen	sein	flee	B1
827	trauen	regular	-	-	UNSET	trust/dare/marry	C1
828	unterbrechen	irregular	unterbrach	unterbrochen	haben	interrupt	B1
829	zurückziehen	irregular	zog zurück	zurückgezogen	haben	withdraw/pull back	C1
830	abwarten	regular	-	-	UNSET	wait/wait and see	-
831	ausdrucken	regular	-	-	UNSET	print (out)	A2
832	ausschreiben	irregular	schrieb aus	ausgeschrieben	haben	advertise/announce	-
833	einschließen	irregular	schloss ein	eingeschlossen	haben	include/lock in	C1
834	eintauchen	regular	-	-	UNSET	dive in/immerse	B2
835	entgehen	irregular	entging	entgangen	sein	escape/miss	-
836	verkünden	regular	-	-	UNSET	announce/proclaim	C1
837	einfallen	irregular	fiel ein	eingefallen	sein	come to mind/occur	A1
838	anfühlen	regular	-	-	UNSET	feel	B2
839	befördern	regular	-	-	UNSET	promote/transport	C1
840	korrigieren	regular	-	-	UNSET	correct	A1
841	schonen	regular	-	-	UNSET	spare/be easy on	C1
842	stützen	regular	-	-	UNSET	support/lean on	-
843	abbrechen	irregular	brach ab	abgebrochen	haben	break off/cancel	B2
844	anrechnen	regular	-	-	UNSET	credit/count	-
845	blockieren	regular	-	-	UNSET	block	C1
846	minimieren	regular	-	-	UNSET	minimise	-
847	vorwerfen	irregular	warf vor	vorgeworfen	haben	reproach/accuse	B1
848	abziehen	irregular	zog ab	abgezogen	haben	subtract/withdraw	-
849	hinausgehen	irregular	ging hinaus	hinausgegangen	sein	go out/exceed	-
850	zurückblicken	regular	-	-	UNSET	look back	C1
851	übergehen	irregular	ging über	übergegangen	sein	pass/skip over	C1
852	festsetzen	regular	-	-	UNSET	set/determine	B1
853	mischen	regular	-	-	UNSET	mix	A1
854	verstoßen	irregular	verstieß	verstoßen	haben	violate/expel	B2
855	ernähren	regular	-	-	UNSET	feed/nourish	B1
856	verbauen	regular	-	-	UNSET	block/use up (materials)	B2
857	wandeln	regular	-	-	sein	change/stroll	C1
858	einigen	regular	-	-	UNSET	agree/unite	B1
859	hinterfragen	regular	-	-	UNSET	question	B2
860	lenken	regular	-	-	UNSET	steer/direct	B2
861	sortieren	regular	-	-	UNSET	sort	B2
862	verhandeln	regular	-	-	UNSET	negotiate	-
863	bewundern	regular	-	-	UNSET	admire	A2
864	drängen	regular	-	-	UNSET	push/urge	-
865	vergrößern	regular	-	-	UNSET	enlarge/increase	B1
866	verschließen	irregular	verschloss	verschlossen	haben	close/lock	-
867	verwöhnen	regular	-	-	UNSET	spoil/pamper	B2
868	abhalten	irregular	hielt ab	abgehalten	haben	hold/prevent	-
869	anbauen	regular	-	-	UNSET	grow/cultivate	C1
870	anstellen	regular	-	-	UNSET	employ/hire	A2
871	entgegenwirken	regular	-	-	UNSET	counteract	C1
872	gratulieren	regular	-	-	UNSET	congratulate	A1
873	verbleiben	irregular	verblieb	verblieben	sein	remain	B2
874	erlassen	irregular	erließ	erlassen	haben	enact/waive	C1
875	fürchten	regular	-	-	UNSET	fear	B1
876	hochladen	irregular	lud hoch	hochgeladen	haben	upload	A2
877	montieren	regular	-	-	UNSET	install/mount	-
878	auskennen	irregular	kannte aus	ausgekannt	haben	be familiar with	A2
879	fortführen	regular	-	-	UNSET	continue	-
880	spiegeln	regular	-	-	UNSET	reflect/mirror	A2
881	träumen	regular	-	-	UNSET	dream	A2
882	auflisten	regular	-	-	UNSET	list	B2
883	erörtern	regular	-	-	UNSET	discuss/debate	-
884	fangen	irregular	fing	gefangen	haben	catch	B1
885	überweisen	irregular	überwies	überwiesen	haben	transfer	A1
886	verdoppeln	regular	-	-	UNSET	double	B2
887	abschalten	regular	-	-	UNSET	turn off	B2
888	anführen	regular	-	-	UNSET	lead/cite	B2
889	ausliefern	regular	-	-	UNSET	deliver/extradite	-
890	abstellen	regular	-	-	UNSET	turn off/park	A2
891	voranbringen	irregular	brachte voran	vorangebracht	haben	advance/move forward	-
892	abheben	irregular	hob ab	abgehoben	haben	take off/withdraw	A2
893	entziehen	irregular	entzog	entzogen	haben	withdraw/revoke	C1
894	fotografieren	regular	-	-	UNSET	photograph/take a photo	A1
895	interpretieren	regular	-	-	UNSET	interpret	-
896	mitarbeiten	regular	-	-	UNSET	collaborate	-
897	ausleihen	irregular	lieh aus	ausgeliehen	haben	borrow/lend	B1
898	hervorrufen	irregular	rief hervor	hervorgerufen	haben	cause/evoke	-
899	entschließen	irregular	entschloss	entschlossen	haben	decide	-
900	ermutigen	regular	-	-	UNSET	encourage	-
901	übertreffen	irregular	übertraf	übertroffen	haben	surpass/exceed	-
902	verpacken	regular	-	-	UNSET	pack/wrap	B1
903	zuhören	regular	-	-	UNSET	listen	A2
904	programmieren	regular	-	-	UNSET	program/code	A2
905	darlegen	regular	-	-	UNSET	explain/present	C1
906	heiraten	regular	-	-	UNSET	marry	A1
907	widerrufen	irregular	widerrief	widerrufen	haben	revoke/cancel	B2
908	einlassen	irregular	ließ ein	eingelassen	haben	let in/get involved in	B2
909	ernennen	irregular	ernannte	ernannt	haben	appoint	B2
910	werten	regular	-	-	UNSET	rate/evaluate	-
911	nachlesen	irregular	las nach	nachgelesen	haben	look up/read up on	-
912	abzielen	regular	-	-	UNSET	aim at	C1
913	anweisen	irregular	wies an	angewiesen	haben	instruct/assign	-
914	bestechen	irregular	bestach	bestochen	haben	bribe/impress	-
915	schädigen	regular	-	-	UNSET	damage/harm	C1
916	verweigern	regular	-	-	UNSET	refuse/deny	C1
917	anklicken	regular	-	-	UNSET	click on	A1
918	aufbringen	irregular	brachte auf	aufgebracht	haben	raise/apply	C1
919	versammeln	regular	-	-	UNSET	gather/assemble	C1
920	gliedern	regular	-	-	UNSET	structure/divide	B2
921	unterschätzen	regular	-	-	UNSET	underestimate	C1
922	abschaffen	regular	-	-	UNSET	abolish	C1
923	abweichen	irregular	wich ab	abgewichen	sein	deviate/differ	B2
924	stehlen	irregular	stahl	gestohlen	haben	steal	B1
925	übersteigen	irregular	überstieg	überstiegen	haben	exceed	-
926	vortragen	irregular	trug vor	vorgetragen	haben	present/recite	A2
927	ausstrahlen	regular	-	-	UNSET	broadcast/radiate	C1
928	erholen	regular	-	-	UNSET	recover/relax	B1
929	schienen	regular	-	-	UNSET	seem/seemed	-
930	verschenken	regular	-	-	UNSET	give away	B2
931	vorlesen	irregular	las vor	vorgelesen	haben	read aloud	A1
932	zurücklegen	regular	-	-	UNSET	cover (distance)/save	-
933	schwimmen	irregular	schwamm	geschwommen	sein	swim	A1
934	ansagen	regular	-	-	UNSET	announce	-
935	kriegen	regular	-	-	UNSET	get	A1
936	repräsentieren	regular	-	-	UNSET	represent	C1
937	streiten	irregular	stritt	gestritten	haben	argue/fight	A2
938	abspielen	regular	-	-	UNSET	play (back)	B1
939	ausscheiden	irregular	schied aus	ausgeschieden	sein	drop out/be eliminated	-
940	ignorieren	regular	-	-	UNSET	ignore	B2
941	umziehen	irregular	zog um	umgezogen	sein	move/change clothes	A1
942	übersehen	irregular	übersah	übersehen	haben	overlook	B2
943	wiegen	irregular	wog	gewogen	haben	weigh	A1
944	einbetten	regular	-	-	UNSET	embed	-
945	fokussieren	regular	-	-	UNSET	focus	-
946	kleben	regular	-	-	UNSET	stick/glue	B1
947	zuweisen	irregular	wies zu	zugewiesen	haben	assign	C1
948	abrechnen	regular	-	-	UNSET	settle/bill	-
949	ausbreiten	regular	-	-	UNSET	spread out	-
950	dominieren	regular	-	-	UNSET	dominate	C1
951	eingreifen	irregular	griff ein	eingegriffen	haben	intervene	-
952	umbauen	regular	-	-	UNSET	rebuild/renovate	B2
953	vollziehen	irregular	vollzog	vollzogen	haben	carry out/execute	C1
954	aufladen	irregular	lud auf	aufgeladen	haben	charge/load	B1
955	erbauen	regular	-	-	UNSET	build/construct	-
956	ernten	regular	-	-	UNSET	harvest	B2
957	reservieren	regular	-	-	UNSET	reserve	A1
958	verständigen	regular	-	-	UNSET	notify/inform	B2
959	zusammenführen	regular	-	-	UNSET	bring together	C1
960	zusammenhängen	irregular	hing zusammen	zusammengehangen	haben	be connected/be related	B2
961	fressen	irregular	fraß	gefressen	haben	eat (animals)/devour	B1
962	reparieren	regular	-	-	UNSET	repair	A1
963	zugeben	irregular	gab zu	zugegeben	haben	admit	B2
964	pflanzen	regular	-	-	UNSET	plant	B1
965	unterteilen	regular	-	-	UNSET	divide	C1
966	aufpassen	regular	-	-	UNSET	pay attention/be careful	A1
967	bestreiten	irregular	bestritt	bestritten	haben	deny/finance	B2
968	eintreffen	irregular	traf ein	eingetroffen	sein	arrive	C1
969	erwirtschaften	regular	-	-	UNSET	generate/earn	C1
970	hinnehmen	irregular	nahm hin	hingenommen	haben	accept/put up with	B2
971	überfordern	regular	-	-	UNSET	overwhelm	B2
972	tauchen	regular	-	-	UNSET	dive	A2
973	zusagen	regular	-	-	UNSET	accept/promise	A2
974	aufsetzen	regular	-	-	UNSET	put on/draft	-
975	bestaunen	regular	-	-	UNSET	marvel at	-
976	wiedergeben	irregular	gab wieder	wiedergegeben	haben	reproduce/render	A1
977	austragen	irregular	trug aus	ausgetragen	haben	deliver/host (event)	A2
978	einloggen	regular	-	-	UNSET	log in	-
979	erhoffen	regular	-	-	UNSET	hope for	B2
980	zurückweisen	irregular	wies zurück	zurückgewiesen	haben	reject/refuse	C1
981	behindern	regular	-	-	UNSET	hinder/obstruct	B1
982	entlassen	irregular	entließ	entlassen	haben	dismiss/fire	A2
983	klagen	regular	-	-	UNSET	complain/sue	B1
984	weiterführen	regular	-	-	UNSET	continue	C1
985	anheben	irregular	hob an	angehoben	haben	raise/lift	-
986	anknüpfen	regular	-	-	UNSET	connect/resume	B2
987	aufgehen	irregular	ging auf	aufgegangen	sein	open/work out	B2
988	beanspruchen	regular	-	-	UNSET	claim/demand	C1
989	gucken	regular	-	-	UNSET	look/watch	B1
990	ordnen	regular	-	-	UNSET	arrange/organise	B1
991	teilhaben	regular	-	-	UNSET	participate/share in	C1
992	verbrennen	irregular	verbrannte	verbrannt	haben	burn	B1
993	versterben	irregular	verstarb	verstorben	sein	pass away/die	B2
994	ausnutzen	regular	-	-	UNSET	exploit/take advantage of	B2
995	schelten	irregular	schalt	gescholten	haben	scold	-
996	unterziehen	irregular	unterzog	unterzogen	haben	undergo/subject to	-
997	vermerken	regular	-	-	UNSET	note/record	C1
998	vorfinden	irregular	fand vor	vorgefunden	haben	find	-
999	reißen	irregular	riss	gerissen	haben	tear/rip	C1
1000	resultieren	regular	-	-	UNSET	result	-
1001	abfragen	regular	-	-	UNSET	query	-
1002	anreisen	regular	-	-	UNSET	arrive/travel (to)	-
1003	erwischen	regular	-	-	UNSET	catch	B2
1004	gegenüberstehen	irregular	stand gegenüber	gegenübergestanden	haben	face	-
1005	nominieren	regular	-	-	UNSET	designate/nominate	-
1006	notieren	regular	-	-	UNSET	note/write down	A1
1007	mitspielen	regular	-	-	UNSET	play along/cooperate	A2
1008	verlieben	regular	-	-	UNSET	fall in love	A2
1009	entführen	regular	-	-	UNSET	kidnap/abduct	B2
1010	hindeuten	regular	-	-	UNSET	indicate/point	C1
1011	neigen	regular	-	-	UNSET	tend/incline	C1
1012	rauchen	regular	-	-	UNSET	smoke	A1
1013	räumen	regular	-	-	UNSET	clear/vacate	B1
1014	aufbrechen	irregular	brach auf	aufgebrochen	sein	break open/set off	B2
1015	aufzeichnen	regular	-	-	UNSET	record	C1
1016	ausrüsten	regular	-	-	UNSET	equip	-
1017	beschaffen	regular	-	-	UNSET	obtain/procure	-
1018	surfen	regular	-	-	UNSET	surf	A2
1019	auflegen	regular	-	-	UNSET	hang up/put on	-
1020	einteilen	regular	-	-	UNSET	divide/classify	B2
1021	evaluieren	regular	-	-	UNSET	evaluate	-
1022	offenbaren	regular	-	-	UNSET	reveal	C1
1023	vermieten	regular	-	-	UNSET	let/rent out	A1
1024	bewilligen	regular	-	-	UNSET	approve/grant	-
1025	fertigstellen	regular	-	-	UNSET	complete/finish	-
1026	mindern	regular	-	-	UNSET	reduce	-
1027	obliegen	irregular	oblag	oblegen	haben	be the responsibility of	-
1028	überstehen	irregular	überstand	überstanden	haben	survive/get through	-
1029	untersagen	regular	-	-	UNSET	ban	-
1030	vernichten	regular	-	-	UNSET	annihilate	B2
1031	fügen	regular	-	-	UNSET	join/merge	-
1032	herauskommen	irregular	kam heraus	herausgekommen	sein	come out/result	C1
1033	vorbeikommen	irregular	kam vorbei	vorbeigekommen	sein	come by/pass by	-
1034	klarstellen	regular	-	-	UNSET	clarify/make clear	-
1035	zielen	regular	-	-	UNSET	aim/direct	-
1036	antreiben	irregular	trieb an	angetrieben	haben	drive/urge	C1
1037	freischalten	regular	-	-	UNSET	activate/unlock	-
1038	bekennen	irregular	bekannte	bekannt	haben	confess/profess	-
1039	zurückkommen	irregular	kam zurück	zurückgekommen	sein	come back/return	A2
1040	missen	regular	-	-	UNSET	miss/do without	-
1041	riechen	irregular	roch	gerochen	haben	smell	A1
1042	überführen	regular	-	-	UNSET	convict/transport	-
1043	überqueren	regular	-	-	UNSET	cross/traverse	B1
1044	wundern	regular	-	-	UNSET	surprise/wonder	B2
1045	anstoßen	irregular	stieß an	angestoßen	haben	initiate/clink glasses	-
1046	aufwerten	regular	-	-	UNSET	upgrade/enhance	-
1047	einweihen	regular	-	-	UNSET	inaugurate/initiate	-
1048	errechnen	regular	-	-	UNSET	calculate	C1
1049	regulieren	regular	-	-	UNSET	regulate/set	B2
1050	verlinken	regular	-	-	UNSET	link	B1
1051	zusammenschließen	irregular	schloss zusammen	zusammengeschlossen	haben	merge/join together	-
1052	besorgen	regular	-	-	UNSET	get/obtain	A2
1053	inszenieren	regular	-	-	UNSET	stage	-
1054	mithelfen	irregular	half mit	mitgeholfen	haben	assist/help	A2
1055	trocknen	regular	-	-	UNSET	dry	B1
1056	verschlüsseln	regular	-	-	UNSET	encrypt	-
1057	abwickeln	regular	-	-	UNSET	handle/process	C1
1058	einarbeiten	regular	-	-	UNSET	train	C1
1059	glänzen	regular	-	-	UNSET	shine/excel	B2
1060	lindern	regular	-	-	UNSET	alleviate/ease	B2
1061	verschärfen	regular	-	-	UNSET	tighten/intensify	B2
1062	vorbeischauen	regular	-	-	UNSET	stop by/drop in	-
1063	zustellen	regular	-	-	UNSET	block/deliver	B1
1064	beibringen	irregular	brachte bei	beigebracht	haben	teach	B2
1065	küren	regular	-	-	UNSET	choose/elect	-
1066	abbiegen	irregular	bog ab	abgebogen	sein	bend/turn	B1
1067	anrichten	regular	-	-	UNSET	cause/serve (food)	-
1068	einschlagen	irregular	schlug ein	eingeschlagen	haben	hit/take (a path)	B2
1069	telefonieren	regular	-	-	UNSET	telephone	A1
1070	antreffen	irregular	traf an	angetroffen	haben	find/encounter	C1
1071	begünstigen	regular	-	-	UNSET	facilitate/favour	-
1072	enttäuschen	regular	-	-	UNSET	disappoint	B1
1073	automatisieren	regular	-	-	UNSET	automate	C1
1074	beabsichtigen	regular	-	-	UNSET	intend	-
1075	plädieren	regular	-	-	UNSET	advocate/plead	B2
1076	schlüpfen	regular	-	-	UNSET	slip/hatch	B2
1077	verbuchen	regular	-	-	UNSET	enter	-
1078	verlagern	regular	-	-	UNSET	relocate/shift	B2
1079	kehren	regular	-	-	UNSET	sweep/turn	-
1080	stabilisieren	regular	-	-	UNSET	stabilise	-
1081	zaubern	regular	-	-	UNSET	do magic	-
1082	anmerken	regular	-	-	UNSET	note/remark	B2
1083	ärgern	regular	-	-	UNSET	annoy	A2
1084	experimentieren	regular	-	-	UNSET	experiment	B2
1085	formen	regular	-	-	UNSET	form/shape	C1
1086	anbinden	irregular	band an	angebunden	haben	tie/connect	-
1087	aufmachen	regular	-	-	UNSET	open	A1
1088	ergehen	irregular	erging	ergangen	sein	be issued/fare	B2
1089	ermorden	regular	-	-	UNSET	murder	-
1090	knacken	regular	-	-	UNSET	crack	C1
1091	kreieren	regular	-	-	UNSET	create	B2
1092	vermarkten	regular	-	-	UNSET	market	-
1093	abzeichnen	regular	-	-	UNSET	become apparent	C1
1094	ähneln	regular	-	-	UNSET	resemble	B2
1095	aufstehen	irregular	stand auf	aufgestanden	sein	get up/stand up	A1
1096	aufsteigen	irregular	stieg auf	aufgestiegen	sein	rise/climb	C1
1097	durchsuchen	regular	-	-	UNSET	search	-
1098	rollen	regular	-	-	UNSET	roll	-
1099	aussagen	regular	-	-	UNSET	state/testify	-
1100	beibehalten	irregular	behielt bei	beibehalten	haben	maintain	-
1101	beruhigen	regular	-	-	UNSET	calm/calm down	A2
1102	posten	regular	-	-	UNSET	post	A2
1103	wahren	regular	-	-	UNSET	maintain/preserve	C1
1104	zeugen	regular	-	-	UNSET	testify/father	C1
1105	zitieren	regular	-	-	UNSET	cite/quote	-
1106	begehren	regular	-	-	UNSET	desire	-
1107	betätigen	regular	-	-	UNSET	operate/activate	C1
1108	ruhen	regular	-	-	UNSET	rest	B2
1109	abmelden	regular	-	-	UNSET	give notice of/log out	-
1110	bescheren	regular	-	-	UNSET	bring/give (as a gift)	C1
1111	schmücken	regular	-	-	UNSET	adorn	-
1112	tippen	regular	-	-	UNSET	type/tap/bet	B1
1113	verdrängen	regular	-	-	UNSET	displace/suppress	B2
1114	vernachlässigen	regular	-	-	UNSET	neglect	C1
1115	vertragen	irregular	vertrug	vertragen	haben	get along with/tolerate	-
1116	appellieren	regular	-	-	UNSET	appeal	-
1117	füttern	regular	-	-	UNSET	feed	A2
1118	nachlassen	irregular	ließ nach	nachgelassen	haben	decrease/let up	C1
1119	beklagen	regular	-	-	UNSET	bemoan/complain	C1
1120	meiden	irregular	mied	gemieden	haben	avoid	B2
1121	verschreiben	irregular	verschrieb	verschrieben	haben	prescribe	B1
1122	zugutekommen	irregular	kam zugute	zugutegekommen	sein	benefit	-
1123	andauern	regular	-	-	UNSET	continue	-
1124	ausweichen	irregular	wich aus	ausgewichen	sein	avoid/dodge	B2
1125	befristen	regular	-	-	UNSET	set a time limit on	-
1126	erfragen	regular	-	-	UNSET	ask	A2
1127	filtern	regular	-	-	UNSET	filter	C1
1128	intensivieren	regular	-	-	UNSET	intensify	-
1129	erschaffen	irregular	erschuf	erschaffen	haben	create	C1
1130	festigen	regular	-	-	UNSET	strengthen/consolidate	-
1131	klettern	regular	-	-	sein	climb	A1
1132	kürzen	regular	-	-	UNSET	shorten/reduce	-
1133	putzen	regular	-	-	UNSET	clean	A2
1134	verschlechtern	regular	-	-	UNSET	worsen/deteriorate	-
1135	abreißen	irregular	riss ab	abgerissen	haben	demolish/tear off	-
1136	bescheinigen	regular	-	-	UNSET	certify/confirm	-
1137	mithalten	irregular	hielt mit	mitgehalten	haben	keep up with	C1
1138	stechen	irregular	stach	gestochen	haben	sting	B1
1139	verfallen	irregular	verfiel	verfallen	sein	expire/decay	C1
1140	kompensieren	regular	-	-	UNSET	compensate	-
1141	loswerden	irregular	wurde los	losgeworden	sein	get rid of	C1
1142	riskieren	regular	-	-	UNSET	hazard/risk	B2
1143	stöbern	regular	-	-	UNSET	browse/rummage	-
1144	veranschaulichen	regular	-	-	UNSET	exemplify/illustrate	-
1145	wiederherstellen	regular	-	-	UNSET	recover/restore	-
1146	bekräftigen	regular	-	-	UNSET	confirm/reaffirm	-
1147	eindringen	irregular	drang ein	eingedrungen	sein	intrude	-
1148	flüchten	regular	-	-	UNSET	escape/flee	-
1149	listen	regular	-	-	UNSET	list	-
1150	festnehmen	irregular	nahm fest	festgenommen	haben	arrest	B1
1151	nützen	regular	-	-	UNSET	be useful	B1
1152	rüsten	regular	-	-	UNSET	arm/prepare	-
1153	abkühlen	regular	-	-	UNSET	cool	-
1154	ausbleiben	irregular	blieb aus	ausgeblieben	sein	fail to appear/happen	C1
1155	erhitzen	regular	-	-	UNSET	heat/heat up	-
1156	heilen	regular	-	-	UNSET	cure/heal	A2
1157	rühren	regular	-	-	UNSET	stir/move	C1
1158	verzögern	regular	-	-	UNSET	delay/hold back	C1
1159	absagen	regular	-	-	UNSET	cancel	A2
1160	argumentieren	regular	-	-	UNSET	argue	-
1161	ausarbeiten	regular	-	-	UNSET	work out/develop	C1
1162	ausbrechen	irregular	brach aus	ausgebrochen	sein	break out/escape	C1
1163	begutachten	regular	-	-	UNSET	assess	-
1164	einzahlen	regular	-	-	UNSET	deposit	B1
1165	fixieren	regular	-	-	UNSET	fix/focus	-
1166	importieren	regular	-	-	UNSET	import	B2
