rank	article	word	plural	english	cefr	flags
1168	das	Trinkgeld	Trinkgelder	tip	A1	-
6917	der	Triumph	Triumphe	triumph	-	-
6918	die	Umweltverträglichkeitsprüfung	Umweltverträglichkeitsprüfungen	environmental impact assessment	-	-
6919	die	Universitätsklinik	Universitätskliniken	university clinic	-	-
6920	die	Unmenge	Unmengen	huge amount/plethora	-	-
6921	das	Unterfangen	Unterfangen	undertaking	-	-
6922	die	Unterhaltungselektronik	—	consumer electronics	-	-
6923	das	Unverständnis	Unverständnisse	lack of understanding	B2	-
6924	die	Veredelung	Veredelungen	ennoblement/ennobling/finishing	-	-
6925	das	Verlagshaus	Verlagshäuser	publishing house	-	-
6926	die	Verschärfung	Verschärfungen	tightening/intensification	-	-
6927	die	Versicherungsgesellschaft	Versicherungsgesellschaften	insurance company	-	-
6928	die	Vertragspartei	Vertragsparteien	party	-	-
6929	der	Videoclip	Videoclips	video clip	-	-
6930	die	Vogelwelt	Vogelwelten	birdlife/world of birds	-	-
6931	die	Vollstreckung	Vollstreckungen	enforcement	-	-
6932	die	Vollzeitstelle	Vollzeitstellen	full-time position	-	-
6933	die	Vorauswahl	Vorauswahlen	preselection/shortlist	-	-
6934	der	Vormarsch	Vormärsche	advance	B2	-
6935	der	Wasservogel	Wasservögel	water bird/waterfowl	-	-
4487	die	Wirtschaftskraft	Wirtschaftskräfte	economic strength	C1	-
6937	die	Zeche	Zechen	bill/mine	C1	-
6939	der	Zerfall	Zerfälle	decay/decline/disintegration	B2	-
6940	die	Zweigstelle	Zweigstellen	branch office	-	-
6941	die	Ablage	Ablagen	storage	-	-
6942	die	Abschrift	Abschriften	copy/manuscript/transcript	-	-
6943	die	Abtei	Abteien	abbey	-	-
6944	die	Ackerfläche	Ackerflächen	arable land/cultivated area	-	-
6945	die	Agrarwirtschaft	Agrarwirtschaften	agriculture	-	-
6946	der	Anästhesist	Anästhesisten	anaesthetist	-	weak
1894	der	Apparat	Apparate	accessory/apparatus/appliance	A2	-
6948	das	Ausstellungsstück	Ausstellungsstücke	exhibition piece	-	-
6949	der	Ausstoß	Ausstöße	emission/output/production	-	-
6950	die	Barmherzigkeit	—	charity/mercy/tenderheartedness	-	-
6951	das	Bauamt	Bauämter	building authority	-	-
6952	das	Baumhaus	Baumhäuser	treehouse	-	-
6953	die	Beanspruchung	Beanspruchungen	strain/demand	-	-
6954	das	Behältnis	Behältnisse	container/receptacle	-	-
6955	die	Betriebsvereinbarung	Betriebsvereinbarungen	works agreement/company agreement	-	-
6956	das	Blockheizkraftwerk	Blockheizkraftwerke	cogeneration unit	-	-
6957	der	Bodenschutz	—	soil conservation	-	-
3613	das	Brautkleid	Brautkleider	wedding dress/wedding gown	A2	-
4488	der	Chatbot	Chatbots	chatbot/chatterbot	C1	-
6960	die	Christin	Christinnen	Christian	-	-
6961	die	Computertomographie	Computertomographien	computed tomography	-	-
6962	das	Derby	Derbys	derby/local derby	-	-
6963	die	Digitalkamera	Digitalkameras	digital camera	-	-
6964	die	Dorfkirche	Dorfkirchen	village church	-	-
6965	die	Düne	Dünen	dune/sand dune	-	-
6966	das	Durchhaltevermögen	—	stamina/perseverance	C1	-
6967	das	Ego	Egos	ego	-	-
6968	das	Eigelb	Eigelbe	egg yolk	-	-
6969	die	Eigentümerin	Eigentümerinnen	proprietor	-	-
3073	die	Einbahnstraße	Einbahnstraßen	one-way/one-way street	B1	-
6971	die	Energiegewinnung	Energiegewinnungen	energy production	-	-
6972	die	Entwicklungsphase	Entwicklungsphasen	development phase	C1	-
4489	die	Erderwärmung	Erderwärmungen	global warming	C1	-
4491	die	Erdoberfläche	Erdoberflächen	earth's surface/surface of the earth	C1	-
6975	der	Ergotherapeut	Ergotherapeuten	occupational therapist	-	weak
6976	der	Europameister	Europameister	European champion	-	-
6977	der	Extrakt	Extrakte	abstract/essence/extract	-	-
6978	der	Facharbeiter	Facharbeiter	skilled worker	-	-
6979	der	Fachhändler	Fachhändler	specialist dealer/specialist retailer	-	-
6980	das	Fahrradfahren	—	cycling	-	-
6981	der	Fahrschein	Fahrscheine	ticket	-	-
6982	das	Familienfest	Familienfeste	family celebration	-	-
6983	die	Ferienzeit	Ferienzeiten	holiday time	C1	-
6984	die	Flusslandschaft	Flusslandschaften	river landscape/riverscape	-	-
6985	das	Forschungsgebiet	Forschungsgebiete	research area	-	-
6986	die	Gebietskörperschaft	Gebietskörperschaften	regional authority/local authority	-	-
1895	die	Geldbörse	Geldbörsen	purse/wallet	A2	-
6988	die	Gemeindeordnung	Gemeindeordnungen	municipal code/municipal regulations	-	-
6989	die	Gesamtbevölkerung	Gesamtbevölkerungen	total population	C1	-
6990	das	Gesamtjahr	Gesamtjahre	full year	-	-
6991	der	Grundgedanke	Grundgedanken	basis idea	-	weak
6992	die	Grundsteinlegung	Grundsteinlegungen	groundbreaking/laying the first stone	-	-
6993	der	Gruppenraum	Gruppenräume	group room	-	-
6994	der	Gummi	Gummi	rubber/eraser/condom	C1	-
6995	der	Gynäkologe	Gynäkologen	gynaecologist	-	weak
6996	die	Handlungsfähigkeit	Handlungsfähigkeiten	capacity to act/legal capacity	-	-
6997	der	Heimwerker	Heimwerker	handyman	-	-
3076	die	Heldin	Heldinnen	heroine	B1	-
6999	der	Hocker	Hocker	stool	-	-
7000	der	Hundehalter	Hundehalter	dog owner	-	-
7001	die	Ikone	Ikonen	icon/iconic figure	-	-
7002	der	Impfschutz	—	vaccination protection	-	-
7003	der	Importeur	Importeure	importer	-	-
7004	die	Isolierung	Isolierungen	insulation/isolation	-	-
7005	der	Kalendertag	Kalendertage	calendar day	-	-
7006	der	Kamm	Kämme	comb/crown/ridge	B2	-
7007	das	Karussell	Karussells	carousel/merry-go-round	A1	-
7008	der	Kick	Kicks	kick/thrill	C1	-
7009	der	Kinderschuh	Kinderschuhe	children’s shoe/child’s shoe/kid’s shoe	-	-
7010	das	Kindeswohl	—	child welfare	-	-
7011	die	Kirchenleitung	Kirchenleitungen	church leadership	-	-
7012	der	Kleinbus	Kleinbusse	minibus	-	-
7013	der	Kleinunternehmer	Kleinunternehmer	small business owner	-	-
7014	der	Kohlenstoff	—	carbon	-	-
7015	das	Kollektiv	Kollektive	collective	-	-
7016	der	Kommunikationskanal	Kommunikationskanäle	communication channel	-	-
7017	das	Kommunikationsmittel	Kommunikationsmittel	means of communication	B2	-
7018	der	Konferenzraum	Konferenzräume	conference room	-	-
7019	die	Koordinate	Koordinaten	coordinate	-	-
7020	das	Korallenriff	Korallenriffe	coral reef	-	-
7021	die	Körpertemperatur	Körpertemperaturen	body temperature	B2	-
4492	die	Kostprobe	Kostproben	sample/taste/tasting	C1	-
7023	der	Kranz	Kränze	wreath/garland	-	-
7024	der	Kulturschaffende	Kulturschaffenden	cultural professional/creative artist	-	adjNoun
7025	die	Kulturszene	Kulturszenen	cultural scene	-	-
7026	der	Kundendienst	Kundendienste	customer service	-	-
7027	die	Kundenkarte	Kundenkarten	loyalty card/storecard	-	-
3616	die	Kutsche	Kutschen	carriage/coach	A2	-
7029	die	Lacke	Lacken	puddle (Austrian)	-	-
7030	der	Landesteil	Landesteile	part of the country	-	-
7031	der	Lärmschutz	—	noise protection	-	-
7032	die	Lebenswirklichkeit	Lebenswirklichkeiten	life reality	-	-
7033	der	Leckerbissen	Leckerbissen	delectation/delicacy	-	-
7034	die	Leichtathletik	—	athletics	-	-
7035	der	Leistungsdruck	—	performance pressure	C1	-
7036	das	Leitmotiv	Leitmotive	leitmotif/leitmotiv	-	-
7037	die	Linderung	Linderungen	relief	-	-
7038	der	Luftverkehr	Luftverkehre	air traffic	-	-
7039	die	Mailingliste	Mailinglisten	mailing list	-	-
7040	der	Marker	Marker	marker	C1	-
7041	das	Maximum	Maxima	maximum	-	-
7042	die	Mieterhöhung	Mieterhöhungen	rent increase	-	-
7043	der	Mittagstisch	Mittagstische	lunch menu/lunch special	-	-
7044	die	Modalität	Modalitäten	modality	-	-
3077	das	Mountainbike	Mountainbikes	mountain bicycle/mountain bike	A2	-
7046	der	Namensgeber	Namensgeber	namesake	-	-
7047	die	Nebentätigkeit	Nebentätigkeiten	secondary employment/side job	-	-
7048	die	Obstsorte	Obstsorten	fruit variety	-	-
7049	der	Ortsrand	Ortsränder	outskirts/edge of town	-	-
7050	der	Ortsvorsteher	Ortsvorsteher	local mayor/village leader	-	-
7051	die	Personalie	Personalien	personnel matter	-	-
7052	das	Pfarrhaus	Pfarrhäuser	parsonage/rectory	-	-
7053	die	Platine	Platinen	printed circuit board	-	-
7054	die	Polizeidienststelle	Polizeidienststellen	police department	-	-
7055	die	Pressemeldung	Pressemeldungen	press release	-	-
7056	die	Privatwirtschaft	—	private enterprise/private sector	-	-
7057	die	Provokation	Provokationen	provocation	C1	-
4493	der	Quatsch	—	nonsense (colloquial)/rubbish	A1	-
7059	die	Quest	Quests	quest	-	-
7060	der	Rechtspopulismus	—	right-wing populism	-	-
7061	die	Rechtsverletzung	Rechtsverletzungen	violation of law	-	-
4494	die	Redewendung	Redewendungen	figure of speech/idiom/locution	C1	-
7063	der	Regler	Regler	controller	-	-
7064	der	Rivale	Rivalen	rival	-	weak
7065	der	Sachunterricht	—	general studies (school subject)	-	-
7066	der	Sachverstand	—	expertise	-	-
7067	der	Safe	Safes	safe	C1	-
7068	der	Sammelband	Sammelbände	anthology	-	-
7069	die	Schattenseite	Schattenseiten	dark side/downside	C1	-
864	der	Schinken	Schinken	ham	A1	-
7071	die	Schnelle	Schnellen	speed/quickness	-	-
4133	die	Schulbildung	Schulbildungen	school education	B2	-
7073	der	Schwangerschaftsabbruch	Schwangerschaftsabbrüche	abortion/termination of pregnancy	-	-
7074	die	Schwerkraft	Schwerkräfte	force of gravity/gravitation/gravity	-	-
7075	der	Seeadler	Seeadler	erne/grey sea eagle/sea eagle	-	-
7076	die	Seenplatte	Seenplatten	lake district	-	-
7077	der	Sozialstaat	Sozialstaaten	welfare state	-	-
7078	die	Spirale	Spiralen	spiral	-	-
7079	das	Sprachniveau	Sprachniveaus	language level/register	-	-
7080	die	Stadtmitte	Stadtmitten	city centre	-	-
7081	das	Stadtviertel	Stadtviertel	district	-	-
7082	das	Stereotyp	Stereotype	stereotype	-	-
7083	das	Steuergeld	Steuergelder	tax money	-	-
1897	der	Stiefel	Stiefel	boot	A1	-
7085	der	Thron	Throne	throne	B2	-
7086	der	Tierhalter	Tierhalter	pet owner/animal keeper	-	-
4135	das	Timing	Timings	timing	B2	-
7088	die	Übersendung	Übersendungen	sending/transmission	-	-
7089	der	Umweltschützer	Umweltschützer	environmentalist	-	-
7090	die	Umwelttechnik	Umwelttechniken	environmental technology	-	-
7091	die	Unstimmigkeit	Unstimmigkeiten	discrepancy/disagreement	B2	-
7092	das	Unterhaus	Unterhäuser	House of Commons/lower chamber/lower house	-	-
7093	die	Unterschiedlichkeit	Unterschiedlichkeiten	diversity/difference	-	-
7094	das	Untersuchungsergebnis	Untersuchungsergebnisse	investigation result	-	-
7095	der	Vertragsabschluss	Vertragsabschlüsse	contract conclusion/signing of a contract	-	-
7096	die	Vertreterversammlung	Vertreterversammlungen	representative assembly/delegates' meeting	-	-
7097	das	Verwaltungsgebäude	Verwaltungsgebäude	administrative building	-	-
7098	das	Verwaltungsverfahren	Verwaltungsverfahren	administrative procedure	-	-
7099	der	Vierte	Vierten	fourth	-	adjNoun
7100	das	Vorzeichen	Vorzeichen	sign/omen/accidental	-	-
7101	der	Wahlhelfer	Wahlhelfer	campaigner/election assistant/election worker	-	-
7102	die	Waldorfschule	Waldorfschulen	Waldorf school	-	-
7103	das	Wandbild	Wandbilder	mural	-	-
3078	das	Waschmittel	Waschmittel	laundry detergent	B1	-
7105	der	Weiße	Weißen	Caucasian/white	-	adjNoun
7106	der	Weltmarkt	Weltmärkte	world market	-	-
7107	der	Werkvertrag	Werkverträge	contract for work/services	-	-
1169	der	Wetterbericht	Wetterberichte	weather forecast	A1	-
7109	die	Wiederaufnahme	Wiederaufnahmen	resumption	-	-
7110	der	Zitronensaft	Zitronensäfte	lemon juice	-	-
7111	der	Zugvogel	Zugvögel	bird of passage/migrant/migratory bird	-	-
7112	die	Zuneigung	Zuneigungen	affection	B2	-
7113	der	Zuzug	Zuzüge	influx/arrival of new residents	-	-
7114	die	Zwischenbilanz	Zwischenbilanzen	interim balance	-	-
7115	die	Anamnese	Anamnesen	anamnesis	-	-
7116	der	Andrang	—	rush/crowd	C1	-
7117	das	Angesicht	Angesichter	countenance/face/visage	-	-
7118	der	Angler	Angler	angler	-	-
867	die	Anrede	Anreden	address/form of address/salutation	A1	-
7120	die	Approbation	Approbationen	licence to practise medicine	-	-
7121	der	Arbeitseinsatz	Arbeitseinsätze	work assignment/labor deployment	-	-
7122	die	Arbeitslosenquote	Arbeitslosenquoten	jobless rate/rate of unemployment/unemployment rate	C1	-
7123	das	Artefakt	Artefakte	artefact/artifact	-	-
7124	der	Ausklang	Ausklänge	conclusion/end/end off	-	-
7125	der	Außenhandel	—	external trade/foreign trade	-	-
7126	die	Baumkrone	Baumkronen	top/treetop	-	-
7127	das	Bauunternehmen	Bauunternehmen	construction company	-	-
7128	die	Begebenheit	Begebenheiten	event/incident	-	-
7129	die	Bepflanzung	Bepflanzungen	planting/plants	-	-
7130	die	Betroffenheit	Betroffenheiten	concern/involvement	-	-
7131	der	Bioabfall	Bioabfälle	biowaste/organic waste	-	-
7132	die	Collage	Collagen	collage	-	-
7133	der	Dachs	Dachse	badger	-	-
7134	der	Datenschützer	Datenschützer	data protection officer	-	-
7135	der	Dezernent	Dezernenten	senior colleague/senior official	-	weak
7136	das	Eckdaten	Eckdaten	key data/key figures	-	-
4495	die	Ehrlichkeit	—	honesty/sincerity	C1	-
7138	die	Einbauküche	Einbauküchen	fitted kitchen	-	-
7139	der	Einbruchschutz	—	burglary protection	-	-
3618	die	Einbürgerung	Einbürgerungen	naturalisation	A2	-
7141	die	Einspeisung	Einspeisungen	feed-in/input	-	-
7142	die	Einzelmaßnahme	Einzelmaßnahmen	individual measure	-	-
7143	der	Eisprung	Eisprünge	ovulation	-	-
7144	die	Elastizität	—	elasticity	-	-
7145	die	Energieberatung	Energieberatungen	energy advice	-	-
7146	die	Entbindung	Entbindungen	childbirth/delivery	-	-
7147	der	Ex	Ex	ex/ex (former partner)	-	-
7148	das	Examen	Examina	exam	B2	-
7149	der	Fachbetrieb	Fachbetriebe	specialised company	-	-
7150	der	Fahrradhelm	Fahrradhelme	cycle helmet	-	-
7151	die	Fahrschule	Fahrschulen	driving school	-	-
7152	die	Fahrzeugtechnik	Fahrzeugtechniken	automotive engineering	-	-
7153	die	Fallzahl	Fallzahlen	number of cases	-	-
7154	die	Fastenzeit	Fastenzeiten	Lent/fasting period	-	-
7155	der	Fels	Felsen	rock	-	-
7156	das	Ferkel	Ferkel	piglet	-	-
7157	die	Ferse	Fersen	heel	-	-
7158	der	Fiskus	Fisken	treasury	-	-
7159	der	Franzose	Franzosen	Frenchman/monkey wrench	-	weak
1898	die	Gabel	Gabeln	fork	A1	-
7161	die	Gastgeberin	Gastgeberinnen	hostess	-	-
4496	der	Gaumen	Gaumen	palate	C1	-
7163	der	Gedenktag	Gedenktage	commemoration day/remembrance day	-	-
7164	das	Gemüt	Gemüter	temperament/disposition	-	-
7165	der	Genosse	Genossen	associate/companion/comrade	-	weak
7166	die	Geriatrie	Geriatrien	geriatrics	-	-
7167	der	Großhandel	—	wholesale	-	-
3080	die	Gymnastik	—	gymnastics	B1	-
7169	das	Handelsunternehmen	Handelsunternehmen	business enterprise/commercial company/commercial enterprise	B2	-
7170	der	Hauptwohnsitz	Hauptwohnsitze	principal residence	-	-
7171	die	Heilpflanze	Heilpflanzen	herb/medicinal plant	-	-
7172	der	Heimweg	Heimwege	way home	C1	-
7173	die	Herzrhythmusstörung	Herzrhythmusstörungen	cardiac arrhythmia	-	-
7174	der	Hotelier	Hoteliers	hotelier	-	-
7175	der	Hundebesitzer	Hundebesitzer	dog owner	-	-
7176	die	Idylle	Idyllen	idyll	-	-
7177	die	Immunzelle	Immunzellen	immune cell	-	-
7178	die	Informationsbroschüre	Informationsbroschüren	information brochure	-	-
7179	die	Jugendorganisation	Jugendorganisationen	youth organisation	-	-
7180	die	Kinderarmut	—	child poverty	-	-
7181	die	Kirmes	Kirmessen	fun fair/kermis	-	-
7182	die	Klientel	Klientelen	clientele	-	-
7183	die	Komplettlösung	Komplettlösungen	complete solution/walkthrough	-	-
7184	das	Kompliment	Komplimente	compliment	B2	-
7185	die	Kopfbedeckung	Kopfbedeckungen	headdress/headgear/headpiece	C1	-
7186	das	Krankengeld	Krankengelder	sick benefit/sick pay/sickness benefit	-	-
7187	die	Kreislaufwirtschaft	Kreislaufwirtschaften	circular economy	-	-
7188	die	Landespolitik	Landespolitiken	state politics	-	-
7189	das	Landesrecht	Landesrechte	state law	-	-
7190	der	Landstrich	Landstriche	region/stretch of countryside	-	-
7191	die	Libelle	Libellen	dragonfly	-	-
4136	die	Luftverschmutzung	Luftverschmutzungen	air pollution	B2	-
7193	das	Megawatt	Megawatt	megawatt	-	-
7194	die	Meinungsbildung	Meinungsbildungen	formation of opinion/forming of opinion	-	-
7195	das	Mindestmaß	Mindestmaße	minimum amount/minimum dimension	-	-
7196	die	Mitgliederzahl	Mitgliederzahlen	member count	-	-
7197	die	Modenschau	Modenschauen	fashion show	-	-
7198	die	Namensänderung	Namensänderungen	change of name	-	-
7199	das	Nashorn	Nashörner	rhino/rhinoceros	-	-
7200	das	Neubaugebiet	Neubaugebiete	development area	-	-
7201	der	Niedersachse	Niedersachsen	Lower Saxon	-	weak
7202	das	Nikotin	—	nicotine	-	-
7203	die	Nothilfe	Nothilfen	emergency aid	-	-
7204	die	Organisationsform	Organisationsformen	organisation form	-	-
7205	der	Oscar	Oscars	Oscar	-	-
7206	die	Pest	Pesten	pestilence/plague	B2	-
7207	der	Philharmoniker	Philharmoniker	member of a philharmonic orchestra	-	-
7208	die	Planungsphase	Planungsphasen	planning phase	-	-
7209	das	Platzangebot	Platzangebote	available space	-	-
7210	das	Polymer	Polymere	polymer	-	-
7211	die	Pore	Poren	pore	-	-
7212	der	Positiv	Positive	positive degree (grammar)	-	-
7213	die	Prostata	Prostatae	prostate/prostate gland	-	-
7214	das	Qualitätssiegel	Qualitätssiegel	quality seal	-	-
7215	die	Rache	—	revenge/vengeance	-	-
7216	der	Raster	Raster	framework/grid/grid pattern	-	-
7217	das	Ratsmitglied	Ratsmitglieder	councillor/councilman/councilor	-	-
7218	der	Rechtsverkehr	—	right-hand traffic	C1	-
7219	die	Rhetorik	Rhetoriken	rhetoric	-	-
3082	die	Richterin	Richterinnen	judge	B1	-
7221	die	Rückerstattung	Rückerstattungen	refund/reimbursement	-	-
7222	die	Säge	Sägen	saw	B2	-
7223	die	Schenke	Schenken	bar/pub/public house	-	-
7224	der	Schleim	Schleime	slime/mucus	-	-
7225	der	Schranken	Schranken	barrier/gate	-	-
7226	das	Schwarz	—	black/sable	-	-
7227	der	Siedler	Siedler	settler	-	-
7228	die	Skyline	Skylines	skyline	-	-
4137	das	Sonnensystem	Sonnensysteme	Solar System	B2	-
7230	das	Sozialwesen	Sozialwesen	social services	-	-
7231	der	Sparplan	Sparpläne	savings plan	-	-
7232	die	Spielerei	Spielereien	plaything/gimmick	-	-
7233	der	Spitzenkandidat	Spitzenkandidaten	leading candidate	-	weak
7234	die	Sprachkompetenz	Sprachkompetenzen	language competence	-	-
7235	der	Spray	Sprays	spray	-	-
7236	das	Staatstheater	Staatstheater	state theatre	-	-
7237	die	Sterblichkeit	—	mortality/mortality rate	C1	-
7238	der	Sternenhimmel	Sternenhimmel	starry sky	-	-
7239	die	Straßenbahnlinie	Straßenbahnlinien	tram line	-	-
7240	das	Straßennetz	Straßennetze	road network	-	-
7241	die	Straßenseite	Straßenseiten	side of the street	-	-
7242	das	Substantiv	Substantive	naming word/noun/noun substantive	-	-
7243	der	Südwest	—	south-west/southwest	-	-
7244	der	Superintendent	Superintendenten	superintendent	-	weak
7245	der	Taschenrechner	Taschenrechner	calculator/pocket calculator	-	-
7246	die	Telemedizin	—	telemedicine	B2	-
3083	der	Terminkalender	Terminkalender	appointment calendar	B1	-
7248	das	Testverfahren	Testverfahren	testing procedure	-	-
7249	die	Themenseite	Themenseiten	topic page	-	-
7250	der	Thermometer	Thermometer	thermometer	-	-
7251	die	Tötung	Tötungen	killing	-	-
7252	das	Trommeln	—	drumming	-	-
7253	die	Turbulenz	Turbulenzen	turbulence	-	-
1638	das	Türkisch	—	Turkish	A1	-
7255	die	Unfallstelle	Unfallstellen	site of the accident	-	-
7256	die	Unterweisung	Unterweisungen	schooling/teaching	-	-
4497	die	Utopie	Utopien	utopia	C1	-
7258	der	Van	Vans	van	-	-
7259	das	Verantwortungsbewusstsein	—	sense of responsibility	-	-
7260	die	Verhaltensregel	Verhaltensregeln	rule of conduct/behavioural rule	B2	-
7261	die	Verkaufsstelle	Verkaufsstellen	point of sale/retail outlet	-	-
7262	die	Verkaufszahl	Verkaufszahlen	sales figure	-	-
7263	die	Vertrauensperson	Vertrauenspersonen	confidant/representative/trusted person	-	-
7264	der	Verwalter	Verwalter	administrator	-	-
7265	das	Volksbegehren	Volksbegehren	popular initiative	-	-
7266	der	Volltext	Volltexte	full text	-	-
7267	die	Vorauszahlung	Vorauszahlungen	advance payment	-	-
7268	das	Vorkommnis	Vorkommnisse	incident	-	-
7269	die	Vorlaufzeit	Vorlaufzeiten	lead time	-	-
7270	der	Voucher	Voucher	voucher	-	-
7271	der	Waldboden	Waldböden	forest floor	-	-
7272	der	Wandertag	Wandertage	hiking day	-	-
7273	der	Wasserdampf	Wasserdämpfe	steam/water vapour	-	-
7274	die	Wechseljahre	Wechseljahre	menopause	-	-
7275	der	Weltmarktführer	Weltmarktführer	world market leader	-	-
7276	das	Weltmeer	Weltmeere	ocean	-	-
7277	der	Weltrekord	Weltrekorde	world record	-	-
7278	die	Werbebotschaft	Werbebotschaften	advertising message	-	-
7279	die	Werkzeugmaschine	Werkzeugmaschinen	machine tool	-	-
7280	die	Wertsache	Wertsachen	article of value/object of value/valuable object	-	-
7281	die	Wetterbedingung	Wetterbedingungen	weather condition	-	-
7282	das	Wirtschaftsgut	Wirtschaftsgüter	economic good/asset	-	-
7283	das	Zeitmanagement	—	time management	C1	-
7284	das	Zulassungsverfahren	Zulassungsverfahren	admission/approval procedure	-	-
7285	die	Zurückhaltung	—	aloofness/reserve/restraint	-	-
1182	die	Zuschauerin	Zuschauerinnen	spectator/viewer	A1	-
7287	der	Zwerg	Zwerge	dwarf/gnome/runt	-	-
7288	die	Abendveranstaltung	Abendveranstaltungen	evening event	-	-
7289	die	Abwertung	Abwertungen	debasement/devaluation	-	-
7290	der	Ackerbau	—	farming	-	-
7291	die	Alarmierung	Alarmierungen	alerting	-	-
7292	die	Ansteckung	Ansteckungen	contagion/infection	-	-
7293	die	Arbeitsstätte	Arbeitsstätten	workplace	-	-
7294	der	Astronom	Astronomen	astronomer	B2	weak
7295	das	Attentat	Attentate	assassination attempt/attack	-	-
7296	die	Audiodatei	Audiodateien	audio file	-	-
7297	der	Aufdruck	Aufdrucke	imprint/printed mark	-	-
7298	das	Augenmaß	—	sense of proportion/judgment	-	-
7299	die	Ausbilderin	Ausbilderinnen	instructor (female)	-	-
7300	die	Außenwelt	Außenwelten	outside world	-	-
7301	das	Auswahlkriterium	Auswahlkriterien	selection criterion	-	-
7302	das	Auswärtsspiel	Auswärtsspiele	away game	-	-
7303	der	Basiswert	Basiswerte	underlying	-	-
7304	der	Bauarbeiter	Bauarbeiter	construction worker	B2	-
7305	das	Baugrundstück	Baugrundstücke	building plot	-	-
7306	die	Beglaubigung	Beglaubigungen	certification/attestation	-	-
