rank	word	english	cefr	flags
5739	amateurhaft	amateurish	-	-
5740	amourös	amorous	-	-
5741	anarchisch	anarchic/anarchical	-	-
5742	anästhesiologisch	anesthesiologic/anesthesiological	-	-
5743	änderbar	changeable/modifiable	-	-
5744	anderslautend	differing/dissenting	-	-
5745	andin	Andean	-	-
5746	angeleint	leashed/on a lead	-	-
5747	angezogen	dressed; attracted	-	-
5748	anmaßend	arrogant/entitled/presumptuous	-	-
5749	anregungsreich	rich in excitation	-	-
5750	anrüchig	disreputable/dubious	-	-
5751	anteilsmäßig	proportional	-	-
5752	anthrazitfarben	anthracite-coloured	-	-
5753	antibiotikaresistent	antibiotic-resistant	-	-
5754	antijüdisch	anti-Jewish	-	-
5755	antikapitalistisch	anticapitalist	-	-
5756	antikolonial	anticolonial	-	-
5757	antimykotisch	antifungal/antimycotic	-	-
5758	äolisch	aeolian	-	-
5759	arbeitssuchend	seeking/work	-	-
5760	astrein	cool	-	-
5761	astrologisch	astrological	-	-
5762	asymptomatisch	asymptomatic	-	-
5763	aufgeblasen	arrogantly/bombastic/bumptious	-	-
5764	aufgekratzt	lively/perky	-	-
5765	aufgemotzt	souped-up/tricked-out	-	-
5766	aufkeimend	budding/burgeoning/germinal	-	-
5767	aufnahmebereit	ready to record/receive	-	-
5768	aufreibend	grueling	-	-
5769	aufreizend	provocative/sexy	-	-
5770	ausgekocht	cunning/sly	-	-
5771	ausgelernt	fully trained	-	-
5772	außerdienstlich	off-duty	-	-
5773	axial	axial	-	-
5774	bange	anxious/afraid	-	-
5775	bauchig	bulbous/potbellied	-	-
5776	bearbeitbar	editable/processable	-	-
5777	bedächtig	deliberate/leisurely	-	-
5778	bedienungsfreundlich	easy-to-use	-	-
5779	bedrückt	depressed	-	-
5780	behaftet	afflicted/marked with	-	-
5781	beidhändig	ambidextrous/two-handed/with both hands	-	-
5782	beinhart	hard/tough	-	-
5783	belanglos	fiddling/for/insignificant	-	-
5784	belarussisch	Belarusian	-	-
5785	belaubt	leafy/in leaf	-	-
5786	belehrend	instructive/preachy	-	-
5787	belletristisch	belletristic	-	-
5788	bengalisch	Bengali	-	-
5789	benthisch	benthic	-	-
5790	beratungsresistent	fixed in one's views	-	-
5791	bernsteinfarben	amber-coloured	-	-
5792	beschlagen	knowledgeable/well-versed	-	-
5793	beschlussfähig	quorate	-	-
5794	beschmutzt	soiled/dirtied	-	-
5795	besiegt	defeated	-	-
5796	besoffen	canned/drunk/drunken	-	-
5797	bespielbar	playable/recordable	-	-
5798	bestbezahlt	best-paid	-	-
5799	bestickt	embroidered	-	-
5800	biliär	biliary	-	-
5801	bittersüß	bittersweet	-	-
5802	blamabel	cringeworthy/cringy/embarrassing	-	-
5803	blasiert	blasé/smug	-	-
5804	bleihaltig	containing lead	-	-
5805	blitzartig	lightning-fast	-	-
5806	blitzblank	spick-and-span	-	-
5807	blutüberströmt	blood/soaked	-	-
5808	blutverschmiert	blood-smeared	-	-
5809	bogenförmig	arched/curved/embowed	-	-
5810	bombensicher	bombproof/dead-certain	-	-
5811	braunhaarig	brown-haired	-	-
5812	brüsk	brusque/brusquely	-	-
5813	chillig	relaxed/chill	-	-
5814	dahingestellt	something is anybody's/anyone's guess	-	-
5815	degressiv	degressive	-	-
5816	dekadent	decadent	-	-
5817	deklarativ	declarative	-	-
5818	deklaratorisch	declaratory	-	-
5819	denkerisch	intellectual	-	-
5820	deprimierend	depressing	B2	-
5821	dichterisch	poetic	-	-
5822	diebisch	thievish	-	-
5823	dienstunfähig	unfit for duty	-	-
5824	diffizil	delicate/difficult/tricky	-	-
5825	dingfest	arrest/come to grips/master	-	-
5826	diskutierbar	apt to be debated/debatable	-	-
5827	disparat	disparate	-	-
5828	dissozial	dissocial/antisocial	-	-
5829	distanzlos	overly familiar/lacking boundaries	-	-
5830	distinguiert	distinguished	-	-
5831	doppelbödig	double-bottomed/ambiguous	-	-
5832	doppeldeutig	ambiguous	-	-
5833	dreiachsig	three-axled	-	-
5834	dreieinhalbstündig	three-and-a-half-hour	-	-
5835	dreisemestrig	three-semester	-	-
5836	dreisprachig	trilingual	-	-
5837	dreizehnjährig	thirteen-year-old	-	-
5838	duftig	fragrant/delicate	-	-
5839	dunkelblond	dark blond	-	-
5840	dunkelgrau	dark-grey	-	-
5841	dunkelviolett	dark violet	-	-
5842	dünnflüssig	light/thin-bodied/watery	-	-
5843	dünnwandig	thin-walled	-	-
5844	durchstrukturiert	well-structured	-	-
5845	dysfunktional	dysfunctional	-	-
5846	ecuadorianisch	Ecuadoran/Ecuadorean/Ecuadorian	-	-
5847	eigennützig	self-interested/selfish	-	-
5848	einkommensstark	high-income	-	-
5849	einsemestrig	one-semester	-	-
5850	einsilbig	curt/monosyllabic/short	-	-
5851	einsprachig	monoglot/monolingual	B2	-
5852	einsturzgefährdet	in danger of collapse	-	-
5853	einträglich	lucrative/profitable	-	-
5854	eisfrei	ice-free	-	-
5855	elektrisiert	electrified	-	-
5856	elektrolytisch	electrolytic	-	-
5857	elfköpfig	eleven-member	-	-
5858	engstirnig	narrow-minded	-	-
5859	entblößt	exposed/bared	-	-
5860	entfremdet	alienated/estranged	-	-
5861	entscheidungsfreudig	decisive	-	-
5862	erdbebensicher	earthquake-proof	-	-
5863	erfahrungsreich	rich in experience/experienced	-	-
5864	erfüllbar	fulfillable	-	-
5865	ergeben	devoted/loyal/obedient	-	-
5866	ernstgemeint	seriously meant	-	-
5867	ernstlich	serious	-	-
5868	erzkonservativ	ultraconservative	-	-
5869	ethnografisch	ethnographic	-	-
5870	ethnographisch	ethnographic	-	-
5871	euklidisch	Euclidean	-	-
5872	fächerförmig	fan-shaped	-	-
5873	faltenfrei	free of fold	-	-
5874	fanatisch	fanatic	C1	-
5875	fatalistisch	fatalistic	-	-
5876	faulig	bad/mouldy	-	-
5877	faunistisch	faunistic	-	-
5878	faustdick	big/blatant/egregious	-	-
5879	faustgroß	fist-sized	-	-
5880	fehlerlos	flawless	B2	-
5881	feingliedrig	gracefully built/slender	-	-
5882	feinmaschig	fine-meshed	-	-
5883	fiebrig	feverish/feverous	-	-
5884	figurbetont	figure-hugging	-	-
5885	florentinisch	Florentine	-	-
5886	folgsam	compliant/docile/obedient	-	-
5887	formstabil	shape-retaining	-	-
5888	formvollendet	perfectly formed/elegant	-	-
5889	fragmentarisch	fragmental/fragmentary	-	-
5890	fraktal	fractal	-	-
5891	frankophon	francophone	-	-
5892	fremdländisch	foreign/exotic	-	-
5893	frenetisch	frenetic	-	-
5894	fressend	feeding/gorging	-	-
5895	freudestrahlend	beaming with joy	-	-
5896	frostempfindlich	frost-sensitive	-	-
5897	fünfgeschossig	five-storey	-	-
5898	fünfmalig	fivefold/five-time	-	-
5899	fürstbischöflich	prince-bishopric	-	-
5900	gallisch	Gallic/Gaulish	-	-
5901	gastlich	hospitable	-	-
5902	geachtet	esteemed/respected	-	-
5903	gebürstet	brushed	-	-
5904	gefühlsmäßig	emotional/instinctive	-	-
5905	gegenstandslos	invalid	-	-
5906	geheimdienstlich	intelligence-service-related	-	-
5907	geisterhaft	ghostly/spooky	C1	-
5908	geistesgegenwärtig	quick-witted/with presence of mind	C1	-
5909	geldgierig	money-grubbing/greedy	-	-
5910	gemeingefährlich	public menace/dangerous to society	-	-
5911	genmanipuliert	genetically manipulated/genetically modified	-	-
5912	geräuscharm	low-noise/quiet	-	-
5913	geräuschvoll	noisy	-	-
5914	gescheckt	spotted/piebald	-	-
5915	geschichtslos	ahistorical/without history	-	-
5916	geschlechterspezifisch	gender-specific	C1	-
5917	geschlechtsangleichend	gender-affirming	-	-
5918	geschmacksneutral	taste-neutral	-	-
5919	geschminkt	made-up/wearing make-up	-	-
5920	geschweift	curly/curved/tailed	-	-
5921	gesellschaftsfähig	socially acceptable	-	-
5922	gesetzwidrig	contrary/adverse act	-	-
5923	gesprächig	talkative	-	-
5924	gesüßt	sweetened	-	-
5925	getränkt	soaked/saturated	-	-
5926	gewohnheitsrechtlich	customary law	-	-
5927	gewusst	known	-	-
5928	gezähnt	toothed/serrated	-	-
5929	glockenförmig	bell-shaped/campanulate	-	-
5930	glückselig	overjoyed	-	-
5931	goldglänzend	gold/shining	-	-
5932	gottgefällig	pleasing to God	-	-
5933	graublau	grey blue/perse/powder blue	-	-
5934	graubraun	greyish brown	-	-
5935	graugrün	grey green/sage	-	-
5936	greis	aged/very old/grey-haired	-	-
5937	grobkörnig	coarse-grained	-	-
5938	großbürgerlich	upper-middle-class	-	-
5939	großherzig	magnanimous	-	-
5940	gülden	golden	-	-
5941	gummiartig	rubbery	-	-
5942	gutaussehend	good-looking/handsome	-	-
5943	gutgelaunt	in good spirits	-	-
5944	haarscharf	by a hair's breadth/by a whisker/exact	-	-
5945	hakelig	juddery/notchy	-	-
5946	halbstündlich	half-hourly	-	-
5947	halsbrecherisch	breakneck	-	-
5948	hämatologisch	haematological	-	-
5949	hanebüchen	outrageous	-	-
5950	hannöversch	of Hanover	-	-
5951	hansisch	Hanseatic	-	-
5952	hautverträglich	skin-friendly/well tolerated by the skin	-	-
5953	havariert	damaged/disabled (of a ship or vehicle)	-	-
5954	heiser	hoarse	-	-
5955	hellwach	wide-awake	-	-
5956	herablassend	condescending	-	-
5957	herbeigerufen	summoned/called for	-	-
5958	hereditär	hereditary	-	-
5959	herrschaftsfrei	control free/unchecked	-	-
5960	herzerwärmend	heart-warming	-	-
5961	hethitisch	Hittite	-	-
5962	hippokratisch	Hippocratic	-	-
5963	hochdekoriert	highly decorated	-	-
5964	hochgefährlich	highly dangerous	-	-
5965	hochgelobt	highly praised	-	-
5966	hochgestellt	high-ranking/superscript	-	-
5967	hochintelligent	highly intelligent	-	-
5968	hochmittelalterlich	high medieval	-	-
5969	hochmütig	arrogant/haughty	-	-
5970	hochpolitisch	highly political	-	-
5971	hochrein	ultra-pure	-	-
5972	hochrot	red as a beet/red as a beetroot	-	-
5973	hochzufrieden	highly satisfied	-	-
5974	holografisch	holographic	-	-
5975	homolog	homologous	-	-
5976	hörbehindert	hearing-impaired	-	-
5977	hufeisenförmig	horseshoe-shaped	-	-
5978	humorig	humorous	-	-
5979	hunderttausendfach	hundred thousand/hundreds/hundredthousandfold	-	notDeclinable
5980	hypnotisch	hypnotic/mesmerising	-	-
5981	hysterisch	hysteric/hysterical	-	-
5982	ikonografisch	iconographic	-	-
5983	illiquid	illiquid	-	-
5984	imperfekt	imperfect	-	-
5985	indiskutabel	indisputable/unquestionable	-	-
5986	indogermanisch	Indo-European/Indo-Germanic/Indoeuropean	-	-
5987	inert	inert	-	-
5988	inflammatorisch	inflammatory	-	-
5989	infrarot	infrared	-	-
5990	inkomplett	incomplete	-	-
5991	inkonsequent	inconsistent	-	-
5992	inkonsistent	inconsistent	-	-
5993	innerafrikanisch	intra-African	-	-
5994	instandgesetzt	repaired/restored	-	-
5995	intergalaktisch	intergalactic	-	-
5996	internal	internal	-	-
5997	interpersonell	interpersonal	-	-
5998	ischämisch	ischaemic/ischemic	-	-
5999	jagdbar	huntable	-	-
6000	jemenitisch	Yemeni/Yemenite	-	-
6001	jiddisch	Yiddish	-	-
6002	judenfeindlich	antisemitic	-	-
6003	jungfräulich	virginal	-	-
6004	juvenil	juvenile	-	-
6005	kabbalistisch	kabbalistic	-	-
6006	kameradschaftlich	comradely	-	-
6007	karriereorientiert	career-oriented	-	-
6008	kehlig	guttural/throaty	-	-
6009	kirchengeschichtlich	church historical	-	-
6010	kirschrot	cerise/cherry red/cherry-red	-	-
6011	klägerisch	plaintiff (adj.)	-	-
6012	kleinbürgerlich	petty bourgeois	-	-
6013	kleinlaut	subdued/sheepish	-	-
6014	kniehoch	knee-high	-	-
6015	knöchelhoch	ankle-deep	-	-
6016	knochentrocken	bone dry/bone-dry/dry as a bone	-	-
6017	knuffig	cuddly	-	-
6018	knüppelhart	tough as nails	-	-
6019	koaxial	coaxial	-	-
6020	kommunikationsstark	communicatively strong	-	-
6021	kompromissbereit	willing to compromise	-	-
6022	konfessionslos	non-denominational/of no religious affiliation	-	-
6023	königsblau	ultramarine	-	-
6024	kontrafaktisch	counterfactual	-	-
6025	konvex	convex	-	-
6026	kopflos	headless/rash	-	-
6027	kopiergeschützt	copy protected	-	-
6028	kostenträchtig	cost-intensive	-	-
6029	kratzig	rough/scratchy	-	-
6030	krautig	herbaceous	-	-
6031	kreditfinanziert	credit-financed	-	-
6032	kriegswichtig	important for the war effort	-	-
6033	kritikfähig	open to criticism/able to take criticism	B2	-
6034	krude	crude/raw/rude	-	-
6035	kugelförmig	spherical	-	-
6036	kugelsicher	bulletproof	-	-
6037	kultisch	cultic/ritual/ritualistic	-	-
6038	kulturpessimistisch	culturally pessimistic	-	-
6039	kulturspezifisch	culture-specific	-	-
6040	kursiv	italic	B2	-
6041	kurzärmlig	short-sleeved	-	-
6042	küstennah	coastal/near the coast/offshore	-	-
6043	langärmelig	long-sleeved	-	-
6044	langbeinig	long-legged	-	-
6045	lax	lax	-	-
6046	lebensfeindlich	hostile to life	-	-
6047	leidlich	fairish/passable	-	-
6048	lexikalisch	lexical	B2	-
6049	lexikographisch	lexicographic/lexicographical	-	-
6050	linksextrem	far-left/left-extremist	-	-
6051	lipophil	lipophil/lipophilic	-	-
6052	luftgefüllt	air-filled	-	-
6053	luftgekühlt	air-cooled	-	-
6054	lukullisch	Lucullan	-	-
6055	lupenrein	flawless	-	-
6056	machtpolitisch	power politics	-	-
6057	makaber	ghoulish/grim/macabre	-	-
6058	manipulierbar	manipulable	-	-
6059	marianisch	Marian	-	-
6060	marktnah	near/close to market	-	-
6061	massentauglich	mainstream/suitable	-	-
6062	massereich	rich in bulk	-	-
6063	mattschwarz	matt black	-	-
6064	mautfrei	toll-free	-	-
6065	melodiös	melodious/tuneful	-	-
6066	merkantil	mercantile	-	-
6067	merkbar	perceptible	-	-
6068	metallurgisch	metallurgic/metallurgical	-	-
6069	mitdenkend	thinking along/considerate	-	-
6070	mitleidig	compassionate/merciful/pitiful	B2	-
6071	mitschuldig	complicit	-	-
6072	modal	modal	-	-
6073	modernistisch	modernist	-	-
6074	modrig	musty/mouldy	-	-
6075	moorig	boggy/marshy	-	-
6076	morbide	morbid	-	-
6077	mosambikanisch	Mozambican	-	-
6078	motorbetrieben	motor-driven	-	-
6079	mucksmäuschenstill	as quiet as a mouse	-	-
6080	multilingual	multilingual	-	-
6081	musiktheoretisch	music-theoretical	-	-
6082	mutterlos	motherless	-	-
6083	nachgiebig	compliant/ineffectual/pliable	-	-
6084	namibisch	Namibian	-	-
6085	neblig	brumous/foggy/misty	A2	-
6086	neidlos	without/free of envy	-	-
6087	neofaschistisch	neo-fascist	-	-
6088	neolithisch	Neolithic	-	-
6089	nephrologisch	nephrologic/nephrological	-	-
6090	nerdig	nerdish/nerdy	-	-
6091	nervenstark	strong-nerved	-	-
6092	nervlich	nerve-related	-	-
6093	nervtötend	nerve-wracking	-	-
6094	neugriechisch	Modern Greek	-	-
6095	neumodisch	new-fashioned/newfangled	-	-
6096	neuralgisch	neuralgic	-	-
6097	nichtlandwirtschaftlich	non-agricultural	-	-
6098	niederösterreichisch	Lower Austrian	-	-
6099	niederschlagsreich	rainy/with heavy precipitation	-	-
6100	normalgroß	normal-sized	-	-
6101	notfallmäßig	emergency (adj.)	-	-
6102	notgedrungen	perforce/of necessity	-	-
6103	offenherzig	candid/frank/open	-	-
6104	olfaktorisch	olfactive/olfactory	-	-
6105	ölverschmiert	oil-smeared	-	-
6106	opportunistisch	opportunistic/timeserving	-	-
6107	orkanartig	hurricanelike	-	-
6108	orthografisch	orthographic	-	-
6109	osmotisch	osmotic	-	-
6110	ostasiatisch	East Asian	-	-
6111	pädophil	paedophile	-	-
6112	pandemisch	pandemic	-	-
6113	papieren	of paper	-	-
6114	paradigmatisch	paradigmatic	-	-
6115	parametrisch	parametric/parametrical/parametrically	-	-
6116	parasitär	parasitic/parasitical/parasitically	-	-
6117	parodistisch	parodic/parodistic	-	-
6118	parteilich	biased/doctrinaire/partial	-	-
6119	parteinah	party-affiliated/close to a party	-	-
6120	paternalistisch	paternalistic	-	-
6121	patriarchal	patriarchal	-	-
6122	patriarchalisch	paternalistic/patriarchal	-	-
6123	pechschwarz	pitch black	-	-
6124	pedantisch	pedantic	-	-
6125	peronistisch	Peronist/peronistic	-	-
6126	personalrechtlich	personnel-law-related	-	-
6127	petrochemisch	petrochemical	-	-
6128	pfändbar	seizable	-	-
6129	pflichtversichert	compulsorily insured	-	-
6130	pflichtwidrig	contrary to duty/undutiful	-	-
6131	polizeibekannt	known to the police	-	-
6132	polyzyklisch	polycyclic	-	-
6133	porenfrei	free of pore	-	-
6134	posthum	posthumous	-	-
6135	pränatal	prenatal	-	-
6136	präsidial	presidential	-	-
6137	prim	prime	A2	-
6138	probatorisch	probatory/probationary	-	-
6139	progredient	progredient	-	-
6140	projektiv	projective	-	-
6141	prollig	plebby	-	-
6142	proximal	proximal	-	-
6143	prozentuell	percentaged/percental	-	-
6144	psychopathisch	psychopathic	-	-
6145	querrechteckig	landscape-format rectangular	-	-
6146	quicklebendig	as fresh as a daisy	-	-
6147	rachsüchtig	vindictive	-	-
6148	raffgierig	grabby	-	-
6149	ranzig	rancid	-	-
6150	rassig	spirited/racy	-	-
6151	rätoromanisch	Rhaeto-Romanic	-	-
6152	rauscharm	low-noise	-	-
6153	reaktiviert	reactivated/recalled	-	-
6154	realitätsfremd	out of touch with reality	-	-
6155	rechtlos	lawless/rightless/without rights	-	-
6156	rechtschaffen	righteous	-	-
6157	rechtsgerichtet	right-leaning/rightist	-	-
6158	rechtslastig	right-leaning/right-wing	-	-
6159	regenarm	poor in/low in rain	-	-
6160	regenreich	rainy	-	-
6161	regierungskritisch	critical of the government	-	-
6162	regimekritisch	regime-critical	-	-
6163	reichsunmittelbar	imperially immediate (Holy Roman Empire)	-	-
6164	reichsweit	throughout the Reich	-	-
6165	reiselustig	fond of travelling	-	-
6166	rekursiv	recursive	-	-
6167	reliabel	reliable	-	-
6168	renal	renal	-	-
6169	respektiert	renowned/respected	-	-
6170	rezeptiv	receptive	-	-
6171	rezessiv	recessive	-	-
6172	rheinländisch	Rhinelandic	-	-
6173	richtungweisend	groundbreaking/pathbreaking/pioneering	-	-
6174	riesenhaft	gigantic	-	-
6175	risikofreudig	venturesome	-	-
6176	risikolos	risk-free	-	-
6177	ritterlich	chivalrous/knightly	-	-
6178	rostbraun	russet	-	-
6179	rüde	rude	-	-
6180	rüpelhaft	coarse/loutish	-	-
6181	rußig	sooty	-	-
6182	sambisch	Zambian	-	-
6183	saugfähig	absorbent	-	-
6184	säurefrei	free of acid	-	-
6185	scharfsinnig	bright/clever	-	-
6186	scharlachrot	scarlet	-	-
6187	scheinselbstständig	pseudo-self-employed/falsely self-employed	-	-
6188	scherzhaft	facetious/jocular	-	-
6189	schlaff	limp/slack	-	-
6190	schläfrig	dozy/drowsy/sleepy	-	-
6191	schlaksig	lanky	-	-
6192	schleimlösend	expectorant/mucolytic	-	-
6193	schmächtig	lank	-	-
6194	schmerzempfindlich	sensitive to pain	-	-
6195	schmuddelig	dingy/filthy/grimy	-	-
6196	schneefrei	snow-free	-	-
6197	schnuckelig	cute/snug	-	-
6198	schrankenlos	boundless/unrestricted	-	-
6199	schreckhaft	easily startled/jumpy	-	-
6200	schrullig	quirky/eccentric	-	-
6201	schwefelhaltig	sulfurous/sulphurous	-	-
6202	schwimmfähig	floatable	-	-
6203	schwindelfrei	steadfast for heights/unafraid of heights	-	-
6204	sechzehnjährig	sixteen-year-old	-	-
6205	sekundengenau	precise to the second	-	-
6206	selbstgedreht	hand-rolled	-	-
6207	selbstverliebt	narcissistic	-	-
6208	semitisch	Semitic	-	-
6209	serienreif	ready for production	-	-
6210	siamesisch	Siamese	-	-
6211	sicherheitsbewusst	safety-conscious	-	-
6212	siebenmonatig	seven-month	-	-
6213	sinnfällig	obvious/manifest	-	-
6214	sinngebend	meaning-giving	-	-
6215	sinnhaft	meaningful	C1	-
6216	skizzenhaft	sketchy/in outline	-	-
6217	sommergrün	deciduous	-	-
6218	spannungsreich	suspenseful/full of tension	-	-
6219	spiegelbildlich	mirror-image	-	-
6220	spiegelglatt	as smooth as glass/glass-calm	-	-
6221	sportmedizinisch	sports-medical	-	-
6222	stärkehaltig	starchy	-	-
6223	staufisch	Hohenstaufen	-	-
6224	störrisch	balky	-	-
6225	sträflich	criminal/reprehensible	-	-
6226	stromführend	live (electrically)	-	-
6227	struppig	bristly/unkempt	-	-
6228	stufenartig	step-like/graduated	-	-
6229	südhessisch	South Hessian	-	-
6230	südsudanesisch	South Sudanese	-	-
6231	supranational	supranational	-	-
6232	symptomfrei	asymptomatic/symptom-free	-	-
6233	synergetisch	synergetic	-	-
6234	taiwanesisch	Taiwanese	-	-
6235	tannengrün	fir-green	-	-
6236	taubstumm	deaf-mute	-	-
6237	technokratisch	technocratic	-	-
6238	temporal	temporal	-	-
6239	textuell	textual	-	-
6240	therapierbar	treatable	-	-
6241	tiefrot	deep red	-	-
6242	tieftraurig	deeply sad	-	-
6243	todbringend	deadly/lethal	-	-
6244	tonal	tonal	-	-
6245	tragikomisch	tragicomic/tragicomical	-	-
6246	transident	transgender	-	-
6247	transkulturell	transcultural	-	-
6248	transportfähig	transportable/fit for transport	-	-
6249	trapezförmig	trapezoidal	-	-
6250	tumb	dim/naive/slow	-	-
6251	übellaunig	ill-tempered	-	-
6252	überaktiv	overactive	-	-
6253	überdrüssig	sick and tired/weary	-	-
6254	überreichlich	more than ample	-	-
6255	übervorsichtig	overcautious	-	-
6256	umbenannt	renamed	-	-
6257	umhüllt	wrapped/enveloped	-	-
6258	unabdinglich	indispensable	-	-
6259	unabsehbar	incommensurable/unforeseeable	-	-
6260	unangepasst	inadequate/inappropriate/nonconformist	-	-
6261	unartig	naughty	-	-
6262	unauflösbar	indissoluble/insoluble	-	-
6263	unauflöslich	indissoluble	-	-
6264	unbar	non-cash	-	-
6265	unbedeckt	bare/uncovered	-	-
6266	unbehaglich	awkward/discomforting/uncomfortable	C1	-
6267	unbeirrbar	undeviating	-	-
