rank	word	type	praeteritum	perfekt	auxiliary	english	cefr
4961	nadeln	regular	-	-	UNSET	shed	-
4962	nahegehen	irregular	ging nahe	nahegegangen	sein	affect deeply	-
4963	netzwerken	regular	-	-	UNSET	network	C1
4964	niederdrücken	regular	-	-	UNSET	depress/press down/suppress	-
4965	niederhalten	irregular	hielt nieder	niedergehalten	haben	oppress/suppress	-
4966	niedermetzeln	regular	-	-	UNSET	butcher/massacre/slaughter	-
4967	niedersetzen	regular	-	-	UNSET	put/sit down	-
4968	niederwalzen	regular	-	-	UNSET	crush	-
4969	nörgeln	regular	-	-	UNSET	beef/carp/cavil	-
4970	nullen	regular	-	-	UNSET	zero	-
4971	obstruieren	regular	-	-	UNSET	obstruct	-
4972	ösen	regular	-	-	UNSET	fit with eyelets; bail out	-
4973	outsourcen	regular	-	-	UNSET	outsource	-
4974	paktieren	regular	-	-	UNSET	make a pact	-
4975	pappen	regular	-	-	UNSET	stick/glue	-
4976	paralysieren	regular	-	-	UNSET	paralyse/paralyze	-
4977	parametrisieren	regular	-	-	UNSET	parameterise	-
4978	parfümieren	regular	-	-	UNSET	perfume	-
4979	parkettieren	regular	-	-	UNSET	parquet/put down	-
4980	passivieren	regular	-	-	UNSET	passivate/passivise	-
4981	perlen	regular	-	-	UNSET	bead/bubble/drip from	-
4982	persiflieren	regular	-	-	UNSET	satirise	-
4983	pfuschen	regular	-	-	UNSET	botch/scamp	-
4984	piercen	regular	-	-	UNSET	pierce	-
4985	piesacken	regular	-	-	UNSET	pester/harass/badger	-
4986	pimpern	regular	-	-	UNSET	have sex (vulgar)	-
4987	pipettieren	regular	-	-	UNSET	pipette	-
4988	pirschen	regular	-	-	UNSET	creep/go deerstalking/stalk	-
4989	plagiieren	regular	-	-	UNSET	plagiarise	-
4990	plärren	regular	-	-	UNSET	bawl/blare/blare out	-
4991	platschen	regular	-	-	UNSET	splash	-
4992	plauschen	regular	-	-	UNSET	chat/chat away/exaggerate	-
4993	polemisieren	regular	-	-	UNSET	polemise	-
4994	popeln	regular	-	-	UNSET	pick the nose	-
4995	poussieren	regular	-	-	UNSET	flirt/court	-
4996	profanieren	regular	-	-	UNSET	profane	-
4997	prolongieren	regular	-	-	UNSET	extend/prolong	-
4998	proportionieren	regular	-	-	UNSET	proportion/size	-
4999	prosperieren	regular	-	-	UNSET	prosper	-
5000	protegieren	regular	-	-	UNSET	patronize/sponsor/promote	-
5001	prozessieren	regular	-	-	UNSET	litigate/process/sue	-
5002	prusten	regular	-	-	UNSET	snort/snort with laughter	-
5003	puffern	regular	-	-	UNSET	buffer	-
5004	pulverisieren	regular	-	-	UNSET	pulverise	-
5005	quasseln	regular	-	-	UNSET	chatter/babble	-
5006	rackern	regular	-	-	UNSET	work hard	-
5007	raffinieren	regular	-	-	UNSET	refine	-
5008	randalieren	regular	-	-	UNSET	riot	B2
5009	rascheln	regular	-	-	UNSET	rustle	-
5010	rationieren	regular	-	-	UNSET	ration	-
5011	rausschmeißen	irregular	schmiss raus	rausgeschmissen	haben	throw out/kick out/fire	-
5012	rechen	regular	-	-	UNSET	rake	-
5013	rechten	regular	-	-	UNSET	argue/claim/defend	B1
5014	renommieren	regular	-	-	UNSET	boast/brag/show off	-
5015	restringieren	regular	-	-	UNSET	restrict	-
5016	rippen	regular	-	-	UNSET	rip	-
5017	röcheln	regular	-	-	UNSET	gasp/wheeze	C1
5018	rosten	regular	-	-	UNSET	degenerate/rust	-
5019	rubrizieren	regular	-	-	UNSET	categorize/classify	-
5020	rüffeln	regular	-	-	UNSET	reprimand	-
5021	runterlesen	irregular	las runter	runtergelesen	haben	read through quickly/read off	-
5022	sabbern	regular	-	-	UNSET	dribble/drool/slaver	-
5023	satinieren	regular	-	-	UNSET	calender/satinise	-
5024	schäkern	regular	-	-	UNSET	flirt/joke	-
5025	scharfstellen	regular	-	-	UNSET	focus	-
5026	schauspielern	regular	-	-	UNSET	act/play-act	-
5027	schiefliegen	irregular	lag schief	schiefgelegen	haben	be off the mark/be wrong	-
5028	schieren	regular	-	-	UNSET	candle eggs	-
5029	schippen	regular	-	-	UNSET	shovel	C1
5030	schlafwandeln	regular	-	-	UNSET	sleepwalk/somnambulate	-
5031	schlitzen	regular	-	-	UNSET	slit	-
5032	schlottern	regular	-	-	UNSET	hang loose/shiver/tremble	-
5033	schnäbeln	regular	-	-	UNSET	bill/bill and coo	-
5034	schnabulieren	regular	-	-	UNSET	munch	-
5035	schnarren	regular	-	-	UNSET	buzz	-
5036	schnattern	regular	-	-	UNSET	chatter/quack	-
5037	schnorren	regular	-	-	UNSET	cadge/scrounge/sponge	-
5038	schnurren	regular	-	-	UNSET	purr	-
5039	schröpfen	regular	-	-	UNSET	cup; fleece/bleed someone financially	-
5040	schroten	regular	-	-	UNSET	bruise/crush	-
5041	schwafeln	regular	-	-	UNSET	waffle	-
5042	schwarzfahren	irregular	fuhr schwarz	schwarzgefahren	sein	travel without a ticket/fare-dodge	-
5043	schwatzen	regular	-	-	UNSET	babble/chat	-
5044	schwätzen	regular	-	-	UNSET	babble/chat/talk	-
5045	schwelen	regular	-	-	UNSET	smother/smoulder	-
5046	schwellen	regular	-	-	UNSET	swell	-
5047	scouten	regular	-	-	UNSET	scout	-
5048	sedieren	regular	-	-	UNSET	sedate	-
5049	snowboarden	regular	-	-	UNSET	to snowboard	-
5050	spaten	regular	-	-	UNSET	dig with a spade	-
5051	spoilern	regular	-	-	UNSET	spoil	-
5052	spuren	regular	-	-	UNSET	lay a track/toe the line	-
5053	spurten	regular	-	-	UNSET	sprint	-
5054	staffieren	regular	-	-	UNSET	furnish/equip/adorn	-
5055	stammeln	regular	-	-	UNSET	maffle/stammer	-
5056	staubsaugen	regular	-	-	UNSET	hoover/vacuum	B1
5057	stibitzen	regular	-	-	UNSET	pilfer	-
5058	sticheln	regular	-	-	UNSET	sew with small stitches/taunt/tease	-
5059	strudeln	regular	-	-	UNSET	swirl	-
5060	subjektivieren	regular	-	-	UNSET	subjectivise	-
5061	sühnen	regular	-	-	UNSET	atone/expiate	-
5062	supponieren	regular	-	-	UNSET	suppose	-
5063	synkopieren	regular	-	-	UNSET	syncopate	-
5064	tafeln	regular	-	-	UNSET	feast	-
5065	taumeln	regular	-	-	UNSET	stagger	C1
5066	thesaurieren	regular	-	-	UNSET	hoard/accumulate/retain earnings	-
5067	tippeln	regular	-	-	UNSET	toddle/patter along	-
5068	trampeln	regular	-	-	UNSET	tramp/trample/tread	-
5069	tranchieren	regular	-	-	UNSET	carve	-
5070	triangulieren	regular	-	-	UNSET	triangulate	-
5071	triefen	regular	-	-	UNSET	drip	-
5072	trippeln	regular	-	-	UNSET	patter/take quick little steps	-
5073	trollen	regular	-	-	UNSET	troll	-
5074	tuscheln	regular	-	-	UNSET	whisper	-
5075	überanstrengen	regular	-	-	UNSET	overexert/overstrain	-
5076	überblättern	regular	-	-	UNSET	skip	-
5077	überdüngen	regular	-	-	UNSET	eutrophicate/over-fertilise	-
5078	übereinanderlegen	regular	-	-	UNSET	lay one on top of another	-
5079	übereinanderliegen	irregular	lag übereinander	übereinandergelegen	haben	lie one on top of another	-
5080	überfragen	regular	-	-	UNSET	be stumped; ask too much of someone	-
5081	überheben	irregular	überhob	überhoben	haben	be presumptuous/relieve/strain oneself	-
5082	übersäen	regular	-	-	UNSET	strew/cover with	-
5083	überschäumen	regular	-	-	UNSET	brim over/foam over	-
5084	überschwappen	regular	-	-	UNSET	overflow	-
5085	übersprudeln	regular	-	-	UNSET	brim over/bubble over	-
5086	übersteuern	regular	-	-	UNSET	override/overdrive/oversteer	-
5087	überwallen	regular	-	-	UNSET	overflow	-
5088	umflechten	irregular	umflocht	umflochten	haben	braid around/encircle by braiding	-
5089	umgarnen	regular	-	-	UNSET	ensnare	-
5090	umlaufen	irregular	lief um	umgelaufen	sein	circulate/knock over	-
5091	umsäumen	regular	-	-	UNSET	hem/surround	-
5092	umspannen	regular	-	-	UNSET	span/encompass	-
5093	umstoßen	irregular	stieß um	umgestoßen	haben	knock over/overthrow	-
5094	unieren	regular	-	-	UNSET	unify	-
5095	unterhöhlen	regular	-	-	UNSET	undermine	-
5096	unterjochen	regular	-	-	UNSET	subjugate	-
5097	upcyceln	regular	-	-	UNSET	upcycle	-
5098	valorisieren	regular	-	-	UNSET	valorise	-
5099	ventilieren	regular	-	-	UNSET	ventilate	-
5100	veräppeln	regular	-	-	UNSET	kid	-
5101	verätzen	regular	-	-	UNSET	burn/cauterise/erode	-
5102	verbalisieren	regular	-	-	UNSET	verbalise	-
5103	verbluten	regular	-	-	sein	bleed to death	-
5104	verbocken	regular	-	-	UNSET	mess up/screw up	-
5105	verdreschen	irregular	verdrosch	verdroschen	haben	beat up/thrash	-
5106	verdüstern	regular	-	-	UNSET	darken	-
5107	verestern	regular	-	-	UNSET	esterify	-
5108	verfechten	irregular	verfocht	verfochten	haben	advocate/assert/champion	-
5109	verfertigen	regular	-	-	UNSET	produce	-
5110	verfilzen	regular	-	-	UNSET	become felted/become matted	-
5111	verflachen	regular	-	-	UNSET	flatten	-
5112	verfrühen	regular	-	-	UNSET	be premature	-
5113	verfugen	regular	-	-	UNSET	grout/point	-
5114	vergällen	regular	-	-	UNSET	make bitter/spoil	-
5115	vergilben	regular	-	-	sein	turn yellow	-
5116	vergittern	regular	-	-	UNSET	bar/grate	-
5117	vergöttern	regular	-	-	UNSET	idolise/worship	-
5118	verheben	irregular	verhob	verhoben	haben	strain oneself by lifting	-
5119	verhexen	regular	-	-	UNSET	bewitch/jinx	-
5120	verholen	regular	-	-	UNSET	warp	-
5121	verholzen	regular	-	-	UNSET	lignify	-
5122	verkabeln	regular	-	-	UNSET	cable/wire	-
5123	verkippen	regular	-	-	UNSET	tilt	-
5124	verklappen	regular	-	-	UNSET	dump at sea	-
5125	verknappen	regular	-	-	UNSET	become scarce/cut down the supply/run short	-
5126	verkokeln	regular	-	-	UNSET	char/scorch	-
5127	verkuppeln	regular	-	-	UNSET	set up/matchmake	-
5128	vermauern	regular	-	-	UNSET	brick up/wall in/wall up	-
5129	verminen	regular	-	-	UNSET	mine	-
5130	vermöbeln	regular	-	-	UNSET	batter sb./beat up sb.	-
5131	vermurksen	regular	-	-	UNSET	mess up	-
5132	vernarben	regular	-	-	UNSET	scar	-
5133	verpatzen	regular	-	-	UNSET	botch/bungle/mess up	-
5134	verpesten	regular	-	-	UNSET	pollute/contaminate/stink out	-
5135	verpetzen	regular	-	-	UNSET	snitch	-
5136	verpfeifen	irregular	verpfiff	verpfiffen	haben	rat out/snitch	-
5137	verrecken	regular	-	-	UNSET	die/perish (slang/coarse)	-
5138	verreiben	irregular	verrieb	verrieben	haben	rub/grind	-
5139	verrennen	irregular	verrannte	verrannt	haben	get stuck on the wrong idea	-
5140	versacken	regular	-	-	UNSET	sink	-
5141	verschachern	regular	-	-	UNSET	barter away/sell off	-
5142	verschimmeln	regular	-	-	UNSET	go mouldy	-
5143	verschlimmbessern	regular	-	-	UNSET	make worse while trying to improve	-
5144	verschulen	regular	-	-	UNSET	make too school-like/over-school	-
5145	verschwistern	regular	-	-	UNSET	twin/affiliate as sister organisations	-
5146	verselbstständigen	regular	-	-	UNSET	hive off	-
5147	versengen	regular	-	-	UNSET	scorch/singe	-
5148	versiebenfachen	regular	-	-	UNSET	increase sevenfold/septuple	-
5149	vertäuen	regular	-	-	UNSET	moor	-
5150	vertausendfachen	regular	-	-	UNSET	increase a thousandfold	-
5151	vertrödeln	regular	-	-	UNSET	dawdle away/idle away/waste	-
5152	verunmöglichen	regular	-	-	UNSET	make impossible	-
5153	verwahrlosen	regular	-	-	UNSET	degenerate/get in a bad state/neglect	-
5154	verweichlichen	regular	-	-	sein	grow soft/make soft/render effeminate	-
5155	verwinden	irregular	verwand	verwunden	haben	get over/overcome/twist	-
5156	verwursten	regular	-	-	UNSET	process into sausage; cobble together/repurpose	-
5157	verzollen	regular	-	-	UNSET	clear through customs/pay duty on	-
5158	vierteilen	regular	-	-	UNSET	draw and quarter/quarter	-
5159	vögeln	regular	-	-	UNSET	have sex (vulgar)	-
5160	vorausfliegen	irregular	flog voraus	vorausgeflogen	haben	fly ahead	-
5161	vorbeischwimmen	irregular	schwamm vorbei	vorbeigeschwommen	haben	swim past	-
5162	vorglühen	regular	-	-	UNSET	pre-drink/predrink/pregame	-
5163	vorsagen	regular	-	-	UNSET	prompt/recite/repeat	-
5164	vorspiegeln	regular	-	-	UNSET	pretend	-
5165	vorwärtsschieben	irregular	schob vorwärts	vorwärtsgeschoben	haben	inch forward/push forward/push forwards	-
5166	wabern	regular	-	-	UNSET	drift/flicker/swirl	-
5167	wachküssen	regular	-	-	UNSET	wake up with kisses	-
5168	waten	regular	-	-	UNSET	wade	-
5169	wegknabbern	regular	-	-	UNSET	gnaw away/nibble away	-
5170	wegreißen	irregular	riss weg	weggerissen	haben	rip off	-
5171	wegrennen	irregular	rannte weg	weggerannt	sein	run off	-
5172	wegtrainieren	regular	-	-	UNSET	train away	-
5173	wichteln	regular	-	-	UNSET	do a secret Santa	-
5174	widerhallen	regular	-	-	UNSET	resonate	-
5175	widerklingen	irregular	klang wider	widergeklungen	haben	resound	-
5176	wiederkäuen	regular	-	-	UNSET	ruminate	-
5177	wiedervereinigen	regular	-	-	UNSET	reunify	-
5178	wohltun	irregular	tat wohl	wohlgetan	haben	do good	-
5179	wringen	irregular	wrang	gewrungen	haben	wring	-
5180	zäunen	regular	-	-	UNSET	fence	-
5181	zerbersten	irregular	zerbarst	zerborsten	haben	burst	-
5182	zerfetzen	regular	-	-	UNSET	savage/shred/tear in pieces	-
5183	zerfließen	irregular	zerfloss	zerflossen	sein	melt	-
5184	zerfurchen	regular	-	-	UNSET	furrow	-
5185	zerklüften	regular	-	-	UNSET	fissure/make rugged	-
5186	zerknittern	regular	-	-	UNSET	crease/crumple	-
5187	zerknüllen	regular	-	-	UNSET	crumple up/screw up/scrunch up	C1
5188	zerlaufen	irregular	zerlief	zerlaufen	sein	melt	-
5189	zermalmen	regular	-	-	UNSET	crush	-
5190	zernagen	regular	-	-	UNSET	chew to pieces	-
5191	zerrinnen	irregular	zerrann	zerronnen	haben	come to nothing/disappear/fade away	-
5192	zerstieben	irregular	zerstob	zerstoben	sein	disperse	-
5193	zetern	regular	-	-	UNSET	complain	-
5194	zubeißen	irregular	biss zu	zugebissen	haben	bite	C1
5195	zuckern	regular	-	-	UNSET	sugar	-
5196	zuflüstern	regular	-	-	UNSET	whisper	-
5197	zugewinnen	irregular	gewann zu	zugewonnen	haben	gain	-
5198	zukleben	regular	-	-	UNSET	glue shut/seal with tape	-
5199	zumischen	regular	-	-	UNSET	add to/mix	-
5200	zurückspulen	regular	-	-	UNSET	rewind	-
5201	zurückzucken	regular	-	-	UNSET	recoil	-
5202	zusammenflicken	regular	-	-	UNSET	improvise/jury-rig/mend	-
5203	zusammenhocken	regular	-	-	UNSET	hang out together/huddle together/sit close together	-
5204	zusammenklauben	regular	-	-	UNSET	gather up	-
5205	zusammenkrachen	regular	-	-	UNSET	clash/collapse	-
5206	zusammenkramen	regular	-	-	UNSET	gather	-
5207	zusammenräumen	regular	-	-	UNSET	tidy up	-
5208	zusammenrichten	regular	-	-	UNSET	prepare/get ready	-
5209	zutreten	irregular	trat zu	zugetreten	sein	step (towards)	-
5210	zutrinken	irregular	trank zu	zugetrunken	haben	drink to/raise one's glass	-
5211	zwirbeln	regular	-	-	UNSET	twirl	-
5212	geschehen	irregular	geschah	geschehen	sein	happen/occur	B1
5213	freuen	regular	-	-	UNSET	(reflexive: sich freuen) be glad/be happy	A1
5214	verdeutlichen	regular	-	-	UNSET	clarify/make clear	C1
5215	gebärden	regular	-	-	UNSET	use sign language/gesticulate	C1
5216	rüberkommen	irregular	kam rüber	rübergekommen	sein	come across (as)	B2
5217	involvieren	regular	-	-	UNSET	involve	C1
5218	verschränken	regular	-	-	UNSET	cross/fold (arms, legs)	C1
5219	auftun	irregular	tat auf	aufgetan	haben	(reflexive) open up/present itself	C1
5220	antrainieren	regular	-	-	UNSET	(reflexive) train oneself in/acquire by training	C1
5221	einbinden	irregular	band ein	eingebunden	haben	incorporate/integrate	C1
5222	anfallen	irregular	fiel an	angefallen	sein	arise/accrue (of work, costs)	C1
5223	wirtschaften	regular	-	-	UNSET	manage resources/economise	C1
5224	hinauszögern	regular	-	-	UNSET	delay/postpone	B2
5225	verjüngen	regular	-	-	UNSET	rejuvenate	C1
5226	verirren	regular	-	-	UNSET	get lost	A2
5227	ausströmen	regular	-	-	UNSET	emit/escape (of gas, smell)	C1
5228	einschleichen	irregular	schlich ein	eingeschlichen	haben	(reflexive) creep in	C1
5229	anschreien	irregular	schrie an	angeschrien	haben	shout at	C1
5230	geradestehen	irregular	stand gerade	geradegestanden	haben	take responsibility (für etw.)	C1
5231	konfrontieren	regular	-	-	UNSET	confront	B2
5232	auflockern	regular	-	-	UNSET	loosen up/lighten (mood, atmosphere)	C1
5233	einreißen	irregular	riss ein	eingerissen	haben	tear down/get out of hand	C1
5234	anbelangen	regular	-	-	UNSET	concern (was X anbelangt — as far as X is concerned)	C1
5235	hineinpassen	regular	-	-	UNSET	fit in	C1
5236	einfließen	irregular	floss ein	eingeflossen	sein	flow into/be incorporated	C1
5237	unterlaufen	irregular	unterlief	unterlaufen	sein	slip past/occur (jdm. unterläuft ein Fehler)	C1
5238	nachwachsen	irregular	wuchs nach	nachgewachsen	sein	grow back/regrow	B2
5239	schämen	regular	-	-	UNSET	be ashamed	B2
5240	mitgeben	irregular	gab mit	mitgegeben	haben	give to take along/pass on	B2
5241	vorspielen	regular	-	-	UNSET	play/perform for someone; pretend	A1
5242	erschließen	irregular	erschloss	erschlossen	haben	open up/make accessible; infer	A1
5243	einleuchten	regular	-	-	UNSET	make sense/be obvious	B2
5244	beschreiten	regular	-	-	UNSET	take/follow (a path)	B2
5245	aufpoppen	regular	-	-	UNSET	pop up	B2
5246	danebengehen	irregular	ging daneben	danebengegangen	sein	go wrong/miss the mark	B2
5247	hineinversetzen	regular	-	-	UNSET	put oneself into/empathise with	B2
5248	nachempfinden	irregular	empfand nach	nachempfunden	haben	empathise with/understand emotionally	B2
5249	weiterempfehlen	irregular	empfahl weiter	weiterempfohlen	haben	recommend to others/pass on a recommendation	B2
5250	zusammenhalten	irregular	hielt zusammen	zusammengehalten	haben	stick together/hold together	B2
5251	herumprobieren	regular	-	-	UNSET	try things out/experiment around	B2
5252	vorweisen	irregular	wies vor	vorgewiesen	haben	show/present/produce	B2
5253	zujubeln	regular	-	-	UNSET	cheer for/acclaim	B2
5254	schwerfallen	irregular	fiel schwer	schwergefallen	sein	be difficult for someone	B2
5255	sehnen	regular	-	-	UNSET	long/yearn	B2
5256	trödeln	regular	-	-	UNSET	dawdle/waste time	B2
5257	hingehören	regular	-	-	UNSET	belong (in a place/context)	B2
5258	bedanken	regular	-	-	UNSET	thank/express thanks	A2
5259	einhaken	regular	-	-	UNSET	hook in; interject/follow up	B2
5260	wegklicken	regular	-	-	UNSET	click away/close by clicking	B2
5261	hinauflaufen	irregular	lief hinauf	hinaufgelaufen	sein	run/walk up	B2
5262	hinunterlaufen	irregular	lief hinunter	hinuntergelaufen	sein	run/walk down	B2
5263	reinhören	regular	-	-	UNSET	listen in/sample briefly	B2
5264	weiterschlafen	irregular	schlief weiter	weitergeschlafen	haben	continue sleeping/go back to sleep	B2
5265	zusammenlegen	regular	-	-	UNSET	combine/merge/put together	B1
5266	hinzukommen	irregular	kam hinzu	hinzugekommen	sein	be added/join in	B2
5267	weggeben	irregular	gab weg	weggegeben	haben	give away	B2
5268	wegtun	irregular	tat weg	weggetan	haben	put away/remove	B2
5269	zwischenlagern	regular	-	-	UNSET	store temporarily	B2
5270	draufgehen	irregular	ging drauf	draufgegangen	sein	be used up/break/die (colloquial)	B2
5271	leichtfallen	irregular	fiel leicht	leichtgefallen	sein	be easy for someone	B2
5272	weitergehen	irregular	ging weiter	weitergegangen	sein	continue/carry on	A2
5273	herumliegen	irregular	lag herum	herumgelegen	haben	lie around (colloquial pejorative)	B1
5274	ausräumen	regular	-	-	UNSET	clear out/empty	B1
5275	zusammenwohnen	regular	-	-	UNSET	live together	B1
5276	nachschauen	regular	-	-	UNSET	check/look up	B1
5277	herumlaufen	irregular	lief herum	herumgelaufen	sein	run/walk around	B1
5278	dazusetzen	regular	-	-	UNSET	sit down (next to)/join	C1
5279	dazustellen	regular	-	-	UNSET	place oneself next to/join	C1
5280	vertiefen	regular	-	-	UNSET	deepen/explore further	B2
5281	hinausschießen	irregular	schoss hinaus	hinausgeschossen	haben	overshoot/shoot beyond	C1
5282	beruhen	regular	-	-	UNSET	be based on	C1
5283	bewirtschaften	regular	-	-	UNSET	manage/farm/cultivate	C1
5284	übrigbleiben	irregular	blieb übrig	übriggeblieben	sein	be left over/remain	C1
5285	widerfahren	irregular	widerfuhr	widerfahren	sein	happen/befall	C1
5286	gleichsetzen	regular	-	-	UNSET	equate (with)	C1
5287	hämmern	regular	-	-	UNSET	hammer/pound	C1
5288	entfahren	irregular	entfuhr	entfahren	sein	slip out/escape (of utterance)	C1
5289	heranführen	regular	-	-	UNSET	introduce/bring closer to	B2
5290	aneignen	regular	-	-	UNSET	acquire/learn (reflexive)	C1
5291	zutreffen	irregular	traf zu	zugetroffen	haben	apply/be true (of)	C1
5292	verfahren	irregular	verfuhr	verfahren	haben	lose one's way (reflexive); proceed	C1
5293	surren	regular	-	-	UNSET	whirr/buzz	C1
5294	anpflanzen	regular	-	-	UNSET	plant/grow	C1
5295	bestreichen	irregular	bestrich	bestrichen	haben	spread/coat	C1
5296	einpinseln	regular	-	-	UNSET	brush/coat (with a brush)	C1
5297	abschmecken	regular	-	-	UNSET	season to taste	C1
5298	aufstocken	regular	-	-	UNSET	increase/top up	C1
5299	zirpen	regular	-	-	UNSET	chirp	C1
5300	schwernehmen	irregular	nahm schwer	schwergenommen	haben	take to heart/take hard	C1
5301	zuschieben	irregular	schob zu	zugeschoben	haben	push (towards); pin (blame) on	C1
5302	hinwegsehen	irregular	sah hinweg	hinweggesehen	haben	overlook/look past	C1
5303	hereinstecken	regular	-	-	UNSET	stick in/put in	C1
5304	regnen	regular	-	-	UNSET	rain	A1
5305	beeilen	regular	-	-	UNSET	hurry (reflexive)	A2
5306	parkieren	regular	-	-	UNSET	park (Swiss)	B1
5307	grillieren	regular	-	-	UNSET	grill (Swiss)	B1
5308	hageln	regular	-	-	UNSET	hail (weather)	B1
5309	faxen	regular	-	-	UNSET	fax	B1
5310	missverstanden	regular	-	-	UNSET	misunderstand	B2
5311	eingegangen	regular	-	-	UNSET	be received/go in/arrive	B2
5312	fernliegen	irregular	lag fern	ferngelegen	haben	be remote/be far-fetched	B2
5313	gekommen	regular	-	-	UNSET	come	B2
5314	inmitten	regular	-	-	UNSET	amid/in the middle of	B2
5315	weitergegangen	regular	-	-	UNSET	continue/carry on	B2
5316	zerrissen	regular	-	-	UNSET	tear apart	B2
5317	zusammengebunden	regular	-	-	UNSET	tie together	B2
5318	wahrgenommen	regular	-	-	UNSET	perceive/notice	B2
5319	herumschlagen	regular	-	-	UNSET	struggle around	B2
5320	schwergefallen	regular	-	-	UNSET	be difficult for someone	B2
5321	umgegangen	regular	-	-	UNSET	handle/deal with/go around	B2
5322	draufhauen	regular	-	-	UNSET	hit/hit hard	B2
5323	touren	regular	-	-	UNSET	tour	B2
5324	zusammengehören	regular	-	-	UNSET	belong together	A1
5325	hinhören	regular	-	-	UNSET	listen	B2
5326	dahergekommen	regular	-	-	UNSET	come along	B2
5327	phrasieren	regular	-	-	UNSET	phrase	B2
5328	gewittern	regular	-	-	UNSET	thunderstorm/be stormy	B2
5329	nieseln	regular	-	-	UNSET	drizzle	B2
5330	ausgegangen	regular	-	-	UNSET	go out	B2
5331	besagen	regular	-	-	UNSET	say	B2
5332	eingestanden	regular	-	-	UNSET	admit	B2
5333	nahegelegen	regular	-	-	UNSET	be nearby/be close	B2
5334	anbringen	irregular	brachte an	angebracht	haben	attach	B2
5335	vorleben	regular	-	-	UNSET	set an example	B2
