rank	word	english	cefr	flags
6610	exaltiert	effusive	-	-
6611	exhibitionistisch	exhibitionistic	-	-
6612	exogen	exogenous	-	-
6613	exokrin	exocrine	-	-
6614	fahrdynamisch	dynamic	-	-
6615	fahrig	erratic	C1	-
6616	familienähnlich	family-like	-	-
6617	faschistoid	fascistic/fascistoid	-	-
6618	faserig	fibrous/stringy	-	-
6619	feinmechanisch	precision-mechanical	-	-
6620	feist	adipose/fat	-	-
6621	felsenfest	adamant/rock-solid	-	-
6622	fesch	fashionable	-	-
6623	feuchtkalt	cold and damp	-	-
6624	fiebersenkend	antipyretic/fever-reducing	-	-
6625	figurativ	figurative	-	-
6626	filzig	felted/stingy	-	-
6627	finit	finite	-	-
6628	fischfressend	fish-eating/piscivorous	-	-
6629	fixierbar	fixable	-	-
6630	flapsig	flippant/uncouth	-	-
6631	flatterhaft	butterfly (only before nouns)/fickle/flighty	-	-
6632	fleischfarben	flesh-coloured	-	-
6633	fleischlos	meatless	-	-
6634	fluchtartig	hastily/hasty/hurried	-	-
6635	flüchtlingsfeindlich	anti-refugee	-	-
6636	förderbar	fundable	-	-
6637	frappierend	striking	-	-
6638	frauenverachtend	misogynistic	-	-
6639	fraulich	womanly/feminine	-	-
6640	freireligiös	free-religious	-	-
6641	freitäglich	Friday/of a Friday	-	-
6642	fremdbestimmt	heteronomous	-	-
6643	frivol	frivolous/lewd/ribald	-	-
6644	frühneuhochdeutsch	Early New High German	-	-
6645	fummelig	fiddly	-	-
6646	fünfbändig	five-volume	-	-
6647	fünffach	fivefold	-	notDeclinable
6648	fünfseitig	five-sided	-	-
6649	fünfwöchig	five-week	-	-
6650	fünfzigjährig	fifty-year-old	-	-
6651	fußballbegeistert	football-mad	-	-
6652	galicisch	Galician	-	-
6653	gallertartig	gelatinous	-	-
6654	ganzseitig	full-page	-	-
6655	gealtert	aged	-	-
6656	gebleicht	bleached	-	-
6657	geblümt	floral/flowered	-	-
6658	gedehnt	stretched	-	-
6659	gedeihlich	prosperous/thriving	-	-
6660	gefühllos	callous/insensitive/numb	-	-
6661	gefühlsbetont	emotional/heartfelt	-	-
6662	gefüttert	lined/fed	-	-
6663	geheuer	comfortable/uncanny (in 'nicht geheuer')	-	-
6664	geistesgeschichtlich	intellectual-historical	-	-
6665	geizig	avaricious/greedy/stingy	-	-
6666	gekippt	tilted/tipped over	-	-
6667	gelartig	gel-like	-	-
6668	gelbbraun	yellow-brown	-	-
6669	gelbrot	yellowish red	-	-
6670	geldlich	monetary/financial	-	-
6671	geleeartig	gelatinous	-	-
6672	gelenkig	flexible	-	-
6673	gell	isn't it (Bavarian/Swabian tag)	-	-
6674	gelt	isn't it (Bavarian/Swabian tag)	-	-
6675	gemeinfrei	public domain	-	-
6676	genant	coy/embarrassing	-	-
6677	genuesisch	Genoese	-	-
6678	gerichtsmedizinisch	forensic medical	-	-
6679	gerollt	rolled	-	-
6680	geruchlos	inodorous/odourless/unscented	-	-
6681	geschäftstüchtig	efficient/smart	-	-
6682	geschlachtet	slaughtered	-	-
6683	geschlechtsbezogen	related to family	-	-
6684	geschmacklos	tasteless	-	-
6685	geschwätzig	gabby/talkative	-	-
6686	gesetzlos	lawless	-	-
6687	gesetzmäßig	lawful/regular	-	-
6688	gesittet	well-mannered	-	-
6689	gesprächsbereit	willing to talk	-	-
6690	gestiefelt	booted	-	-
6691	gestielt	stalked/handled	-	-
6692	gestorben	deceased	A1	-
6693	getigert	striped	-	-
6694	getippt	typed	B1	-
6695	gewaltorientiert	violence-oriented	-	-
6696	gewerkschaftsnah	trade union affiliated/union affiliated	-	-
6697	gewinnorientiert	for-profit	-	-
6698	glasartig	vitreous/glassy	-	-
6699	golfballgroß	the size of a golf ball	-	-
6700	gönnerhaft	patronising	-	-
6701	grantig	grumpy/ornery	-	-
6702	grasgrün	grass-green	-	-
6703	gräulich	dreadful/greyish/grizzly	-	-
6704	grauschwarz	grey-black	-	-
6705	grenzwertig	borderline	-	-
6706	grobporig	coarse-pored	-	-
6707	grobschlächtig	uncouth	-	-
6708	großdeutsch	Greater German	-	-
6709	großspurig	cocky/grandiose	-	-
6710	grüngelb	yellowish green	-	-
6711	gruslig	creepy/spooky	-	-
6712	guatemaltekisch	Guatemalan	-	-
6713	gutsituiert	well-to-do	-	-
6714	gymnastisch	gymnastic	-	-
6715	haarlos	hairless	-	-
6716	habhaft	in possession of (in 'habhaft werden')	-	-
6717	halbfertig	half-finished	-	-
6718	halbstark	rowdy adolescent/teenage	-	-
6719	halbwüchsig	adolescent	-	-
6720	hämorrhagisch	haemorrhagic	-	-
6721	handyfrei	free of cell	-	-
6722	harmoniebedürftig	in need of harmony	-	-
6723	hauchfein	very fine/wispy	-	-
6724	hauchzart	very delicate	-	-
6725	haushaltspolitisch	budget-policy-related	-	-
6726	heilbringend	salvific/healing	-	-
6727	heiratsfähig	capable of wedding	-	-
6728	hellrot	bright red	-	-
6729	hellseherisch	clairvoyant	-	-
6730	helvetisch	Helvetic/Swiss	-	-
6731	heraldisch	heraldic/heraldric	-	-
6732	herbizid	herbicidal	-	-
6733	herstellbar	producible	-	-
6734	heuristisch	heuristic/heuristically	-	-
6735	hexagonal	hexagonal	-	-
6736	hinkend	inapplicable/limping	-	-
6737	hinterlistig	insidious/treacherous	-	-
6738	hirnlos	brainless	-	-
6739	hirnrissig	harebrained	-	-
6740	hitzeempfindlich	heat-sensitive	-	-
6741	hochalpin	high-alpine	-	-
6742	hochexplosiv	highly explosive	-	-
6743	hochgebildet	highly educated	-	-
6744	hochgotisch	High Gothic	-	-
6745	hochnäsig	snooty	-	-
6746	hochtechnologisch	high-tech	-	-
6747	hochverehrt	dear/esteemed/greatly respected	-	-
6748	hochverschuldet	heavily indebted	-	-
6749	hoffnungsfroh	hopeful	-	-
6750	höhnisch	scornful	-	-
6751	holzgetäfelt	wood-panelled	-	-
6752	homerisch	Homeric	-	-
6753	homoerotisch	homoerotic	-	-
6754	honigfarben	honey-coloured	-	-
6755	hüftbreit	hip-width	-	-
6756	humanmedizinisch	human medicine	-	-
6757	hussitisch	Hussite	-	-
6758	hydrophil	hydrophilic	-	-
6759	hygroskopisch	hygroscopic	-	-
6760	hyperaktiv	hyperactive	-	-
6761	ideengeschichtlich	intellectual-historical	-	-
6762	ikonographisch	iconographic	-	-
6763	illegitim	illegitimate	-	-
6764	illusorisch	illusory	-	-
6765	illyrisch	Illyrian	-	-
6766	imperialistisch	imperialistic	-	-
6767	infantil	infantile	-	-
6768	infernalisch	infernal	-	-
6769	inkohärent	incoherent/noncoherent	-	-
6770	inkompressibel	incompressible	-	-
6771	inkorrekt	incorrect	-	-
6772	inoperabel	inoperable	-	-
6773	instruktiv	instructive	-	-
6774	insuffizient	insufficient	-	-
6775	integer	honest/of integrity	-	-
6776	interkonfessionell	interdenominational	-	-
6777	internationalistisch	internationalist	-	-
6778	interpretativ	interpretive	-	-
6779	interventionistisch	interventionist/interventionistic	-	-
6780	intolerant	intolerant	B2	-
6781	intrigant	scheming	-	-
6782	invalide	disabled	-	-
6783	irrig	erroneous/mistaken	-	-
6784	italienischsprachig	Italian-speaking	-	-
6785	jagdrechtlich	hunting-law-related	-	-
6786	jesuanisch	of Jesus/Jesuanic	-	-
6787	jovial	jovial	-	-
6788	kafkaesk	kafkaesque	-	-
6789	kalabrisch	Calabrian	-	-
6790	kaleidoskopartig	kaleidoscopic	-	-
6791	kälteempfindlich	sensitive to cold	-	-
6792	kampferprobt	battle-tested	-	-
6793	kampflustig	combative	-	-
6794	kärglich	meagre/scant	-	-
6795	kasachisch	Kazakh	-	-
6796	käsig	cheesy/pale	-	-
6797	kastriert	castrated	-	-
6798	kauzig	eccentric/quirky	-	-
6799	keilförmig	cuneiform/v-shaped/wedge-shaped	-	-
6800	kernphysikalisch	nuclear-physics-related	-	-
6801	keulenförmig	-shaped club	-	-
6802	kirgisisch	Kirghiz/Kyrgyz	-	-
6803	klapprig	ramshackle/rickety/shaky	-	-
6804	klassenlos	classless	-	-
6805	kleindeutsch	Lesser German	-	-
6806	kleingärtnerisch	allotment-gardening-related	-	-
6807	klerikal	clerical	-	-
6808	klimakterisch	menopausal/climacteric	-	-
6809	klimatologisch	climatological/climatologically	-	-
6810	knielang	knee-length	-	-
6811	knitterfrei	crease-resistant/wrinkle-free	-	-
6812	kollateral	collateral	-	-
6813	kombinatorisch	combinatorial	-	-
6814	komparativ	comparative	-	-
6815	konfliktlos	conflictless	-	-
6816	konisch	conical	-	-
6817	konkav	concave	-	-
6818	konnatal	connatal	-	-
6819	konsensfähig	capable of consensus	-	-
6820	konsonantisch	consonantal	-	-
6821	konsumorientiert	oriented consumption	-	-
6822	konterrevolutionär	counter-revolutionary/counterrevolutionary	-	-
6823	kontraktil	contractile	-	-
6824	kontrastarm	low-contrast	-	-
6825	kopflastig	top-heavy	-	-
6826	körperbetont	formfitting/physical	-	-
6827	körperfremd	exogenous	-	-
6828	korrektiv	corrective	-	-
6829	kostenmäßig	cost-wise	-	-
6830	krachledern	of leather (Bavarian)	-	-
6831	kränkelnd	unhealthy	-	-
6832	kraus	confused/crinkly/frizzy	-	-
6833	kreolisch	creole	-	-
6834	kriegführend	belligerent/at war	-	-
6835	kriegsentscheidend	decisive in war	-	-
6836	kulturalistisch	culturalist	-	-
6837	kulturübergreifend	cross-cultural	-	-
6838	kunsttheoretisch	art-theoretical	-	-
6839	kupfern	copper	-	-
6840	kurzatmig	short of breath/short-winded	-	-
6841	kuwaitisch	Kuwaiti	-	-
6842	lädiert	bruised/damaged	-	-
6843	lagerfähig	storable/suitable for storage	-	-
6844	langärmlig	long-sleeved	-	-
6845	lanzettlich	lanceolate	-	-
6846	lapidar	lapidary/succinct	-	-
6847	lebensverlängernd	life-prolonging	-	-
6848	leck	leaky/leaking	-	-
6849	ledergebunden	leather-bound	-	-
6850	ledern	dry/dull/leather	-	-
6851	legendenumwoben	legendary/shrouded in legend	-	-
6852	leidtragend	suffering	-	-
6853	letal	deadly/lethal	-	-
6854	letztgültig	definitive/ultimate	-	-
6855	liberianisch	Liberian	-	-
6856	lichtdicht	light-tight	-	-
6857	lichtundurchlässig	fotoresist/opaque	-	-
6858	liebreizend	lovely/charming	-	-
6859	lind	gentle/mild	-	-
6860	linksalternativ	left-alternative	-	-
6861	linksbündig	flush left	-	-
6862	linksgerichtet	left-leaning	-	-
6863	linksliberal	centre-left/liberal-left	-	-
6864	literaturgeschichtlich	literary-historical	-	-
6865	löblich	laudable	-	-
6866	longitudinal	longitudinal	-	-
6867	löschbar	deletable/extinguishable	-	-
6868	lütt	little	-	-
6869	machtbesessen	power-obsessed	-	-
6870	madig	maggoty	-	-
6871	magensaftresistent	enteric/entericcoated/gastric juice-resistant	-	-
6872	magersüchtig	anorexic	-	-
6873	mannigfach	manifold	-	-
6874	mannschaftlich	team-related	-	-
6875	mannshoch	as tall as a man	-	-
6876	maßstabsgetreu	to scale/true to scale	-	-
6877	masurisch	Masurian	-	-
6878	mautpflichtig	obligatory/subject to toll	-	-
6879	mediengeschichtlich	media-historical	-	-
6880	mehrgleisig	multi-track	-	-
6881	mehrheitsfähig	capable of bulk	-	-
6882	mehrminütig	lasting several minutes	-	-
6883	mehrsilbig	multisyllable	-	-
6884	meist	most	A2	-
6885	meistbefahren	busiest (road)	-	-
6886	melanozytär	melanocytic	-	-
6887	merowingisch	Merovingian	-	-
6888	metallorganisch	organometallic	-	-
6889	metaphysisch	metaphysical	-	-
6890	metastabil	metastable	-	-
6891	metergenau	to the metre	-	-
6892	metrisch	metric	-	-
6893	missgünstig	jealous/resentful	-	-
6894	missmutig	morose	-	-
6895	mitgenommen	tired-out/worn	-	-
6896	mitternächtlich	midnight	-	-
6897	moderativ	moderating	-	-
6898	moldauisch	Moldovan	-	-
6899	monarchisch	monarchical	-	-
6900	monografisch	monographic	-	-
6901	monolingual	monolingual	B2	-
6902	montenegrinisch	Montenegrin	-	-
6903	moosbewachsen	moss-covered	-	-
6904	mosaisch	Mosaic	-	-
6905	moskautreu	loyal to Moscow	-	-
6906	mundartlich	dialectal	-	-
6907	münstersch	of Münster	-	-
6908	murin	murine	-	-
6909	musikinteressiert	interested in music	-	-
6910	muskelbepackt	muscular/buff	-	-
6911	nachrichtlich	informational	-	-
6912	nachsichtig	lenient/indulgent	-	-
6913	nachtschwarz	pitch-black	-	-
6914	nackig	naked (colloquial)	-	-
6915	nämlich	namely/that is	A2	-
6916	nasal	nasal	-	-
6917	naturgeschichtlich	natural-historical	-	-
6918	naturtrüb	naturally cloudy	-	-
6919	nebelig	foggy/misty	-	-
6920	nebenwirkungsarm	poor in/low in adverse effect	-	-
6921	nebenwirkungsfrei	free of adverse effect	-	-
6922	neckisch	playful/coy	-	-
6923	netzartig	net-like	-	-
6924	neuhochdeutsch	New High German	-	-
6925	neuneinhalb	nine and a half	-	notDeclinable
6926	neungeschossig	nine-storey	-	-
6927	neunmonatig	nine-month	-	-
6928	neunstündig	nine-hour	-	-
6929	neuntägig	nine-day	-	-
6930	neunwöchig	nine-week	-	-
6931	neurotisch	neurotic	-	-
6932	nichtjüdisch	non-Jewish	-	-
6933	nichtssagend	anodyne/empty/meaningless	B2	-
6934	niederbayrisch	Lower Bavarian	-	-
6935	nimmermüde	tireless	-	-
6936	niveaulos	lowbrow/mediocre	-	-
6937	normannisch	Norman	-	-
6938	oberlausitzisch	Upper Lusatian	-	-
6939	oberösterreichisch	Upper Austria/Upper Austrian	-	-
6940	obrigkeitlich	governmental	-	-
6941	obszön	obscene/obscenely	-	-
6942	ockerfarben	ochre-coloured	-	-
6943	ockergelb	ochre yellow	-	-
6944	ohmsch	ohmic	-	-
6945	ökonometrisch	econometric/econometrical	-	-
6946	ölhaltig	oleiferous	-	-
6947	olivgrün	olive green	-	-
6948	operational	operational	-	-
6949	ordinär	common/ordinary/vulgar	-	-
6950	organspezifisch	organ-specific	-	-
6951	österreichweit	Austria-wide	-	-
6952	ostpreußisch	East Prussian	-	-
6953	ottonisch	Ottonian	-	-
6954	ozeanisch	Oceanic	-	-
6955	ozeanografisch	oceanographic	-	-
6956	ozeanographisch	oceanographic	-	-
6957	paarig	paired	-	-
6958	pädosexuell	pedosexual	-	-
6959	panafrikanisch	Pan-African	-	-
6960	papiern	of paper	-	-
6961	paraguayisch	Paraguayan	-	-
6962	paranormal	paranormal	-	-
6963	parasozial	parasocial	-	-
6964	paroxysmal	paroxysmal	-	-
6965	parteiisch	biased/partial	-	-
6966	pastös	paste-like/pasty/smooth	-	-
6967	patzig	bold/cheekily/cheeky	-	-
6968	paulinisch	pauline	-	-
6969	pausbäckig	chubby cheeked	-	-
6970	pazifistisch	pacifistic	-	-
6971	perkussiv	percussive	-	-
6972	pfeilschnell	as swift as an arrow	-	-
6973	pflegeintensiv	labour-intensive (in care)	-	-
6974	pflichtbewusst	duteous/dutiful	C1	-
6975	phantasiereich	fanciful	-	-
6976	philanthropisch	philanthropic/philanthropical	-	-
6977	phönizisch	Phoenician	-	-
6978	pluripotent	pluripotent	-	-
6979	polymorph	polymorphous	-	-
6980	polynesisch	Polynesian	-	-
6981	porentief	deep-pore	-	-
