rank	word	english	cefr	flags
7843	geruchlich	olfactory	-	-
7844	geschafft	exhausted/done	-	-
7845	geschichtsrevisionistisch	historical-revisionist	-	-
7846	geschwärzt	blackened	-	-
7847	geschwind	rapid	C1	-
7848	gesetzestreu	law-abiding	-	-
7849	geständig	confessing/having confessed	-	-
7850	gesteinsbildend	rock-forming	-	-
7851	gesundheitswissenschaftlich	health-sciences-related	-	-
7852	getreidereich	rich in cereal	-	-
7853	getriebelos	gearless	-	-
7854	geweihartig	antler-like	-	-
7855	gewillkürt	voluntary	-	-
7856	gezoomt	zoomed	-	-
7857	giftfrei	non-toxic/free of poison	-	-
7858	gifthaltig	containing poison	-	-
7859	glagolitisch	Glagolitic	-	-
7860	glattrasiert	clean-shaven	-	-
7861	glazial	glacial	-	-
7862	gleichmütig	calm/even-tempered	-	-
7863	gleichseitig	equilateral	-	-
7864	glitschig	slippery	-	-
7865	glutrot	glowing red	-	-
7866	goldgerahmt	gold-framed	-	-
7867	goldhaltig	auriferous/containing gold	-	-
7868	goldig	cute/golden	-	-
7869	goldrichtig	perfect	-	-
7870	goldverziert	gold-decorated	-	-
7871	gottesfürchtig	devout/pious	-	-
7872	gotteslästerlich	blasphemous	-	-
7873	gottgewollt	divinely ordained	-	-
7874	gottverlassen	godforsaken	-	-
7875	grampositiv	gram-positive	-	-
7876	grasbewachsen	grassy	-	-
7877	grasig	grassy	-	-
7878	grauenvoll	gruesome	-	-
7879	graumeliert	grizzled/salt-and-pepper	-	-
7880	greislich	senile	-	-
7881	grellrot	bright red	-	-
7882	griesgrämig	grouchy/morose	-	-
7883	grifflos	handleless/without a handle	-	-
7884	grimmsch	Grimms' (as in Grimms' fairy tales)	-	-
7885	grönländisch	Greenlandic	-	-
7886	großbusig	big-busted	-	-
7887	großmütig	magnanimous	-	-
7888	großorchestral	large-orchestral	-	-
7889	grottenschlecht	abysmally bad	-	-
7890	grottig	bad/lousy	-	-
7891	grundsympathisch	thoroughly likeable	-	-
7892	grünstichig	with a green tint	-	-
7893	guineisch	Guinean	-	-
7894	gürtelförmig	belt-shaped	-	-
7895	gutbesucht	well-attended	-	-
7896	guterhalten	well-preserved	-	-
7897	gutgemeint	well-meant	-	-
7898	gutherzig	kind-hearted	-	-
7899	gutwillig	well-meaning	-	-
7900	habgierig	greedy	-	-
7901	habituell	habitual	-	-
7902	haitianisch	Haitian	-	-
7903	hakenförmig	hook-shaped	-	-
7904	halachisch	halachic	-	-
7905	halbfett	medium-fat/semibold	-	-
7906	halbflüssig	semi-liquid	-	-
7907	halbkugelförmig	hemispherical	-	-
7908	halbkugelig	hemispherical	-	-
7909	halblaut	in a low voice	-	-
7910	halbleer	half-empty	-	-
7911	halbminütig	lasting half a minute	-	-
7912	halboffiziell	semi-official	-	-
7913	halbstaatlich	semi-state	-	-
7914	halbtrocken	semi-sweet	-	-
7915	hallisch	of Halle	-	-
7916	händelbar	manageable	-	-
7917	handelseinig	in agreement	-	-
7918	handförmig	-shaped hand	-	-
7919	handgeschnitzt	hand-carved	-	-
7920	handgewebt	hand-woven	-	-
7921	handlungsunfähig	unable to act	-	-
7922	handtellergroß	palm-sized	-	-
7923	hartherzig	callous/hard-hearted	-	-
7924	haschemitisch	Hashemite	-	-
7925	hasenfüßig	cowardly/timid	-	-
7926	hautfarben	skin-coloured	-	-
7927	hawaiisch	Hawaiian	-	-
7928	hegemonial	hegemonic	-	-
7929	heilfroh	very glad/thoroughly relieved	-	-
7930	heimatverbunden	attached to one's home region	-	-
7931	heizbar	heatable	-	-
7932	hellblond	light blond/light blonde	-	-
7933	hellenisch	Hellenic	-	-
7934	hellhäutig	light-skinned	-	-
7935	hellrosa	bright pink/light pink	-	-
7936	hellsichtig	clairvoyant/clear-sighted	-	-
7937	herausziehbar	extractable	-	-
7938	herrisch	bossy	-	-
7939	heruntergewirtschaftet	ruined	-	-
7940	heterodox	heterodox	-	-
7941	heteronom	heteronomous	-	-
7942	heteronormativ	heteronormative	-	-
7943	heurig	this year's	-	-
7944	hieratisch	clerical/hieratic	-	-
7945	himmelhoch	sky-high	-	-
7946	hitzefrei	free of heat	-	-
7947	hobbymäßig	as a hobby	-	-
7948	hochadlig	of high nobility	-	-
7949	hochansteckend	highly contagious	-	-
7950	hochdramatisch	highly dramatic	-	-
7951	hochgeachtet	highly respected	-	-
7952	hochgestochen	high-falutin/pretentious	-	-
7953	hochhackig	high-heeled	-	-
7954	hochherzig	magnanimous	-	-
7955	hochindividuell	highly individual	-	-
7956	hochkompliziert	highly complicated	-	-
7957	hochtalentiert	highly talented	-	-
7958	hochtrabend	pompous/high-flown	-	-
7959	hold	graceful	-	-
7960	holzarm	low in wood/with little woodland	-	-
7961	holzfrei	wood-free	-	-
7962	holzzersetzend	wood-decomposing	-	-
7963	homiletisch	homiletic	-	-
7964	homofeindlich	homophobic	-	-
7965	honiggelb	honey yellow	-	-
7966	hormonhaltig	containing hormone	-	-
7967	huldvoll	full of favour	-	-
7968	humanpathogen	pathogenic to humans	-	-
7969	humanpsychologisch	human-psychology-related	-	-
7970	humoral	humoral	-	-
7971	hundemüde	dog-tired	-	-
7972	hundertst	hundredth	-	notDeclinable
7973	hundsgemein	downright mean	-	-
7974	hurtig	fast/quick	-	-
7975	hydrostatisch	hydrostatic	-	-
7976	hypertroph	hypertrophic	-	-
7977	hypoaktiv	hypoactive	-	-
7978	ideenlos	unimaginative	-	-
7979	ident	identical	-	-
7980	idiotensicher	foolproof	-	-
7981	illiberal	illiberal	-	-
7982	impertinent	impertinent	-	-
7983	impotent	impotent/powerless	-	-
7984	inbrünstig	ardent/fervent	-	-
7985	indeterminiert	indeterminate	-	-
7986	indifferent	apathetic/indifferent	-	-
7987	industriereich	rich in industry	-	-
7988	infektiologisch	infectious-disease-related	-	-
7989	ingeniös	ingenious	-	-
7990	inguinal	inguinal	-	-
7991	inhomogen	inhomogenous	-	-
7992	injektiv	injective	-	-
7993	inkompetent	incompetent	C1	-
7994	inkongruent	incongruent	-	-
7995	inkremental	incremental	-	-
7996	innegehabt	possessed	-	-
7997	inschriftlich	inscriptional	-	-
7998	insektenfressend	entomophagous/insectivorous	-	-
7999	intentional	intentional	-	-
8000	interdependent	interdependent	-	-
8001	interimistisch	interim	-	-
8002	interinstitutionell	interinstitutional	-	-
8003	interlingual	interlingual	-	-
8004	interpoliert	interpolated	-	-
8005	intersubjektiv	intersubjective	-	-
8006	intraabdominal	intraabdominal	-	-
8007	intradisziplinär	intradisciplinary	-	-
8008	intrakulturell	intracultural	-	-
8009	intransitiv	intransitive	-	-
8010	intraspezifisch	intraspecific	-	-
8011	intrauterin	intrauterine	-	-
8012	intravasal	intravascular	-	-
8013	intrusiv	intrusive	-	-
8014	invertiert	inverted	-	-
8015	ionosphärisch	ionospheric	-	-
8016	irrlichternd	flickering/will-o'-the-wisp-like	-	-
8017	isolationistisch	isolationist	-	-
8018	israelfeindlich	anti-Israel	-	-
8019	israelfreundlich	pro-Israel	-	-
8020	israelkritisch	Israel-critical	-	-
8021	jagdberechtigt	entitled to hunt	-	-
8022	jahrtausendelang	for millennia	-	-
8023	janusköpfig	Janus-faced	-	-
8024	jenisch	Yeniche	-	-
8025	jesuitisch	Jesuit	-	-
8026	jeversch	of Jever	-	-
8027	julianisch	Julian	-	-
8028	jungenhaft	boyish	-	-
8029	junggeblieben	young at heart	-	-
8030	kälteresistent	cold-resistant	-	-
8031	kaltherzig	cold-hearted	-	-
8032	kaltschnäuzig	callous	-	-
8033	kambrisch	Cambrian	-	-
8034	kampfeslustig	combative	-	-
8035	kampfunfähig	unable to fight	-	-
8036	kanaanäisch	Canaanite	-	-
8037	kandiert	candied	-	-
8038	kannibalisch	cannibalistic	-	-
8039	kantabrisch	Cantabrian	-	-
8040	kantisch	Kantian	-	-
8041	kanzerogen	cancer-causing/carcinogenic	-	-
8042	kapitalkräftig	well-funded	-	-
8043	kardiopulmonal	cardiopulmonary	-	-
8044	karikativ	caricature-like	-	-
8045	kariogen	cariogenic	-	-
8046	karpatisch	Carpathian	-	-
8047	kartesisch	Cartesian	-	-
8048	karthagisch	Carthaginian	-	-
8049	kastenähnlich	box-like	-	-
8050	kastenförmig	boxy	-	-
8051	kastilisch	Castilian	-	-
8052	kasuistisch	casuistic	-	-
8053	katarisch	Qatari	-	-
8054	kaudal	caudal	-	-
8055	kelchförmig	cup-shaped/goblet-shaped	-	-
8056	keltiberisch	Celtiberian	-	-
8057	ketzerisch	heretical	-	-
8058	khakifarben	khaki	-	-
8059	kieferlos	agnathic	-	-
8060	kiesig	gravelly/pebbly	-	-
8061	kinematographisch	cinematographic	-	-
8062	kirre	nervous/tame	-	-
8063	kissenähnlich	cushion-like	-	-
8064	kitzlig	ticklish	C1	-
8065	klandestin	clandestine	-	-
8066	klapperig	rickety/rattly	-	-
8067	klärungsbedürftig	in need of clarification	-	-
8068	klatschnass	soaked to the bone/soaked to the skin/soaking	-	-
8069	kleinasiatisch	Asia Minor/Anatolian	-	-
8070	kleingedruckt	small-printed	-	-
8071	kleinkariert	fuddy-duddy/fussy	-	-
8072	kleinschrittig	step-by-step	-	-
8073	kleinstädtisch	provincial	-	-
8074	klosterähnlich	monastery-like	-	-
8075	knabenhaft	boyish/gamine	-	-
8076	knallgelb	bright yellow	-	-
8077	knauserig	greedy/stingy	-	-
8078	knietief	knee-deep	-	-
8079	knollig	bulbous	-	-
8080	knotenartig	nodular	-	-
8081	kochsalzhaltig	containing table salt	-	-
8082	koedukativ	coeducational	-	-
8083	koffeinfrei	decaffeinated	B2	-
8084	koffeinreich	rich in caffeine	-	-
8085	kohlenstoffhaltig	carbonaceous	-	-
8086	kokett	affected/coquettish/seductive	-	-
8087	kolonialistisch	colonialist	-	-
8088	komatös	comatose	-	-
8089	kommunikationsfähig	capable of communication	-	-
8090	komorbid	comorbid	-	-
8091	konfessionsfrei	non-denominational	-	-
8092	konfliktscheu	conflict-averse	-	-
8093	konfus	confused	-	-
8094	kongenital	congenital	-	-
8095	konsensual	consensual	-	-
8096	kontraindiziert	contraindicated	-	-
8097	kontralateral	contralateral	-	-
8098	konziliant	conciliatory	-	-
8099	kopernikanisch	Copernican	-	-
8100	kopfsteingepflastert	cobblestone-paved	-	-
8101	koranisch	Koranic/Qur'anic	-	-
8102	körperlos	bodiless/incorporeal	-	-
8103	korrekturbedürftig	in need of correction	-	-
8104	korrigierbar	correctable	-	-
8105	korruptionsanfällig	corruption-prone	-	-
8106	kosakisch	Cossack	-	-
8107	kosovarisch	Kosovan	-	-
8108	kraftstrotzend	bursting with strength	-	-
8109	krampfig	crampy	-	-
8110	kratzbürstig	bristly/prickly	-	-
8111	krebsartig	cancerous	-	-
8112	kreditorisch	creditor-related	-	-
8113	kreditunwürdig	uncreditworthy	-	-
8114	kreideweiß	chalk-white	-	-
8115	kretisch	Cretan	-	-
8116	kreuzförmig	cross-shaped/cruciform	-	-
8117	kriegszerstört	war-ravaged	-	-
8118	kriminal	criminal	-	-
8119	krisselig	grainy/fuzzy/frizzy	-	-
8120	kristallartig	crystalline	-	-
8121	kritiklos	without/free of criticism	-	-
8122	kritikwürdig	open to criticism	-	-
8123	kuchenähnlich	cake-like	-	-
8124	kulturkritisch	culturally critical	-	-
8125	kumpelhaft	buddy-like	-	-
8126	kunstbeflissen	art-loving	-	-
8127	kunstfertig	skilful	-	-
8128	kupferfarben	copper-coloured	-	-
8129	kupiert	docked/cropped/cut short	-	-
8130	kuppelartig	dome-shaped	-	-
8131	kuppelförmig	dome-shaped	-	-
8132	kursorisch	cursory/hasty/superficial	-	-
8133	kurzstielig	short-stemmed	-	-
8134	ladungsfähig	capable of cargo	-	-
8135	lakritzartig	licorice-like	-	-
8136	laminar	laminar	-	-
8137	lammfromm	meek	-	-
8138	langerwartet	long-awaited	-	-
8139	langgestreckt	elongated	-	-
8140	läppisch	trifling/silly	-	-
8141	lautlich	phonetic	-	-
8142	lautmalerisch	onomatopoeic/onomatopoeically/onomatopoetic	-	-
8143	lavendelfarben	lavender	-	-
8144	lawinenartig	avalanche-like	-	-
8145	lebenshungrig	hungry for life	-	-
8146	lebensmüde	tired of life	-	-
8147	lederbezogen	leather-covered	-	-
8148	legendenhaft	legendary	-	-
8149	lehmhaltig	containing loam	-	-
8150	leibeigen	in serfdom/bonded	-	-
8151	leichtgläubig	credulous/gullible	-	-
8152	leinen	linen	-	-
8153	leninistisch	Leninist	-	-
8154	lesefreundlich	reader-friendly	B2	-
8155	lethargisch	lethargic	-	-
8156	lichtgrau	light grey	-	-
8157	lichtmikroskopisch	light-microscopic	-	-
8158	liebeshungrig	love-hungry	-	-
8159	liebeskrank	lovesick	-	-
8160	liechtensteinisch	Liechtenstein	-	-
8161	ligurisch	Ligurian	-	-
8162	limnisch	limnic	-	-
8163	linientreu	blindly obedient	-	-
8164	liniert	lined/ruled	-	-
8165	linkisch	gauche	-	-
8166	linksdrehend	laevorotatory/left-hand	-	-
8167	linksgrün	left-green	-	-
8168	linksorientiert	oriented link	-	-
8169	linkspopulistisch	left-wing populist	-	-
8170	linsenförmig	lenticular	-	-
8171	lippensynchron	in lip sync	-	-
8172	listig	smart/witty	-	-
8173	literaturhistorisch	literary-historical	-	-
8174	lokalisierbar	locatable	-	-
8175	lombardisch	Lombard	-	-
8176	lotrecht	perpendicular	-	-
8177	lübsch	of Lübeck	-	-
8178	lügenhaft	mendacious	-	-
8179	lügnerisch	mendacious	-	-
8180	lungengängig	respirable	-	-
8181	lüstern	lascivious	-	-
8182	lydisch	Lydian	-	-
8183	lykisch	Lycian	-	-
8184	machtgierig	power-hungry	-	-
8185	madrilenisch	of Madrid	-	-
8186	mafisch	mafic	-	-
8187	mährisch	Moravian	-	-
8188	makroprudenziell	macroprudential	-	-
8189	malawisch	Malawian	-	-
8190	mannhaft	doughty/manful/manly	-	-
8191	mannsgroß	as tall as a man	-	-
8192	manövrierunfähig	unable to manoeuvre	-	-
8193	mantraartig	mantra-like/repetitive	-	-
8194	marmorn	marble/marmoreal	-	-
8195	maskenhaft	mask-like	-	-
8196	masochistisch	masochistic	-	-
8197	masselos	massless	-	-
8198	maßstäblich	to scale	-	-
8199	masturbatorisch	masturbatory	-	-
8200	mausetot	as dead as a dodo/as dead as a doornail/as dead as mutton	-	-
8201	mausgrau	mousy	-	-
8202	medienhistorisch	media-historical	-	-
8203	medioker	mediocre	-	-
8204	meernah	near/close to lake	-	-
8205	megaloman	megalomaniac	-	-
8206	mehrlagig	multi-ply	-	-
8207	mehrperspektivisch	multi-perspective	-	-
8208	mehrspurig	multilane	-	-
8209	mehrwertig	multivalent	-	-
8210	meistgeklickt	most-clicked	-	-
8211	melkitisch	Melkite	-	-
8212	mendelsch	Mendelian	-	-
8213	menschengestaltig	anthropomorphic	-	-
8214	merkantilistisch	mercantilistic	-	-
8215	mesenchymal	mesenchymal	-	-
8216	messingfarben	brass-coloured	-	-
8217	metallhaltig	containing metal	-	-
8218	meterspurig	metre-gauge	-	-
8219	metertief	metres deep	-	-
8220	miefig	musty	-	-
8221	mikroelektronisch	microelectronic	-	-
8222	milieubedingt	conditioned by environment	-	-
8223	millionst	millionth	-	notDeclinable
8224	mimetisch	mimetic	-	-
8225	mineralreich	rich in mineral	-	-
8226	ministerial	ministerial	-	-
8227	minoisch	Minoan	-	-
8228	minütlich	every minute	-	-
8229	mischbar	miscible/mixable	-	-
8230	mitleiderregend	pitiable	-	-
8231	mittelniederdeutsch	Middle Low German	-	-
8232	mittelniederländisch	Middle Dutch	-	-
8233	mittelrheinisch	Middle Rhine	-	-
8234	modifizierbar	modifiable	-	-
8235	molar	molar	-	-
8236	moldawisch	Moldovan	-	-
8237	monarchistisch	monarchist	-	-
8238	monegassisch	Monacan/Monégasque	-	-
8239	monochromatisch	monochromatic	-	-
8240	monographisch	monographic	-	-
8241	monokausal	monocausal	-	-
8242	monokular	monocular	-	-
8243	moosbedeckt	moss-covered	-	-
8244	moosgrün	moss-green	-	-
8245	mordgierig	bloodthirsty	-	-
8246	mordsmäßig	tremendous/enormous	-	-
8247	morphematisch	morphemic	-	-
8248	moschusartig	musky	-	-
8249	multiplikativ	multiplicative	-	-
8250	mundlos	without/free of lips	-	-
8251	münzgroß	coin-sized	-	-
8252	mürrisch	grumpy	C1	-
8253	muschelförmig	conchiform/shell-like/shell-shaped	-	-
8254	myeloisch	myeloid	-	-
8255	mykologisch	mycological	-	-
8256	myofaszial	myofascial	-	-
8257	myop	myopic	-	-
8258	nachchristlich	post-Christian/AD	-	-
8259	nachgeboren	born after	-	-
8260	nachmalig	coming/future/henceforth	-	-
8261	nachtragend	vindictive	-	-
8262	nadelförmig	needlelike/spicular	-	-
8263	nahöstlich	Middle Eastern	-	-
8264	narbig	scarred	-	-
8265	narrensicher	foolproof/surefire	-	-
8266	naschhaft	with a sweet tooth	-	-
8267	nassforsch	brash/cocky/very forward	-	-
8268	nassgeschwitzt	dripping with sweat/soaked in sweat/sweaty	-	-
8269	nassklebend	wet-adhering	-	-
8270	nationalbewusst	nationalist	-	-
8271	nationalreligiös	national-religious	-	-
8272	naturgegeben	natural/given by nature	-	-
8273	naturphilosophisch	natural-philosophical	-	-
8274	nebelverhangen	shrouded in fog	-	-
8275	nebenwirkungsreich	rich in adverse effect	-	-
8276	neidvoll	envious	-	-
8277	neomarxistisch	neo-Marxist	-	-
8278	neonatologisch	neonatological	-	-
8279	neongrün	neon green	-	-
8280	nerval	neural	-	-
8281	neunseitig	nine-sided/nine-page	-	-
8282	neunstöckig	nine-storey	-	-
8283	neunzehnjährig	nineteen-year-old	-	-
8284	neuphilologisch	modern-philological	-	-
8285	neural	nervous/neural	-	-
8286	neurasthenisch	neurasthenic	-	-
8287	neurotoxisch	neurotoxic	-	-
8288	nichtjuristisch	non-legal	-	-
8289	nichtsahnend	unsuspecting	-	-
8290	nichtsnutzig	good-for-nothing	-	-
8291	nichtständig	non-permanent	-	-
8292	niederträchtig	vile	-	-
8293	nierenförmig	kidney-shaped/nephroid/reniform	-	-
8294	nigelnagelneu	brand new	-	-
8295	nigrisch	Nigerien	-	-
8296	nihilistisch	nihilistic	-	-
8297	nordatlantisch	North Atlantic	-	-
8298	nordenglisch	North English/northern English	-	-
8299	nordindisch	North Indian	-	-
8300	nubisch	Nubian	-	-
8301	nussbraun	nut-brown	-	-
8302	oberbayrisch	Upper Bavarian	-	-
8303	obergärig	top-fermented	-	-
8304	oberitalienisch	Northern Italian	-	-
8305	obsessiv	obsessive	-	-
8306	öd	bleak/desolate	-	-
8307	offizinell	officinal	-	-
8308	oktal	octal	-	-
8309	oktroyiert	forced upon/imposed	-	-
8310	olympiareif	Olympic-ready	-	-
8311	omanisch	Omani	-	-
8312	omnidirektional	omnidirectional	-	-
8313	omnipotent	omnipotent	-	-
8314	onomatopoetisch	onomatopoeic	-	-
8315	opernhaft	operatic	-	-
8316	opportun	opportune/suitable	-	-
8317	orangefarbig	orange-coloured	-	-
8318	orthogonal	orthogonal	-	-
8319	orthotrop	orthotropic	-	-
8320	ortsfremd	from out of town	-	-
8321	ortsgebunden	location-bound/localized	-	-
8322	ortsunkundig	unfamiliar with the area	-	-
8323	oscarnominiert	Oscar-nominated	-	-
8324	oscarprämiert	Oscar-winning	-	-
8325	ostentativ	ostentation/ostentatious	-	-
8326	ostfränkisch	East Franconian	-	-
8327	ostseitig	east-facing	-	-
8328	ostukrainisch	Eastern Ukrainian	-	-
8329	ostwestlich	east-west	-	-
8330	oxidisch	oxidic	-	-
8331	pagatorisch	financial accounting-related/pagatoric	-	-
8332	paläontologisch	palaeontological/paleontological	-	-
8333	paläozoisch	paleozoic	-	-
8334	panarabisch	pan-Arab	-	-
8335	panikartig	panicky	-	-
8336	pansexuell	pansexual	-	-
8337	papierartig	paper-like	-	-
8338	papierdünn	paper-thin	-	-
8339	parabolisch	parable/parabolic	-	-
8340	paramilitärisch	paramilitary	-	-
8341	parental	parental	-	-
8342	parochial	parochial	-	-
8343	parteieigen	owned by the party	-	-
8344	passager	passing/temporary	-	-
8345	patrizisch	patrician	-	-
8346	peinigend	tormenting	-	-
8347	pekuniär	monetary/pecuniary	-	-
8348	penil	penile	-	-
8349	perinatologisch	perinatological	-	-
8350	permeabel	permeable	-	-
8351	permissiv	permissive	-	-
8352	pervertiert	perverted	-	-
8353	pfeffrig	peppery	-	-
8354	phänotypisch	phenotypic/phenotypical	-	-
8355	philatelistisch	philatelic	-	-
8356	phonetisch	phonetic	-	-
8357	phosphathaltig	containing phosphate	-	-
8358	phylogenetisch	phylogenetic	-	-
8359	pickepackevoll	chock-full	-	-
8360	piefig	grumpy/tacky	-	-
8361	piekfein	posh	-	-
8362	pietistisch	Pietist	-	-
8363	pikiert	piqued	-	-
8364	plan	planar/plane	-	-
8365	planar	planar	-	-
8366	plangemäß	according to plan/as planned	-	-
8367	plantar	plantar	-	-
8368	planwirtschaftlich	planned economy	-	-
8369	plastikhaltig	containing plastic	-	-
8370	platinblond	platinum-blond	-	-
8371	plebejisch	plebeian	-	-
8372	pointillistisch	pointillist	-	-
8373	polizeiintern	internal to the police	-	-
8374	polizeitaktisch	police-tactical	-	-
8375	polycyclisch	polycyclic	-	-
8376	polyglott	polyglot	-	-
8377	polyurisch	polyuric	-	-
8378	polyvalent	polyvalent	-	-
8379	popkulturell	pop-cultural	-	-
8380	porzin	porcine	-	-
8381	postfaktisch	post-factual/post-truth	-	-
8382	postfossil	post-fossil	-	-
8383	postfrisch	mint/never hinged/unmounted	-	-
8384	postpartal	postpartal/postpartum	-	-
8385	potenzfördernd	potency-enhancing	-	-
8386	power	power/powerful	-	-
8387	prädikativ	predicative/predicatively	-	-
8388	präjudiziell	prejudicial	-	-
8389	präkolumbisch	pre-Columbian	-	-
8390	prallgefüllt	bulging/packed full	-	-
8391	prätentiös	pretentious	-	-
8392	praxisfern	impractical/remote from practice	-	-
8393	preispolitisch	pricing-policy-related	-	-
8394	preziös	precious/affected	-	-
8395	primordial	primaeval/primordial	-	-
