rank	word	type	praeteritum	perfekt	auxiliary	english	cefr
3044	kramen	regular	-	-	UNSET	dig/rummage	-
3045	kriminalisieren	regular	-	-	UNSET	criminalise	-
3046	lasten	regular	-	-	UNSET	encumber/rest on/rest with	-
3047	löten	regular	-	-	UNSET	solder	-
3048	nagen	regular	-	-	UNSET	eat/gnaw	B2
3049	planschen	regular	-	-	UNSET	splash/paddle	-
3050	pointieren	regular	-	-	UNSET	emphasise/accentuate	-
3051	radikalisieren	regular	-	-	UNSET	radicalise	-
3052	räuchern	regular	-	-	UNSET	smoke	-
3053	rebellieren	regular	-	-	UNSET	rebel	-
3054	recken	regular	-	-	UNSET	stretch	-
3055	reinlassen	irregular	ließ rein	reingelassen	haben	let in	-
3056	schallen	regular	-	-	UNSET	echo/resound	-
3057	scharen	regular	-	-	UNSET	cluster	-
3058	schmeicheln	regular	-	-	UNSET	fawn/flatter	C1
3059	schummeln	regular	-	-	UNSET	cheat/fudge	-
3060	schwänzen	regular	-	-	UNSET	skip class/play truant	-
3061	separieren	regular	-	-	UNSET	separate	-
3062	sprießen	irregular	spross	gesprossen	sein	sprout	-
3063	spucken	regular	-	-	UNSET	puke/spit/throw up	C1
3064	spuken	regular	-	-	UNSET	haunt	-
3065	triggern	regular	-	-	UNSET	trigger	-
3066	überhitzen	regular	-	-	UNSET	overheat/superheat	-
3067	überkommen	irregular	überkam	überkommen	sein	come down/come over/handed down	-
3068	überlappen	regular	-	-	UNSET	overlap	-
3069	umhauen	irregular	haute um	umgehauen	haben	blow someone's mind/fell/knock down	-
3070	upgraden	regular	-	-	UNSET	upgrade	-
3071	verarmen	regular	-	-	UNSET	become impoverished	-
3072	verkündigen	regular	-	-	UNSET	proclaim	-
3073	verlernen	regular	-	-	UNSET	forget/unlearn	C1
3074	verpflegen	regular	-	-	UNSET	provide food/cater for	B1
3075	verspotten	regular	-	-	UNSET	lampoon/ridicule	-
3076	vierteln	regular	-	-	UNSET	quarter	-
3077	vorfertigen	regular	-	-	UNSET	prefabricate	-
3078	vorübergehen	irregular	ging vorüber	vorübergegangen	sein	pass/pass by	-
3079	wachrütteln	regular	-	-	UNSET	give somebody a wake-up call/wake up	-
3080	wässern	regular	-	-	UNSET	soak/water	-
3081	wiedererlangen	regular	-	-	UNSET	recover/regain/resume	-
3082	zehren	regular	-	-	UNSET	feed on/draw on	-
3083	zerdrücken	regular	-	-	UNSET	crush/squash	-
3084	zerreiben	irregular	zerrieb	zerrieben	haben	grind/crush	-
3085	zerteilen	regular	-	-	UNSET	divide/split up	-
3086	zwitschern	regular	-	-	UNSET	chirp/tweet	B2
3087	abfordern	regular	-	-	UNSET	demand/request	-
3088	abringen	irregular	rang ab	abgerungen	haben	force/force out/wring	-
3089	absahnen	regular	-	-	UNSET	skim	-
3090	abschöpfen	regular	-	-	UNSET	skim	-
3091	adeln	regular	-	-	UNSET	ennoble	-
3092	aggregieren	regular	-	-	UNSET	aggregate	-
3093	anzapfen	regular	-	-	UNSET	tap into	-
3094	applaudieren	regular	-	-	UNSET	applaud	-
3095	aufatmen	regular	-	-	UNSET	breathe a sigh of relief	-
3096	aufrechnen	regular	-	-	UNSET	offset/set off	-
3097	aufrunden	regular	-	-	UNSET	round off/round up	-
3098	aufsperren	regular	-	-	UNSET	unlock	-
3099	ausfertigen	regular	-	-	UNSET	issue/prepare an official copy	-
3100	ausladen	irregular	lud aus	ausgeladen	haben	uninvite/unload	B1
3101	auspressen	regular	-	-	UNSET	squeeze	-
3102	beamen	regular	-	-	UNSET	beam/project	-
3103	beirren	regular	-	-	UNSET	confuse	-
3104	besänftigen	regular	-	-	UNSET	calm down/placate/soothe	C1
3105	booten	regular	-	-	UNSET	boot/bootstrap	-
3106	buddeln	regular	-	-	UNSET	burrow/dig/dig up	-
3107	destillieren	regular	-	-	UNSET	distil/distillate	-
3108	differieren	regular	-	-	UNSET	differ	-
3109	drängeln	regular	-	-	UNSET	jostle/push	-
3110	driften	regular	-	-	UNSET	drift	-
3111	durcheinanderbringen	irregular	brachte durcheinander	durcheinandergebracht	haben	confuse/disorder/mix up	-
3112	durchsickern	regular	-	-	UNSET	filter/leak	-
3113	einlernen	regular	-	-	UNSET	train/teach	-
3114	elektrifizieren	regular	-	-	UNSET	electrify	-
3115	entziffern	regular	-	-	UNSET	decipher/decode/make out	-
3116	ersteigern	regular	-	-	UNSET	buy at an auction	-
3117	flitzen	regular	-	-	UNSET	flit/whiz	-
3118	föhnen	regular	-	-	UNSET	blow-dry	-
3119	frisieren	regular	-	-	UNSET	do the hair/fudge/hairdress	-
3120	gehorchen	regular	-	-	UNSET	obey	-
3121	gleichziehen	irregular	zog gleich	gleichgezogen	haben	catch up	-
3122	grübeln	regular	-	-	UNSET	brood	B2
3123	heraushalten	irregular	hielt heraus	herausgehalten	haben	keep out	-
3124	hereinkommen	irregular	kam herein	hereingekommen	sein	come in	A2
3125	herumgehen	irregular	ging herum	herumgegangen	sein	go around/go past/pass sth around	-
3126	hochheben	irregular	hob hoch	hochgehoben	haben	lift/raise	-
3127	innewohnen	regular	-	-	UNSET	be inherent in	-
3128	kämmen	regular	-	-	UNSET	comb	-
3129	knabbern	regular	-	-	UNSET	nibble	-
3130	knistern	regular	-	-	UNSET	crackle	-
3131	lähmen	regular	-	-	UNSET	paralyze	-
3132	liieren	regular	-	-	UNSET	ally/link up; be in a relationship	-
3133	liken	regular	-	-	UNSET	like	C1
3134	möblieren	regular	-	-	UNSET	furnish	-
3135	morden	regular	-	-	UNSET	murder	C1
3136	mutmaßen	regular	-	-	UNSET	conjecture	C1
3137	nachrechnen	regular	-	-	UNSET	recalculate/check the calculation	-
3138	niedergehen	irregular	ging nieder	niedergegangen	sein	go down/land	-
3139	oxidieren	regular	-	-	UNSET	oxidise/oxygenate	-
3140	patentieren	regular	-	-	UNSET	patent	-
3141	patzen	regular	-	-	UNSET	blunder	-
3142	prahlen	regular	-	-	UNSET	brag/show off	-
3143	qualmen	regular	-	-	UNSET	smoke	-
3144	quietschen	regular	-	-	UNSET	creak/screech/squeak	B2
3145	rahmen	regular	-	-	UNSET	frame	-
3146	rappen	regular	-	-	UNSET	rap	-
3147	rendern	regular	-	-	UNSET	render	-
3148	ritzen	regular	-	-	UNSET	scratch	-
3149	schaukeln	regular	-	-	UNSET	rock/swing	A2
3150	schlürfen	regular	-	-	UNSET	sip	-
3151	schultern	regular	-	-	UNSET	shoulder/sling	-
3152	sinnen	irregular	sann	gesonnen	haben	brood/meditate/muse	-
3153	stauchen	regular	-	-	UNSET	compress/upset	-
3154	stöhnen	regular	-	-	UNSET	moan	C1
3155	strafen	regular	-	-	UNSET	punish	-
3156	tapezieren	regular	-	-	UNSET	decorate/paper/wallpaper	-
3157	tönen	regular	-	-	UNSET	boast/resound/sound	-
3158	überbacken	irregular	überbuk	überbacken	haben	bake au gratin/top with cheese and bake	-
3159	übertönen	regular	-	-	UNSET	dominate/drown	-
3160	umbrechen	irregular	brach um	umgebrochen	haben	break/break down/break up	-
3161	umverteilen	regular	-	-	UNSET	reallocate/redistribute	-
3162	verhärten	regular	-	-	UNSET	harden	-
3163	verheimlichen	regular	-	-	UNSET	conceal/hide/keep secret	C1
3164	verkneifen	irregular	verkniff	verkniffen	haben	resist	-
3165	verschrecken	regular	-	-	UNSET	frighten/scare	-
3166	verschütten	regular	-	-	UNSET	bury alive/spill/trap	C1
3167	verseuchen	regular	-	-	UNSET	contaminate	-
3168	vertauschen	regular	-	-	UNSET	swap/mix up	-
3169	verteufeln	regular	-	-	UNSET	condemn/demonise	-
3170	verwunden	regular	-	-	UNSET	wound	-
3171	zerschellen	regular	-	-	UNSET	shatter/smash	-
3172	zusammenfalten	regular	-	-	UNSET	chide/fold	-
3173	zustoßen	irregular	stieß zu	zugestoßen	haben	attack/happen to/join	-
3174	abbinden	irregular	band ab	abgebunden	haben	bandage/bind/bond	-
3175	abdanken	regular	-	-	UNSET	abdicate/resign	-
3176	abhandenkommen	irregular	kam abhanden	abhandengekommen	sein	get lost/go missing/lose	-
3177	abkoppeln	regular	-	-	UNSET	uncouple/disconnect	-
3178	abschütteln	regular	-	-	UNSET	shake off/get rid of	-
3179	abspalten	irregular	spaltete ab	abgespalten	haben	to separate/to split off	-
3180	abtreiben	irregular	trieb ab	abgetrieben	haben	abort/drive off/drift	-
3181	abtupfen	regular	-	-	UNSET	dab away/dab off/swab	-
3182	anecken	regular	-	-	sein	bump into/hit/offend	-
3183	anfeinden	regular	-	-	UNSET	be hostile towards	-
3184	annähen	regular	-	-	UNSET	sew on	-
3185	annullieren	regular	-	-	UNSET	annul/cancel	-
3186	anpöbeln	regular	-	-	UNSET	verbally abuse/harass	-
3187	ansaugen	regular	-	-	UNSET	attach itself/draw in/suck in	-
3188	anspannen	regular	-	-	UNSET	become tense/harness/strain	-
3189	aufbürden	regular	-	-	UNSET	burden	-
3190	aufkündigen	regular	-	-	UNSET	denounce/revoke/terminate	-
3191	aufrücken	regular	-	-	UNSET	be promoted/move along/move up	-
3192	aufscheinen	irregular	schien auf	aufgeschienen	haben	appear/light up	-
3193	aufwirbeln	regular	-	-	UNSET	raise/swirl up/whirl up	-
3194	ausarten	regular	-	-	UNSET	degenerate	-
3195	auslachen	regular	-	-	UNSET	jeer at/laugh at/stop laughing	C1
3196	ausmisten	regular	-	-	UNSET	clean out/clear out/declutter	B2
3197	ausrasten	regular	-	-	sein	crash out/freak out/go postal	-
3198	ausrutschen	regular	-	-	UNSET	slip	C1
3199	ausschlachten	regular	-	-	UNSET	cannibalise/dress/exploit	-
3200	ballen	regular	-	-	UNSET	clench/ball up; crowd together	-
3201	beichten	regular	-	-	UNSET	confess/fess up	-
3202	bejagen	regular	-	-	UNSET	hunt	-
3203	belauschen	regular	-	-	UNSET	eavesdrop	C1
3204	beschwichtigen	regular	-	-	UNSET	appease/assuage/placate	-
3205	betrinken	irregular	betrank	betrunken	haben	get drunk	-
3206	bleichen	regular	-	-	UNSET	bleach	-
3207	bloßstellen	regular	-	-	UNSET	expose/expose oneself to ridicule/make a fool of	-
3208	chillen	regular	-	-	UNSET	chill	A1
3209	dampfen	regular	-	-	UNSET	fume/steam/vape	-
3210	darbringen	irregular	brachte dar	dargebracht	haben	offer	-
3211	dasitzen	irregular	saß da	dagesessen	haben	sit there	C1
3212	draufkommen	irregular	kam drauf	draufgekommen	sein	figure out	-
3213	dröhnen	regular	-	-	UNSET	roar	B2
3214	ducken	regular	-	-	UNSET	duck	-
3215	durchnehmen	irregular	nahm durch	durchgenommen	haben	cover (a subject matter)	-
3216	durchringen	irregular	rang durch	durchgerungen	haben	bring oneself to/finally decide	-
3217	durchschlafen	irregular	schlief durch	durchgeschlafen	haben	sleep through	-
3218	duzen	regular	-	-	UNSET	be on first-name terms	B1
3219	einhüllen	regular	-	-	UNSET	wrap/envelop	-
3220	einsaugen	regular	-	-	UNSET	suck in	-
3221	einzäunen	regular	-	-	UNSET	fence in	-
3222	entfremden	regular	-	-	UNSET	alienate/estrange	C1
3223	entriegeln	regular	-	-	UNSET	release/unbolt/unlock	-
3224	erblinden	regular	-	-	UNSET	go blind	-
3225	erbrechen	irregular	erbrach	erbrochen	haben	break/vomit	-
3226	ertränken	regular	-	-	UNSET	drown	-
3227	facebooken	regular	-	-	UNSET	use Facebook	-
3228	fachsimpeln	regular	-	-	UNSET	talk shop	-
3229	freikaufen	regular	-	-	UNSET	bail out/buy sb's way out of sth./pay for sb.'s release	-
3230	funkeln	regular	-	-	UNSET	flash/glitter/sparkle	C1
3231	grinsen	regular	-	-	UNSET	grin/smirk	B2
3232	hausen	regular	-	-	UNSET	dwell	-
3233	herbeirufen	irregular	rief herbei	herbeigerufen	haben	call/cite/summon	-
3234	herumtreiben	irregular	trieb herum	herumgetrieben	haben	hang around/roam the streets/run around	-
3235	herunterspielen	regular	-	-	UNSET	de-emphasise/downplay	-
3236	hineingehen	irregular	ging hinein	hineingegangen	sein	enter/go into	-
3237	hinfallen	irregular	fiel hin	hingefallen	sein	fall down	-
3238	hoppeln	regular	-	-	UNSET	hop	-
3239	imprägnieren	regular	-	-	UNSET	impregnate/waterproof	-
3240	induzieren	regular	-	-	UNSET	induce	-
3241	kanalisieren	regular	-	-	UNSET	channel/canalize	-
3242	kapern	regular	-	-	UNSET	capture/seize/take	-
3243	kapieren	regular	-	-	UNSET	understand/get/grasp	A2
3244	kompostieren	regular	-	-	UNSET	compost/put compost on	-
3245	kompromittieren	regular	-	-	UNSET	compromise	-
3246	köpfen	regular	-	-	UNSET	behead/decapitate/head	-
3247	kribbeln	regular	-	-	UNSET	tingle	C1
