rank	word	english	cefr	flags
4954	druckvoll	forceful/powerful	-	-
4955	durchzogen	interspersed/streaked	-	-
4956	dürreresistent	drought-resistant	-	-
4957	ehrbar	reputable	-	-
4958	ehrfürchtig	reverent	-	-
4959	eigensinnig	froward/hardheaded/headstrong	B2	-
4960	eingeklemmt	stuck/pinched	-	-
4961	eingleisig	single-track	-	-
4962	einmütig	unanimous	-	-
4963	einträchtig	harmonious/peaceful	-	-
4964	einzeilig	single-line	-	-
4965	eisenhaltig	containing iron	-	-
4966	eiweißhaltig	containing albumen	-	-
4967	elektrostatisch	electrostatic	-	-
4968	eloquent	eloquent	-	-
4969	energiebewusst	energy conscious	-	-
4970	entomologisch	entomological	-	-
4971	entschädigungslos	without compensation	-	-
4972	episodisch	episodic	C1	-
4973	erbrechtlich	inheritance-related	-	-
4974	erlaucht	illustrious	-	-
4975	erleuchtet	illuminated	-	-
4976	erregt	aroused	-	-
4977	erstarkend	growing stronger	-	-
4978	essayistisch	essayistic	-	-
4979	evolutiv	evolutive	-	-
4980	extraterrestrisch	extraterrestrial	-	-
4981	extrovertiert	extroverted	C1	-
4982	fahl	bloodless/pale/pallid	-	-
4983	fangfrisch	freshly caught	-	-
4984	fetal	fetal	-	-
4985	feuchtfröhlich	drunken/booze-soaked	-	-
4986	fieberhaft	feverish	-	-
4987	filmreif	film-worthy/Oscar-worthy	B2	-
4988	fischreich	rich in fish	-	-
4989	fleckig	spotted/stained	-	-
4990	formbar	malleable	-	-
4991	forsch	brisk	-	-
4992	freibleibend	subject to confirmation	-	-
4993	freimütig	frank/outspoken	-	-
4994	friedliebend	peaceable	-	-
4995	fünftürig	five-door	-	-
4996	gefügig	submissive	-	-
4997	geistreich	witty	-	-
4998	gelinde	mild/gentle	-	-
4999	genehmigungsfähig	capable of approval	-	-
5000	geriffelt	chequered/corrugated/fluted	-	-
5001	gerötet	reddened	-	-
5002	geruchsneutral	unscented	-	-
5003	getauft	baptised	-	-
5004	gezuckert	sugared/sweetened	-	-
5005	gleichfarbig	of the same colour	-	-
5006	grazil	delicate/gracile	-	-
5007	griffbereit	within reach/ready to hand	-	-
5008	grimmig	fierce/furious	-	-
5009	grippeähnlich	flu-like	-	-
5010	gruppendynamisch	group-dynamic	-	-
5011	gusseisern	cast-iron	-	-
5012	gutachtlich	expert/advisory	-	-
5013	halbautomatisch	semi-automatic/semiautomatic	-	-
5014	halbvoll	half-full	-	-
5015	halogenfrei	halogen-free	-	-
5016	handgeschrieben	handwritten	-	-
5017	hauptverantwortlich	mainly responsible	-	-
5018	haushoch	as high as a house	-	-
5019	heillos	without/free of hail	-	-
5020	helllicht	in broad daylight	-	-
5021	hermeneutisch	hermeneutic	-	-
5022	hetzerisch	rabble-rousing	-	-
5023	hinduistisch	Hindu	-	-
5024	hitzebeständig	heat-resistant	-	-
5025	hochdeutsch	High German	-	-
5026	hochgiftig	toxic	-	-
5027	höchstpersönlich	in person/personal	-	-
5028	honduranisch	Honduran	-	-
5029	idiopathisch	essential/idiopathic/primary	-	-
5030	imperativ	imperative	-	-
5031	inhaltslos	empty/meaningless	-	-
5032	innerparteilich	intra-party	-	-
5033	inständig	urgent	-	-
5034	instrumentell	instrumental	-	-
5035	interstitiell	interstitial	-	-
5036	irregulär	irregular	-	-
5037	irrsinnig	insane/absurd	-	-
5038	jamaikanisch	Jamaican	-	-
5039	jugendfrei	suitable for minors/age-appropriate	-	-
5040	kamerunisch	Cameroonian	-	-
5041	kanonisch	canonical	-	-
5042	kartografisch	cartographic/cartographical	-	-
5043	keck	sassy	-	-
5044	keimfrei	sterile	-	-
5045	kess	cheeky/cocky/jaunty	-	-
5046	kindgemäß	suitable for children	-	-
5047	klamm	cash-strapped/clammy	-	-
5048	klappernd	clattering/rattling	-	-
5049	klösterlich	cloistral/monastic	-	-
5050	kölnisch	of Cologne	-	-
5051	kometenhaft	meteoric	-	-
5052	konfrontativ	confrontational	-	-
5053	konkludent	conclusive/implied	-	-
5054	konspirativ	conspiratorial	-	-
5055	kontextuell	contextual	-	-
5056	kopfschüttelnd	shaking one's head	-	-
5057	körnig	grainy/granular/rough	-	-
5058	koscher	kasher/kosher	-	-
5059	kosmologisch	cosmological	-	-
5060	kreditwürdig	creditworthy	-	-
5061	krisensicher	crisis-proof	-	-
5062	kugelig	obese/spherical/spheroid	-	-
5063	kümmerlich	meagre/paltry	-	-
5064	laienhaft	amateurish/unprofessional	-	-
5065	laminiert	laminated	-	-
5066	lateral	lateral	-	-
5067	lebenslustig	fun-loving	-	-
5068	machtvoll	powerful	-	-
5069	manisch	manic	-	-
5070	marxistisch	Marxist	-	-
5071	medienpolitisch	media-policy-related	-	-
5072	medienwirksam	media-effective	-	-
5073	mehrdeutig	ambiguous/ambivalent/equivocal	-	-
5074	mehrgeschossig	multi-storey	-	-
5075	mehrstöckig	multi-storey	-	-
5076	meisterlich	masterful	-	-
5077	menschenähnlich	humanlike	-	-
5078	metrologisch	metrological	-	-
5079	mickrig	puny	-	-
5080	millimetergenau	to the millimetre	-	-
5081	monoklonal	monoclonal	-	-
5082	montan	mining/montane	-	-
5083	münsterisch	of Munster	-	-
5084	mutlos	despondent	-	-
5085	nachahmenswert	worthy of imitation	-	-
5086	nachmittäglich	afternoon	-	-
5087	nautisch	nautical/nautically/navigational	-	-
5088	nebulös	nebulous	-	-
5089	neonazistisch	neo-Nazi	-	-
5090	neunköpfig	nine-member	-	-
5091	nikotinfrei	nicotine-free	-	-
5092	nikotinhaltig	containing nicotine	-	-
5093	nomadisch	nomadic	-	-
5094	nordafrikanisch	North African	-	-
5095	nordelbisch	north of the Elbe	-	-
5096	notärztlich	emergency-medical/emergency-doctor-related	-	-
5097	obstruktiv	obstructive/obstructively	-	-
5098	ofenfrisch	freshly baked/hot from the oven/oven-fresh	-	-
5099	ölig	oily	-	-
5100	ominös	ominous	-	-
5101	orangerot	orange-red	-	-
5102	ornithologisch	ornithologic/ornithological	-	-
5103	paranoid	paranoid	-	-
5104	perfektionistisch	perfectionist	-	-
5105	pinkfarben	pink	-	-
5106	planlos	unmethodical/unsystematic	-	-
5107	platonisch	platonic	-	-
5108	portofrei	post-free	-	-
5109	possierlich	cute/quaint	-	-
5110	postmortal	postmortem	-	-
5111	präoperativ	preoperative	-	-
5112	prozedural	procedural	C1	-
5113	psychotisch	psychotic	-	-
5114	purpurn	purple	-	-
5115	qualitätvoll	high-quality	-	-
5116	rahmenlos	frameless	-	-
5117	rassismuskritisch	anti-racist/critical of racism	-	-
5118	rauchig	smoky	-	-
5119	reaktionär	reactionary	-	-
5120	realitätsfern	escapist	-	-
5121	rechtsseitig	right-sided	-	-
5122	regulativ	regulatory	-	-
5123	reiflich	mature	-	-
5124	reißerisch	sensational/lurid	-	-
5125	renitent	recalcitrant/reluctant	-	-
5126	renovierungsbedürftig	in need of refurbishment	-	-
5127	respiratorisch	respiratory	-	-
5128	rezent	recent	-	-
5129	rückfällig	relapsing/recidivist	-	-
5130	ruhmreich	glorious	-	-
5131	ruinös	ruinous	-	-
5132	sahnig	creamy	-	-
5133	sämig	viscid/viscous	C1	-
5134	satellitengestützt	satellite-based	-	-
5135	schadstoffhaltig	containing harmful substance	-	-
5136	schelmisch	mischievous/roguish	-	-
5137	schleimig	slimy/smarmy	-	-
5138	schlüpfrig	bawdy/lewd/slippery	-	-
5139	schmerzlindernd	analgesic/soothing	B2	-
5140	schulterbreit	shoulder-width/shoulder-wide	-	-
5141	schutzsuchend	seeking protection	-	-
5142	schwerhörig	hard of hearing	-	-
5143	sekundenschnell	in a flash/within seconds	-	-
5144	sentimental	sentimental/soppy	-	-
5145	sequentiell	sequential	-	-
5146	singulär	rare/singular/unique	-	-
5147	sinngemäß	analogous/correspondent/logical	-	-
5148	sintflutartig	torrential	-	-
5149	sonnenreich	sunny/rich in sunshine	-	-
5150	spastisch	spastic	-	-
5151	spätmittelalterlich	late medieval	-	-
5152	spöttisch	derisive/derisively/derisorily	-	-
5153	spritsparend	fuel-efficient	-	-
5154	spülmaschinenfest	dishwasher-safe	-	-
5155	stad	quiet/calm (Bavarian)	-	-
5156	stämmig	brawny	-	-
5157	standhaft	steadfast	-	-
5158	stapelbar	stackable	-	-
5159	steinreich	filthy rich	-	-
5160	störanfällig	prone to malfunction	-	-
5161	strafprozessual	relating to criminal procedure	-	-
5162	strapaziös	exhausting/strenuous	-	-
5163	streitbefangen	in dispute	-	-
5164	strenggläubig	devout	-	-
5165	stutzig	puzzled/suspicious	-	-
5166	sudanesisch	Sudanese	-	-
5167	südosteuropäisch	south-eastern European	-	-
5168	suggestiv	suggestive	-	-
5169	sündhaft	sinful	-	-
5170	tiermedizinisch	veterinary	-	-
5171	torffrei	free of peat	-	-
5172	transient	transient	-	-
5173	trashig	trashy	-	-
5174	trüb	blear/dismal/dull	-	-
5175	tschetschenisch	Chechen	-	-
5176	tückisch	insidious/malicious/pernicious	-	-
5177	türkischstämmig	of Turkish origin	-	-
5178	tyrrhenisch	tyrrhenian	-	-
5179	überlebensfähig	capable of surviving/survivable/viable	-	-
5180	überschäumend	exuberant/effervescent	-	-
5181	ubiquitär	ubiquitous	-	-
5182	unablässig	incessant/unremitting	-	-
5183	unabweisbar	irrefusable/irrefutable	-	-
5184	unangebracht	inappropriate	B2	-
5185	unaufmerksam	inattentive	-	-
5186	unbewacht	unguarded	-	-
5187	undankbar	ingrateful/ungrateful	-	-
5188	undemokratisch	undemocratic	-	-
5189	unerforscht	unexplored	-	-
5190	unfrei	unfree	-	-
5191	ungedeckt	bad/bounced/dishonored	-	-
5192	unhinterfragt	unquestioned	-	-
5193	unkoordiniert	uncoordinated	-	-
5194	unkorrekt	incorrect	-	-
5195	unnormal	abnormal	-	-
5196	unsportlich	unathletic/unsportsmanlike	-	-
5197	unternehmungslustig	enterprising	-	-
5198	unverdaulich	indigestible	-	-
5199	unverdrossen	steady	-	-
5200	unvertretbar	irreplaceable/untenable	-	-
5201	unverwundbar	invulnerable	-	-
5202	ventral	ventral	-	-
5203	veränderlich	alterable/changeable/mutable	-	-
5204	verantwortbar	justifiable	-	-
5205	verblüfft	amazed/astonished/staggered	-	-
5206	verbrecherisch	criminal	-	-
5207	verdreckt	dirty/filthy/manky	-	-
5208	verfahrensrechtlich	procedural	-	-
5209	verfassungsgebend	constitution-making/constituent	-	-
5210	verfassungskonform	constitutional	-	-
5211	verflucht	cursed/damned	-	-
5212	veritabel	veritable	-	-
5213	verkrustet	crusted/encrusted/sclerotic	-	-
5214	verlegen	abashed/lacking/shy	-	-
5215	verletzungsbedingt	due to injury/injury-related	-	-
5216	verwundbar	vulnerable	-	-
5217	verzinslich	interest-bearing	-	-
5218	viereckig	square/quadrilateral	-	-
5219	viermalig	fourfold/four-time	-	-
5220	vierrädrig	four-wheeled	-	-
5221	virulent	virulent	-	-
5222	viszeral	visceral	-	-
5223	vogtländisch	of the Vogtland	-	-
5224	volkseigen	owned by the people	-	-
5225	vorgeblich	alleged/pretended	-	-
5226	vorhergesagt	predicted/projected	-	-
5227	vorschriftsgemäß	in accordance with regulation	-	-
5228	voyeuristisch	voyeuristic	-	-
5229	vulgär	vulgar	-	-
5230	warmblütig	warm-blooded	-	-
5231	wasserhaltig	containing water	-	-
5232	wasserreich	rich in water	-	-
5233	wehrlos	defenceless/vulnerable	-	-
5234	weitverzweigt	widely ramified	-	-
5235	wellenartig	wavelike	-	-
5236	werbewirksam	promotionally effective	-	-
5237	widerstandslos	unresisting	-	-
5238	wiederaufladbar	rechargeable	-	-
5239	wirkmächtig	powerful/effective	-	-
5240	wissenschaftsbasiert	science based/science-based	-	-
5241	wissentlich	knowingly	-	-
5242	witterungsbedingt	conditioned by atmospheric conditions	-	-
5243	wollig	woolly	-	-
5244	wüst	audacious/bewildered/chaotic	C1	-
5245	zahnlos	edentulous/tame/toothless	-	-
5246	zehnminütig	ten-minute	-	-
5247	zickig	capricious	-	-
5248	zirkulär	circular	-	-
5249	zurechenbar	attributable/imputable	-	-
5250	zusammengehörig	belonging together	-	-
5251	zwanzigst	twentieth	-	notDeclinable
5252	zweischneidig	cut both ways/double-edged	-	-
5253	zwölfmonatig	twelve-month	-	-
5254	abergläubisch	superstitious	-	-
5255	abgetragen	worn-out	-	-
5256	abhörsicher	tap-proof/secure from eavesdropping	-	-
5257	abiotisch	abiotic	-	-
5258	abrasiv	abrasive	-	-
5259	abschätzig	derogatory/disparaging	-	-
5260	abtrennbar	detachable/removable/separable	-	-
5261	abwaschbar	washable	C1	-
5262	alkoholbedingt	alcohol-related	-	-
5263	allseitig	all/all-round/areas	-	-
5264	allwöchentlich	weekly	-	-
5265	altgedient	long-serving/long-standing/longstanding	-	-
5266	althochdeutsch	Old High German	-	-
5267	amtsfrei	free of office	-	-
5268	anachronistisch	anachronistic/anachronous	-	-
5269	anaerob	anaerobe/anaerobic	-	-
5270	anatolisch	Anatolian	-	-
5271	andächtig	devotional/devout/devoutly	-	-
5272	androgyn	androgynous	-	-
5273	anglikanisch	Anglican	-	-
5274	angloamerikanisch	Anglo-American	-	-
5275	antriebslos	listless/lacking drive	-	-
5276	anzüglich	attractive/insinuating/lewd	-	-
5277	apathisch	apathetic/indifferent	-	-
5278	arbeitsreich	rich in business	-	-
5279	arbeitswissenschaftlich	work-science-related	-	-
5280	aristokratisch	aristocratic	-	-
5281	artifiziell	artificial/unnatural	-	-
5282	aserbaidschanisch	Azerbaijani/Azerbaijanian	-	-
5283	assoziativ	associative	-	-
5284	aufständisch	insurgent/insurrectionary	-	-
5285	auftragsgemäß	in accordance with application	-	-
5286	ausreisepflichtig	obliged to leave the country	-	-
5287	außerparlamentarisch	extra-parliamentary	-	-
5288	auswertbar	evaluable/analysable	-	-
5289	autochthon	autochthonous	-	-
5290	autogen	autogenous	-	-
5291	bairisch	Bavarian	-	-
5292	barbarisch	barbarian/barbaric/barbarous	-	-
5293	bauchfrei	midriff-baring	-	-
5294	baumbestanden	tree-covered	-	-
5295	begütert	affluent/wealthy	-	-
5296	berührungssensitiv	touch-sensitive	-	-
5297	beschreibbar	describable	-	-
5298	bestechend	striking/compelling	B2	-
5299	betoniert	concreted	-	-
5300	beweisbar	provable	-	-
5301	bewölkt	cloudy	A1	-
5302	bieder	bourgeois/conservative/conventional	B2	-
5303	bildgewaltig	visually powerful	-	-
5304	bioaktiv	bioactive	-	-
5305	bitterböse	furious/livid	-	-
5306	bituminös	bituminous	-	-
5307	blad	fat/chubby (Austrian/Bavarian)	-	-
5308	blaugrün	blue-green/teal	-	-
5309	blitzsauber	spotlessly clean	-	-
5310	blutrünstig	bloodthirsty/gory	-	-
5311	böig	gusty/squally	-	-
5312	breitenwirksam	reaching a broad audience/broadly effective	-	-
5313	brieflich	by letter/epistolary	-	-
5314	bruchstückhaft	fragmentary/scrappy	-	-
5315	bürgerkriegsähnlich	civil-war-like	-	-
5316	chorisch	choral	-	-
5317	cineastisch	cinematic	-	-
5318	citynah	near/close to city centre	-	-
5319	despotisch	despotic	-	-
5320	deterministisch	deterministic	-	-
5321	deutschnational	German-nationalist	-	-
5322	devot	submissive	-	-
5323	diabolisch	diabolic	-	-
5324	diametral	diametric/diametrical	-	-
5325	dilettantisch	amateurish/dilettante	-	-
5326	diskutabel	debatable/discussable	-	-
5327	doppelwandig	double-walled	-	-
5328	dornig	thorny	-	-
5329	drahtig	wiry	-	-
5330	dreiminütig	three-minute	-	-
5331	dreiseitig	three-sided/three-page/trilateral	-	-
5332	dreistöckig	three-story	-	-
5333	dreitürig	three-door	-	-
5334	drittletzte	antepenultimate/last but two/third from last	-	-
5335	dröge	boring/dry	-	-
5336	drollig	droll/facetious/odd	-	-
5337	durchtrainiert	well-trained/toned	-	-
5338	dystopisch	dystopian/dystopic	-	-
5339	ebenmäßig	even/regular	-	-
5340	ehern	brazen/bronze/iron	-	-
5341	eierlegend	egg-laying/oviparous	-	-
5342	eigeninitiativ	self-initiated	-	-
5343	einfallslos	unimaginative	-	-
5344	einminütig	one-minute	-	-
5345	einstufig	single-stage	-	-
5346	einzellig	single-celled/unicellular	-	-
5347	ellenlang	endless/interminable/lengthy	-	-
5348	elternlos	parentless	-	-
5349	emotionsgeladen	emotionally charged	-	-
5350	endogen	endogenous	-	-
5351	endzeitlich	apocalyptic	-	-
5352	entgeltfrei	free of remuneration	-	-
5353	enzyklopädisch	encyclopaedic	-	-
5354	erdig	earthy	-	-
5355	eritreisch	Eritrean	-	-
5356	erkenntlich	recognisable	-	-
5357	erstrebt	desired/pursued/strived	-	-
5358	etymologisch	etymological/etymologically	-	-
5359	exterritorial	exterritorial	-	-
5360	fabrikneu	brand new	-	-
5361	fälschlich	falsely/incorrectly	-	-
5362	feinmotorisch	fine-motor	-	-
5363	fensterlos	windowless	-	-
5364	fernmündlich	by/over/telephone	-	-
5365	festlegbar	establishable	-	-
5366	fettlöslich	fat-soluble/liposoluble	-	-
5367	feuerrot	fire red/fire-red	-	-
5368	finanzstark	financially strong	-	-
5369	fleischig	fleshy	-	-
5370	flippig	flighty	-	-
5371	formbeständig	shape-retaining	-	-
5372	freiheitsliebend	freedom-loving	-	-
5373	fremdartig	strange/alien	-	-
5374	fundamentalistisch	fundamentalist	-	-
5375	fünfminütig	five-minute	-	-
5376	furchteinflößend	frightening	-	-
5377	furchterregend	frightening/terrifying	-	-
5378	fußend	based on	-	-
5379	gasbetrieben	gas-powered	-	-
5380	gebärfähig	of childbearing age	-	-
5381	gebetsmühlenartig	repetitive	-	-
5382	gebirgig	mountainous	-	-
5383	gebügelt	ironed	-	-
5384	geflissentlich	assiduous/deliberate/studious	-	-
5385	gehemmt	inhibited	-	-
5386	gehorsam	dutiful/obedient	-	-
5387	geländegängig	all-terrain	-	-
5388	gelbgrün	chartreuse	-	-
5389	geplagt	plagued/tormented	-	-
5390	geschwisterlich	siblinglike/siblingly	-	-
5391	gesetzeswidrig	unlawful	-	-
5392	gesichtslos	faceless	-	-
5393	gesprenkelt	dappled/flecked/mottle-coloured	-	-
5394	gewaltverherrlichend	glorifying violence	-	-
5395	gewissenlos	irresponsible/unscrupulous	-	-
5396	ghanaisch	Ghanaian	-	-
5397	giftgrün	lurid green	-	-
5398	gitterförmig	grid-shaped/lattice-shaped	-	-
5399	gleichgewichtig	balanced/of equal weight	-	-
5400	glimpflich	lenient	-	-
5401	goldbraun	golden-brown	-	-
5402	gottlos	godless	-	-
5403	gramnegativ	gram-negative	-	-
5404	granular	granular	-	-
5405	grässlich	grisly/hideous	-	-
5406	grauweiß	greyish white	-	-
5407	gravimetrisch	gravimetric	-	-
5408	größenwahnsinnig	megalomaniacal	-	-
5409	halbgar	half-baked/half-cooked	-	-
5410	halbkreisförmig	-shaped hemicycle	-	-
5411	hämisch	derisive/malicious	-	-
5412	handbemalt	handpainted	-	-
5413	handgearbeitet	handcrafted	-	-
5414	handgeführt	hand-guided/hand-held	-	-
5415	handgreiflich	clear/violent	-	-
5416	happig	steep/hefty	-	-
5417	harsch	harsh/raw/rough	-	-
5418	hasserfüllt	hate-filled/hateful	-	-
5419	herzlos	heartless	-	-
5420	himmelblau	azure/sky blue	-	-
5421	hirntot	brain-dead/braindead	-	-
5422	hochdosiert	high-dose	-	-
5423	hocheffektiv	highly effective	C1	-
5424	hochfest	high-tensile	-	-
5425	hochgeschätzt	highly esteemed	-	-
5426	hochgezogen	raised/pulled up	-	-
5427	hochinfektiös	highly infectious	-	-
5428	hörig	be in bondage to somebody/dependent/sexually dependent	-	-
5429	humorlos	cantankerous/humorless/humourless	-	-
5430	inflationsbereinigt	inflation-adjusted	-	-
5431	inhaltsreich	content rich/content-rich	-	-
5432	inkompatibel	incompatible	-	-
5433	interkontinental	intercontinental	-	-
5434	intermediär	intermediary/intermediate	-	-
5435	intermittierend	intermittent	-	-
5436	interniert	interned	-	-
5437	interpretierbar	interpretable	-	-
5438	jahrzehntealt	decades-old	-	-
5439	jämmerlich	abysmal/lamentable/pitiful	-	-
5440	jazzig	jazzy	-	-
5441	jungsteinzeitlich	Neolithic	-	-
5442	kalorienreich	rich in calorie	-	-
5443	kaltblütig	cold-blooded	-	-
5444	kambodschanisch	Cambodian/Khmer	-	-
5445	kampflos	without a fight	-	-
5446	kaukasisch	Caucasian	-	-
5447	kegelförmig	cone-shaped/conical	-	-
5448	kerngesund	sound as a bell/thoroughly healthy	C1	-
5449	kerzengerade	bolt upright	-	-
5450	klaglos	uncomplaining	-	-
5451	klammheimlich	clandestine/covert/on the quiet	C1	-
5452	kleinlich	fussy/mean/narrow-minded	-	-
5453	kohlenhydratreich	high-carbohydrate	-	-
5454	kolossal	colossal/huge	-	-
5455	konditionell	conditional/relating to fitness	-	-
5456	konfliktreich	adversarial/troubled	-	-
5457	kontextsensitiv	context-sensitive	-	-
5458	konzentrisch	concentric/concentrical	-	-
5459	kovalent	covalent	-	-
5460	krampfartig	paroxysmal	-	-
5461	krampfhaft	forced/convulsive	C1	-
5462	krisenfest	crisis-proof/resilient in a crisis	-	-
5463	kürzlich	recent	B1	-
5464	kurzwellig	shortwave	-	-
5465	kybernetisch	cybernetic	-	-
5466	laizistisch	laic/laicist/laicistic	-	-
5467	landesgeschichtlich	regional-historical	-	-
5468	langstielig	long-stemmed	-	-
5469	langwellig	long-wave	-	-
5470	laotisch	Lao/Laotian	-	-
5471	lasziv	lascivious/offensive/rude	-	-
5472	launisch	erratic/flighty/moody	-	-
5473	lausig	lousy	-	-
5474	lebensecht	lifelike	-	-
5475	lebenserfahren	experienced in life	-	-
5476	lederartig	leathery/leather-like	-	-
5477	leergefegt	swept clean/deserted	-	-
5478	leichtsinnig	careless/devil-may-care/frivolous	-	-
5479	lernwillig	willing to learn	-	-
5480	libertär	libertarian	-	-
5481	linden	of linden/lime wood	-	-
5482	linksradikal	far-left	-	-
5483	linksrheinisch	west of the Rhine	-	-
5484	logopädisch	speech-therapy-related	-	-
5485	luftdurchlässig	air-permeable/breathable	-	-
5486	luzid	lucid	-	-
5487	mädchenhaft	girlish	-	-
5488	magmatisch	magmatic	-	-
5489	markig	pithy/terse	-	-
5490	materialistisch	materialistic	-	-
5491	mechanistisch	mechanistic	-	-
5492	medizinhistorisch	medical-historical	-	-
5493	meistgesucht	most-wanted/most-searched	-	-
5494	metaphorisch	metaphoric/metaphorical	-	-
5495	meterlang	metres long	-	-
5496	mietfrei	rent-free	-	-
5497	mittelamerikanisch	Central American	-	-
5498	mittelgradig	moderate	-	-
5499	mittelhochdeutsch	Middle High German	-	-
5500	monastisch	monastic/monastical/monastically	-	-
5501	monogam	monogamous	-	-
5502	monothematisch	monothematic	-	-
5503	morastig	boggy/marshy/miry	-	-
5504	mosaikartig	mosaic-like	-	-
5505	mundtot	silenced/gagged	-	-
5506	mürbe	brittle/crumbly/friable	-	-
5507	nachbörslich	after-hours	-	-
5508	nationalkonservativ	national-conservative	-	-
5509	nicaraguanisch	Nicaraguan	-	-
5510	niederfrequent	low-frequency	-	-
5511	niederschlagsarm	low in precipitation/dry	-	-
5512	niederschlesisch	Lower Silesian	-	-
5513	niveaugleich	at the same level	-	-
5514	nunmehrig	current/present	-	-
5515	oberrheinisch	Upper-Rhenish	-	-
5516	okkult	occult	-	-
5517	oll	old	-	-
5518	ontologisch	ontological	-	-
5519	ophthalmologisch	ophthalmological	-	-
5520	orthographisch	orthographic	-	-
5521	osteopathisch	osteopathic	-	-
5522	oszillierend	oscillating	-	-
5523	paneuropäisch	pan-European	-	-
5524	passierbar	passable/traversable	-	-
5525	pastellfarben	pastel-coloured	-	-
5526	patent	ingenious/smart	-	-
5527	patentrechtlich	patent law	-	-
5528	pathetisch	pompous/pathos-filled/emotional	-	-
5529	pausenlos	continuous/non-stop	-	-
5530	pelzig	furry/fuzzy	-	-
5531	perinatal	perinatal	-	-
5532	phänomenologisch	phenomenological	-	-
5533	pilzförmig	fungiform/mushroom-shaped	-	-
5534	pixelig	pixelated	-	-
5535	platinhaltig	containing platinum	-	-
5536	postapokalyptisch	post-apocalyptic	-	-
5537	postwendend	by return mail/by return of post/immediately	-	-
5538	probabilistisch	probabilistic	-	-
5539	prorussisch	pro-Russian	-	-
5540	proteinreich	protein-rich/rich in protein	-	-
5541	protektionistisch	protectionist	-	-
5542	protzig	showy/swanky	-	-
5543	prüde	prudish	-	-
5544	prüfungsrelevant	exam-relevant	-	-
5545	punktförmig	dot-like/dot-shaped/punctiform	-	-
5546	punktlos	scoreless/without points	-	-
5547	quecksilberhaltig	containing mercury	-	-
5548	ranghoch	high-ranking	-	-
5549	rauschhaft	intoxicating/euphoric	-	-
5550	rechtsnational	right-wing nationalist	-	-
5551	regelwidrig	against the rules/irregular	-	-
5552	rektal	rectal	-	-
5553	religionspolitisch	religious-policy-related	-	-
5554	repetitiv	repetitive	-	-
5555	resilient	durable/resilient/robust	-	-
5556	reziprok	reciprocal	-	-
5557	risikofrei	free of chance	-	-
5558	röhrenförmig	tube-shaped/tubular	-	-
5559	rothaarig	redheaded	-	-
5560	rührselig	maudlin/mawkish/sentimental	-	-
5561	rural	rural	-	-
5562	sarkastisch	sarcastic	-	-
5563	schamlos	barefaced/brazen/ill-mannered	-	-
5564	schaumig	foamy	-	-
5565	scheußlich	abominable/appalling/atrocious	-	-
5566	schmeichelhaft	flattering	-	-
5567	schmierig	dirty/filthy/greasy	-	-
5568	schmutzabweisend	dirt-repellent	-	-
5569	schneesicher	snow-sure/reliable for snow	-	-
5570	schnurgerade	dead straight	-	-
5571	schummrig	dim	-	-
5572	schuppig	scaly/flaky	-	-
5573	schwarzbraun	dark brown	-	-
5574	schwergewichtig	heavyweight	-	-
5575	schwülstig	pompous/bombastic	-	-
