rank	word	english	cefr	flags
9235	gegen	against	A1	-
9236	gern	gladly	A1	-
9237	mitten	in the middle	A2	-
9238	deswegen	for this reason/therefore	B1	-
9239	meinetwegen	for my sake/as far as I'm concerned	B1	-
9240	inzwischen	in the meantime	A2	-
9241	sondern	but rather (after a negation)	B1	-
9242	morgens	in the morning(s)	A1	-
9243	vormittags	before noon	A1	-
9244	mittags	at midday	A1	-
9245	nachmittags	in the afternoon(s)	A1	-
9246	abends	in the evening(s)	A1	-
9247	nachts	at night/nightly	A1	-
9248	montags	on Mondays	A2	-
9249	dienstags	on Tuesdays	A2	-
9250	mittwochs	on Wednesdays	A2	-
9251	donnerstags	on Thursdays	A2	-
9252	freitags	on Fridays	A2	-
9253	samstags	on Saturdays	A1	-
9254	sonntags	on Sundays	A2	-
9255	sonnabends	on Saturdays (northern German)	B1	-
9256	wochentags	on weekdays	B1	-
9257	werktags	on working days	B1	-
9258	erste	first	A1	-
9259	zweite	second	A1	-
9260	dritte	third	A1	-
9261	vierte	fourth	A1	-
9262	fünfte	fifth	A1	-
9263	sechste	sixth	A1	-
9264	siebte	seventh	A1	-
9265	achte	eighth	A1	-
9266	neunte	ninth	A1	-
9267	zehnte	tenth	A1	-
9268	elfte	eleventh	A1	-
9269	zwölfte	twelfth	A1	-
9270	erstens	firstly	A2	-
9271	zweitens	secondly	A2	-
9272	drittens	thirdly	A2	-
9273	viertens	fourthly	A2	-
9274	eins	one	A1	-
9275	zwei	two	A1	-
9276	vier	four	A1	-
9277	fünf	five	A1	-
9278	sechs	six	A1	-
9279	sieben	seven	A1	-
9280	neun	nine	A1	-
9281	zehn	ten	A1	-
9282	elf	eleven	A1	-
9283	zwölf	twelve	A1	-
9284	dreizehn	thirteen	A1	-
9285	vierzehn	fourteen	A1	-
9286	fünfzehn	fifteen	A1	-
9287	sechzehn	sixteen	A1	-
9288	siebzehn	seventeen	A1	-
9289	achtzehn	eighteen	A1	-
9290	neunzehn	nineteen	A1	-
9291	zwanzig	twenty	A1	-
9292	einundzwanzig	twenty-one	A1	-
9293	dreißig	thirty	A1	-
9294	vierzig	forty	A1	-
9295	fünfzig	fifty	A1	-
9296	sechzig	sixty	A1	-
9297	siebzig	seventy	A1	-
9298	achtzig	eighty	A1	-
9299	neunzig	ninety	A1	-
9300	hundert	(one) hundred	A1	-
9301	tausend	(one) thousand	A1	-
9302	einmal	once	A1	-
9303	zweimal	twice	A1	-
9304	dreimal	three times	A1	-
9305	viermal	four times	A1	-
9306	zweifach	twofold	A1	-
9307	plus	plus	A1	-
9308	minus	minus	A1	-
9309	online	online	B1	-
9310	gestresst	stressed	A2	-
9311	netterweise	kindly	B2	-
9312	fälschlicherweise	erroneously	B2	-
9313	jedoch	however	B2	-
9314	geteilt	shared	B2	-
9315	jeglich	any	B2	-
9316	inhaltsleer	empty of content	B2	-
9317	irreal	unreal	B2	-
9318	infrage	in question	B2	-
9319	zusammenbinden	bind together	B2	-
9320	schmerzlos	painless	B2	-
9321	voller	full	B2	-
9322	allzu	all too	B2	-
9323	gezeichnet	drawn	B2	-
9324	smart	smart	B2	-
9325	ungefragt	unsolicited	B2	-
9326	zugleich	at the same time	B2	-
9327	drauf	on it	B2	-
9328	überlastet	overloaded	B2	-
9329	verhandlungssicher	business fluent	B2	-
9330	budgetverantwortlich	responsible for the budget	B2	-
9331	darüber	about it	B2	-
9332	zielorientiert	Goal-orientated	B2	-
9333	hierzulande	in this country	B2	-
9334	ausgeliefert	delivered	B2	-
9335	folglich	consequently	B2	-
9336	gedacht	thought	B2	-
9337	zugrunde	Underlying	B2	-
9338	gefährdet	endangered	B2	-
9339	insbesondere	in particular	A2	-
9340	kinderfeindlich	hostile to children	B2	-
9341	obgleich	although	B2	-
9342	unbezahlt	unpaid	B2	-
9343	zeitintensiv	Time-consuming	B2	-
9344	samt	including/together with	B2	-
9345	zudem	also	B2	-
9346	ausgewechselt	exchanged	B2	-
9347	überlebenswichtig	vital for survival	B2	-
9348	längerfristig	longer term	B2	-
9349	bedroht	threatened	B2	-
9350	eingerechnet	included	B2	-
9351	müdegearbeitet	tired	B2	-
9352	nen	a/an (colloquial contraction of einen)	B2	-
9353	verstärkt	reinforced	B2	-
9354	ausverkauft	sold out	B2	-
9355	anerkennend	recognising	B2	-
9356	entgegengebracht	accommodated	B2	-
9357	übereinander	on top of each other	B2	-
9358	schlimmstenfalls	at worst	B2	-
9359	übrigens	by the way/incidentally	A2	-
9360	schützenswert	worth protecting	B2	-
9361	aufeinander	on each other	B2	-
9362	übersetzbar	translatable	B2	-
9363	wiedererkannt	recognised	B2	-
9364	an	on	A1	-
9365	hat	has	B2	-
9366	vorausgehen	precede	B2	-
9367	angelehnt	leant on	B2	-
9368	aufschwingen	swing open	B2	-
9369	äußere	outer	B2	-
9370	baumbeschattet	tree shaded	B2	-
9371	manikürt	manicured	B2	-
9372	siegessicher	confident of victory	B2	-
9373	zumeist	mostly	B2	-
9374	zumindest	at least	A2	-
9375	großteils	largely	B2	-
9376	auseinanderreißen	tear apart	B2	-
9377	zusammentragen	collate	B2	-
9378	ausgerechnet	of all things	B2	-
9379	vielbeschäftigt	busy	B2	-
9380	bang	bang	B2	-
9381	rettungslos	hopeless	B2	-
9382	schlummerlos	slumberless	B2	-
9383	vorüber	over	B2	-
9384	drauflos	go for it	B2	-
9385	talentlos	talentless	B2	-
9386	talentvoll	talented	B2	-
9387	auswendig	by heart	A1	-
9388	gesundheitsfördernd	health-promoting	B2	-
9389	vorausdenken	think ahead	B2	-
9390	vorausgedacht	thought ahead	B2	-
9391	neulich	recently	A2	-
9392	unerfüllt	unfulfilled	B2	-
9393	ungehört	unheard	B2	-
9394	infolge	as a result of	B2	-
9395	zukunftssicher	future-proof	B2	-
9396	andernfalls	otherwise	B2	-
9397	sowieso	anyway	A2	-
9398	vorsprechen	audition	B2	-
9399	wiedertreffen	meet again	B2	-
9400	zustande	into being/about (in zustande kommen)	B2	-
9401	überaus	extremely	B2	-
9402	umweltverträglich	environmentally friendly	B2	-
9403	aufgerichtet	erected	C1	-
9404	zueinander	to each other	C1	-
9405	zeitsparend	time-saving	C1	-
9406	zeitweise	at times	C1	-
9407	gefühlt	felt	C1	-
9408	demnach	therefore	C1	-
9409	beigebracht	taught	C1	-
9410	sprach	spoke	C1	-
9411	überrennen	overrun	C1	-
9412	überrannt	overrun	C1	-
9413	computerspielsüchtig	addicted to computer games	C1	-
9414	kriminologisch	criminological	C1	-
9415	namens	named	C1	-
9416	unbeschäftigt	unoccupied	C1	-
9417	unterscheidet	differentiates	C1	-
9418	über	about	A1	-
9419	anbringen	attach	C1	-
9420	mitentscheiden	co-decide	C1	-
9421	entschied	decided	C1	-
9422	sowie	and	C1	-
9423	zurück	back	A1	-
9424	hierbei	here	C1	-
9425	gaumenfreundlich	Palate-friendly	C1	-
9426	kiefergerecht	orthodontic	C1	-
9427	kurzerhand	without further ado	C1	-
9428	zündend	igniting	C1	-
9429	contra	contra	C1	-
9430	von	from	A1	-
9431	ist	is	C1	-
9432	mithilfe	with the help of	C1	-
9433	dastehen	stand there	C1	-
9434	aufgrund	due to	C1	-
9435	allermeist	most of the time	C1	-
9436	anderswo	elsewhere	C1	-
9437	anklingen	resonate	C1	-
9438	gefärbt	coloured	C1	-
9439	im	in the	C1	-
9440	komödiantisch	comedic	C1	-
9441	minderbemittelt	underprivileged	C1	-
9442	um	at	A1	-
9443	zurecht	rightly	C1	-
9444	differenziert	differentiated	C1	-
9445	barfuß	barefoot	C1	-
9446	floss	flowed	C1	-
9447	kurfürstlich	electoral	C1	-
9448	verunsichert	unsettled	C1	-
9449	per	per	A2	-
9450	phrasenhaft	clichéd/formulaic	C1	-
9451	anstelle	instead of	C1	-
9452	offenstehen	be open	C1	-
9453	berufsbegleitend	part-time	C1	-
9454	darbieten	offer	C1	-
9455	haufenweise	heaps	C1	-
9456	höchst	highest	C1	-
9457	zuvor	before	C1	-
9458	so	so	A1	-
9459	durchsetzungsstark	Assertive	C1	-
9460	floskelhaft	clichéd	C1	-
9461	weiterbringen	advance	C1	-
9462	kam	came	C1	-
9463	vorwärtsgehen	go forward	C1	-
9464	vorwärts	forward	A2	-
9465	gegebenenfalls	if necessary	C1	-
9466	anhand	on the basis of	C1	-
9467	überfordert	overstrained	C1	-
9468	ausgenutzt	utilised	C1	-
9469	bis	until	A1	-
9470	derart	such	C1	-
9471	hinaus	beyond	C1	-
9472	insgeheim	secretly	C1	-
9473	miteinbeziehen	include	C1	-
9474	nebeneinander	side by side	A2	-
9475	überdies	moreover	C1	-
9476	unpräsent	unpresentable	C1	-
9477	vorab	in advance	C1	-
9478	womöglich	possibly	C1	-
9479	zugange	at work/underway	C1	-
9480	anerkennenswert	Recognisable	C1	-
9481	arbeitsintensiv	labour-intensive	C1	-
9482	erbracht	provided	C1	-
9483	technologieintensiv	technology-intensive	C1	-
9484	erspart	saves	C1	-
9485	aus	from	A1	-
9486	zurückerhalten	get back	C1	-
9487	aufeinandertreffen	meet	C1	-
9488	beglückt	delighted	C1	-
9489	schloss	lock	C1	-
9490	entlanggehen	walk along	C1	-
9491	heraus	out	C1	-
9492	stand	stood	C1	-
9493	rockig	rocking	A2	-
9494	wieder	again	A1	-
9495	rausbringen	bring out	C1	-
9496	rausgebracht	brought out	C1	-
9497	jegliche	any	C1	-
9498	überzeugt	convinced	C1	-
9499	obere	upper	C1	-
9500	weiterkommen	get ahead	C1	-
9501	näherkommen	get closer	C1	-
9502	getrennt	separate	A1	-
9503	verplant	planned	C1	-
9504	einst	once	C1	-
9505	herausbekommen	get out	C1	-
9506	bekam	got	C1	-
9507	spannungsmindernd	Stress-reducing	C1	-
9508	überwand	overcame	C1	-
9509	eigens	own	C1	-
9510	größtenteils	for the most part	C1	-
9511	vielerorts	in many places	C1	-
9512	weitaus	by far	C1	-
9513	ab	from	A1	-
9514	hinauftragen	carry up	C1	-
9515	hundeelend	dog suffering	C1	-
9516	heranwachsen	grow up	C1	-
9517	sah	saw	C1	-
9518	maßgeschneidert	customised	C1	-
9519	mitunter	sometimes	C1	-
9520	immer	always	A1	-
9521	lediglich	merely	C1	-
9522	entfettet	degreased	C1	-
9523	probiotisch	probiotic	C1	-
9524	mitdenken	think along	C1	-
9525	mitgedacht	thought along	C1	-
9526	erfüllt	fulfilled	C1	-
9527	innere	inner	C1	-
9528	promoviert	holding a doctorate/with a doctorate	C1	-
9529	beschädigt	damaged	C1	-
9530	erlaubterweise	permissibly	C1	-
9531	mitsamt	together with	C1	-
9532	nicht	not	A1	-
9533	sturmfrei	having the house to oneself	C1	-
9534	bekanntlich	known	C1	-
9535	gebracht	brought	C1	-
9536	auf	on	A1	-
9537	eingestellt	set	C1	-
9538	hervor	forth/out (as a prefix or particle)	C1	-
9539	sozialkritisch	socially critical	C1	-
9540	umgebracht	killed	C1	-
9541	ozeanblau	ocean blue	C1	-
9542	ungetrübt	unclouded	C1	-
9543	vergebens	in vain	C1	-
9544	veranlagt	predisposed	C1	-
9545	möglicherweise	possibly	C1	-
9546	kugelrund	spherical	C1	-
9547	ausgesetzt	exposed	C1	-
9548	durch	through	A1	-
9549	durchdringend	penetrating	C1	-
9550	halbdunkel	semi-dark	C1	-
9551	eineinhalb	one and a half	A2	-
9552	altersgemischt	Mixed ages	C1	-
9553	bildungsbürgerlich	educated-middle-class	C1	-
9554	ausgereift	mature	C1	-
9555	kennt	knows	C1	-
9556	wiederum	in turn	C1	-
9557	dummerweise	stupidly	C1	-
9558	wuchs	grew	C1	-
9559	brotlos	breadless	C1	-
9560	verschrieb	prescribed	C1	-
9561	auslesen	Read out	C1	-
9562	überspringen	skip	C1	-
9563	unvergleichlich	unrivalled	C1	-
9564	gedruckt	printed	C1	-
9565	näher	closer	C1	-
9566	skrupulös	scrupulous	C1	-
9567	durchdacht	well thought out	C1	-
9568	tiefsinnig	profound	C1	-
9569	prosit	Cheers	C1	-
9570	weiterfahren	drive on	A2	-
9571	dachte	thought	C1	-
9572	gelebt	lived	C1	-
9573	getreulich	faithfully/loyally	C1	-
9574	sensorisch	sensory	C1	-
9575	her	here	A1	-
9576	auseinander	apart	C1	-
9577	prosopagnostisch	prosopagnostic	C1	-
9578	etliche	several	C1	-
9579	längs	lengthwise	C1	-
9580	zermürbt	demoralised	C1	-
9581	aufspringen	jump up	C1	-
9582	hinunterspringen	jump down	C1	-
9583	hinunter	down	A2	-
9584	woanders	elsewhere	C1	-
9585	untereinander	among each other	C1	-
9586	angerannt	ran	C1	-
9587	hervorstoßen	push out	C1	-
9588	nahm	took	C1	-
9589	zusammengehangen	related	C1	-
9590	anheimfallen	fall prey to	C1	-
9591	getrost	confident	C1	-
9592	guten	Good day! Hello!	A1	-
9593	was	what? (What is that?)	A1	-
9594	das	(the sausage)	A1	-
9595	der	(the kindergarten)	A1	-
9596	die	(the bottle)	A1	-
9597	in	in (What are the words called in your language?)	A1	-
9598	wie	here: what (What are the words called in your language?)	A1	-
9599	andere	other	A1	-
9600	und	and	A1	-
9601	auch	also	A1	-
9602	ciao	bye	A1	-
9603	danke	thank you	A1	-
9604	dir	you (dat.) (How are you? - Good, and you?)	A1	-
9605	du	you	A1	-
9606	hallo	hello	A1	-
9607	sehr	very (How are you? Thank you, very well.)	A1	-
9608	tschüs	bye	A1	-
9609	wer	who? (Who are you?)	A1	-
9610	oder	or (Julia or Niklas)	A1	-
9611	gute	good night	A1	-
9612	mein	my	A1	-
9613	welche	which	A1	-
9614	wo	where (Where do you live?)	A1	-
9615	woher	from where (From where are you?)	A1	-
9616	den	the	A1	-
9617	er	he	A1	-
9618	sie	she (She's from Germany.)	A1	-
9619	dann	then	A1	-
9620	null	zero	A1	-
9621	dein	your	A1	-
9622	nach	here: about (Ask about the telephone number.)	A1	-
9623	zuerst	at first	A1	-
9624	man	one	A1	-
9625	bitte	please	A1	-
9626	noch	once more	A1	-
9627	Algerien	Algeria	A1	-
9628	Brasilien	Brasil	A1	-
9629	Japan	Japan	A1	-
9630	Frankreich	France	A1	-
9631	Italien	Italy	A1	-
9632	Portugal	Portugal	A1	-
9633	Thailand	Thailand	A1	-
9634	Polen	Poland	A1	-
9635	Russland	Russia	A1	-
9636	Spanien	Spain	A1	-
9637	zu	here: as (Work as a pair.)	A1	-
9638	darauf	upon	A1	-
9639	ja	yes (Do you like to read? - Yes, very.)	A1	-
9640	nein	no	A1	-
9641	super	super	A1	-
9642	wir	we	A1	-
9643	am	to work (What do you work as?)	A1	-
9644	ihr	you (Are you going jogging tomorrow as well?)	A1	-
9645	mit	with	A1	-
9646	wann	when	A1	-
9647	leider	unfortunately	A1	-
9648	für	oft often	A1	-
9649	jede	every	A1	-
9650	mehrere	several	A1	-
9651	neutrum	neuter	A1	-
9652	weitere	further	A1	-
9653	aber	but	A1	-
9654	bei	at (I work at "Taxi-Zentral".)	A1	-
9655	hier	here	A1	-
9656	meistens	mostly	A1	-
9657	pro	per	A1	-
9658	viel	a lot	A1	-
9659	einhundert	one hundred	A1	-
9660	eigene	own	A1	-
9661	kein	no	A1	-
9662	eintausend	one thousand	A1	-
9663	circa	approximately (= approx.)	A1	-
9664	da	there	A1	-
9665	dem	(The ships sail on the river.)	A1	-
9666	grüezi	Swiss word for: hello	A1	-
9667	grüß	good day	A1	-
9668	moin	good morning	A1	-
9669	schon	already (There is the hotel already.)	A1	-
9670	vor	before (The article stands before the noun.)	A1	-
9671	jetzt	now	A1	-
9672	diese	this	A1	-
9673	vielleicht	maybe	A1	-
9674	alles	everything	A1	-
9675	mehr	here: anymore (We don't have any cheese anymore.)	A1	-
9676	dort	there	A1	-
9677	sonst	otherwise	A1	-
9678	gerne	with pleasure	A1	-
9679	gleichfalls	likewise	A1	-
9680	prost	cheers	A1	-
9681	zum	cheers	A1	-
9682	allein	alone	A1	-
9683	manchmal	sometimes	A1	-
9684	nichts	nothing	A1	-
9685	nur	only	A1	-
9686	wenig	little/few/not much	A1	-
9687	länger	longer	A1	-
9688	seit	since, for	A1	-
9689	lange	long	A1	-
9690	abwechselnd	alternating	A1	-
9691	euer	your	A1	-
9692	hey	hey	A1	-
9693	nächste	next	A1	-
9694	schade	pity	A1	-
9695	vorher	before	A1	-
9696	denn	then/because; really? (in questions)	A1	-
9697	hi	hi	A1	-
9698	wen	whom	A1	-
9699	besonders	besonders?) special (What's special on your birthday?)	A1	-
9700	hoffentlich	hopefully	A1	-
9701	dich	you	A1	-
9702	euch	you	A1	-
9703	ihn	him	A1	-
9704	mich	me	A1	-
9705	überall	everywhere	A1	-
9706	besondere	special	A1	-
9707	los	to be up (What's up?)	A1	-
9708	warum	why	A1	-
9709	doch	here: on the contrary (Are you not coming today? - On the contrary.)	A1	-
9710	als	than/as/when	A1	-
9711	supernett	super nice	A1	-
9712	wem	whom, who	A1	-
9713	wohin	whereto	A1	-
9714	genug	enough	A1	-
9715	Südamerika	South America	A1	-
9716	gar	really	A1	-
9717	hurra	hooray	A1	-
9718	mindestens	at least	A1	-
9719	sofort	immediately	A1	-
9720	erkältet	to have a cold	A1	-
9721	erlaubt	allowed/permitted	A1	-
9722	jemand	someone	A1	-
9723	qm	sq m (= square metre)	A1	-
9724	ungefähr	approximately	A1	-
9725	renoviert	refurbished	A1	-
9726	top	top/excellent	A1	-
9727	fehlend	missing	A1	-
9728	bald	soon	A1	-
9729	hinter	behind	A1	-
9730	nie	never	A1	-
9731	zurzeit	currently	A1	-
9732	letzte	last	A1	-
9733	mal	sometime	A1	-
9734	vorbei	to be over	A1	-
9735	ebenso	also	A1	-
9736	beide	both	A1	-
9737	kaum	barely	A1	-
9738	früher	formerly, in the past	A1	-
9739	also	well (Well, I think this jacket is very pretty.)	A1	-
9740	ohne	without	A1	-
9741	unterwegs	on the way	A1	-
9742	topaktuell	cutting-edge	A1	-
9743	danach	after	A1	-
9744	gegenüber	across from	A1	-
9745	außerhalb	outside of	A1	-
9746	etwas	a bit (The hostel was a bit outside of town.)	A1	-
9747	paar	a few/couple of	A2	-
9748	wohl	probably	A2	-
9749	weg	away	A2	-
9750	hin	towards	A2	-
9751	unter	under	A2	-
9752	wofür	for which	A2	-
9753	außer	except	A2	-
9754	ob	whether	A2	-
9755	damit	so that	A2	-
9756	mega	mega	A2	-
9757	usw	etc	A2	-
9758	bestens	best	A2	-
9759	zuzüglich	plus	A2	-
